rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	WikiPathways_2019_Mouse	Cytokines and Inflammatory Response WP222	12/27	1.192099407463603e-07	1.9073590519417645e-05	10.365897973445144	165.2570813232547	IL10;IL1A;CSF3;H2-EB1;IL6;IFNB1;IL7;IL1B;PDGFA;CXCL1;IL12A;CXCL3
2	WikiPathways_2019_Mouse	Glutathione metabolism WP164	10/20	3.502677698342838e-07	2.8021421586742704e-05	12.942777390090718	192.38879356644424	GGT5;GSTM2;GCLC;GPX4;IDH1;GSS;G6PDX;GSTA1;GSTT1;GCLM
3	WikiPathways_2019_Mouse	Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways) WP4346	15/49	1.0525088308287564e-06	5.613380431086701e-05	5.722627286208601	78.76815264440523	ABCA1;HMGCS1;ELOVL2;NR1H3;MSMO1;HMGCR;HSD17B7;CYP51;FADS2;CH25H;SQLE;SCD2;SC5D;FADS1;FDFT1
4	WikiPathways_2019_Mouse	Spinal Cord Injury WP2432	21/99	6.319053694139619e-06	0.0002527621477655848	3.498674672725305	41.88592708528583	EPHA4;EGR1;NOS2;GADD45A;XYLT1;CXCL1;CXCL2;RTN4;RHOB;EFNB2;MMP12;CXCL10;IL1A;IL6;CCND1;MYC;IL1B;CCL2;FCGR2B;TLR4;MAPK3
5	WikiPathways_2019_Mouse	Oxidative Stress WP412	10/28	1.457469393434819e-05	0.0004663902058991421	7.187330386911685	80.03971989507761	NQO1;GCLC;NFIX;MAOA;TXNRD1;CAT;MGST1;MT1;MAPK14;SOD1
6	WikiPathways_2019_Mouse	Microglia Pathogen Phagocytosis Pathway WP3626	12/41	2.0985003945822388e-05	0.0005596001052219304	5.357623075254826	57.71072172991788	C1QB;FCGR1;C1QA;ITGAM;NCF2;PIK3R1;TREM3;TREM1;PIK3CG;LAT;SIGLECE;C1QC
7	WikiPathways_2019_Mouse	Cholesterol Biosynthesis WP103	7/15	3.85161496467594e-05	0.000880369134783072	11.302489554317548	114.88339705395448	SQLE;HMGCS1;SC5D;MSMO1;HMGCR;CYP51;FDFT1
8	WikiPathways_2019_Mouse	TYROBP Causal Network WP3625	14/58	4.845980242789655e-05	0.000969196048557931	4.122113365990203	40.9522726062938	ABCC4;ITGAM;NCF2;SLC1A5;LHFPL2;SAMSN1;PYCARD;C3;SLC7A7;MAF;ADAP2;HLX;SPP1;C1QC
9	WikiPathways_2019_Mouse	Focal Adhesion WP85	28/185	0.00015176969319148956	0.0025643241582086	2.3191015282122844	20.39219916713833	GSK3B;ITGAM;ITGB3;PDGFB;PDGFA;LAMC2;PIK3R1;LAMC1;ITGAL;ACTB;PIK3CG;THBS4;PIK3R5;CCND2;CCND1;SPP1;ITGB8;JUN;ITGA4;STYK1;PGF;RHOB;ITGAD;BCL2;ZYX;ITGA5;RAF1;MET
10	WikiPathways_2019_Mouse	Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP2841	42/324	0.00016027025988803802	0.0025643241582086	1.9427612495633817	16.97710873504436	GSK3B;CSF3;PFKFB4;CSF3R;PFKFB3;ITGAM;PRKAA2;ITGB3;PDGFB;LPAR1;PDGFA;IL6RA;LAMC2;PIK3R1;LAMC1;ITGAL;HIF1A;PIK3CG;THBS4;PIK3R5;COMP;LIPE;KDR;SPP1;EIF4EBP1;ITGB8;JAK3;MAPK3;ANGPT4;ITGA4;NOS2;IFNB1;INSR;GNG11;PGF;TBC1D1;ITGAD;KITL;IL2RA;ITGA5;RAF1;MET
11	WikiPathways_2019_Mouse	Chemokine signaling pathway WP2292	28/190	0.0002397592835891297	0.0034874077612964	2.246913580246914	18.72999101709686	GSK3B;SHC2;CXCL9;CCL12;CXCL1;PIK3R1;CXCL2;CXCL5;PIK3CG;PIK3R5;CCL8;CCL7;CCL4;CCL3;CCL2;CSK;CCR5;JAK3;MAPK3;CCR1;PRKCB;STAT3;PPBP;GNG11;CXCL10;ADCY9;RAF1;PF4
12	WikiPathways_2019_Mouse	G1 to S cell cycle control WP413	13/61	0.0003407165405156181	0.0045428872068749	3.505492424242424	27.98946294042848	CDKN1C;CDKN2B;GADD45A;CDK7;CCND2;RBL1;CDK6;CCND1;ORC1;MYC;MCM3;MCM5;MCM2
13	WikiPathways_2019_Mouse	Oxidative Damage WP1496	10/42	0.000645545682857803	0.0079451776351729	4.039820307048151	29.674154979556324	C1QB;CDKN1C;C4B;C1QA;GADD45A;C5AR1;BCL2;MAP3K9;TRAF1;C1QC
14	WikiPathways_2019_Mouse	Insulin Signaling WP65	23/159	0.0010720097340441	0.0114495085379709	2.1938846313173155	15.002266062175709	EGR1;SNAP25;GSK3B;PTPN1;SHC2;JUN;PRKAA2;PRKCB;INSR;GAB1;CBLB;PIK3R1;MAPK14;PIK3CG;LIPE;SOCS3;PFKL;SOCS1;RPS6KA2;EIF4EBP1;MAP3K9;RAF1;MAPK3
15	WikiPathways_2019_Mouse	IL-5 Signaling Pathway WP151	13/69	0.0011712002512767	0.0114495085379709	3.003409090909091	20.27218903086052	GSK3B;SHC2;JUN;ITGAM;PRKCB;STAT3;PIK3R1;MAPK14;PIK3CG;SOCS1;ALOX5AP;RAF1;MAPK3
16	WikiPathways_2019_Mouse	Lung fibrosis WP3632	12/61	0.0012089059428284	0.0114495085379709	3.1674153938304883	21.278821753591732	CSF3;IL6;PLAU;IL1B;FAM13A;CCL4;PDGFB;SPP1;CCL3;PDGFA;CCL2;CXCL2
17	WikiPathways_2019_Mouse	Eicosanoid Synthesis WP318	6/18	0.0012165102821594	0.0114495085379709	6.4526791927627	43.308891808538206	ALOX5AP;ALOX12;PTGS2;LTC4S;PTGS1;PTGES
18	WikiPathways_2019_Mouse	Adipogenesis genes WP447	20/134	0.0014991916755918	0.0133261482274827	2.273797635339226	14.786117655842869	FZD1;TLE3;CEBPA;EGR2;GADD45A;STAT3;NR1H3;AHR;HIF1A;LIPE;SOCS3;KLF7;IL6;CYP26B1;SOCS1;RBL1;NAMPT;FAS;IL6ST;PPARD
19	WikiPathways_2019_Mouse	IL-6 signaling Pathway WP387	16/99	0.0018692932606838	0.0157414169320746	2.4956222929559866	15.677985528867394	GSK3B;JUN;CD40;STAT3;GAB1;IL6RA;PIK3R1;MAPK14;SOCS3;IL6;TEC;RPS6KA2;EIF4EBP1;IL6ST;RAF1;MAPK3
20	WikiPathways_2019_Mouse	MicroRNAs in Cardiomyocyte Hypertrophy WP1560	14/82	0.0020718810191995	0.0162854981395374	2.6637920388589307	16.460365828779416	FZD1;GSK3B;PRKCB;STAT3;NRG1;PIK3R1;MAPK14;HDAC9;PIK3CG;CDK7;IL6ST;RAF1;IKBKE;MAPK3
21	WikiPathways_2019_Mouse	Keap1-Nrf2 WP1245	5/14	0.0022392559941864	0.0162854981395374	7.165816720754134	43.72303052528719	NQO1;GCLC;MAF;GSTA2;GCLM
22	WikiPathways_2019_Mouse	Osteoclast WP454	5/14	0.0022392559941864	0.0162854981395374	7.165816720754134	43.72303052528719	GPR68;IFNB1;ITGB3;PDGFB;SPP1
23	WikiPathways_2019_Mouse	Type II interferon signaling (IFNG) WP1253	8/34	0.0024051900412023	0.0167317568083642	3.973411953899759	23.960176159708936	SOCS3;CXCL10;CXCL9;SOCS1;NOS2;IFNB1;IL1B;IRF8
24	WikiPathways_2019_Mouse	Metapathway biotransformation WP1251	20/141	0.0027776802592027	0.0185178683946851	2.1414425349773207	12.604828718521333	GSTM1;CHST7;GPX4;MGST3;EPHX2;GSS;EPHX1;MGST1;AKR1A1;MGST2;GSTT1;HNMT;CYP51;CYP26B1;GSTA4;CHST12;GSTA3;GSTA2;GSTA1;CHST3
25	WikiPathways_2019_Mouse	Iron Homeostasis WP1596	5/15	0.0031609821111917	0.0202302855116268	6.448887343532684	37.12542223575525	IL1A;IL6;FTL1;SLC40A1;IL6RA
26	WikiPathways_2019_Mouse	Aflatoxin B1 metabolism WP1262	3/5	0.0033553030701136	0.0206480188930072	19.328125	110.11644847099818	GSTM1;EPHX1;GSTT1
