rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	WikiPathways_2019_Mouse	Spinal Cord Injury WP2432	21/99	1.063370460529448e-06	0.00012852495305263123	3.956290948798835	54.41509083898221	EPHA4;EGR1;NOS2;GADD45A;XYLT1;CXCL1;CXCL2;RTN4;RHOB;EFNB2;MMP12;CXCL10;IL1A;IL6;CCND1;MYC;IL1B;CCL2;FCGR2B;TLR4;MAPK3
2	WikiPathways_2019_Mouse	Glutathione metabolism WP164	9/20	1.637260548441162e-06	0.00012852495305263123	11.953125	159.24534178466047	GGT5;GSTM2;GCLC;GPX4;GSS;G6PDX;GSTA1;GSTT1;GCLM
3	WikiPathways_2019_Mouse	Cytokines and Inflammatory Response WP222	10/27	3.6600636945437135e-06	0.00019154333334778768	8.597709607689831	107.62638686759765	IL10;IL1A;H2-EB1;IL6;IFNB1;IL1B;PDGFA;CXCL1;IL12A;CXCL3
4	WikiPathways_2019_Mouse	Oxidative Stress WP412	10/28	5.365149300241709e-06	0.0002101971726725933	8.11962470680219	98.53640678907944	NQO1;GCLC;NFIX;MAOA;TXNRD1;CAT;MGST1;MT1;MAPK14;SOD1
5	WikiPathways_2019_Mouse	Microglia Pathogen Phagocytosis Pathway WP3626	12/41	6.694177473649469e-06	0.0002101971726725933	6.053627845435153	72.12457142013386	C1QB;FCGR1;C1QA;ITGAM;NCF2;PIK3R1;TREM3;TREM1;PIK3CG;LAT;SIGLECE;C1QC
6	WikiPathways_2019_Mouse	Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways) WP4346	13/49	9.211219369030311e-06	0.00024102690682295988	5.285070532915361	61.28085960794445	ABCA1;HMGCS1;ELOVL2;NR1H3;MSMO1;HMGCR;CYP51;CH25H;SQLE;SCD2;SC5D;FADS1;FDFT1
7	WikiPathways_2019_Mouse	Cholesterol Biosynthesis WP103	7/15	1.847131338363983e-05	0.0004142851716044933	12.765308112324494	139.1328162109998	SQLE;HMGCS1;SC5D;MSMO1;HMGCR;CYP51;FDFT1
8	WikiPathways_2019_Mouse	Focal Adhesion WP85	28/185	2.1319179991466285e-05	0.00041838890733252585	2.6241027998201814	28.224596282546983	GSK3B;ITGAM;ITGB3;PDGFB;PDGFA;LAMC2;PIK3R1;LAMC1;ITGAL;ACTB;PIK3CG;THBS4;PIK3R5;CCND2;CCND1;SPP1;ITGB8;JUN;ITGA4;STYK1;PGF;RHOB;ITGAD;BCL2;ZYX;ITGA5;RAF1;MET
9	WikiPathways_2019_Mouse	Chemokine signaling pathway WP2292	28/190	3.498479891936752e-05	0.0006102903811489666	2.542426645519429	26.086814976326128	GSK3B;SHC2;CXCL9;CCL12;CXCL1;PIK3R1;CXCL2;CXCL5;PIK3CG;PIK3R5;CCL8;CCL7;CCL4;CCL3;CCL2;CSK;CCR5;CCR4;JAK3;MAPK3;CCR1;STAT3;PPBP;GNG11;CXCL10;ADCY9;RAF1;PF4
10	WikiPathways_2019_Mouse	Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP2841	39/324	0.00012697095837412115	0.0019934440464737	2.017162105263158	18.09707506649791	GSK3B;PFKFB4;CSF3R;PFKFB3;ITGAM;PRKAA2;ITGB3;PDGFB;LPAR1;PDGFA;IL6RA;LAMC2;PIK3R1;LAMC1;ITGAL;HIF1A;PIK3CG;THBS4;PIK3R5;COMP;LIPE;SPP1;EIF4EBP1;ITGB8;JAK3;MAPK3;ANGPT4;ITGA4;NOS2;IFNB1;GNG11;PGF;TBC1D1;ITGAD;KITL;IL2RA;ITGA5;RAF1;MET
11	WikiPathways_2019_Mouse	Oxidative Damage WP1496	10/42	0.0002629092926021374	0.0037524326307759	4.563868256450352	37.62316750170984	C1QB;CDKN1C;C4B;C1QA;GADD45A;C5AR1;BCL2;MAP3K9;TRAF1;C1QC
12	WikiPathways_2019_Mouse	IL-6 signaling Pathway WP387	16/99	0.0005689214409157375	0.0074433888519808	2.820848200342612	21.076723876240752	GSK3B;JUN;CD40;STAT3;GAB1;IL6RA;PIK3R1;MAPK14;SOCS3;IL6;TEC;RPS6KA2;EIF4EBP1;IL6ST;RAF1;MAPK3
13	WikiPathways_2019_Mouse	Metapathway biotransformation WP1251	20/141	0.0007206289958297678	0.0087029809496364	2.421376889461996	17.51959674215958	GSTM1;CHST7;GPX4;MGST3;EPHX2;GSS;EPHX1;MGST1;AKR1A1;MGST2;GSTT1;HNMT;CYP51;CYP26B1;GSTA4;CHST12;GSTA3;GSTA2;GSTA1;CHST3
14	WikiPathways_2019_Mouse	TYROBP Causal Network WP3625	11/58	0.0010514265051064	0.0117909972358364	3.417973562414677	23.439121001579707	C3;ABCC4;ITGAM;SLC7A7;MAF;ADAP2;NCF2;SPP1;SLC1A5;SAMSN1;C1QC
15	WikiPathways_2019_Mouse	Keap1-Nrf2 WP1245	5/14	0.0013516719517509	0.0132632810265565	8.09190031152648	53.458435170343	NQO1;GCLC;MAF;GSTA2;GCLM
16	WikiPathways_2019_Mouse	Osteoclast WP454	5/14	0.0013516719517509	0.0132632810265565	8.09190031152648	53.458435170343	GPR68;IFNB1;ITGB3;PDGFB;SPP1
17	WikiPathways_2019_Mouse	Lung fibrosis WP3632	11/61	0.0016177818783845	0.0149406914650809	3.212378716744914	20.64499198225681	IL6;PLAU;IL1B;FAM13A;CCL4;PDGFB;SPP1;CCL3;PDGFA;CCL2;CXCL2
18	WikiPathways_2019_Mouse	Iron Homeostasis WP1596	5/15	0.0019206223134295	0.0167520946226906	7.282320872274143	45.55168915599365	IL1A;IL6;FTL1;SLC40A1;IL6RA
19	WikiPathways_2019_Mouse	MicroRNAs in Cardiomyocyte Hypertrophy WP1560	13/82	0.0021637683272673	0.0169951284646036	2.7525555404116124	16.88941649935047	FZD1;GSK3B;STAT3;NRG1;PIK3R1;MAPK14;HDAC9;PIK3CG;CDK7;IL6ST;RAF1;IKBKE;MAPK3
20	WikiPathways_2019_Mouse	Non-odorant GPCRs WP1396	30/267	0.0021649845177839	0.0169951284646036	1.85741144770312	11.395854593963676	PTGER4;CHRM3;VIPR2;CALCRL;GPR68;PTGER2;GPR65;C5AR1;LPAR1;HTR2A;CELSR1;HCAR2;P2RY6;HTR7;EDNRB;CCRL2;ADGRE4;CCR4;FZD1;CCR1;P2RY12;P2RY13;PTGIR;OPN3;GLP2R;SSTR5;ADORA2B;GPR18;F2RL2;ADGRL3
21	WikiPathways_2019_Mouse	Adipogenesis genes WP447	18/134	0.0024149646392771	0.0172713764886588	2.270205377248433	13.680417957226464	FZD1;TLE3;CEBPA;EGR2;GADD45A;STAT3;NR1H3;AHR;HIF1A;LIPE;SOCS3;KLF7;IL6;CYP26B1;NAMPT;FAS;IL6ST;PPARD
22	WikiPathways_2019_Mouse	Aflatoxin B1 metabolism WP1262	3/5	0.0024201928837611	0.0172713764886588	21.82231726283048	131.45563236639535	GSTM1;EPHX1;GSTT1
23	WikiPathways_2019_Mouse	Macrophage markers WP2271	4/10	0.0026331473618882	0.0179740928615849	9.704280155642024	57.63930400486685	CD86;CD74;CD83;CD14
