rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	WikiPathways_2019_Mouse	Glutathione metabolism WP164	10/20	2.897607566719988e-07	4.57821995541758e-05	13.23076923076923	199.17878152366487	GGT5;GSTM2;GCLC;GPX4;IDH1;GSS;G6PDX;GSTA1;GSTT1;GCLM
2	WikiPathways_2019_Mouse	Cytokines and Inflammatory Response WP222	11/27	9.60651578524575e-07	7.589147470344143e-05	9.099697077690664	126.0822547145606	IL10;IL1A;CSF3;H2-EB1;IL6;IFNB1;IL1B;PDGFA;CXCL1;IL12A;CXCL3
3	WikiPathways_2019_Mouse	Spinal Cord Injury WP2432	21/99	4.61119212010166e-06	0.0001859549163950908	3.5771163509856976	43.952114956161935	EPHA4;EGR1;NOS2;GADD45A;XYLT1;CXCL1;CXCL2;RTN4;RHOB;EFNB2;MMP12;CXCL10;IL1A;IL6;CCND1;MYC;IL1B;CCL2;FCGR2B;TLR4;MAPK3
4	WikiPathways_2019_Mouse	Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways) WP4346	14/49	4.707719402407362e-06	0.0001859549163950908	5.300285714285715	65.01493160284149	ABCA1;HMGCS1;ELOVL2;NR1H3;MSMO1;HMGCR;HSD17B7;CYP51;CH25H;SQLE;SCD2;SC5D;FADS1;FDFT1
5	WikiPathways_2019_Mouse	Oxidative Stress WP412	10/28	1.2191334196815926e-05	0.0003852461606193833	7.347261791706236	83.1326887634943	NQO1;GCLC;NFIX;MAOA;TXNRD1;CAT;MGST1;MT1;MAPK14;SOD1
6	WikiPathways_2019_Mouse	Microglia Pathogen Phagocytosis Pathway WP3626	12/41	1.7119925584067253e-05	0.0004508247070471043	5.477003295784347	60.11157645575172	C1QB;FCGR1;C1QA;ITGAM;NCF2;PIK3R1;TREM3;TREM1;PIK3CG;LAT;SIGLECE;C1QC
7	WikiPathways_2019_Mouse	Cholesterol Biosynthesis WP103	7/15	3.3764361750967707e-05	0.0007621098795218426	11.553482587064677	118.95586634059676	SQLE;HMGCS1;SC5D;MSMO1;HMGCR;CYP51;FDFT1
8	WikiPathways_2019_Mouse	Focal Adhesion WP85	28/185	0.00010780083526483208	0.0021290664964804	2.371356880911021	21.662879021057503	GSK3B;ITGAM;ITGB3;PDGFB;PDGFA;LAMC2;PIK3R1;LAMC1;ITGAL;ACTB;PIK3CG;THBS4;PIK3R5;CCND2;CCND1;SPP1;ITGB8;JUN;ITGA4;STYK1;PGF;RHOB;ITGAD;BCL2;ZYX;ITGA5;RAF1;MET
9	WikiPathways_2019_Mouse	TYROBP Causal Network WP3625	13/58	0.00016388978770753493	0.0027100351955249	3.8231897850741534	33.32413175599502	ABCC4;ITGAM;NCF2;SLC1A5;LHFPL2;SAMSN1;C3;SLC7A7;MAF;ADAP2;HLX;SPP1;C1QC
10	WikiPathways_2019_Mouse	Chemokine signaling pathway WP2292	28/190	0.00017152121490664248	0.0027100351955249	2.2975433345803715	19.9215470095802	GSK3B;SHC2;CXCL9;CCL12;CXCL1;PIK3R1;CXCL2;CXCL5;PIK3CG;PIK3R5;CCL8;CCL7;CCL4;CCL3;CCL2;CSK;CCR5;JAK3;MAPK3;CCR1;PRKCB;STAT3;PPBP;GNG11;CXCL10;ADCY9;RAF1;PF4
