tree	mean_patristic_distance
1003258at2759.faa.mafft.clipkit.treefile	1.5591333333333333
100698at2759.faa.mafft.clipkit.treefile	0.47046666666666664
1010730at2759.faa.mafft.clipkit.treefile	1.2812000000000001
1014314at2759.faa.mafft.clipkit.treefile	0.6399
1018517at2759.faa.mafft.clipkit.treefile	0.5668
1019762at2759.faa.mafft.clipkit.treefile	1.2219333333333333
1038775at2759.faa.mafft.clipkit.treefile	0.8304
1041560at2759.faa.mafft.clipkit.treefile	0.8022
1065019at2759.faa.mafft.clipkit.treefile	1.0825333333333333
1079827at2759.faa.mafft.clipkit.treefile	0.2468
1094121at2759.faa.mafft.clipkit.treefile	0.7524333333333333
1096688at2759.faa.mafft.clipkit.treefile	0.7192666666666666
1112002at2759.faa.mafft.clipkit.treefile	1.0809666666666666
1129824at2759.faa.mafft.clipkit.treefile	1.2589333333333332
1138059at2759.faa.mafft.clipkit.treefile	0.6159333333333333
1157302at2759.faa.mafft.clipkit.treefile	0.33053333333333335
1161199at2759.faa.mafft.clipkit.treefile	1.0228
1173229at2759.faa.mafft.clipkit.treefile	1.34655
1193442at2759.faa.mafft.clipkit.treefile	0.8546833333333334
1194691at2759.faa.mafft.clipkit.treefile	0.5894
1200489at2759.faa.mafft.clipkit.treefile	1.2634
1217666at2759.faa.mafft.clipkit.treefile	0.47259999999999996
1249159at2759.faa.mafft.clipkit.treefile	0.8174
1251252at2759.faa.mafft.clipkit.treefile	0.8208000000000001
1260807at2759.faa.mafft.clipkit.treefile	1.0687333333333333
1264469at2759.faa.mafft.clipkit.treefile	1.4902666666666666
1269244at2759.faa.mafft.clipkit.treefile	1.161
1269649at2759.faa.mafft.clipkit.treefile	0.5739666666666666
1284731at2759.faa.mafft.clipkit.treefile	1.0719333333333334
1287094at2759.faa.mafft.clipkit.treefile	0.9796
1287401at2759.faa.mafft.clipkit.treefile	0.40563333333333335
1291729at2759.faa.mafft.clipkit.treefile	1.2974
1304061at2759.faa.mafft.clipkit.treefile	0.42110000000000003
1338131at2759.faa.mafft.clipkit.treefile	0.38386666666666663
1342242at2759.faa.mafft.clipkit.treefile	1.6978833333333334
1346165at2759.faa.mafft.clipkit.treefile	1.4446333333333332
1346432at2759.faa.mafft.clipkit.treefile	1.06645
1355894at2759.faa.mafft.clipkit.treefile	0.3869666666666667
1358374at2759.faa.mafft.clipkit.treefile	0.8834
1364586at2759.faa.mafft.clipkit.treefile	1.1996333333333333
1370285at2759.faa.mafft.clipkit.treefile	1.2883666666666667
1379600at2759.faa.mafft.clipkit.treefile	0.9581333333333334
1382842at2759.faa.mafft.clipkit.treefile	0.9014666666666667
1405073at2759.faa.mafft.clipkit.treefile	0.34475000000000006
1421503at2759.faa.mafft.clipkit.treefile	0.43520000000000003
1423847at2759.faa.mafft.clipkit.treefile	0.6981333333333333
1428854at2759.faa.mafft.clipkit.treefile	1.3543833333333335
1432328at2759.faa.mafft.clipkit.treefile	0.5792666666666667
1434266at2759.faa.mafft.clipkit.treefile	1.4288999999999998
1441854at2759.faa.mafft.clipkit.treefile	0.7475333333333333
1445102at2759.faa.mafft.clipkit.treefile	0.5402
1455730at2759.faa.mafft.clipkit.treefile	0.4525333333333333
1488235at2759.faa.mafft.clipkit.treefile	0.6913999999999999
1488436at2759.faa.mafft.clipkit.treefile	0.6019
1504863at2759.faa.mafft.clipkit.treefile	0.7117833333333333
1513531at2759.faa.mafft.clipkit.treefile	0.9628
1525971at2759.faa.mafft.clipkit.treefile	0.8614166666666666
1526152at2759.faa.mafft.clipkit.treefile	1.2518
1538526at2759.faa.mafft.clipkit.treefile	0.8411
1545004at2759.faa.mafft.clipkit.treefile	0.41783333333333333
1552706at2759.faa.mafft.clipkit.treefile	0.6493666666666668
156083at2759.faa.mafft.clipkit.treefile	0.09463333333333333
1620056at2759.faa.mafft.clipkit.treefile	0.9380166666666666
1626636at2759.faa.mafft.clipkit.treefile	0.5288666666666667
1633672at2759.faa.mafft.clipkit.treefile	0.2571333333333333
176625at2759.faa.mafft.clipkit.treefile	1.697733333333333
271586at2759.faa.mafft.clipkit.treefile	1.9765
290630at2759.faa.mafft.clipkit.treefile	0.9991666666666665
296129at2759.faa.mafft.clipkit.treefile	0.6296333333333334
306227at2759.faa.mafft.clipkit.treefile	1.1727999999999998
320059at2759.faa.mafft.clipkit.treefile	0.2389666666666667
324863at2759.faa.mafft.clipkit.treefile	1.5027333333333335
331411at2759.faa.mafft.clipkit.treefile	0.5517333333333333
341721at2759.faa.mafft.clipkit.treefile	1.468
355408at2759.faa.mafft.clipkit.treefile	0.12013333333333333
390348at2759.faa.mafft.clipkit.treefile	0.23013333333333333
39650at2759.faa.mafft.clipkit.treefile	1.0403333333333333
396755at2759.faa.mafft.clipkit.treefile	0.9098333333333333
418107at2759.faa.mafft.clipkit.treefile	0.7090333333333333
453044at2759.faa.mafft.clipkit.treefile	1.0663833333333332
491869at2759.faa.mafft.clipkit.treefile	1.3153
570797at2759.faa.mafft.clipkit.treefile	2.0334333333333334
621827at2759.faa.mafft.clipkit.treefile	1.4191666666666667
664730at2759.faa.mafft.clipkit.treefile	0.5433333333333333
673132at2759.faa.mafft.clipkit.treefile	0.8285666666666667
674160at2759.faa.mafft.clipkit.treefile	1.8706666666666667
679771at2759.faa.mafft.clipkit.treefile	1.4105999999999999
720340at2759.faa.mafft.clipkit.treefile	0.9551666666666666
721605at2759.faa.mafft.clipkit.treefile	1.1962499999999998
734666at2759.faa.mafft.clipkit.treefile	0.7106
777920at2759.faa.mafft.clipkit.treefile	1.0173333333333334
814241at2759.faa.mafft.clipkit.treefile	0.6195666666666667
836599at2759.faa.mafft.clipkit.treefile	0.6780333333333334
866359at2759.faa.mafft.clipkit.treefile	0.6105333333333334
891751at2759.faa.mafft.clipkit.treefile	1.9116999999999997
919955at2759.faa.mafft.clipkit.treefile	1.0464333333333333
974865at2759.faa.mafft.clipkit.treefile	0.988
975158at2759.faa.mafft.clipkit.treefile	0.6625666666666666
981902at2759.faa.mafft.clipkit.treefile	0.8917
996662at2759.faa.mafft.clipkit.treefile	1.4757833333333332
