tree	mean_patristic_distance
1001705at2759.faa.mafft.clipkit.treefile	1.7016
1003258at2759.faa.mafft.clipkit.treefile	1.6909
100698at2759.faa.mafft.clipkit.treefile	1.08085
1010730at2759.faa.mafft.clipkit.treefile	1.1522
1014314at2759.faa.mafft.clipkit.treefile	1.9412
1018517at2759.faa.mafft.clipkit.treefile	0.9328666666666666
1019762at2759.faa.mafft.clipkit.treefile	2.4266833333333335
1025450at2759.faa.mafft.clipkit.treefile	1.5718500000000002
1030907at2759.faa.mafft.clipkit.treefile	2.316
1032689at2759.faa.mafft.clipkit.treefile	1.6527833333333335
1038775at2759.faa.mafft.clipkit.treefile	1.1136333333333333
1041560at2759.faa.mafft.clipkit.treefile	1.27055
1049599at2759.faa.mafft.clipkit.treefile	1.6989666666666665
1051021at2759.faa.mafft.clipkit.treefile	2.08445
1053181at2759.faa.mafft.clipkit.treefile	1.3083333333333333
1057950at2759.faa.mafft.clipkit.treefile	2.19415
1065019at2759.faa.mafft.clipkit.treefile	1.1527333333333334
1076134at2759.faa.mafft.clipkit.treefile	1.0523166666666668
1079130at2759.faa.mafft.clipkit.treefile	1.0031833333333333
1079827at2759.faa.mafft.clipkit.treefile	0.5798
1085752at2759.faa.mafft.clipkit.treefile	3.0456
1087488at2759.faa.mafft.clipkit.treefile	1.8615166666666667
1090038at2759.faa.mafft.clipkit.treefile	1.8326333333333336
1094121at2759.faa.mafft.clipkit.treefile	2.135566666666667
1096688at2759.faa.mafft.clipkit.treefile	0.9812166666666666
1106766at2759.faa.mafft.clipkit.treefile	1.0879333333333332
1107630at2759.faa.mafft.clipkit.treefile	1.6666
1108845at2759.faa.mafft.clipkit.treefile	1.1603333333333332
1111142at2759.faa.mafft.clipkit.treefile	2.707333333333333
1112002at2759.faa.mafft.clipkit.treefile	1.3659666666666668
1115196at2759.faa.mafft.clipkit.treefile	1.5929166666666665
1128607at2759.faa.mafft.clipkit.treefile	0.9028999999999999
1129824at2759.faa.mafft.clipkit.treefile	1.8309166666666667
1138059at2759.faa.mafft.clipkit.treefile	1.0045
1157302at2759.faa.mafft.clipkit.treefile	0.35795
1161199at2759.faa.mafft.clipkit.treefile	2.30585
1173229at2759.faa.mafft.clipkit.treefile	1.9965666666666666
1178688at2759.faa.mafft.clipkit.treefile	1.7368499999999998
1182451at2759.faa.mafft.clipkit.treefile	1.9791999999999998
1193442at2759.faa.mafft.clipkit.treefile	1.4579166666666667
1194691at2759.faa.mafft.clipkit.treefile	1.4125500000000002
1194797at2759.faa.mafft.clipkit.treefile	1.4454333333333336
1197019at2759.faa.mafft.clipkit.treefile	1.0836666666666666
1200489at2759.faa.mafft.clipkit.treefile	1.4204833333333333
1217666at2759.faa.mafft.clipkit.treefile	1.1594666666666666
1220881at2759.faa.mafft.clipkit.treefile	1.4376499999999999
1222562at2759.faa.mafft.clipkit.treefile	1.5050833333333333
1223488at2759.faa.mafft.clipkit.treefile	1.9592666666666665
1228942at2759.faa.mafft.clipkit.treefile	1.1874666666666667
1233814at2759.faa.mafft.clipkit.treefile	1.2368666666666666
1236198at2759.faa.mafft.clipkit.treefile	0.8810833333333333
1247641at2759.faa.mafft.clipkit.treefile	2.40705
1248958at2759.faa.mafft.clipkit.treefile	1.7160833333333334
1249159at2759.faa.mafft.clipkit.treefile	1.8278666666666668
1251252at2759.faa.mafft.clipkit.treefile	1.8575666666666668
1257440at2759.faa.mafft.clipkit.treefile	1.2248833333333333
1258856at2759.faa.mafft.clipkit.treefile	2.3514
1259741at2759.faa.mafft.clipkit.treefile	1.7091166666666666
1260807at2759.faa.mafft.clipkit.treefile	1.2725833333333334
1264469at2759.faa.mafft.clipkit.treefile	1.7404
1266231at2759.faa.mafft.clipkit.treefile	0.8743666666666666
1269244at2759.faa.mafft.clipkit.treefile	2.701966666666667
1269649at2759.faa.mafft.clipkit.treefile	0.9284333333333333
1275837at2759.faa.mafft.clipkit.treefile	0.8833166666666666
1284731at2759.faa.mafft.clipkit.treefile	1.5660833333333333
1287094at2759.faa.mafft.clipkit.treefile	1.82
1287401at2759.faa.mafft.clipkit.treefile	0.9141
1291729at2759.faa.mafft.clipkit.treefile	1.4466999999999999
1304061at2759.faa.mafft.clipkit.treefile	1.05
1309031at2759.faa.mafft.clipkit.treefile	1.6498833333333334
1312453at2759.faa.mafft.clipkit.treefile	2.070116666666667
1314980at2759.faa.mafft.clipkit.treefile	1.7870333333333333
1322299at2759.faa.mafft.clipkit.treefile	1.7382
1322642at2759.faa.mafft.clipkit.treefile	1.1532333333333333
1323575at2759.faa.mafft.clipkit.treefile	1.4193
1324510at2759.faa.mafft.clipkit.treefile	1.9042833333333335
1338131at2759.faa.mafft.clipkit.treefile	0.8892833333333333
1339553at2759.faa.mafft.clipkit.treefile	3.8227333333333333
1342242at2759.faa.mafft.clipkit.treefile	2.2479
1346165at2759.faa.mafft.clipkit.treefile	1.53815
1346432at2759.faa.mafft.clipkit.treefile	1.8243
1348942at2759.faa.mafft.clipkit.treefile	1.9329999999999998
1355894at2759.faa.mafft.clipkit.treefile	1.4656333333333336
1358374at2759.faa.mafft.clipkit.treefile	1.0313333333333332
1364586at2759.faa.mafft.clipkit.treefile	1.6822
1370285at2759.faa.mafft.clipkit.treefile	2.930816666666667
1370304at2759.faa.mafft.clipkit.treefile	2.027016666666667
1377237at2759.faa.mafft.clipkit.treefile	1.8623
1379600at2759.faa.mafft.clipkit.treefile	2.52225
1380409at2759.faa.mafft.clipkit.treefile	1.8378666666666668
1382842at2759.faa.mafft.clipkit.treefile	1.8895333333333333
1395649at2759.faa.mafft.clipkit.treefile	1.8224
1398309at2759.faa.mafft.clipkit.treefile	1.3159333333333334
1404162at2759.faa.mafft.clipkit.treefile	2.2950500000000003
1405073at2759.faa.mafft.clipkit.treefile	0.5669833333333333
1405146at2759.faa.mafft.clipkit.treefile	2.5534333333333334
1407446at2759.faa.mafft.clipkit.treefile	2.5546666666666664
1421503at2759.faa.mafft.clipkit.treefile	1.04155
1423847at2759.faa.mafft.clipkit.treefile	1.3994166666666665
142542at2759.faa.mafft.clipkit.treefile	2.0002999999999997
1426075at2759.faa.mafft.clipkit.treefile	1.3537333333333335
1428265at2759.faa.mafft.clipkit.treefile	2.4540166666666665
1428854at2759.faa.mafft.clipkit.treefile	1.8093000000000001
1430056at2759.faa.mafft.clipkit.treefile	1.5903166666666666
1432328at2759.faa.mafft.clipkit.treefile	1.6061666666666667
1434266at2759.faa.mafft.clipkit.treefile	2.071616666666667
1440961at2759.faa.mafft.clipkit.treefile	1.9922166666666667
1441854at2759.faa.mafft.clipkit.treefile	1.3500333333333332
1442062at2759.faa.mafft.clipkit.treefile	1.9467833333333333
1445102at2759.faa.mafft.clipkit.treefile	1.6960499999999998
1450538at2759.faa.mafft.clipkit.treefile	1.6483166666666669
1454155at2759.faa.mafft.clipkit.treefile	2.1199833333333333
1455730at2759.faa.mafft.clipkit.treefile	0.9379333333333334
1459797at2759.faa.mafft.clipkit.treefile	1.77375
1474000at2759.faa.mafft.clipkit.treefile	1.3450666666666666
1488235at2759.faa.mafft.clipkit.treefile	1.363133333333333
1488436at2759.faa.mafft.clipkit.treefile	1.9123999999999999
1490022at2759.faa.mafft.clipkit.treefile	1.3832666666666666
1504863at2759.faa.mafft.clipkit.treefile	1.3730833333333334
1513531at2759.faa.mafft.clipkit.treefile	2.3302833333333335
1525971at2759.faa.mafft.clipkit.treefile	1.8854
1530008at2759.faa.mafft.clipkit.treefile	0.6213333333333333
1538526at2759.faa.mafft.clipkit.treefile	1.0858833333333333
1552706at2759.faa.mafft.clipkit.treefile	1.703833333333333
1558822at2759.faa.mafft.clipkit.treefile	0.7342
156083at2759.faa.mafft.clipkit.treefile	0.5651666666666667
1567796at2759.faa.mafft.clipkit.treefile	1.15975
1575179at2759.faa.mafft.clipkit.treefile	2.111283333333333
1576404at2759.faa.mafft.clipkit.treefile	1.5409333333333333
1588798at2759.faa.mafft.clipkit.treefile	1.7516166666666668
1593937at2759.faa.mafft.clipkit.treefile	2.416183333333333
160593at2759.faa.mafft.clipkit.treefile	2.0728833333333334
1617752at2759.faa.mafft.clipkit.treefile	1.9626833333333333
1620056at2759.faa.mafft.clipkit.treefile	1.6820666666666666
1623701at2759.faa.mafft.clipkit.treefile	2.1557
1626636at2759.faa.mafft.clipkit.treefile	1.4160666666666666
1633672at2759.faa.mafft.clipkit.treefile	0.7381833333333333
1645187at2759.faa.mafft.clipkit.treefile	1.18865
166920at2759.faa.mafft.clipkit.treefile	1.5647166666666665
176625at2759.faa.mafft.clipkit.treefile	2.1171666666666664
179362at2759.faa.mafft.clipkit.treefile	2.6202666666666667
245208at2759.faa.mafft.clipkit.treefile	1.05545
257318at2759.faa.mafft.clipkit.treefile	1.9557666666666667
261328at2759.faa.mafft.clipkit.treefile	1.7655
261419at2759.faa.mafft.clipkit.treefile	1.8959
270107at2759.faa.mafft.clipkit.treefile	1.7083833333333331
271586at2759.faa.mafft.clipkit.treefile	2.50165
290630at2759.faa.mafft.clipkit.treefile	0.9779666666666667
293315at2759.faa.mafft.clipkit.treefile	1.7062333333333335
296129at2759.faa.mafft.clipkit.treefile	0.8571666666666666
299766at2759.faa.mafft.clipkit.treefile	2.4101
306227at2759.faa.mafft.clipkit.treefile	1.7109666666666667
320059at2759.faa.mafft.clipkit.treefile	0.43061666666666665
324863at2759.faa.mafft.clipkit.treefile	1.8074000000000001
325552at2759.faa.mafft.clipkit.treefile	1.35285
330169at2759.faa.mafft.clipkit.treefile	2.47265
331411at2759.faa.mafft.clipkit.treefile	1.9994500000000002
341721at2759.faa.mafft.clipkit.treefile	2.1512
345441at2759.faa.mafft.clipkit.treefile	1.0516666666666665
355408at2759.faa.mafft.clipkit.treefile	1.3299666666666667
369837at2759.faa.mafft.clipkit.treefile	1.51065
375960at2759.faa.mafft.clipkit.treefile	1.6036666666666666
383503at2759.faa.mafft.clipkit.treefile	2.10235
388820at2759.faa.mafft.clipkit.treefile	1.5625333333333333
