reference_cells	1200
genes	1000
spots	900
types	B_Cell,Endothelial,Fibroblast_Stroma,Macrophage,T_Cell,Tumor_Core
type_cell_counts	B_Cell:200,Endothelial:200,Fibroblast_Stroma:200,Macrophage:200,T_Cell:200,Tumor_Core:200
spot_library_median	2497.000000
assigned_counts	B_Cell:126,Endothelial:145,Fibroblast_Stroma:329,Macrophage:120,T_Cell:149,Tumor_Core:31
marker_assigned_counts	B_Cell:186,Endothelial:161,Fibroblast_Stroma:274,Macrophage:89,T_Cell:146,Tumor_Core:44
tumor_assigned_n	31
tumor_marker_assigned_n	44
tumor_marker_upper_quartile_n	225
TOP_MARKERS
B_Cell	Gene_167,Gene_168,Gene_156,Gene_502,Gene_194,Gene_155,Gene_164,Gene_190,Gene_407,Gene_151,Gene_649,Gene_161,Gene_166,Gene_172,Gene_177
Endothelial	Gene_297,Gene_295,Gene_323,Gene_285,Gene_283,Gene_278,Gene_883,Gene_258,Gene_426,Gene_290,Gene_280,Gene_747,Gene_251,Gene_289,Gene_263
Fibroblast_Stroma	Gene_57,Gene_77,Gene_66,Gene_99,Gene_546,Gene_89,Gene_84,Gene_97,Gene_98,Gene_65,Gene_61,Gene_827,Gene_90,Gene_72,Gene_94
Macrophage	Gene_222,Gene_224,Gene_604,Gene_212,Gene_215,Gene_239,Gene_202,Gene_231,Gene_945,Gene_726,Gene_233,Gene_221,Gene_249,Gene_229,Gene_677
T_Cell	Gene_100,Gene_135,Gene_107,Gene_119,Gene_871,Gene_122,Gene_105,Gene_862,Gene_133,Gene_113,Gene_701,Gene_114,Gene_576,Gene_142,Gene_128
Tumor_Core	Gene_34,Gene_10,Gene_411,Gene_49,Gene_9,Gene_30,Gene_390,Gene_46,Gene_13,Gene_518,Gene_42,Gene_43,Gene_38,Gene_21,Gene_847
ASSIGNED_SPATIAL_SUMMARY
B_Cell	126	14.4603	14.3095	8.586540
Endothelial	145	14.1655	13.8552	8.565722
Fibroblast_Stroma	329	15.0456	14.8815	4.264393
Macrophage	120	13.7667	14.8583	5.309231
T_Cell	149	13.9732	14.0000	8.049408
Tumor_Core	31	15.8065	15.2581	0.000000
MARKER_POSITIVE_DISTANCE_SUMMARY
B_Cell	225	1.205687
Endothelial	225	1.247032
Fibroblast_Stroma	225	1.282903
Macrophage	225	1.193099
T_Cell	225	1.231369
Tumor_Core	225	0.000000
CENTROID_ASSIGNMENT_PERMUTATION
B_Cell	126	8.586540	5.903179	6.392812	6.391670	1.000000
Endothelial	145	8.565722	5.945516	6.404029	6.404851	1.000000
Fibroblast_Stroma	329	4.264393	6.138492	6.401046	6.402015	0.000333
Macrophage	120	5.309231	5.885607	6.389801	6.396529	0.000333
T_Cell	149	8.049408	5.938000	6.400493	6.400827	1.000000
MARKER_ASSIGNMENT_PERMUTATION
B_Cell	186	6.916901	5.138017	5.492290	5.488446	1.000000
Endothelial	161	7.031308	5.106636	5.497515	5.495241	1.000000
Fibroblast_Stroma	274	3.317157	5.221480	5.490961	5.487612	0.000333
Macrophage	89	4.290296	4.947937	5.482071	5.492839	0.000333
T_Cell	146	6.762181	5.081531	5.479916	5.483702	1.000000
FINAL_CALL	Fibroblast_Stroma,Macrophage
PROFILE_DISTANCE_CORRELATION
B_Cell	-0.213253	-0.263336
Endothelial	-0.211348	-0.300000
Fibroblast_Stroma	0.329178	0.396052
Macrophage	0.111569	0.116550
T_Cell	-0.155530	-0.289761
SPOT_TOP_ASSIGNMENTS_SAMPLE
0	Spot_0-1	B_Cell	0.825284	Endothelial	0.619171
1	Spot_1-1	Endothelial	0.861838	B_Cell	0.656172
2	Spot_2-1	Endothelial	0.920020	B_Cell	0.885767
3	Spot_3-1	Macrophage	0.890460	Endothelial	0.890301
4	Spot_4-1	Endothelial	0.926513	Macrophage	0.869227
5	Spot_5-1	Endothelial	0.868601	Macrophage	0.868251
6	Spot_6-1	Macrophage	0.941165	B_Cell	0.857136
7	Spot_7-1	B_Cell	0.835123	Endothelial	0.616060
8	Spot_8-1	Endothelial	0.873777	B_Cell	0.872043
9	Spot_9-1	B_Cell	0.839255	Endothelial	0.637252
10	Spot_10-1	Macrophage	0.846657	Fibroblast_Stroma	0.632059
11	Spot_11-1	Endothelial	0.850802	B_Cell	0.654602
12	Spot_12-1	B_Cell	0.834399	Fibroblast_Stroma	0.631417
13	Spot_13-1	Macrophage	0.873986	Endothelial	0.868642
14	Spot_14-1	B_Cell	0.871236	Macrophage	0.861389
15	Spot_15-1	B_Cell	0.872416	Endothelial	0.864437
16	Spot_16-1	T_Cell	0.873299	B_Cell	0.871277
17	Spot_17-1	B_Cell	0.918137	Endothelial	0.708002
18	Spot_18-1	Fibroblast_Stroma	0.886261	T_Cell	0.864352
19	Spot_19-1	B_Cell	0.876339	T_Cell	0.865378
20	Spot_20-1	T_Cell	0.845328	Fibroblast_Stroma	0.631082
21	Spot_21-1	T_Cell	0.855321	Tumor_Core	0.640614
22	Spot_22-1	Endothelial	0.928296	B_Cell	0.720404
23	Spot_23-1	B_Cell	0.853622	T_Cell	0.644606
24	Spot_24-1	T_Cell	0.925132	Endothelial	0.864683
