 99.60	95665	95665	U	0	unclassified
  0.40	388	0	R	1	root
  0.40	388	0	R1	131567	  cellular organisms
  0.40	388	0	D	2759	    Eukaryota
  0.40	388	0	D1	33154	      Opisthokonta
  0.40	388	35	K	4751	        Fungi
  0.37	353	284	K1	451864	          Dikarya
  0.05	51	1	P	4890	            Ascomycota
  0.05	50	0	P1	716545	              saccharomyceta
  0.03	33	0	P2	147538	                Pezizomycotina
  0.03	33	0	P3	716546	                  leotiomyceta
  0.03	33	0	P4	715989	                    sordariomyceta
  0.03	33	33	C	147550	                      Sordariomycetes
  0.02	17	0	P2	147537	                Saccharomycotina
  0.02	17	0	C	4891	                  Saccharomycetes
  0.02	17	0	O	4892	                    Saccharomycetales
  0.02	17	0	F	4893	                      Saccharomycetaceae
  0.02	17	0	G	113604	                        Tetrapisispora
  0.02	17	0	S	113608	                          Tetrapisispora phaffii
  0.02	17	17	S1	1071381	                            Tetrapisispora phaffii CBS 4417
  0.02	18	1	P	5204	            Basidiomycota
  0.02	17	0	P1	452284	              Ustilaginomycotina
  0.02	17	0	C	1538075	                Malasseziomycetes
  0.02	17	0	O	162474	                  Malasseziales
  0.02	17	0	F	742845	                    Malasseziaceae
  0.02	17	0	G	55193	                      Malassezia
  0.02	17	17	S	76775	                        Malassezia restricta
