pathway_id	pathway_name	foreground_hits	pathway_genes_in_universe	foreground_genes_in_universe	universe_genes	p_value	adjusted_p_value	foreground_hit_genes
pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	6	24	13	2041	2.19716849888e-09	3.01012084346e-07	PA14_51360,PA14_51380,PA14_51390,PA14_51410,PA14_51420,PA14_51430
pau00970	Aminoacyl-tRNA biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	6	86	13	2041	6.3697456086e-06	0.000436327574189	PA14_23570,PA14_23580,PA14_27610,PA14_27620,PA14_65210,PA14_65220
pau02025	Biofilm formation - Pseudomonas aeruginosa - Pseudomonas aeruginosa UCBPP-PA14	6	108	13	2041	2.42406734541e-05	0.000973397472986	PA14_51360,PA14_51380,PA14_51390,PA14_51410,PA14_51420,PA14_51430
pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	6	111	13	2041	2.84203641748e-05	0.000973397472986	PA14_51360,PA14_51380,PA14_51390,PA14_51410,PA14_51420,PA14_51430
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	6	444	13	2041	0.043430544711	1	PA14_51360,PA14_51380,PA14_51390,PA14_51410,PA14_51420,PA14_51430
pau00760	Nicotinate and nicotinamide metabolism - Pseudomonas aeruginosa UCBPP-PA14	1	24	13	2041	0.142924042949	1	PA14_64950
pau00400	Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	1	32	13	2041	0.186205674657	1	PA14_51360
pau01230	Biosynthesis of amino acids - Pseudomonas aeruginosa UCBPP-PA14	1	146	13	2041	0.620093657185	1	PA14_51360
pau01240	Biosynthesis of cofactors - Pseudomonas aeruginosa UCBPP-PA14	1	184	13	2041	0.708294863911	1	PA14_64950
pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	2	1049	13	2041	0.998790339273	1	PA14_51360,PA14_64950
pau00010	Glycolysis / Gluconeogenesis - Pseudomonas aeruginosa UCBPP-PA14	0	35	13	2041	1	1	
pau00020	Citrate cycle (TCA cycle) - Pseudomonas aeruginosa UCBPP-PA14	0	29	13	2041	1	1	
pau00030	Pentose phosphate pathway - Pseudomonas aeruginosa UCBPP-PA14	0	29	13	2041	1	1	
pau00040	Pentose and glucuronate interconversions - Pseudomonas aeruginosa UCBPP-PA14	0	8	13	2041	1	1	
pau00051	Fructose and mannose metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	18	13	2041	1	1	
pau00052	Galactose metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	4	13	2041	1	1	
pau00053	Ascorbate and aldarate metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	6	13	2041	1	1	
pau00061	Fatty acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	27	13	2041	1	1	
pau00071	Fatty acid degradation - Pseudomonas aeruginosa UCBPP-PA14	0	31	13	2041	1	1	
pau00074	Mycolic acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	2	13	2041	1	1	
pau00130	Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	21	13	2041	1	1	
pau00190	Oxidative phosphorylation - Pseudomonas aeruginosa UCBPP-PA14	0	57	13	2041	1	1	
pau00220	Arginine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	33	13	2041	1	1	
pau00230	Purine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	67	13	2041	1	1	
pau00240	Pyrimidine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	36	13	2041	1	1	
pau00250	Alanine, aspartate and glutamate metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	36	13	2041	1	1	
pau00260	Glycine, serine and threonine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	56	13	2041	1	1	
pau00261	Monobactam biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	9	13	2041	1	1	
pau00270	Cysteine and methionine metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	41	13	2041	1	1	
pau00280	Valine, leucine and isoleucine degradation - Pseudomonas aeruginosa UCBPP-PA14	0	45	13	2041	1	1	
pau00290	Valine, leucine and isoleucine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	17	13	2041	1	1	
pau00300	Lysine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	0	16	13	2041	1	1	
pau00310	Lysine degradation - Pseudomonas aeruginosa UCBPP-PA14	0	22	13	2041	1	1	
pau00330	Arginine and proline metabolism - Pseudomonas aeruginosa UCBPP-PA14	0	48	13	2041	1	1	
