animals	1003258at2759.faa.mafft.clipkit.treefile	1.5591328998
animals	100698at2759.faa.mafft.clipkit.treefile	0.4704298695
animals	1010730at2759.faa.mafft.clipkit.treefile	1.2812257515
animals	1014314at2759.faa.mafft.clipkit.treefile	0.6398853177
animals	1018517at2759.faa.mafft.clipkit.treefile	0.5667758868
animals	1019762at2759.faa.mafft.clipkit.treefile	1.2219457337
animals	1038775at2759.faa.mafft.clipkit.treefile	0.8303901376
animals	1041560at2759.faa.mafft.clipkit.treefile	0.8022136593
animals	1065019at2759.faa.mafft.clipkit.treefile	1.0825288679
animals	1079827at2759.faa.mafft.clipkit.treefile	0.2467956485
animals	1094121at2759.faa.mafft.clipkit.treefile	0.7524257583
animals	1096688at2759.faa.mafft.clipkit.treefile	0.7192543434
animals	1112002at2759.faa.mafft.clipkit.treefile	1.0809956647
animals	1129824at2759.faa.mafft.clipkit.treefile	1.2589226905
animals	1138059at2759.faa.mafft.clipkit.treefile	0.6159743677
animals	1157302at2759.faa.mafft.clipkit.treefile	0.3305224325
animals	1161199at2759.faa.mafft.clipkit.treefile	1.0227879970
animals	1173229at2759.faa.mafft.clipkit.treefile	1.3465436398
animals	1193442at2759.faa.mafft.clipkit.treefile	0.8546801124
animals	1194691at2759.faa.mafft.clipkit.treefile	0.5894020783
animals	1200489at2759.faa.mafft.clipkit.treefile	1.2634072331
animals	1217666at2759.faa.mafft.clipkit.treefile	0.4725809077
animals	1249159at2759.faa.mafft.clipkit.treefile	0.8173860728
animals	1251252at2759.faa.mafft.clipkit.treefile	0.8207934447
animals	1260807at2759.faa.mafft.clipkit.treefile	1.0687310069
animals	1264469at2759.faa.mafft.clipkit.treefile	1.4902947421
animals	1269244at2759.faa.mafft.clipkit.treefile	1.1610125099
animals	1269649at2759.faa.mafft.clipkit.treefile	0.5739809431
animals	1284731at2759.faa.mafft.clipkit.treefile	1.0719411247
animals	1287094at2759.faa.mafft.clipkit.treefile	0.9796224898
animals	1287401at2759.faa.mafft.clipkit.treefile	0.4056041265
animals	1291729at2759.faa.mafft.clipkit.treefile	1.2973927757
animals	1304061at2759.faa.mafft.clipkit.treefile	0.4211075482
animals	1338131at2759.faa.mafft.clipkit.treefile	0.3838854531
animals	1342242at2759.faa.mafft.clipkit.treefile	1.6978771859
animals	1346165at2759.faa.mafft.clipkit.treefile	1.4446200683
animals	1346432at2759.faa.mafft.clipkit.treefile	1.0664543441
animals	1355894at2759.faa.mafft.clipkit.treefile	0.3869438237
animals	1358374at2759.faa.mafft.clipkit.treefile	0.8833887960
animals	1364586at2759.faa.mafft.clipkit.treefile	1.1996138339
animals	1370285at2759.faa.mafft.clipkit.treefile	1.2883555198
animals	1379600at2759.faa.mafft.clipkit.treefile	0.9581301601
animals	1382842at2759.faa.mafft.clipkit.treefile	0.9014361265
animals	1405073at2759.faa.mafft.clipkit.treefile	0.3447583849
animals	1421503at2759.faa.mafft.clipkit.treefile	0.4352026670
animals	1423847at2759.faa.mafft.clipkit.treefile	0.6981129658
animals	1428854at2759.faa.mafft.clipkit.treefile	1.3544034617
animals	1432328at2759.faa.mafft.clipkit.treefile	0.5792910874
animals	1434266at2759.faa.mafft.clipkit.treefile	1.4288699071
animals	1441854at2759.faa.mafft.clipkit.treefile	0.7475300297
animals	1445102at2759.faa.mafft.clipkit.treefile	0.5401962081
animals	1455730at2759.faa.mafft.clipkit.treefile	0.4525214481
animals	1488235at2759.faa.mafft.clipkit.treefile	0.6914058372
