gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000272512	116.213925836486	-0.630426490722176	0.203797806500067	-3.09339193364659	0.0019788260737998	0.019293554219548
ENSG00000214193	1188.35845384642	-0.563480289014385	0.0804582367615126	-7.00338848693148	2.4984478561745e-12	2.74602132555907e-10
ENSG00000177181	730.851333343246	-0.925755601330912	0.0946894227221606	-9.77675831911322	1.41675591054381e-22	5.35268092452333e-20
ENSG00000117394	12812.6268212758	-0.853774259241161	0.0978277108806272	-8.72732533098894	2.60766151138794e-18	6.30532553453603e-16
ENSG00000162415	155.49090528797	-0.552753696904209	0.20153998136425	-2.74265033251739	0.0060945545510204	0.0460232133178242
ENSG00000177606	1851.759429061	-1.0448179345192	0.0769795428661792	-13.5726700317708	5.81640190698262e-42	7.03202990554199e-39
ENSG00000143217	172.702011472522	-0.583085977949134	0.180012274551463	-3.23914566049461	0.00119888329768568	0.013261206833504
ENSG00000235750	3293.16641287072	-0.585011365138468	0.0570835301007575	-10.2483389535628	1.20394662388437e-24	5.19846952955789e-22
ENSG00000143847	1327.18937896168	-0.789370537066496	0.0773738549451114	-10.2020319089242	1.94167132045136e-24	8.09476078077824e-22
ENSG00000162772	1194.1698454863	-0.705018278735105	0.0762868451587079	-9.24167564235195	2.42666757245553e-20	7.52266947461216e-18
ENSG00000067082	5903.14613644878	-0.759965839568409	0.107856916213466	-7.04605570276382	1.84060596551026e-12	2.07971272177748e-10
ENSG00000078114	1355.35773034763	-0.548207235024616	0.0781165391519856	-7.01781262938453	2.25368485694094e-12	2.49972935049688e-10
ENSG00000107968	138.122723534792	-0.692505463566148	0.18463682174356	-3.75063574549588	0.00017638678218378	0.00279125156623285
ENSG00000165507	503.679134488694	-0.531347064454926	0.101565896188385	-5.23155000246715	1.68094551059579e-07	7.28409721258177e-06
ENSG00000150347	230.697840318651	-0.853736729738906	0.154506385616711	-5.52557569922578	3.28406937912778e-08	1.69676917921602e-06
ENSG00000180644	286.718401990454	-0.593510796982153	0.139417727337688	-4.25706836796008	2.07125030428691e-05	0.000483425022757311
ENSG00000122884	7424.04118897777	-0.568608582463858	0.147795317028458	-3.84727063005907	0.00011944101036986	0.00204828626293845
ENSG00000196968	1633.34382673663	-0.619061404236568	0.0774022118600234	-7.99798079874123	1.26476088790207e-15	2.21608103401971e-13
ENSG00000107957	1102.33526199852	-0.521868077123672	0.0735368310002626	-7.09668978150294	1.27780438314067e-12	1.51457401884027e-10
ENSG00000119950	3199.93792328856	-0.590084137847859	0.114435877169518	-5.15646100194389	2.5166086635961e-07	1.02789860617827e-05
ENSG00000176171	3130.42062536787	-0.507003875196789	0.177098992799108	-2.86282754737012	0.00419879023930284	0.0346507672308337
ENSG00000130600	113.353611433513	-0.636352949614676	0.19974416876208	-3.18583993494524	0.00144334428597212	0.0152003766702116
ENSG00000172638	226.926718568621	-0.537195117138926	0.145772483519616	-3.68516131555541	0.000228557831237308	0.00348457021394585
ENSG00000150764	307.567493773668	-0.544747469564526	0.13069039785345	-4.16822871849684	3.06975826164334e-05	0.000672906022894841
ENSG00000269968	317.473109546332	-0.916744989193454	0.296340841553323	-3.09354925358305	0.0019777772073147	0.019293554219548
ENSG00000111674	11048.3790518047	-0.584638717220798	0.151225548679444	-3.86600493320127	0.000110632700772588	0.00192176631083419
ENSG00000059804	421.300093286973	-0.709226480526377	0.131140924584813	-5.40812475412811	6.36880577441567e-08	3.03145125246793e-06
ENSG00000123358	910.703815038582	-0.554893804049491	0.086325888748909	-6.42789564163628	1.29382511452299e-10	1.14177705361919e-08
ENSG00000123384	2044.0685543532	-0.668140608410025	0.0705522096490173	-9.47015850720888	2.79419365410001e-21	9.13021656164032e-19
ENSG00000175197	544.302993653129	-0.797319640629422	0.10559614864208	-7.55065076598532	4.33088726206645e-14	6.54505337479792e-12
ENSG00000158023	220.162977758374	-0.637798882693154	0.153192324506506	-4.16338667585182	3.13561685174113e-05	0.000680603370512572
ENSG00000120693	160.539993662005	-0.571631507346734	0.169763697220546	-3.36721876765036	0.000759304278806913	0.00933391266861917
ENSG00000129521	703.707197732583	-0.614145019264055	0.100247245370023	-6.12630319164564	8.99443389935099e-10	6.7125127063675e-08
ENSG00000258479	148.897294841472	-0.790490114249188	0.192318193670822	-4.11032414126255	3.95104092795178e-05	0.000829307028106544
ENSG00000104140	145.694461099918	-0.547326923199019	0.179957883512295	-3.04141676105912	0.0023546766111068	0.0220420554938138
ENSG00000128965	163.074472947243	-0.519184402204911	0.168295935777232	-3.08494913918859	0.00203586964302466	0.0196281211994961
ENSG00000103888	157.008257349961	-0.91672257868906	0.179061867619721	-5.1195857100962	3.06207581050693e-07	1.23814369729193e-05
ENSG00000172183	131.744271684898	-0.66273057045962	0.195991553110133	-3.38142414784179	0.000721111388541601	0.00901575665715404
ENSG00000140450	1656.53587259512	-1.06191299865643	0.077593531481413	-13.6855866511347	1.23803896208445e-42	1.87098638145013e-39
ENSG00000188215	942.230249328417	-0.555024392873639	0.0720840402641346	-7.69968485173537	1.36402217528756e-14	2.19880374656355e-12
ENSG00000167207	356.556999850758	-0.540124726490708	0.118245895911005	-4.56780949841356	4.92847640647443e-06	0.000143925796507913
ENSG00000103089	554.783375887284	-0.534395087953309	0.104296139906886	-5.1238242223577	2.99400117864443e-07	1.21468034395339e-05
ENSG00000109107	6842.94781265037	-0.62332641277792	0.188097569177947	-3.31384618898627	0.000920221127381962	0.0109227649576212
ENSG00000263535	158.549512041838	-0.834499733957533	0.179590361410026	-4.64668441783617	3.3731258558982e-06	0.000102465054265852
ENSG00000126368	3487.29174977397	-0.584211024113799	0.0681127003481071	-8.57712322559583	9.72753894680669e-18	2.1382899248526e-15
ENSG00000198265	5494.64537240544	-0.507463796705879	0.0559247960770269	-9.07403928674023	1.14684738367298e-19	3.46634621715159e-17
ENSG00000141622	256.985566496186	-0.745649687632566	0.143993434683087	-5.178358925	2.23846251501222e-07	9.36436394688503e-06
ENSG00000101670	148.481827444788	-0.738181641770721	0.175982116644843	-4.1946400909615	2.7330519671799e-05	0.000605175792732693
ENSG00000196415	118.883899584967	-0.641997654087684	0.204227445492816	-3.14354249762316	0.00166916176701959	0.0169581566437379
ENSG00000099840	148.297221896988	-0.855755754839173	0.203049386646555	-4.21452026510562	2.50309677579519e-05	0.00056234162479423
ENSG00000167772	1685.00037713243	-0.783493009177993	0.19343734742661	-4.05037093199001	5.11365087256134e-05	0.00101851794150357
ENSG00000105649	127.875685736201	-0.582438308614638	0.206844728723745	-2.81582379308551	0.00486523429058338	0.0387488027491127
ENSG00000105220	35264.3648887793	-0.674105116246348	0.11360908928956	-5.93354915933029	2.96455180889172e-09	1.97329435511427e-07
ENSG00000226510	170.810033595858	-1.09522758705569	0.169780623159517	-6.45083971700749	1.11232093434228e-10	9.96145192310972e-09
ENSG00000167619	232.612436244906	-0.660363468514872	0.142483766826798	-4.63465756992236	3.57528814948103e-06	0.000107793600317271
ENSG00000125740	1208.57099468629	-1.24420540805238	0.404083695138503	-3.07907847562601	0.00207641978357986	0.0198921673403174
ENSG00000071575	782.882761533854	-0.545876641510851	0.0794194639698124	-6.87333575706757	6.27177116007104e-12	6.53669942459128e-10
ENSG00000163032	453.677675717209	-0.749192494098758	0.11098519303264	-6.75038240351959	1.47455993601453e-11	1.48561913553464e-09
ENSG00000059728	780.73613401266	-0.656827723956668	0.10695767457825	-6.14100602454789	8.20004735396009e-10	6.19616078183609e-08
ENSG00000159399	6233.51338268372	-0.60728233143777	0.158518290229685	-3.83099218744945	0.000127627558371975	0.00216715896168142
ENSG00000125629	1485.24061870453	-0.703594859356603	0.175974744529563	-3.99827180449977	6.38066555345466e-05	0.00123872416934258
ENSG00000153234	1029.1067688865	-0.906784099771196	0.0872191988596157	-10.3966112005995	2.5690779406312e-25	1.15037601119375e-22
ENSG00000152256	1344.61540607846	-0.691524979387428	0.085463358969029	-8.09147905873943	5.89445283017043e-16	1.07493872222012e-13
ENSG00000091428	128.337635341057	-0.635412526355089	0.190390884495947	-3.33741044397856	0.00084562968764804	0.0101727989290197
ENSG00000171951	1154.08928722016	-0.514666407430874	0.0689567199390133	-7.46361497307376	8.41803555283258e-14	1.24114694919202e-11
ENSG00000061656	238.560795000658	-0.626436124618747	0.156680362731414	-3.99817892745502	6.3831692100945e-05	0.00123872416934258
ENSG00000099994	247.287039496748	-1.18080034936774	0.136696853945262	-8.63809455220214	5.71583046128491e-18	1.32893058224874e-15
ENSG00000151092	1293.84230057992	-0.555488711201104	0.0776420331002246	-7.15448435622556	8.39880234212964e-13	1.01541520316347e-10
ENSG00000114268	2984.83122539826	-0.936809298851376	0.202570293332085	-4.62461342895729	3.75297667191179e-06	0.000112589300157354
ENSG00000114480	1984.04651366944	-0.624211745173406	0.0772094155499229	-8.08465833768417	6.23387088867731e-16	1.10834557417807e-13
ENSG00000229729	171.262170171848	-0.539072571219112	0.16759487838608	-3.21652174822	0.00129754698687323	0.0139874379953677
ENSG00000181722	947.686461486539	-0.552588470668282	0.0736499029164066	-7.50290833778119	6.24172013680854e-14	9.31634524123645e-12
ENSG00000114023	2379.47254762476	-0.608890393129171	0.154722394091272	-3.93537339378282	8.30674458940463e-05	0.00152164457705912
ENSG00000152952	2313.64612103104	-0.822812446940921	0.159800221779574	-5.14900691487083	2.61869228654016e-07	1.06599292068251e-05
ENSG00000114698	220.305584888804	-0.610854667051178	0.162114729117385	-3.76803927920002	0.000164534817384411	0.00264173431896087
ENSG00000196083	555.010420088632	-0.564848299876068	0.124942462782113	-4.52086734404384	6.15867741403e-06	0.000176024609776886
ENSG00000064042	448.653459080143	-0.538370236763754	0.102344659038825	-5.26036475005034	1.43769921506494e-07	6.34371660953838e-06
ENSG00000138641	730.36144810419	-0.536501896613415	0.0982611832143334	-5.45995762582223	4.76248237299264e-08	2.37927321857359e-06
ENSG00000248019	147.374401004771	-1.00691152082503	0.176979172770437	-5.68943511862331	1.27460306483203e-08	7.37318232240157e-07
ENSG00000196159	270.304664849741	-0.509842796034358	0.144420773245979	-3.53025942580982	0.00041515237640482	0.0057559543930439
ENSG00000151612	1043.22567106965	-0.501946580048121	0.0693321916590488	-7.23973334806026	4.49567753971307e-13	5.72134120580327e-11
ENSG00000164142	843.465474193295	-0.539539719027301	0.0925853139450629	-5.82748706071727	5.62682111622047e-09	3.52478068886557e-07
ENSG00000186352	189.414452057374	-1.37624374657862	0.188974516735949	-7.28269488579576	3.27216734285315e-13	4.30005469294506e-11
ENSG00000205129	263.032370856143	-0.803473898502533	0.144371276077515	-5.56533072459052	2.6165567493939e-08	1.3874636447444e-06
ENSG00000173221	836.68991422264	-0.577957693835031	0.0976780543140535	-5.91696566740353	3.27935111905879e-09	2.15474755594678e-07
ENSG00000120738	2011.10563830479	-0.692851899943698	0.14130072604021	-4.90338527876025	9.41989664900102e-07	3.32030759435633e-05
ENSG00000120129	341.606044454053	-0.82014336220265	0.136637351051453	-6.00233651993015	1.94498056744054e-09	1.33708543807002e-07
ENSG00000181126	324.659922260424	-0.643773152746804	0.129786102545053	-4.96026261766608	7.03979413408816e-07	2.54823685871634e-05
ENSG00000112305	196.58226220292	-0.52936028632361	0.167490867391739	-3.16053224015794	0.00157481175651344	0.0162977117579402
ENSG00000112773	1048.88402609421	-0.776917226692437	0.0820023301296506	-9.47433110088559	2.68475250253438e-21	9.0162938210113e-19
ENSG00000146278	1254.34468926422	-0.602121815275601	0.0830462992240196	-7.25043524999665	4.15434445398126e-13	5.34319409028015e-11
ENSG00000146373	1889.44874664226	-0.503686869711196	0.0794640604445321	-6.33854936298884	2.3193853230379e-10	1.96093486402295e-08
ENSG00000112379	2468.22831410522	-0.539435482217106	0.140868551897749	-3.82935349976949	0.000128480340806039	0.00217142157850379
ENSG00000164849	94.7904101770908	-0.75334371643133	0.220505595315578	-3.41643809697064	0.000634460867152774	0.00807434935144951
ENSG00000106031	238.337907912777	-0.530532139052483	0.14169403352497	-3.74420944802161	0.000180962652265399	0.00285618598679983
ENSG00000183696	531.455119251127	-0.521840230387089	0.119275594261581	-4.37507969352599	1.21388122113085e-05	0.000310271119735138
ENSG00000135245	568.753361640388	-0.747642032682787	0.109048502104412	-6.8560504569511	7.07903827150593e-12	7.31500621388946e-10
ENSG00000257335	104.749676261752	-0.764367491838686	0.219648113510313	-3.47996383680662	0.000501481467838935	0.00666253950128871
ENSG00000076641	212.58535303838	-0.602228772094236	0.147905880512032	-4.07170269369543	4.66707248552487e-05	0.000943560306856115
ENSG00000104419	40147.5590338416	-0.544538612786487	0.178845917052826	-3.04473605973149	0.00232884589795888	0.0218940489162698
ENSG00000153714	151.445624277788	-0.749266577971172	0.17920704237968	-4.18101079076863	2.90216089476061e-05	0.000637947731230104
ENSG00000107159	205.03392704889	-1.04417910844705	0.185580792623273	-5.62654730420687	1.83852385489196e-08	1.0243204334398e-06
ENSG00000106714	873.630976879478	-0.56565852434059	0.0738960654944456	-7.65478541456457	1.93635300572091e-14	3.04032569339816e-12
ENSG00000185920	451.50586822922	-0.706225788705629	0.126395153623532	-5.58744357247369	2.30436597482717e-08	1.24931769666639e-06
ENSG00000165029	102.733521252136	-1.0296732450129	0.23743561609063	-4.33664191567563	1.44676030148227e-05	0.000354567645929554
ENSG00000148346	163.64949519972	-0.877153783639156	0.169266715774069	-5.18208071579735	2.19424214846184e-07	9.21124568573042e-06
ENSG00000210082	315650.957840812	-0.503768403280446	0.0929776058712923	-5.41816923074795	6.02124099009009e-08	2.88876204643608e-06
ENSG00000260822	588.751283870985	-0.554038457245492	0.10280258200828	-5.38934379294937	7.07154142280661e-08	3.30096277226764e-06
ENSG00000147036	150.961134345145	-0.795471909541563	0.187592369552802	-4.24042785662271	2.23094131192615e-05	0.000512777195079603
ENSG00000094841	334.822852126725	-0.523656469634561	0.135916864286827	-3.85277038564901	0.000116788899056997	0.00201136437264828
ENSG00000102144	23898.715246467	-0.522002029887677	0.128183196703373	-4.07231246616227	4.65486752961179e-05	0.000942669152981684
ENSG00000226958	110.521660050816	-0.795208949237514	0.25881935207263	-3.07244780140846	0.00212310961851455	0.0202272618501505
