gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	passes_abs_lfc_gt_0_5_and_baseMean_gt_10
AJAP1	11.152944651182548	1.317074210779185	0.19221569120229354	7.2835607685290755	3.2512236987286177e-13	9.159022281688388e-11	True
AL021920.2	10.587081687233155	-0.627059726595715	0.1600889348157506	-4.428597514761544	9.484783346459679e-06	0.0008563968963240886	True
EIF1AXP1	29.16381963008474	-0.6830424661517157	0.051246433299113346	-13.60203507662691	3.894441274680072e-42	2.1942061029802458e-39	True
IFI6	293.69095090491237	-0.5063377490975833	0.0905718256899734	-6.001367239421549	1.956628883625322e-09	4.306265021922574e-07	True
IFI44L	600.1104933089025	-0.8658224679317538	0.09337324997901908	-9.546661509121922	1.3394306951088719e-21	4.837577193834876e-19	True
F3	11.178731790022374	1.4250888088441163	0.2806773503661188	1.8628392669938505	0.06248488360656812	0.3524226598277774	True
AC245297.1	16.89804659578895	0.6509956990271535	0.13130021148990972	5.436228270552456	5.4420227950365564e-08	9.235374949335834e-06	True
LAMB3	26.596727598888133	0.7210607969458341	0.15997527714398152	2.4261871025695965	0.01525840151795104	0.16237438682531932	True
NRIR	24.61576964911965	-0.5616452587387598	0.09126859117237228	-6.524373794735165	6.828621930997866e-11	1.7023814904260254e-08	True
OTOF	33.740939393483174	-0.8105158712771217	0.18145834683700926	-0.7826127827569276	0.4338545327481995	0.7879136179763749	True
IL1R2	36.785987247134294	2.011097858321706	0.23808220646303002	3.592500922200548	0.00032751949491268984	0.013762969351916251	True
IL1R1	47.10364657929804	1.258508527940398	0.18676528121409727	2.981573819377894	0.002867709008046142	0.05969468033760472	True
IL1B	2202.2744761424665	0.5908222810698894	0.2385802192397401	0.07365767206192714	0.9412827800541167	0.9818725480913825	True
CDCP1	15.187776392712745	0.940495843137675	0.17509695363274683	3.3582383439073604	0.0007844094528676657	0.02513947519537544	True
PTX3	48.445315440625556	0.5334800550242113	0.17523367452373795	0.6824667273792488	0.4949438749129509	0.8231191550404445	True
CXCL1	35.003423974132296	1.052056003274232	0.2625489410972656	2.2977427420140315	0.02157643533819296	0.1984426248489174	True
CXCL3	80.41210132771728	1.1387709121623553	0.27668438619858704	1.8024539331396314	0.0714740162931758	0.375300316788007	True
CXCL2	240.73524897457426	0.6622953227566806	0.24451366516816908	0.7984680684104105	0.42459891620523393	0.7822551221292956	True
RPS4XP6	38.01768957569877	-0.5295524646632523	0.05368932762067917	-10.154659716505574	3.1591028731837798e-24	1.3484104097039432e-21	True
LUCAT1	126.50278105672581	0.877191029084613	0.21285180435001735	1.833648186552539	0.06670623445520452	0.36323892188281226	True
RPS4XP7	15.428523134143846	-0.5861220431368882	0.07219313354315696	-8.475739747942484	2.335904267800331e-17	7.47781353729581e-15	True
DDX43	18.530434274921795	0.583696873045404	0.07152367637339271	8.491274346177432	2.043834558891007e-17	6.618030271094087e-15	True
IL6	77.87416515107209	0.9028204189904645	0.22116095814470355	0.6163329382290029	0.537674803957864	0.8446819597533453	True
PRKX	1081.3907653256488	-0.5271976985882133	0.01942244607306323	-27.253639345944567	1.5047414856929416e-163	1.4617266342570983e-160	True
BX890604.1	1082.028090116858	-0.7275445870558902	0.08367511559252333	-8.92039209354054	4.646402523580842e-19	1.5770338011059747e-16	True
BX842570.1	15.5353134949125	-0.8117110346195425	0.07910944316600772	-10.552811165361028	4.929958080118234e-26	2.2400298237904963e-23	True
PUDP	140.1198151630595	-0.6178050776871382	0.041347134333040415	-15.106437060538264	1.4686918007152568e-51	9.403299254079432e-49	True
MAP7D2	11.727346921861155	-3.270877691834171	0.07383401422955559	-44.38940632781723	0.0	0.0	True
EIF1AX	474.8577107658878	-0.6933971293642219	0.027804007529984014	-24.9837614280838	9.179402797997942e-138	7.836150188557575e-135	True
ZFX	685.0705868899574	-0.6247585095716925	0.019440816943554956	-32.182839857031496	3.0680358243486497e-227	4.3214818603862906e-224	True
KDM6A	866.8232291287951	-0.7096176186279419	0.025377803204618007	-28.072480063857007	2.124011667312709e-173	2.3013666415333202e-170	True
KDM5C	2136.938270811093	-0.510918350578227	0.0187713841622452	-27.31683786929987	2.6764984187227306e-164	2.6928441769227873e-161	True
ERCC6L	12.393611009302974	-2.432593529846028	0.08185501547361616	-30.038628149952064	3.0736848996113138e-198	3.935853513952287e-195	True
XIST	6164.872301053627	-11.579369263230046	0.21595211794959238	-59.8734670318616	0.0	0.0	True
JPX	331.6530864211821	-0.6411822793379436	0.03270236617277115	-19.681879588507027	3.0835180369180594e-86	2.285941753105754e-83	True
AC067904.2	23.997454794390453	-0.5204101843026252	0.08380038925180158	-6.61063517651007	3.8267450040777176e-11	9.712003018907511e-09	True
ASPH	215.03981592270392	0.593141689558871	0.07097934620528905	6.7701667574692825	1.2863404405421056e-11	3.3866819206085663e-09	True
SDC2	11.583538797491968	1.657243195622211	0.3054037092293347	4.606445466446023	4.096104178077011e-06	0.0004321773438224999	True
MAILR	79.71542890942182	0.5213556393848043	0.10420550093743823	-0.19699041313466742	0.8438350400029441	0.9545467722592212	True
BMS1P10	19.34994248884798	-0.5279483791292807	0.102720965246726	-5.6233471647260735	1.87292470122646e-08	3.5174774505500407e-06	True
COL27A1	13.955938834158918	0.622461476950604	0.12420308495358649	5.468872754611776	4.529067375422722e-08	7.827506566443774e-06	True
HBB	401.2819957314073	3.4784087747495813	0.34714193997022064	11.626569017877957	3.0199323242376525e-31	1.5191877411803377e-28	True
NRIP3	29.775065606200176	0.5318062326989942	0.17977470228894094	1.7620058568003942	0.07806830794110721	0.38828783598321526	True
ZC3H12C	30.028555138358456	0.6738983954500326	0.17047962056483507	1.2703470276661337	0.20396104346879218	0.5941519682433286	True
ZBTB16	249.15967716504147	0.5500750524966551	0.10363519756513308	5.801560772232518	6.570047601323526e-09	1.370998599828778e-06	True
RPS4XP11	30.904111929586474	-0.5163221378580511	0.05147059153393935	-10.29740040412468	7.239114417631704e-25	3.18645456654848e-22	True
IFIT1	96.50829598337819	-0.5069610001217445	0.11467567063376836	-4.955280295894668	7.222609329139514e-07	9.33340033996281e-05	True
RPS4XP14	19.30376574812779	-0.5839560609652371	0.06116602839290739	-9.83215746263321	8.18462724913384e-23	3.158481290895197e-20	True
EIF2S3B	50.930194174206584	-0.595923290845292	0.052221255890124885	-11.73213205669526	8.72333135019133e-32	4.550832730856296e-29	True
PHLDA1	134.00978981983693	0.5886977028590648	0.14086491752698888	1.857714227781522	0.0632096069646914	0.35409690134547056	True
FLT3	49.99192526270974	0.594679101333469	0.1608307283129387	4.283642360315283	1.8385836567505798e-05	0.0014672730933235293	True
IFI27	17.415005479964044	-1.5948256569123958	0.13210154274101013	-7.723974523864838	1.1275738734586305e-14	3.3792429350216042e-12	True
AL163932.1	12.17649836940926	-0.7202192530831586	0.19146437554264142	-4.378410575186971	1.1954797511460165e-05	0.0010458962754513797	True
THBS1	2776.5549885369032	0.8279283637927265	0.21820959875134532	3.836328621538886	0.00012488727376415825	0.0067527819370635355	True
