metric	value
total_read_pairs	644838
total_cells	500
human_primary_alignments	71850
human_secondary_alignments	48275
human_supplementary_alignments	0
human_unmapped_alignments	572988
human_unmatched_read_ids	0
human_unique_mapped_reads	71850
human_cell_umis	71713
human_cells	50
human_raw_cell_percent	10.000000
mouse_primary_alignments	201799
mouse_secondary_alignments	48964
mouse_supplementary_alignments	0
mouse_unmapped_alignments	443039
mouse_unmatched_read_ids	0
mouse_unique_mapped_reads	201799
mouse_cell_umis	193639
mouse_cells	150
mouse_raw_cell_percent	30.000000
pig_primary_alignments	234312
pig_secondary_alignments	42936
pig_supplementary_alignments	0
pig_unmapped_alignments	410526
pig_unmatched_read_ids	0
pig_unique_mapped_reads	234312
pig_cell_umis	234181
pig_cells	300
pig_raw_cell_percent	60.000000
unknown_cells	0
rounded_ten_percent_units	1,3,6
final_percentages	10;30;60
