gene	count
ABHD17A	94
ABI1	74
ABTB1	71
ACAP2	309
ACER3	322
ACP1	57
ACSL6	291
ACTB	7115
ACTG1	1860
ACTN1	162
ACTR2	628
ACTR3	411
ADAM10	194
ADAM17	594
ADAR	324
ADD1	99
ADD3	102
ADIPOR1	75
ADSL	158
AFF4	134
AGFG1	127
AGO2	80
AHCTF1	40
AK3	433
AKAP13	408
AKAP8L	56
AKAP9	267
AKIRIN1	104
AKIRIN2	140
AKT3	195
ALDH2	786
ALDOA	571
AMD1	119
ANAPC16	209
ANAPC5	153
ANK2	481
ANKLE2	218
ANKRD11	308
ANKRD12	413
ANKRD13A	73
ANP32A	220
ANP32B	267
ANXA11	164
ANXA5	649
ANXA7	99
AP1M1	239
AP1S2	805
AP2A1	94
AP2M1	156
AP2S1	337
AP3S1	62
APH1A	92
APLP2	798
APOL1	244
ARF1	297
ARF4	93
ARF5	246
ARFGAP2	137
ARGLU1	232
ARHGAP4	73
ARHGAP45	93
ARHGDIA	215
ARHGDIB	642
ARHGEF12	35
ARID1A	175
ARID1B	196
ARID4B	254
ARIH1	118
ARL2	64
ARL6IP1	128
ARL6IP5	349
ARMC10-1	253
ARPC1B	1315
ARPC2	1127
ARPC3	1452
ARPC4	248
ARPC5	706
ARPP19	69
ASAH1	586
ASAP1	142
ASB8	61
ATE1	63
ATF4	230
ATG12	95
ATG2A	100
ATL1	984
ATP11B	85
ATP1A1	219
ATP5F1B	345
ATP5F1D	408
ATP5F1E	1944
ATP5ME	357
ATP5MF	345
ATP5MG	959
ATP5MJ	537
ATP5MK	337
ATP5PF	236
ATP6AP2	285
ATP6V0B	427
ATP6V0C	298
ATP6V0D1	250
ATP6V0E1	273
ATP6V1D	123
ATP6V1F	360
ATP6V1G1	396
ATP7A	67
ATP9B	406
ATRX	203
ATXN2	150
ATXN7	129
AZIN1	51
B2M	7816
B2M-1	2883
B4GALT1	100
BACH1	260
BAG1	124
BAX	160
BAZ1A	168
BAZ2B	361
BBLN	112
BCAP31	138
BECN1	58
BEND7	185
BIN2	139
BIRC2	64
BIRC6	125
BLOC1S1	328
BLOC1S6	443
BLTP1	146
BNIP2	228
BNIP3L	209
BOD1L1	253
BORCS7	192
BPTF	206
BRAF	104
BRD4	150
BRI3	928
BRIP1	467
BRK1	284
BROX	63
BRWD1	51
BSDC1	51
BSG	87
BTF3	825
BTG1	889
BTK	254
BUD31	94
C11orf58	413
C15orf40	373
C19orf53	163
C1GALT1	49
C21orf62	338
C2CD3	1393
C2orf68	362
C4orf3	227
C6orf62	140
C9orf78	175
CAB39	83
CACUL1	101
CALM1	621
CALM2	1110
CALM3	224
CAMLG	96
CAP1	463
CAPN1	57
CAPNS1	251
CAPZA1	303
CAPZA2	279
CAPZB	367
CARD16	400
CARD8	67
CARHSP1	55
CASP4	200
CAST	562
CBL	68
CBX3	202
CCDC157	108
CCDC186	73
CCDC30	68
CCDC57	313
CCDC82	73
CCL5	445
CCL5-1	445
CCM2	97
CCND3	108
CCNDBP1	108
CCNI	675
CCNL1	692
CCNY	160
CCPG1	87
CD164	293
CD37	605
CD46	202
CD47	120
CD55	191
CD63	680
CD74	4516
CD82	451
CDC37	109
CDC42	997
CDC42SE1	175
CDC42SE2	126
CDKL5	189
CDKN1B	73
CDKN2D	215
CDS2	68
CDV3	315
CEACAM22P	177
CELF2	359
CERCAM	225
CERT1	163
CFL1	1364
CFLAR	361
CGGBP1	81
CHCHD2	509
CHD1	304
CHD2	143
CHD4	130
CHD9	83
CHFR	150
CHMP1B	146
CHMP2A	215
CHMP2B	100
CHMP4B	173
CHMP5	76
CHST12	854
CHURC1	145
CIR1	148
CIRBP	201
CKLF	217
CLEC2B	201
CLINT1	123
CLIP1	317
CLK1	104
CLTA	213
CLTC	156
CMBL	134
CMC2	97
CMIP	166
CMTM6	372
CNBP	384
CNN2	140
CNPY3	261
COA1	54
COMMD6	467
COPA	236
COPE	206
COPS2	73
COQ10B	80
CORO1A	667
COTL1	1494
COX17	119
COX4I1	963
COX5B	420
COX6A1	294
COX6B1	453
COX7A2	317
COX7B	380
COX7C	724
COX8A	423
CPEB4	160
CPT1A	162
CRBN	89
CREB1	72
CREBRF	131
CSDE1	426
CSK	173
CSNK1A1	309
CSNK1D	116
CSNK1G2	90
CSNK2A1	265
CTBS	98
CTCF	67
CTDSP1	133
CTDSP2	66
CTSC	264
CTSS	4362
CTSZ	474
CUL3	87
CUL4B	135
CUX1	204
CXCR4	378
CYB561A3	281
CYB5R3	73
CYB5R4	167
CYBA	1819
CYBC1	86
CYLD	139
CYP20A1	157
CYRIB	350
CYTH2	266
DAD1	150
DAPP1	181
DAZAP2	509
DBI	272
DBNL	140
DCAKD	92
DCP2	116
DCUN1D1	63
DCUN1D2	380
DDX17	432
DDX21	516
DDX3X	384
DDX5	1070
DDX6	137
DEK	293
DESI1	109
DGKH	97
DGKZ	110
DHRS7	163
DIAPH1	240
DNAJA1	180
DNAJB1	251
DNAJB6	157
DNAJC21	225
DNAJC7	314
DNM1	54
DNM2	111
DR1	98
DRAP1	248
DSG3	229
DUSP1	1778
DYNLL1	285
DYNLL2	66
DYNLRB1	111
DYNLT3	26
DYRK1A	82
E2F3P2	79
EEF1A1	7790
EEF2	632
EHBP1L1	157
EHD1	77
EIF1	2829
EIF1B	148
EIF2AK1	52
EIF3I	197
EIF4A1	1227
EIF4A2	194
EIF4B	313
EIF4EBP2	111
EIF4G2	353
EIF4G3	75
EIF4H	134
EIF5	334
EIF5A	230
ELAPOR1	330
ELAVL1	176
ELF1	178
ELF2	118
ELMO1	75
ELOB	508
EMC10	236
EMC3	87
EMD	64
EMP3	1121
ENO1	452
ENSA	101
EP300	175
EPB41	108
EPN1	117
EPS15	92
ERBIN	167
ERICH1	116
ERN1	118
ETV6	135
EVI2B	638
EWSR1	164
EXOC7	50
FAAP20	119
FAM107B	95
FAM120AOS	213
FAM133B	423
FAM177A1	116
FAM204A	105
FAM241A	195
FAM32A	77
FAM50A	73
FAM89B	87
FAU	2745
FAUP4	86
FAXC	240
FBRS	51
FBXL20	51
FBXL3	43
FBXO11	112
FBXO48	506
FBXO7	79
FBXO9	79
FBXW7	129
FEM1A	553
FERMT3	205
FGFR1OP2	87
FIS1	116
FKBP1A	457
FKBP8	131
FLNA	467
FLOT2	51
FMN1	308
FMNL1	371
FNBP1	220
FNIP1	134
FOS	1982
FOSB	422
FOXN3	156
FOXO3	93
FOXP1	249
FTH1	10953
FTL	13307
FUS	279
FXR1	134
FXR2	37
FXYD5	335
FYTTD1	78
G3BP2	176
GABARAP	908
GABARAPL2	159
GABRD	87
GALNT1	136
GAPDH	2156
GAPVD1	65
GASK1A	1263
GATAD2A	93
GATD1	167
GBF1	160
GCC2	176
GGNBP2	163
GHITM	207
GIT2	96
GLRX5	55
GLTP	147
GMFG	583
GNA13	97
GNAI2	888
GNAI3	167
GNAS	671
GNB1	259
GNB2	292
GNB5	148
GNG5	505
GNL3L	194
GNPTG	132
GOLGA2	82
GOLGA4	148
GOLGB1	272
GOLM2	59
GOSR1	137
GPATCH2L	84
GPBP1	137
GPBP1L1	67
GPCPD1	292
GPSM2	178
GPX1	883
GPX4	330
GRB2	392
GRIPAP1	169
GRK2	213
GRK3	268
GRK6	86
GSK3B	79
GSPT1	52
GSTK1	222
GSTO1	378
GTDC1	156
GTF2I	118
GTPBP4	398
GUK1	231
GYPC	54
H1-2	20
H2AC18	96
H2AC19	96
H2AZ1	214
H2AZ2	172
H3-3A	2771
H3-3B	1442
HADHB	93
HAPSTR1	219
HAT1	50
HBA1	338
HBA2	1334
HBB	1421
HBP1	70
HCLS1	361
HCST	533
HDGF	75
HECTD1	145
HELZ	123
HERC1	63
HIF1A	247
HINT1	412
HIPK1	88
HIPK3	129
HLA-A-3	1500
HLA-A-6	1566
HLA-B-1	1111
HLA-B-2	995
HLA-B-3	839
HLA-B-5	903
HLA-DQA1-2	457
HLA-DQA1-4	435
HLA-E	186
HLA-E-1	731
HLA-E-2	271
HMGB1	803
HMGB1P6	105
HMGB2	138
HMGN1	155
HMGN2	377
HNRNPA2B1	799
HNRNPA3	546
HNRNPC	420
HNRNPD	262
HNRNPDL	383
HNRNPF	151
HNRNPH2	98
HNRNPH3	150
HNRNPK	544
HNRNPM	172
HNRNPU	584
HNRNPUL1	344
HOOK3	173
HP1BP3	157
HPCAL1	470
HPS1	56
HSD17B12	201
HSP90AA1	758
HSP90AB1	439
HSPA4L	243
HSPA9	193
HYCC2	168
