gene	count
ABHD17A	5
ABI1	1
ABTB1	4
ACAP2	1
ACER3	2
ACP1	4
ACSL6	0
ACTB	329
ACTG1	70
ACTN1	19
ACTR2	2
ACTR3	3
ADAM10	1
ADAM17	1
ADAR	0
ADD1	1
ADD3	5
ADIPOR1	9
ADSL	0
AFF4	1
AGFG1	0
AGO2	5
AHCTF1	6
AK3	0
AKAP13	3
AKAP8L	0
AKAP9	0
AKIRIN1	4
AKIRIN2	6
AKT3	0
ALDH2	0
ALDOA	9
AMD1	3
ANAPC16	0
ANAPC5	14
ANK2	0
ANKLE2	1
ANKRD11	2
ANKRD12	0
ANKRD13A	2
ANP32A	0
ANP32B	7
ANXA11	3
ANXA5	1
ANXA7	3
AP1M1	0
AP1S2	4
AP2A1	1
AP2M1	8
AP2S1	9
AP3S1	1
APH1A	0
APLP2	1
APOL1	0
ARF1	16
ARF4	2
ARF5	6
ARFGAP2	1
ARGLU1	1
ARHGAP4	0
ARHGAP45	9
ARHGDIA	1
ARHGDIB	29
ARHGEF12	3
ARID1A	0
ARID1B	0
ARID4B	0
ARIH1	0
ARL2	3
ARL6IP1	1
ARL6IP5	21
ARMC10-1	0
ARPC1B	97
ARPC2	9
ARPC3	5
ARPC4	13
ARPC5	26
ARPP19	7
ASAH1	4
ASAP1	3
ASB8	0
ATE1	3
ATF4	13
ATG12	0
ATG2A	0
ATL1	0
ATP11B	0
ATP1A1	0
ATP5F1B	0
ATP5F1D	2
ATP5F1E	14
ATP5ME	0
ATP5MF	1
ATP5MG	4
ATP5MJ	7
ATP5MK	1
ATP5PF	1
ATP6AP2	1
ATP6V0B	2
ATP6V0C	0
ATP6V0D1	2
ATP6V0E1	9
ATP6V1D	1
ATP6V1F	7
ATP6V1G1	0
ATP7A	0
ATP9B	0
ATRX	1
ATXN2	1
ATXN7	0
AZIN1	1
B2M	132
B2M-1	129
B4GALT1	1
BACH1	0
BAG1	3
BAX	3
BAZ1A	0
BAZ2B	0
BBLN	16
BCAP31	3
BECN1	0
BEND7	1
BIN2	22
BIRC2	1
BIRC6	0
BLOC1S1	0
BLOC1S6	8
BLTP1	0
BNIP2	6
BNIP3L	3
BOD1L1	0
BORCS7	1
BPTF	1
BRAF	0
BRD4	2
BRI3	0
BRIP1	0
BRK1	5
BROX	0
BRWD1	0
BSDC1	2
BSG	2
BTF3	0
BTG1	2
BTK	6
BUD31	1
C11orf58	0
C15orf40	4
C19orf53	0
C1GALT1	5
C21orf62	1
C2CD3	10
C2orf68	0
C4orf3	3
C6orf62	3
C9orf78	1
CAB39	3
CACUL1	0
CALM1	35
CALM2	15
CALM3	48
CAMLG	2
CAP1	17
CAPN1	11
CAPNS1	2
CAPZA1	0
CAPZA2	10
CAPZB	15
CARD16	1
CARD8	6
CARHSP1	0
CASP4	4
CAST	0
CBL	0
CBX3	3
CCDC157	0
CCDC186	0
CCDC30	1
CCDC57	1
CCDC82	0
CCL5	61
CCL5-1	61
CCM2	1
CCND3	21
CCNDBP1	3
CCNI	6
CCNL1	0
CCNY	5
CCPG1	6
CD164	1
CD37	0
CD46	1
CD47	11
CD55	1
CD63	10
CD74	0
CD82	1
CDC37	4
CDC42	9
CDC42SE1	0
CDC42SE2	4
CDKL5	0
CDKN1B	1
CDKN2D	31
CDS2	1
CDV3	0
CEACAM22P	0
CELF2	0
CERCAM	1
CERT1	0
CFL1	25
CFLAR	4
CGGBP1	2
CHCHD2	2
CHD1	0
CHD2	0
CHD4	1
CHD9	4
CHFR	0
CHMP1B	1
CHMP2A	3
CHMP2B	1
CHMP4B	1
CHMP5	0
CHST12	1
CHURC1	1
CIR1	0
CIRBP	4
CKLF	0
CLEC2B	0
CLINT1	7
CLIP1	4
CLK1	0
CLTA	2
CLTC	1
CMBL	2
CMC2	3
CMIP	14
CMTM6	4
CNBP	0
CNN2	0
CNPY3	1
COA1	1
COMMD6	0
COPA	1
COPE	7
COPS2	1
COQ10B	1
CORO1A	0
COTL1	16
COX17	2
COX4I1	3
COX5B	0
COX6A1	0
COX6B1	6
COX7A2	2
COX7B	2
COX7C	1
COX8A	3
CPEB4	1
CPT1A	1
CRBN	2
CREB1	1
CREBRF	2
CSDE1	4
CSK	1
CSNK1A1	7
CSNK1D	0
CSNK1G2	0
CSNK2A1	0
CTBS	1
CTCF	1
CTDSP1	1
CTDSP2	1
CTSC	0
CTSS	0
CTSZ	0
CUL3	0
CUL4B	1
CUX1	2
CXCR4	0
CYB561A3	0
CYB5R3	6
CYB5R4	1
CYBA	0
CYBC1	0
CYLD	0
CYP20A1	0
CYRIB	0
CYTH2	0
DAD1	4
DAPP1	21
DAZAP2	2
DBI	0
DBNL	6
DCAKD	0
DCP2	0
DCUN1D1	0
DCUN1D2	0
DDX17	2
DDX21	0
DDX3X	0
DDX5	0
DDX6	0
DEK	4
DESI1	0
DGKH	1
DGKZ	2
DHRS7	0
DIAPH1	10
DNAJA1	0
DNAJB1	2
DNAJB6	17
DNAJC21	0
DNAJC7	0
DNM1	0
DNM2	0
DR1	1
DRAP1	0
DSG3	0
DUSP1	0
DYNLL1	37
DYNLL2	3
DYNLRB1	2
DYNLT3	2
DYRK1A	0
E2F3P2	1
EEF1A1	0
EEF2	2
EHBP1L1	0
EHD1	9
EIF1	32
EIF1B	3
EIF2AK1	20
EIF3I	0
EIF4A1	0
EIF4A2	3
EIF4B	0
EIF4EBP2	1
EIF4G2	6
EIF4G3	2
EIF4H	1
EIF5	2
EIF5A	1
ELAPOR1	0
ELAVL1	0
ELF1	7
ELF2	0
ELMO1	1
ELOB	5
EMC10	1
EMC3	12
EMD	3
EMP3	14
ENO1	6
ENSA	2
EP300	0
EPB41	7
EPN1	0
EPS15	0
ERBIN	3
ERICH1	1
ERN1	0
ETV6	1
EVI2B	0
EWSR1	0
EXOC7	0
FAAP20	0
FAM107B	1
FAM120AOS	0
FAM133B	0
FAM177A1	1
FAM204A	2
FAM241A	0
FAM32A	2
FAM50A	1
FAM89B	2
FAU	7
FAUP4	1
FAXC	0
FBRS	3
FBXL20	1
FBXL3	0
FBXO11	0
FBXO48	1
FBXO7	1
FBXO9	0
FBXW7	0
FEM1A	0
FERMT3	58
FGFR1OP2	3
FIS1	0
FKBP1A	18
FKBP8	9
FLNA	37
FLOT2	0
FMN1	0
FMNL1	0
FNBP1	0
FNIP1	0
FOS	1
FOSB	1
FOXN3	0
FOXO3	4
FOXP1	0
FTH1	330
FTL	111
FUS	1
FXR1	0
FXR2	0
FXYD5	4
FYTTD1	1
G3BP2	4
GABARAP	0
GABARAPL2	10
GABRD	1
GALNT1	0
GAPDH	39
GAPVD1	0
GASK1A	0
GATAD2A	5
GATD1	0
GBF1	0
GCC2	1
GGNBP2	0
GHITM	5
GIT2	3
GLRX5	4
GLTP	0
GMFG	6
GNA13	4
GNAI2	2
GNAI3	0
GNAS	76
GNB1	1
GNB2	3
