gene	count
ABHD17A	47
ABI1	41
ABTB1	18
ACAP2	151
ACER3	113
ACP1	31
ACSL6	119
ACTB	3497
ACTG1	770
ACTN1	87
ACTR2	360
ACTR3	163
ADAM10	106
ADAM17	317
ADAR	167
ADD1	45
ADD3	65
ADIPOR1	48
ADSL	64
AFF4	92
AGFG1	76
AGO2	40
AHCTF1	40
AK3	284
AKAP13	208
AKAP8L	27
AKAP9	147
AKIRIN1	53
AKIRIN2	129
AKT3	100
ALDH2	469
ALDOA	235
AMD1	66
ANAPC16	122
ANAPC5	109
ANK2	259
ANKLE2	133
ANKRD11	166
ANKRD12	217
ANKRD13A	29
ANP32A	103
ANP32B	191
ANXA11	82
ANXA5	307
ANXA7	58
AP1M1	132
AP1S2	297
AP2A1	48
AP2M1	66
AP2S1	181
AP3S1	52
APH1A	43
APLP2	467
APOL1	184
ARF1	174
ARF4	49
ARF5	123
ARFGAP2	82
ARGLU1	131
ARHGAP4	49
ARHGAP45	48
ARHGDIA	132
ARHGDIB	357
ARHGEF12	20
ARID1A	85
ARID1B	98
ARID4B	137
ARIH1	79
ARL2	40
ARL6IP1	80
ARL6IP5	155
ARMC10-1	167
ARPC1B	565
ARPC2	572
ARPC3	663
ARPC4	136
ARPC5	310
ARPP19	32
ASAH1	520
ASAP1	92
ASB8	24
ATE1	25
ATF4	182
ATG12	38
ATG2A	67
ATL1	615
ATP11B	55
ATP1A1	152
ATP5F1B	134
ATP5F1D	215
ATP5F1E	1043
ATP5ME	166
ATP5MF	144
ATP5MG	497
ATP5MJ	248
ATP5MK	158
ATP5PF	92
ATP6AP2	141
ATP6V0B	247
ATP6V0C	220
ATP6V0D1	167
ATP6V0E1	145
ATP6V1D	73
ATP6V1F	192
ATP6V1G1	202
ATP7A	36
ATP9B	196
ATRX	77
ATXN2	60
ATXN7	79
AZIN1	46
B2M	4502
B2M-1	587
B4GALT1	51
BACH1	190
BAG1	49
BAX	81
BAZ1A	63
BAZ2B	180
BBLN	65
BCAP31	62
BECN1	33
BEND7	87
BIN2	89
BIRC2	35
BIRC6	70
BLOC1S1	98
BLOC1S6	344
BLTP1	81
BNIP2	157
BNIP3L	113
BOD1L1	153
BORCS7	152
BPTF	85
BRAF	56
BRD4	96
BRI3	534
BRIP1	232
BRK1	133
BROX	20
BRWD1	43
BSDC1	28
BSG	49
BTF3	435
BTG1	392
BTK	154
BUD31	41
C11orf58	174
C15orf40	301
C19orf53	62
C1GALT1	42
C21orf62	229
C2CD3	840
C2orf68	196
C4orf3	110
C6orf62	64
C9orf78	85
CAB39	21
CACUL1	45
CALM1	371
CALM2	496
CALM3	101
CAMLG	39
CAP1	200
CAPN1	28
CAPNS1	139
CAPZA1	129
CAPZA2	161
CAPZB	186
CARD16	175
CARD8	37
CARHSP1	32
CASP4	86
CAST	419
CBL	42
CBX3	88
CCDC157	39
CCDC186	35
CCDC30	54
CCDC57	245
CCDC82	26
CCL5	170
CCL5-1	170
CCM2	58
CCND3	55
CCNDBP1	65
CCNI	381
CCNL1	348
CCNY	93
CCPG1	51
CD164	132
CD37	291
CD46	118
CD47	75
CD55	198
CD63	250
CD74	2018
CD82	254
CDC37	62
CDC42	531
CDC42SE1	56
CDC42SE2	101
CDKL5	252
CDKN1B	34
CDKN2D	133
CDS2	76
CDV3	185
CEACAM22P	103
CELF2	200
CERCAM	139
CERT1	97
CFL1	625
CFLAR	172
CGGBP1	47
CHCHD2	252
CHD1	251
CHD2	114
CHD4	58
CHD9	59
CHFR	81
CHMP1B	72
CHMP2A	73
CHMP2B	52
CHMP4B	131
CHMP5	13
CHST12	433
CHURC1	62
CIR1	80
CIRBP	121
CKLF	100
CLEC2B	123
CLINT1	51
CLIP1	128
CLK1	77
CLTA	93
CLTC	78
CMBL	120
CMC2	63
CMIP	89
CMTM6	201
CNBP	181
CNN2	61
CNPY3	128
COA1	32
COMMD6	199
COPA	155
COPE	91
COPS2	43
COQ10B	58
CORO1A	302
COTL1	755
COX17	53
COX4I1	521
COX5B	219
COX6A1	166
COX6B1	229
COX7A2	161
COX7B	202
COX7C	417
COX8A	190
CPEB4	71
CPT1A	57
CRBN	39
CREB1	25
CREBRF	128
CSDE1	264
CSK	87
CSNK1A1	185
CSNK1D	77
CSNK1G2	36
CSNK2A1	149
CTBS	67
CTCF	26
CTDSP1	64
CTDSP2	32
CTSC	128
CTSS	2118
CTSZ	233
CUL3	41
CUL4B	84
CUX1	135
CXCR4	311
CYB561A3	226
CYB5R3	47
CYB5R4	96
CYBA	932
CYBC1	32
CYLD	138
CYP20A1	100
CYRIB	190
CYTH2	163
DAD1	77
DAPP1	84
DAZAP2	246
DBI	152
DBNL	77
DCAKD	50
DCP2	63
DCUN1D1	23
DCUN1D2	273
DDX17	204
DDX21	308
DDX3X	255
DDX5	695
DDX6	76
DEK	168
DESI1	62
DGKH	46
DGKZ	49
DHRS7	63
DIAPH1	129
DNAJA1	87
DNAJB1	169
DNAJB6	103
DNAJC21	109
DNAJC7	186
DNM1	30
DNM2	66
DR1	57
DRAP1	116
DSG3	133
DUSP1	532
DYNLL1	53
DYNLL2	36
DYNLRB1	55
DYNLT3	17
DYRK1A	68
E2F3P2	26
EEF1A1	4571
EEF2	388
EHBP1L1	99
EHD1	61
EIF1	1935
EIF1B	70
EIF2AK1	22
EIF3I	103
EIF4A1	666
EIF4A2	107
EIF4B	203
EIF4EBP2	59
EIF4G2	250
EIF4G3	30
EIF4H	85
EIF5	221
EIF5A	79
ELAPOR1	161
ELAVL1	77
ELF1	134
ELF2	90
ELMO1	39
ELOB	270
EMC10	68
EMC3	48
EMD	31
EMP3	567
ENO1	239
ENSA	71
EP300	139
EPB41	53
EPN1	85
EPS15	66
ERBIN	99
ERICH1	54
ERN1	97
ETV6	63
EVI2B	363
EWSR1	111
EXOC7	27
FAAP20	50
FAM107B	89
FAM120AOS	93
FAM133B	248
FAM177A1	56
FAM204A	46
FAM241A	127
FAM32A	37
FAM50A	42
FAM89B	38
FAU	1345
FAUP4	45
FAXC	121
FBRS	42
FBXL20	45
FBXL3	22
FBXO11	50
FBXO48	257
FBXO7	45
FBXO9	23
FBXW7	92
FEM1A	286
FERMT3	90
FGFR1OP2	44
FIS1	81
FKBP1A	277
FKBP8	57
FLNA	245
FLOT2	27
FMN1	171
FMNL1	227
FNBP1	113
FNIP1	82
FOS	520
FOSB	325
FOXN3	120
FOXO3	87
FOXP1	111
FTH1	8862
FTL	7164
FUS	175
FXR1	60
FXR2	19
FXYD5	162
FYTTD1	35
G3BP2	68
GABARAP	497
GABARAPL2	69
GABRD	43
GALNT1	54
GAPDH	865
GAPVD1	33
GASK1A	836
GATAD2A	43
GATD1	134
GBF1	82
GCC2	85
GGNBP2	72
GHITM	116
GIT2	22
GLRX5	41
GLTP	111
GMFG	291
GNA13	69
GNAI2	451
GNAI3	99
GNAS	419
GNB1	124
GNB2	159
GNB5	131
GNG5	260
GNL3L	118
GNPTG	86
GOLGA2	29
GOLGA4	82
GOLGB1	171
GOLM2	28
GOSR1	88
GPATCH2L	50
GPBP1	81
GPBP1L1	36
GPCPD1	319
GPSM2	110
GPX1	583
GPX4	213
GRB2	189
GRIPAP1	76
GRK2	99
GRK3	118
GRK6	60
GSK3B	36
GSPT1	26
GSTK1	92
GSTO1	211
GTDC1	80
GTF2I	47
GTPBP4	261
GUK1	116
GYPC	22
H1-2	9
H2AC18	61
H2AC19	61
H2AZ1	116
H2AZ2	94
H3-3A	1588
H3-3B	776
HADHB	43
HAPSTR1	119
HAT1	29
HBA1	43
HBA2	188
HBB	163
HBP1	66
HCLS1	228
HCST	283
HDGF	52
HECTD1	56
HELZ	70
HERC1	61
HIF1A	154
HINT1	171
HIPK1	60
HIPK3	75
HLA-A-3	166
HLA-A-6	166
HLA-B-1	653
HLA-B-2	23
HLA-B-3	10
HLA-B-5	198
HLA-DQA1-2	694
HLA-DQA1-4	98
HLA-E	124
HLA-E-1	491
HLA-E-2	136
HMGB1	467
HMGB1P6	66
HMGB2	69
HMGN1	97
HMGN2	153
HNRNPA2B1	465
HNRNPA3	316
HNRNPC	229
HNRNPD	143
HNRNPDL	246
HNRNPF	70
HNRNPH2	48
HNRNPH3	88
HNRNPK	277
HNRNPM	111
HNRNPU	308
HNRNPUL1	205
HOOK3	102
HP1BP3	90
HPCAL1	261
HPS1	29
HSD17B12	84
HSP90AA1	470
HSP90AB1	230
HSPA4L	174
HSPA9	83
HYCC2	89
ICAM3	92
IDH2	42
IDS	175
IER2	329
IFI16	56
IFITM2	183
IFRD1	8
IGBP1	67
IGF2R	193
IK	53
IL2RG	16
INTS6	30
IRAG2	28
IRAK4	16
IRF1	559
IRF2	24
IRF9	75
IRS2	187
ISCA1	20
ISCU	53
ISG20L2	155
IST1	37
ITGA1	147
ITGAL	102
ITM2B	656
ITPR2	37
ITSN2	115
JAK1	137
JARID2	105
JMJD1C	286
JOSD1	67
JTB	108
JUNB	564
JUND	1139
KAT6A	48
KCMF1	32
KCNK6	276
KCNMB1	142
KDM5A	48
KDM6A	68
KDM6B	214
KDM7A	36
KHDRBS1	90
KIDINS220	161
KIF2A	27
KIF5B	85
KLF2	153
KLF3	133
KLF6	596
KLHL24	68
KLHL5	69
KMT2C	230
KMT2E	131
KPNA4	97
KPNB1	78
KRAS	55
KRBA2	160
KREMEN1	37
L1TD1	143
LAMP1	79
LAMTOR1	116
LAMTOR4	229
LAMTOR5	68
LAPTM5	688
LBR	49
LCOR	76
LCP1	580
LDLR	250
LIMS1	96
LITAF	158
LMBRD1	35
LNPEP	56
