gene	count
ABHD17A	14
ABI1	9
ABTB1	4
ACAP2	20
ACER3	21
ACP1	4
ACSL6	20
ACTB	204
ACTG1	63
ACTN1	11
ACTR2	29
ACTR3	26
ADAM10	10
ADAM17	37
ADAR	33
ADD1	15
ADD3	29
ADIPOR1	2
ADSL	12
AFF4	14
AGFG1	10
AGO2	3
AHCTF1	8
AK3	58
AKAP13	35
AKAP8L	7
AKAP9	26
AKIRIN1	6
AKIRIN2	5
AKT3	36
ALDH2	82
ALDOA	12
AMD1	18
ANAPC16	48
ANAPC5	27
ANK2	62
ANKLE2	32
ANKRD11	23
ANKRD12	84
ANKRD13A	18
ANP32A	18
ANP32B	27
ANXA11	12
ANXA5	7
ANXA7	3
AP1M1	15
AP1S2	11
AP2A1	8
AP2M1	12
AP2S1	13
AP3S1	7
APH1A	12
APLP2	14
APOL1	34
ARF1	18
ARF4	8
ARF5	9
ARFGAP2	20
ARGLU1	62
ARHGAP4	13
ARHGAP45	17
ARHGDIA	22
ARHGDIB	48
ARHGEF12	3
ARID1A	11
ARID1B	45
ARID4B	46
ARIH1	13
ARL2	8
ARL6IP1	14
ARL6IP5	17
ARMC10-1	64
ARPC1B	26
ARPC2	64
ARPC3	101
ARPC4	17
ARPC5	13
ARPP19	18
ASAH1	13
ASAP1	4
ASB8	3
ATE1	7
ATF4	21
ATG12	6
ATG2A	15
ATL1	156
ATP11B	12
ATP1A1	16
ATP5F1B	17
ATP5F1D	44
ATP5F1E	145
ATP5ME	15
ATP5MF	14
ATP5MG	89
ATP5MJ	24
ATP5MK	23
ATP5PF	13
ATP6AP2	9
ATP6V0B	18
ATP6V0C	7
ATP6V0D1	10
ATP6V0E1	10
ATP6V1D	13
ATP6V1F	11
ATP6V1G1	50
ATP7A	11
ATP9B	79
ATRX	26
ATXN2	20
ATXN7	8
AZIN1	3
B2M	362
B2M-1	503
B4GALT1	16
BACH1	12
BAG1	5
BAX	9
BAZ1A	7
BAZ2B	26
BBLN	13
BCAP31	13
BECN1	11
BEND7	19
BIN2	5
BIRC2	5
BIRC6	14
BLOC1S1	15
BLOC1S6	104
BLTP1	14
BNIP2	5
BNIP3L	6
BOD1L1	41
BORCS7	11
BPTF	28
BRAF	24
BRD4	13
BRI3	6
BRIP1	54
BRK1	23
BROX	10
BRWD1	6
BSDC1	17
BSG	2
BTF3	82
BTG1	188
BTK	30
BUD31	7
C11orf58	54
C15orf40	69
C19orf53	17
C1GALT1	5
C21orf62	55
C2CD3	181
C2orf68	27
C4orf3	16
C6orf62	10
C9orf78	22
CAB39	4
CACUL1	4
CALM1	81
CALM2	46
CALM3	11
CAMLG	9
CAP1	8
CAPN1	3
CAPNS1	13
CAPZA1	16
CAPZA2	7
CAPZB	17
CARD16	8
CARD8	7
CARHSP1	8
CASP4	9
CAST	32
CBL	6
CBX3	10
CCDC157	10
CCDC186	7
CCDC30	14
CCDC57	47
CCDC82	8
CCL5	33
CCL5-1	33
CCM2	19
CCND3	8
CCNDBP1	6
CCNI	82
CCNL1	70
CCNY	4
CCPG1	5
CD164	31
CD37	259
CD46	11
CD47	17
CD55	23
CD63	9
CD74	736
CD82	92
CDC37	3
CDC42	58
CDC42SE1	9
CDC42SE2	20
CDKL5	8
CDKN1B	21
CDKN2D	12
CDS2	17
CDV3	17
CEACAM22P	21
CELF2	27
CERCAM	30
CERT1	4
CFL1	57
CFLAR	19
CGGBP1	8
CHCHD2	47
CHD1	16
CHD2	32
CHD4	11
CHD9	8
CHFR	16
CHMP1B	10
CHMP2A	8
CHMP2B	9
CHMP4B	7
CHMP5	4
CHST12	180
CHURC1	17
CIR1	19
CIRBP	75
CKLF	5
CLEC2B	9
CLINT1	12
CLIP1	18
CLK1	15
CLTA	5
CLTC	7
CMBL	19
CMC2	6
CMIP	6
CMTM6	17
CNBP	25
CNN2	7
CNPY3	16
COA1	8
COMMD6	67
COPA	29
COPE	16
COPS2	10
COQ10B	4
CORO1A	35
COTL1	34
COX17	10
COX4I1	100
COX5B	25
COX6A1	19
COX6B1	23
COX7A2	35
COX7B	27
COX7C	96
COX8A	13
CPEB4	7
CPT1A	20
CRBN	10
CREB1	13
CREBRF	26
CSDE1	32
CSK	15
CSNK1A1	18
CSNK1D	12
CSNK1G2	5
CSNK2A1	44
CTBS	5
CTCF	13
CTDSP1	8
CTDSP2	4
CTSC	2
CTSS	48
CTSZ	22
CUL3	10
CUL4B	22
CUX1	6
CXCR4	75
CYB561A3	63
CYB5R3	7
CYB5R4	11
CYBA	64
CYBC1	12
CYLD	24
CYP20A1	12
CYRIB	15
CYTH2	29
DAD1	13
DAPP1	20
DAZAP2	33
DBI	12
DBNL	15
DCAKD	24
DCP2	12
DCUN1D1	6
DCUN1D2	48
DDX17	79
DDX21	34
DDX3X	61
DDX5	135
DDX6	29
DEK	17
DESI1	8
DGKH	7
DGKZ	4
DHRS7	3
DIAPH1	6
DNAJA1	41
DNAJB1	79
DNAJB6	11
DNAJC21	25
DNAJC7	23
DNM1	8
DNM2	7
DR1	7
DRAP1	9
DSG3	25
DUSP1	43
DYNLL1	15
DYNLL2	4
DYNLRB1	9
DYNLT3	3
DYRK1A	5
E2F3P2	11
EEF1A1	1230
EEF2	109
EHBP1L1	9
EHD1	3
EIF1	295
EIF1B	28
EIF2AK1	4
EIF3I	32
EIF4A1	25
EIF4A2	38
EIF4B	35
EIF4EBP2	6
EIF4G2	33
EIF4G3	7
EIF4H	16
EIF5	44
EIF5A	28
ELAPOR1	33
ELAVL1	18
ELF1	28
ELF2	12
ELMO1	6
ELOB	25
EMC10	16
EMC3	14
EMD	6
EMP3	49
ENO1	15
ENSA	16
EP300	8
EPB41	28
EPN1	13
EPS15	8
ERBIN	11
ERICH1	8
ERN1	10
ETV6	7
EVI2B	54
EWSR1	15
EXOC7	7
FAAP20	8
FAM107B	53
FAM120AOS	18
FAM133B	51
FAM177A1	34
FAM204A	19
FAM241A	23
FAM32A	5
FAM50A	7
FAM89B	4
FAU	473
FAUP4	21
FAXC	20
FBRS	5
FBXL20	7
FBXL3	6
FBXO11	5
FBXO48	44
FBXO7	9
FBXO9	3
FBXW7	11
FEM1A	78
FERMT3	1
FGFR1OP2	6
FIS1	16
FKBP1A	11
FKBP8	15
FLNA	13
FLOT2	8
FMN1	37
FMNL1	13
FNBP1	25
FNIP1	14
FOS	21
FOSB	25
FOXN3	15
FOXO3	1
FOXP1	90
FTH1	194
FTL	231
FUS	67
FXR1	15
FXR2	8
FXYD5	29
FYTTD1	5
G3BP2	23
GABARAP	10
GABARAPL2	14
GABRD	11
GALNT1	7
GAPDH	31
GAPVD1	2
GASK1A	304
GATAD2A	7
GATD1	30
GBF1	32
GCC2	30
GGNBP2	12
GHITM	17
GIT2	7
GLRX5	4
GLTP	6
GMFG	31
GNA13	3
GNAI2	27
GNAI3	12
GNAS	106
GNB1	11
GNB2	11
GNB5	28
GNG5	8
GNL3L	29
GNPTG	9
GOLGA2	6
GOLGA4	13
GOLGB1	34
GOLM2	7
GOSR1	19
GPATCH2L	12
GPBP1	29
GPBP1L1	7
GPCPD1	12
GPSM2	21
GPX1	11
GPX4	18
GRB2	49
GRIPAP1	19
GRK2	12
GRK3	15
GRK6	10
GSK3B	6
GSPT1	6
GSTK1	15
GSTO1	4
GTDC1	24
GTF2I	17
GTPBP4	40
GUK1	12
GYPC	12
H1-2	6
H2AC18	4
H2AC19	4
H2AZ1	15
H2AZ2	24
H3-3A	164
H3-3B	106
HADHB	4
HAPSTR1	14
HAT1	3
HBA1	23
HBA2	111
HBB	130
HBP1	9
HCLS1	15
HCST	0
HDGF	0
HECTD1	23
HELZ	9
HERC1	10
HIF1A	16
HINT1	60
HIPK1	10
HIPK3	3
HLA-A-3	65
HLA-A-6	65
HLA-B-1	48
HLA-B-2	82
HLA-B-3	82
HLA-B-5	51
HLA-DQA1-2	76
HLA-DQA1-4	65
HLA-E	27
HLA-E-1	73
HLA-E-2	27
HMGB1	71
HMGB1P6	5
HMGB2	6
HMGN1	38
HMGN2	28
HNRNPA2B1	121
HNRNPA3	58
HNRNPC	50
HNRNPD	21
HNRNPDL	40
HNRNPF	10
HNRNPH2	5
HNRNPH3	14
HNRNPK	33
HNRNPM	9
HNRNPU	53
HNRNPUL1	53
HOOK3	8
HP1BP3	14
HPCAL1	39
HPS1	9
HSD17B12	25
HSP90AA1	167
HSP90AB1	112
HSPA4L	32
HSPA9	17
HYCC2	12
ICAM3	20
IDH2	4
IDS	34
IER2	30
IFI16	13
IFITM2	13
IFRD1	8
IGBP1	8
IGF2R	16
IK	14
IL2RG	22
INTS6	17
IRAG2	7
IRAK4	8
IRF1	52
IRF2	6
IRF9	17
IRS2	45
ISCA1	4
ISCU	33
ISG20L2	43
IST1	10
ITGA1	31
ITGAL	5
ITM2B	29
ITPR2	8
ITSN2	21
JAK1	29
JARID2	7
JMJD1C	36
JOSD1	6
JTB	20
JUNB	67
JUND	327
KAT6A	17
KCMF1	6
KCNK6	51
KCNMB1	40
KDM5A	17
KDM6A	12
KDM6B	6
KDM7A	5
KHDRBS1	19
KIDINS220	29
KIF2A	6
KIF5B	7
KLF2	207
KLF3	9
KLF6	100
KLHL24	19
KLHL5	20
KMT2C	32
KMT2E	51
KPNA4	15
KPNB1	9
KRAS	15
KRBA2	33
KREMEN1	9
L1TD1	52
LAMP1	8
LAMTOR1	9
LAMTOR4	34
LAMTOR5	27
LAPTM5	88
LBR	16
LCOR	7
LCP1	17
LDLR	34
LIMS1	4
LITAF	11
LMBRD1	10
LNPEP	9
LPGAT1	12
LPIN2	1
LPP	32
LRP10	8
LRRC58	98
LRRFIP1	30
LRRFIP2	6
LSM3	22
LYPLA1	13
LYRM7	35
LYST	7
MAB21L3	314
MACF1	34
MACROH2A1	11
MAF1	10
MAP1LC3B	18
MAP2K2	12
MAP2K3	7
MAP3K11	7
MAP3K2	19
MAP3K8	11
MAP4K2	13
MAP4K4	14
MAPK1	2
MAPK1IP1L	13
MAPKAPK2	8
MAPRE1	4
MARCHF6	13
MARK3	11
MAVS	1
MAX	7
MBD2	12
MBD4	22
MBD5	12
MBNL1	31
MBP	15
MCL1	15
MDM2	2
MDM4	36
MECP2	17
MED11	11
MED12	13
MED13	12
MED13L	27
MED27	13
MED28	1
MEF2A	18
METTL9	5
MFN1	37
MFSD11	7
MGAT4A	48
MGLL	7
MICAL3	46
MID1	32
MIDN	26
MIER1	11
MIGA1	9
MINDY2	10
MKNK2	12
MKRN1	14
MLF2	6
MLH1	30
MLLT6-1	12
MLX	37
MMP24OS	6
MOB1A	24
MORC3	7
MORF4L1	44
MPC2	10
MPLKIP	8
MRFAP1	5
MRPL33	9
MRPL57	14
MS4A4E	32
MSL1	7
MSN	19
MT-ATP6	1918
MT-ATP8	36
MT-CO1	1784
MT-CO2	1840
MT-CO3	2116
MT-CYB	1248
MT-ND1	1019
MT-ND2	730
MT-ND3	2212
MT-ND4	1383
MT-ND4L	118
MT-ND5	276
MTATP6P1	705
MTCH1	11
MTDH	40
MTHFD1	54
MTND1P23	24
MTND2P28	11
MTPN	39
MXI1	3
MYADM	5
MYCBP2	44
MYH7B	9
MYH9	24
MYL12A	38
MYL12B	30
MYL6	56
MYO5A	34
MYO9B	12
N4BP2L2	56
NAA60	13
NABP1	93
NACA	273
NAMPT	25
NAP1L1	101
NAPA	2
NAPG	4
NARF	3
NASP	21
NBPF10	66
NBPF14	27
NBPF19	21
NBR1	8
NCBP3	16
NCOA1	4
NCOA3	35
NCOA4	5
NCOR1	18
NDUFA1	20
NDUFA13	10
NDUFA2	13
NDUFA4	34
NDUFA5	15
NDUFB1	8
NDUFB11	18
NDUFB4	12
NDUFB9	14
NDUFC1	8
NDUFS2	14
NEDD8	18
NFAT5	7
NFE2L2	11
NFKB2	10
NFKBIA	54
NFKBIB	4
NFKBIZ	7
NIN	11
NIPBL	25
NKTR	30
NMI	5
NMNAT3	214
NNT	18
NONO	15
NOP10	6
NOTCH2NLC	35
NPC2	9
NPEPPS	16
NR1H2	14
NR4A2	9
NRDC	6
NSD1	9
NSD3	24
NT5C3A	5
NUDC	7
NUDT3	24
NUFIP2	14
NUMB	16
OAZ1	79
OAZ2	9
OCIAD1	13
ODC1	12
OGA	26
OGDH	4
OPHN1	41
OR11G2	4
ORAI1	10
ORAI2	26
ORC4	146
OSBPL8	15
OSER1	10
OST4	42
OSTF1	9
OTUB1	12
OTUD5	7
P2RX4	6
P2RX7	34
P4HB	10
PABPC1	110
PABPN1	19
PACS1	10
PAFAH1B1	45
PAFAH1B2	11
PAIP2	19
PAK2	23
PANK2	4
