gene	count
ABHD17A	82
ABI1	30
ABTB1	18
ACAP2	11
ACER3	48
ACP1	46
ACSL6	3
ACTB	4139
ACTG1	1202
ACTN1	271
ACTR2	40
ACTR3	126
ADAM10	24
ADAM17	4
ADAR	7
ADD1	16
ADD3	84
ADIPOR1	58
ADSL	11
AFF4	4
AGFG1	15
AGO2	8
AHCTF1	53
AK3	8
AKAP13	10
AKAP8L	3
AKAP9	3
AKIRIN1	31
AKIRIN2	147
AKT3	11
ALDH2	3
ALDOA	203
AMD1	35
ANAPC16	11
ANAPC5	25
ANK2	6
ANKLE2	9
ANKRD11	23
ANKRD12	16
ANKRD13A	3
ANP32A	10
ANP32B	40
ANXA11	29
ANXA5	21
ANXA7	38
AP1M1	2
AP1S2	77
AP2A1	3
AP2M1	93
AP2S1	110
AP3S1	15
APH1A	10
APLP2	7
APOL1	1
ARF1	246
ARF4	56
ARF5	52
ARFGAP2	9
ARGLU1	3
ARHGAP4	1
ARHGAP45	39
ARHGDIA	19
ARHGDIB	392
ARHGEF12	60
ARID1A	7
ARID1B	3
ARID4B	5
ARIH1	11
ARL2	28
ARL6IP1	30
ARL6IP5	205
ARMC10-1	0
ARPC1B	903
ARPC2	243
ARPC3	138
ARPC4	171
ARPC5	296
ARPP19	15
ASAH1	62
ASAP1	95
ASB8	24
ATE1	12
ATF4	156
ATG12	6
ATG2A	4
ATL1	41
ATP11B	7
ATP1A1	12
ATP5F1B	14
ATP5F1D	33
ATP5F1E	327
ATP5ME	17
ATP5MF	37
ATP5MG	84
ATP5MJ	114
ATP5MK	48
ATP5PF	75
ATP6AP2	17
ATP6V0B	22
ATP6V0C	63
ATP6V0D1	21
ATP6V0E1	135
ATP6V1D	20
ATP6V1F	31
ATP6V1G1	45
ATP7A	0
ATP9B	4
ATRX	16
ATXN2	16
ATXN7	9
AZIN1	13
B2M	3516
B2M-1	78
B4GALT1	10
BACH1	28
BAG1	18
BAX	22
BAZ1A	7
BAZ2B	3
BBLN	272
BCAP31	71
BECN1	14
BEND7	22
BIN2	256
BIRC2	3
BIRC6	6
BLOC1S1	31
BLOC1S6	71
BLTP1	7
BNIP2	62
BNIP3L	54
BOD1L1	8
BORCS7	7
BPTF	14
BRAF	5
BRD4	20
BRI3	21
BRIP1	0
BRK1	140
BROX	19
BRWD1	8
BSDC1	13
BSG	35
BTF3	48
BTG1	22
BTK	30
BUD31	25
C11orf58	36
C15orf40	9
C19orf53	20
C1GALT1	13
C21orf62	3
C2CD3	29
C2orf68	7
C4orf3	73
C6orf62	20
C9orf78	12
CAB39	29
CACUL1	7
CALM1	547
CALM2	99
CALM3	543
CAMLG	5
CAP1	166
CAPN1	113
CAPNS1	68
CAPZA1	41
CAPZA2	159
CAPZB	204
CARD16	48
CARD8	18
CARHSP1	20
CASP4	45
CAST	7
CBL	30
CBX3	26
CCDC157	0
CCDC186	5
CCDC30	0
CCDC57	15
CCDC82	10
CCL5	253
CCL5-1	253
CCM2	16
CCND3	217
CCNDBP1	32
CCNI	86
CCNL1	11
