gene	count
ABHD17A	636
ABI1	191
ABTB1	82
ACAP2	297
ACER3	370
ACP1	412
ACSL6	640
ACTB	9772
ACTG1	4514
ACTN1	231
ACTR2	701
ACTR3	592
ADAM10	198
ADAM17	650
ADAR	847
ADD1	272
ADD3	612
ADIPOR1	114
ADSL	419
AFF4	260
AGFG1	125
AGO2	147
AHCTF1	94
AK3	909
AKAP13	645
AKAP8L	172
AKAP9	558
AKIRIN1	288
AKIRIN2	203
AKT3	632
ALDH2	1106
ALDOA	489
AMD1	384
ANAPC16	931
ANAPC5	519
ANK2	1022
ANKLE2	455
ANKRD11	719
ANKRD12	2061
ANKRD13A	119
ANP32A	398
ANP32B	1333
ANXA11	370
ANXA5	414
ANXA7	299
AP1M1	561
AP1S2	157
AP2A1	112
AP2M1	358
AP2S1	310
AP3S1	167
APH1A	185
APLP2	182
APOL1	577
ARF1	710
ARF4	197
ARF5	342
ARFGAP2	413
ARGLU1	1018
ARHGAP4	219
ARHGAP45	294
ARHGDIA	597
ARHGDIB	2663
ARHGEF12	62
ARID1A	251
ARID1B	523
ARID4B	1385
ARIH1	237
ARL2	199
ARL6IP1	491
ARL6IP5	902
ARMC10-1	1025
ARPC1B	1291
ARPC2	2431
ARPC3	2051
ARPC4	564
ARPC5	675
ARPP19	236
ASAH1	159
ASAP1	134
ASB8	197
ATE1	209
ATF4	562
ATG12	277
ATG2A	361
ATL1	2292
ATP11B	195
ATP1A1	401
ATP5F1B	580
ATP5F1D	1203
ATP5F1E	4062
ATP5ME	755
ATP5MF	742
ATP5MG	2795
ATP5MJ	937
ATP5MK	917
ATP5PF	766
ATP6AP2	456
ATP6V0B	296
ATP6V0C	295
ATP6V0D1	131
ATP6V0E1	487
ATP6V1D	295
ATP6V1F	347
ATP6V1G1	1163
ATP7A	144
ATP9B	1328
ATRX	613
ATXN2	226
ATXN7	526
AZIN1	161
B2M	29957
B2M-1	9248
B4GALT1	141
BACH1	125
BAG1	262
BAX	472
BAZ1A	362
BAZ2B	513
