gene	count
ABHD17A	2
ABI1	2
ABTB1	9
ACAP2	15
ACER3	5
ACP1	1
ACSL6	13
ACTB	165
ACTG1	17
ACTN1	19
ACTR2	19
ACTR3	16
ADAM10	4
ADAM17	12
ADAR	40
ADD1	0
ADD3	1
ADIPOR1	4
ADSL	5
AFF4	6
AGFG1	0
AGO2	4
AHCTF1	3
AK3	18
AKAP13	9
AKAP8L	0
AKAP9	4
AKIRIN1	6
AKIRIN2	8
AKT3	1
ALDH2	19
ALDOA	1
AMD1	3
ANAPC16	7
ANAPC5	2
ANK2	29
ANKLE2	16
ANKRD11	8
ANKRD12	19
ANKRD13A	12
ANP32A	61
ANP32B	4
ANXA11	12
ANXA5	4
ANXA7	2
AP1M1	15
AP1S2	3
AP2A1	4
AP2M1	2
AP2S1	1
AP3S1	3
APH1A	1
APLP2	12
APOL1	14
ARF1	5
ARF4	4
ARF5	2
ARFGAP2	2
ARGLU1	8
ARHGAP4	3
ARHGAP45	2
ARHGDIA	5
ARHGDIB	15
ARHGEF12	1
ARID1A	6
ARID1B	6
ARID4B	15
ARIH1	5
ARL2	4
ARL6IP1	2
ARL6IP5	5
ARMC10-1	3
ARPC1B	13
ARPC2	42
ARPC3	27
ARPC4	4
ARPC5	47
ARPP19	4
ASAH1	23
ASAP1	16
ASB8	1
ATE1	1
ATF4	4
ATG12	3
ATG2A	21
ATL1	57
ATP11B	6
ATP1A1	5
ATP5F1B	3
ATP5F1D	6
ATP5F1E	54
ATP5ME	5
ATP5MF	1
ATP5MG	15
ATP5MJ	5
ATP5MK	2
ATP5PF	0
ATP6AP2	3
ATP6V0B	18
ATP6V0C	5
ATP6V0D1	4
ATP6V0E1	19
ATP6V1D	7
ATP6V1F	7
ATP6V1G1	15
ATP7A	4
ATP9B	17
ATRX	15
ATXN2	7
ATXN7	8
AZIN1	2
B2M	419
B2M-1	156
B4GALT1	5
BACH1	3
BAG1	3
BAX	1
BAZ1A	12
BAZ2B	21
BBLN	1
BCAP31	1
BECN1	5
BEND7	5
BIN2	3
BIRC2	6
BIRC6	5
BLOC1S1	7
BLOC1S6	15
BLTP1	16
BNIP2	6
BNIP3L	14
BOD1L1	19
BORCS7	6
BPTF	9
BRAF	9
BRD4	10
BRI3	28
BRIP1	17
BRK1	3
BROX	3
BRWD1	1
BSDC1	1
BSG	3
BTF3	3
BTG1	26
BTK	12
BUD31	8
C11orf58	12
C15orf40	13
C19orf53	2
C1GALT1	3
C21orf62	11
C2CD3	43
C2orf68	21
C4orf3	14
C6orf62	13
C9orf78	4
CAB39	3
CACUL1	8
CALM1	13
CALM2	24
CALM3	1
CAMLG	3
CAP1	23
CAPN1	2
CAPNS1	1
CAPZA1	10
CAPZA2	19
CAPZB	7
CARD16	37
CARD8	3
CARHSP1	1
CASP4	28
CAST	4
CBL	3
CBX3	5
CCDC157	7
CCDC186	7
CCDC30	5
CCDC57	12
CCDC82	5
CCL5	11
CCL5-1	11
CCM2	0
CCND3	5
CCNDBP1	10
CCNI	26
CCNL1	29
CCNY	6
CCPG1	9
CD164	0
CD37	19
CD46	33
CD47	3
CD55	25
CD63	10
CD74	10
CD82	25
CDC37	0
CDC42	33
CDC42SE1	13
CDC42SE2	8
CDKL5	17
CDKN1B	0
CDKN2D	20
CDS2	11
CDV3	4
CEACAM22P	15
CELF2	23
CERCAM	14
CERT1	1
CFL1	18
CFLAR	30
CGGBP1	3
CHCHD2	9
CHD1	19
CHD2	10
CHD4	6
CHD9	1
CHFR	3
CHMP1B	15
CHMP2A	13
CHMP2B	13
CHMP4B	3
CHMP5	4
CHST12	49
CHURC1	6
CIR1	22
CIRBP	2
CKLF	11
CLEC2B	37
CLINT1	1
CLIP1	2
CLK1	3
CLTA	3
CLTC	10
CMBL	9
CMC2	2
CMIP	4
CMTM6	19
CNBP	15
CNN2	11
CNPY3	5
COA1	2
COMMD6	5
COPA	11
COPE	5
COPS2	2
COQ10B	5
CORO1A	16
COTL1	22
COX17	2
COX4I1	3
COX5B	7
COX6A1	5
COX6B1	7
COX7A2	5
COX7B	5
COX7C	1
COX8A	3
CPEB4	17
CPT1A	4
CRBN	4
CREB1	6
CREBRF	9
CSDE1	4
CSK	1
CSNK1A1	3
CSNK1D	6
CSNK1G2	1
CSNK2A1	7
CTBS	15
CTCF	4
CTDSP1	3
CTDSP2	3
CTSC	2
CTSS	71
CTSZ	1
CUL3	6
CUL4B	2
CUX1	5
CXCR4	51
CYB561A3	14
CYB5R3	1
CYB5R4	13
CYBA	41
CYBC1	3
CYLD	19
CYP20A1	3
CYRIB	33
CYTH2	10
DAD1	6
DAPP1	4
DAZAP2	25
DBI	2
DBNL	3
DCAKD	6
DCP2	13
DCUN1D1	1
DCUN1D2	23
DDX17	23
DDX21	13
DDX3X	28
DDX5	28
DDX6	6
DEK	4
DESI1	2
DGKH	6
DGKZ	2
DHRS7	9
DIAPH1	2
DNAJA1	13
DNAJB1	12
DNAJB6	16
DNAJC21	4
DNAJC7	1
DNM1	2
DNM2	6
DR1	4
DRAP1	4
DSG3	12
DUSP1	232
DYNLL1	0
DYNLL2	1
DYNLRB1	1
DYNLT3	0
DYRK1A	5
E2F3P2	2
EEF1A1	12
EEF2	0
EHBP1L1	3
EHD1	4
EIF1	85
EIF1B	6
EIF2AK1	0
EIF3I	9
EIF4A1	9
EIF4A2	3
EIF4B	3
EIF4EBP2	3
EIF4G2	5
EIF4G3	3
EIF4H	1
EIF5	13
EIF5A	1
ELAPOR1	16
ELAVL1	5
ELF1	8
ELF2	3
ELMO1	3
ELOB	4
EMC10	5
EMC3	5
EMD	2
EMP3	29
ENO1	0
ENSA	3
EP300	11
EPB41	10
EPN1	5
EPS15	6
ERBIN	17
ERICH1	2
ERN1	7
ETV6	2
EVI2B	58
EWSR1	1
EXOC7	4
FAAP20	1
FAM107B	8
FAM120AOS	14
FAM133B	4
FAM177A1	4
FAM204A	1
FAM241A	12
FAM32A	3
FAM50A	2
FAM89B	0
FAU	37
FAUP4	6
FAXC	20
FBRS	2
FBXL20	5
FBXL3	2
FBXO11	7
FBXO48	33
FBXO7	1
FBXO9	4
FBXW7	6
FEM1A	25
FERMT3	2
FGFR1OP2	1
FIS1	2
FKBP1A	13
FKBP8	18
FLNA	1
FLOT2	3
FMN1	20
FMNL1	37
FNBP1	6
FNIP1	6
FOS	129
FOSB	22
FOXN3	1
FOXO3	18
FOXP1	3
FTH1	686
FTL	451
FUS	14
FXR1	1
FXR2	2
FXYD5	1
FYTTD1	1
G3BP2	5
GABARAP	27
GABARAPL2	9
GABRD	1
GALNT1	1
GAPDH	9
GAPVD1	0
GASK1A	39
GATAD2A	5
GATD1	14
GBF1	4
GCC2	8
GGNBP2	1
GHITM	3
GIT2	4
GLRX5	2
GLTP	4
GMFG	54
GNA13	13
GNAI2	20
GNAI3	9
GNAS	14
GNB1	5
GNB2	11
GNB5	3
GNG5	14
GNL3L	13
GNPTG	7
GOLGA2	6
GOLGA4	4
GOLGB1	14
GOLM2	4
GOSR1	5
GPATCH2L	1
GPBP1	3
GPBP1L1	2
GPCPD1	5
GPSM2	9
GPX1	4
GPX4	2
GRB2	13
GRIPAP1	6
GRK2	7
GRK3	5
GRK6	2
GSK3B	7
GSPT1	2
GSTK1	1
GSTO1	3
GTDC1	10
GTF2I	1
GTPBP4	21
GUK1	8
GYPC	7
H1-2	2
H2AC18	49
H2AC19	49
H2AZ1	7
H2AZ2	9
H3-3A	240
H3-3B	194
HADHB	4
HAPSTR1	9
HAT1	2
HBA1	1415
HBA2	3676
HBB	5136
HBP1	8
HCLS1	15
HCST	5
HDGF	0
HECTD1	1
HELZ	3
HERC1	1
HIF1A	40
HINT1	2
HIPK1	3
HIPK3	5
HLA-A-3	102
HLA-A-6	102
HLA-B-1	61
HLA-B-2	46
HLA-B-3	46
HLA-B-5	56
HLA-DQA1-2	5
HLA-DQA1-4	5
HLA-E	33
HLA-E-1	46
HLA-E-2	36
HMGB1	34
HMGB1P6	4
HMGB2	5
HMGN1	4
HMGN2	6
HNRNPA2B1	12
HNRNPA3	6
HNRNPC	22
HNRNPD	1
HNRNPDL	2
HNRNPF	4
HNRNPH2	13
HNRNPH3	5
HNRNPK	14
HNRNPM	0
HNRNPU	14
HNRNPUL1	17
HOOK3	1
HP1BP3	1
HPCAL1	29
HPS1	1
HSD17B12	9
HSP90AA1	14
HSP90AB1	0
HSPA4L	12
HSPA9	8
HYCC2	13
ICAM3	10
IDH2	2
IDS	7
IER2	38
IFI16	11
IFITM2	475
IFRD1	29
IGBP1	4
IGF2R	35
IK	2
IL2RG	11
INTS6	5
IRAG2	6
IRAK4	3
IRF1	89
IRF2	9
IRF9	9
IRS2	33
ISCA1	1
ISCU	4
ISG20L2	17
IST1	6
ITGA1	8
ITGAL	3
ITM2B	199
ITPR2	0
ITSN2	5
JAK1	10
JARID2	9
JMJD1C	35
JOSD1	4
JTB	2
JUNB	45
JUND	95
KAT6A	9
KCMF1	6
KCNK6	21
KCNMB1	4
KDM5A	10
KDM6A	4
KDM6B	29
KDM7A	4
KHDRBS1	2
KIDINS220	17
KIF2A	1
KIF5B	6
KLF2	63
KLF3	10
KLF6	52
KLHL24	1
KLHL5	3
KMT2C	29
KMT2E	14
KPNA4	5
KPNB1	3
KRAS	1
KRBA2	6
KREMEN1	5
L1TD1	13
LAMP1	4
LAMTOR1	2
LAMTOR4	18
LAMTOR5	4
LAPTM5	59
LBR	8
LCOR	10
LCP1	40
LDLR	6
LIMS1	3
LITAF	111
LMBRD1	4
LNPEP	2
LPGAT1	9
LPIN2	4
LPP	10
LRP10	13
LRRC58	25
LRRFIP1	42
LRRFIP2	3
LSM3	6
LYPLA1	2
LYRM7	10
LYST	18
MAB21L3	44
MACF1	8
MACROH2A1	10
MAF1	1
MAP1LC3B	23
MAP2K2	2
MAP2K3	6
MAP3K11	2
MAP3K2	17
MAP3K8	4
MAP4K2	8
MAP4K4	7
MAPK1	4
MAPK1IP1L	1
MAPKAPK2	9
MAPRE1	5
MARCHF6	2
MARK3	6
MAVS	2
MAX	4
MBD2	1
MBD4	3
MBD5	2
MBNL1	11
MBP	9
MCL1	98
MDM2	6
MDM4	8
MECP2	7
MED11	7
MED12	1
MED13	4
MED13L	25
MED27	5
MED28	4
MEF2A	1
METTL9	6
MFN1	11
MFSD11	1
MGAT4A	15
MGLL	2
MICAL3	10
MID1	6
MIDN	24
MIER1	14
MIGA1	7
MINDY2	9
MKNK2	10
MKRN1	7
MLF2	6
MLH1	5
MLLT6-1	8
MLX	14
MMP24OS	1
MOB1A	9
MORC3	2
MORF4L1	7
MPC2	3
MPLKIP	3
MRFAP1	6
MRPL33	3
MRPL57	1
MS4A4E	11
MSL1	15
MSN	6
MT-ATP6	22
MT-ATP8	1
MT-CO1	14
MT-CO2	35
MT-CO3	13
MT-CYB	16
MT-ND1	58
MT-ND2	42
MT-ND3	17
MT-ND4	16
MT-ND4L	8
MT-ND5	9
MTATP6P1	4
MTCH1	5
MTDH	0
MTHFD1	15
MTND1P23	0
MTND2P28	1
MTPN	6
MXI1	3
MYADM	34
MYCBP2	7
MYH7B	1
MYH9	17
MYL12A	24
MYL12B	22
MYL6	41
MYO5A	10
MYO9B	2
N4BP2L2	21
NAA60	3
NABP1	83
NACA	6
NAMPT	1453
NAP1L1	2
NAPA	5
NAPG	2
NARF	1
NASP	8
NBPF10	11
NBPF14	4
NBPF19	2
NBR1	7
NCBP3	5
NCOA1	4
NCOA3	1
NCOA4	8
NCOR1	5
NDUFA1	11
NDUFA13	0
NDUFA2	4
NDUFA4	1
NDUFA5	1
NDUFB1	2
NDUFB11	1
NDUFB4	1
NDUFB9	0
NDUFC1	1
NDUFS2	4
NEDD8	5
NFAT5	5
NFE2L2	13
NFKB2	5
NFKBIA	98
NFKBIB	4
NFKBIZ	31
NIN	17
NIPBL	9
NKTR	1
NMI	20
NMNAT3	12
NNT	1
NONO	2
NOP10	21
NOTCH2NLC	7
NPC2	6
NPEPPS	9
NR1H2	2
NR4A2	2
NRDC	2
NSD1	3
NSD3	8
NT5C3A	3
NUDC	2
NUDT3	3
NUFIP2	14
NUMB	18
OAZ1	39
OAZ2	18
OCIAD1	4
ODC1	0
OGA	10
OGDH	5
OPHN1	2
OR11G2	6
ORAI1	1
