guide6	rest	0	TAF9	5.4866	1.9817142	1.0710038717476373e-07	0.001273316503120766
guide6	rest	1	SCG3	5.213536	3.52859	4.3203724146986156e-07	0.002568245381917592
guide6	rest	2	COX20	4.8481126	1.9489973	2.230670502126814e-06	0.008840147199928565
guide6	rest	3	FCGR2A	4.6927733	1.9888046	4.890571004664629e-06	0.014535999668614444
guide6	rest	4	PHF19	4.423394	2.645717	1.4643511102550723e-05	0.03481934069964511
guide6	rest	5	RNASET2	4.3045907	2.2347012	2.4557107528165668e-05	0.04865990856706027
guide6	rest	6	MT-ND2	4.2387204	19.193218	3.2007392079909826e-05	0.054362269205435416
guide6	rest	7	ID1	4.1879992	2.6389823	4.508153686090644e-05	0.06699679896741459
guide6	rest	8	SH3BGRL3	4.0822487	3.2720761	6.124898684733171e-05	0.0756608088488628
guide6	rest	9	SLC30A5	4.0707107	1.2899112	6.363933791644612e-05	0.0756608088488628
guide14	rest	0	PVT1	4.669987	3.1373048	1.211418648024319e-05	0.011078889466431638
guide14	rest	1	OAT	4.2395287	2.7047331	5.2741337929060394e-05	0.019787650663634016
guide14	rest	2	SLC25A37	3.0999553	2.9508111	0.0025332884563196794	0.13048316740891053
guide14	rest	3	DHRS4-AS1	3.0062888	2.6589074	0.00361507499896	0.1555367521020242
guide14	rest	4	LY86-AS1	2.931138	2.9515898	0.004530582008590193	0.17545306026100588
guide14	rest	5	HIST1H2BG	2.6715384	1.9466671	0.008946258369097881	0.2382304028726721
guide14	rest	6	TMEM9	2.6709197	1.5411447	0.00905341360579991	0.23972390725914283
guide14	rest	7	AL662890.1	2.6247454	3.4378211	0.010850581201680058	0.2580406816919374
guide14	rest	8	PBX1	2.6123605	2.3354065	0.010835104779741176	0.2580406816919374
guide14	rest	9	PDCD4	2.602219	1.7682029	0.010919672311081338	0.258613514156267
guide23	rest	0	HBZ	5.5273	175.599	1.471416290335822e-07	0.00034987336551605173
guide23	rest	1	HBA1	4.7053227	21.569925	5.678049105224505e-06	0.0045004217208009425
guide23	rest	2	SLC25A37	4.0616274	3.9479132	8.75798824343821e-05	0.036932650685575885
guide23	rest	3	ABRAXAS1	3.8932307	1.7411126	0.00015211310960997965	0.04277288725947377
guide23	rest	4	GAS5	3.5635002	3.6216028	0.0004857734852961081	0.08134311220683703
guide23	rest	5	TXNIP	3.2813768	1.7599877	0.0012748771645378018	0.1531011576685851
guide23	rest	6	ICAM4	3.232214	1.4320321	0.0015315914660437393	0.16060131034365177
guide23	rest	7	FAM210B	3.115882	1.4307487	0.002204217034200352	0.19852982060309077
guide23	rest	8	EPB41L4A-AS1	3.003266	1.3198006	0.0031449763739113	0.22939033195970213
guide23	rest	9	FAXDC2	2.9644337	1.9988093	0.0036769538256254965	0.24743861544884121
