PABPC1	10	guide18	0.96203060	0.52727273	0.96425240	0.81785191	0.87225364
PABPC1	10	guide23	0.78072169	0.26060606	0.83403661	0.62512145	0.84480032
PABPC1	10	guide13	0.61950415	0.15151515	0.71063094	0.49388341	0.77708621
PABPC1	10	guide14	0.58944292	0.04242424	0.83392114	0.48859610	0.17962250
PABPC1	10	guide19	0.67591650	0.06666667	0.60265546	0.44841288	0.84934714
PABPC1	10	guide6	-0.17951785	-0.46666667	-0.56285716	-0.40301390	-0.47907928
PABPC1	20	guide18	0.91104751	0.78345865	0.94366919	0.87939178	0.77204584
PABPC1	20	guide23	0.64766730	0.59548872	0.75897499	0.66737701	0.81215740
PABPC1	20	guide13	0.64486978	0.46616541	0.63825220	0.58309580	0.79437210
PABPC1	20	guide19	0.63097877	0.41052632	0.57227273	0.53792594	0.82063385
PABPC1	20	guide14	0.41233689	0.34736842	0.79216544	0.51729025	0.31820132
PABPC1	20	guide6	0.09601409	0.04060150	-0.40053382	-0.08797274	-0.26572697
PABPC1	50	guide18	0.82619313	0.55687875	0.92736777	0.77014655	0.68374523
PABPC1	50	guide23	0.45177539	0.18857143	0.76056053	0.46696911	0.84710004
PABPC1	50	guide13	0.39956506	0.09531813	0.64917306	0.38135208	0.74519866
PABPC1	50	guide14	0.22136032	0.17454982	0.73554472	0.37715162	0.55762726
PABPC1	50	guide19	0.37948783	0.03433373	0.64221193	0.35201117	0.74900338
PABPC1	50	guide6	0.02320522	-0.19164466	-0.20040494	-0.12294813	0.02262387
PABPC1	100	guide18	0.69646671	0.47181518	0.89301689	0.68709959	0.65935201
PABPC1	100	guide23	0.42944114	0.27564356	0.74021022	0.48176497	0.82762529
PABPC1	100	guide19	0.30701786	0.17087309	0.64393384	0.37394160	0.76302668
PABPC1	100	guide14	0.17366756	0.18174617	0.67403956	0.34315110	0.67885919
PABPC1	100	guide13	0.27027625	0.11948395	0.59472692	0.32816237	0.74849466
PABPC1	100	guide6	-0.02895039	-0.10106211	-0.09929226	-0.07643492	0.17747877
PABPC1	200	guide18	0.66309568	0.59901898	0.83657434	0.69956300	0.69405967
PABPC1	200	guide14	0.30578886	0.32085952	0.61364596	0.41343145	0.76333582
PABPC1	200	guide23	0.28808144	0.28085802	0.60113913	0.39002620	0.67815054
PABPC1	200	guide13	0.30538002	0.28307358	0.54130959	0.37658773	0.58910838
PABPC1	200	guide19	0.27945992	0.27560489	0.57297646	0.37601376	0.74764390
PABPC1	200	guide6	0.03967885	-0.02111453	-0.03651170	-0.00598246	0.34632403
PABPC1	500	guide18	0.71705018	0.67334295	0.79484803	0.72841372	0.73085957
PABPC1	500	guide23	0.29675856	0.26768632	0.50151421	0.35531970	0.66945540
PABPC1	500	guide14	0.30338104	0.25729821	0.49613095	0.35227007	0.77323994
PABPC1	500	guide13	0.29119491	0.27477249	0.46031523	0.34209421	0.54761018
PABPC1	500	guide19	0.27100309	0.28078778	0.46378763	0.33852617	0.75472660
PABPC1	500	guide6	0.00878467	-0.00666751	0.02897124	0.01036280	0.38797413
NUDT21	10	guide13	0.96795758	0.96363636	0.96829551	0.96662982	0.90851400
NUDT21	10	guide19	0.93042381	0.81818182	0.93953090	0.89604551	0.93178421
NUDT21	10	guide6	0.82904278	0.74545455	0.83881182	0.80443638	0.93261814
NUDT21	10	guide18	0.61923347	0.51515152	0.67407904	0.60282134	0.82380999
NUDT21	10	guide23	0.29127925	0.26060606	0.44568132	0.33252221	0.78396050
NUDT21	10	guide14	0.02975786	0.15151515	0.27067654	0.15064985	0.71869288
NUDT21	20	guide13	0.95027826	0.92330827	0.94903959	0.94087537	0.96275059
NUDT21	20	guide19	0.89828341	0.89774436	0.88815114	0.89472630	0.96209390
NUDT21	20	guide6	0.57350096	0.73834586	0.56629666	0.62604783	0.92012806
NUDT21	20	guide18	0.46606480	0.47669173	0.41769522	0.45348392	0.83859090
NUDT21	20	guide23	0.43934963	0.31879699	0.35862546	0.37225736	0.82292640
NUDT21	20	guide14	0.24475378	0.14887218	0.22916630	0.20759742	0.80355476
NUDT21	50	guide13	0.92641851	0.86545018	0.92361158	0.90516009	0.74274853
NUDT21	50	guide19	0.87013848	0.86304922	0.85057969	0.86125580	0.90089739
NUDT21	50	guide6	0.49486039	0.56686675	0.49875487	0.52016067	0.61660251
NUDT21	50	guide18	0.46551523	0.40907563	0.33821309	0.40426798	0.38744179
NUDT21	50	guide23	0.48695188	0.41291717	0.30754487	0.40247131	0.32690662
NUDT21	50	guide14	0.38718999	0.28422569	0.26494139	0.31211902	0.54422530
NUDT21	100	guide13	0.88487545	0.84567657	0.88179844	0.87078349	0.75823088
NUDT21	100	guide19	0.81855685	0.79890789	0.80464903	0.80737126	0.72089443
NUDT21	100	guide6	0.43281398	0.49704170	0.43196199	0.45393923	0.57946973
NUDT21	100	guide23	0.50556638	0.42363036	0.38516960	0.43812211	0.35266765
NUDT21	100	guide18	0.43535993	0.35307531	0.37642760	0.38828761	0.38538468
NUDT21	100	guide14	0.41965016	0.33534953	0.35073752	0.36857907	0.55974878
NUDT21	200	guide13	0.86735587	0.81535438	0.86058226	0.84776417	0.77180006
NUDT21	200	guide19	0.79345267	0.75925148	0.77170033	0.77480149	0.76449538
NUDT21	200	guide6	0.44932955	0.42405160	0.44396779	0.43911632	0.62061029
NUDT21	200	guide23	0.47128804	0.45478287	0.37522970	0.43376687	0.48993325
NUDT21	200	guide14	0.42769724	0.36848421	0.36123337	0.38580494	0.66505392
NUDT21	200	guide18	0.38599204	0.34205805	0.35376014	0.36060341	0.50357685
NUDT21	500	guide13	0.82731421	0.81568589	0.82460258	0.82253423	0.78546867
NUDT21	500	guide19	0.75179420	0.74465895	0.73453235	0.74366183	0.79432196
NUDT21	500	guide23	0.41199571	0.40305444	0.37090519	0.39531845	0.56546380
NUDT21	500	guide6	0.35628078	0.36980212	0.36363483	0.36323924	0.59179937
NUDT21	500	guide14	0.37375545	0.36593839	0.34826359	0.36265248	0.69897914
NUDT21	500	guide18	0.33707439	0.31388775	0.34272921	0.33123045	0.54757353
LEO1	10	guide23	0.64076916	0.86666667	0.87982216	0.79575267	0.82352126
LEO1	10	guide14	0.64477458	0.63636364	0.86583368	0.71565730	0.86457903
LEO1	10	guide13	0.38552243	0.73333333	0.70049062	0.60644879	0.67372922
LEO1	10	guide19	0.33438427	0.62424242	0.70572525	0.55478398	0.77308887
LEO1	10	guide18	0.33908131	0.43030303	0.59084218	0.45340884	0.71560738
LEO1	10	guide6	0.13165552	0.49090909	0.05701166	0.22652542	0.69179047
LEO1	20	guide14	0.74132826	0.71729323	0.82886975	0.76249708	0.14998657
LEO1	20	guide13	0.50805626	0.47067669	0.63883249	0.53918848	0.57613777
LEO1	20	guide19	0.46236188	0.41353383	0.63380754	0.50323442	-0.00292294
LEO1	20	guide18	0.47610582	0.41503759	0.57430149	0.48848164	0.05848397
LEO1	20	guide23	0.23641570	0.39699248	0.52431592	0.38590803	-0.17283081
LEO1	20	guide6	0.20277338	0.33082707	0.25498964	0.26286336	0.17493138
LEO1	50	guide14	0.63642618	0.55092437	0.76784285	0.65173113	0.14033082
LEO1	50	guide13	0.34504101	0.26857143	0.54503043	0.38621429	0.35769390
LEO1	50	guide19	0.33291373	0.25983193	0.54978601	0.38084389	0.04332113
LEO1	50	guide6	0.23333622	0.30900360	0.24334768	0.26189583	0.01256752
LEO1	50	guide18	0.19200183	0.22833133	0.32645190	0.24892835	0.02191736
LEO1	50	guide23	0.13496817	0.09032413	0.47313975	0.23281068	-0.07332347
LEO1	100	guide14	0.61357313	0.45688569	0.74320953	0.60455611	0.22466734
LEO1	100	guide13	0.33077647	0.30479448	0.45948267	0.36501787	0.32465290
LEO1	100	guide19	0.19125247	0.17794179	0.38393661	0.25104362	0.13555411
LEO1	100	guide6	0.25129456	0.19395140	0.26048170	0.23524255	0.12404204
LEO1	100	guide18	0.16809443	0.02088209	0.35479969	0.18125874	0.13266309
LEO1	100	guide23	0.05390218	0.02184218	0.40925426	0.16166621	-0.00919186
LEO1	200	guide14	0.53569726	0.42147754	0.70183264	0.55300248	0.33406161
LEO1	200	guide13	0.18962628	0.18801470	0.36868287	0.24877462	0.35788296
LEO1	200	guide23	0.07586793	0.10292657	0.40066873	0.19315441	0.12095712
LEO1	200	guide19	0.10063012	0.08496512	0.34711070	0.17756865	0.22888904
LEO1	200	guide6	0.18102003	0.11753844	0.19286795	0.16380881	0.20518521
LEO1	200	guide18	0.10864747	0.05510538	0.31488109	0.15954464	0.19860250
LEO1	500	guide14	0.48431064	0.40118388	0.65694051	0.51414501	0.50334047
LEO1	500	guide13	0.12577716	0.13961249	0.32654928	0.19731298	0.42251093
LEO1	500	guide23	0.07047019	0.11665861	0.36954742	0.18555874	0.42452245
LEO1	500	guide19	0.04499681	0.05087224	0.31211754	0.13599553	0.46225452
LEO1	500	guide6	0.09914522	0.05778350	0.15721094	0.10471322	0.37254750
LEO1	500	guide18	0.03667208	0.02946770	0.24638983	0.10417654	0.41911702
