rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	LINCS_L1000_Chem_Pert_up	LJP006 SKBR3 3H-withaferin-a-3.33	12/89	8.607547120058194e-14	1.4972828215341226e-09	30.874285714285715	928.808177013068	NR4A2;NR4A1;BTG2;ZFP36;NR4A3;FABP5;FOS;TGFBI;NEAT1;IER5;KLF2;HSPA1A
2	LINCS_L1000_Chem_Pert_up	LJP006 A375 24H-radicicol-10	13/132	4.820244766905834e-13	4.192407886016348e-09	21.814531873355403	618.6771719988419	BTG2;FOS;KLF2;NR4A2;SOCS3;NR4A1;ZFP36;NR4A3;ID2;PMAIP1;IER5;LGMN;HSPA1A
3	LINCS_L1000_Chem_Pert_up	LJP006 A375 24H-withaferin-a-3.33	12/121	3.659012054595695e-12	1.4234770101264112e-08	21.775045871559637	573.420311266906	LYN;NR4A2;NR4A1;ZFP36;BTG2;ID2;TXNIP;PMAIP1;IKZF1;FOS;IER5;KLF2
4	LINCS_L1000_Chem_Pert_up	LJP008 A375 24H-pracinostat-10	13/156	4.168766137737456e-12	1.4234770101264112e-08	18.13131313131313	475.1020688926101	EIF5A;FOS;NEAT1;NR4A2;OLFM1;NR4A1;ZFP36;MAFB;TSPAN13;ID2;PMAIP1;LGMN;HSPA1A
5	LINCS_L1000_Chem_Pert_up	LJP006 BT20 24H-celastrol-3.33	12/123	4.455401307619714e-12	1.4234770101264112e-08	21.38054054054054	558.821135122713	NR4A2;NR4A1;ZFP36;BTG2;MAFB;FABP5;ID2;PMAIP1;FOS;IER5;KLF2;HSPA1A
6	LINCS_L1000_Chem_Pert_up	LJP006 SKBR3 3H-JW-7-24-1-10	12/124	4.909952320068105e-12	1.4234770101264112e-08	21.18857142857143	551.7452487393913	NR4A2;NR4A1;ZFP36;BTG2;MAFB;NR4A3;BCL3;PMAIP1;NEAT1;IER5;KLF2;HSPA1A
7	LINCS_L1000_Chem_Pert_up	LJP006 HCC515 24H-celastrol-10	11/100	9.604475233949962e-12	2.003960501663422e-08	24.22839025475581	614.6449917986546	NR4A2;NR4A1;ZFP36;BTG2;NR4A3;PRKCD;BCL3;PMAIP1;FOS;IER5;KLF2
8	LINCS_L1000_Chem_Pert_up	LJP006 BT20 3H-celastrol-1.11	9/51	9.761182980263963e-12	2.003960501663422e-08	41.28848821081831	1046.7708365318524	NR4A1;IFITM1;NR4A3;FABP5;PMAIP1;FOS;IER5;KLF2;HSPA1A
9	LINCS_L1000_Chem_Pert_up	LJP006 SKBR3 3H-BI-2536-10	12/132	1.0368292333987236e-11	2.003960501663422e-08	19.768	499.977569261278	NR4A2;NR4A1;IFITM1;ZFP36;BTG2;NR4A3;PMAIP1;FOS;NEAT1;IER5;KLF2;HSPA1A
10	LINCS_L1000_Chem_Pert_up	LJP006 MCF10A 3H-QL-XII-47-10	11/103	1.3338550777097748e-11	2.3202409076761533e-08	23.43478260869565	586.8154567565945	NR4A2;NR4A1;ZFP36;BTG2;ID2;PMAIP1;TGFBI;FOS;NEAT1;IER5;KLF2
