rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	ARCHS4_Cell-lines	MV411	31/2395	5.060276192820179e-06	0.0006325345241025224	2.8370203254580018	34.59487974094084	IFITM1;IFITM2;NCF1;IKZF1;CST7;CCND3;ZFP36;CCRL2;IL21R;TSPO;CD38;LYN;SRGN;CD53;CDKN2D;GPR35;CD180;PRKCD;TRAPPC5;CYBB;MCEMP1;SCIMP;VAV1;PSMB8;DOK2;SMDT1;ZEB2;MYADM;PABPC1;C1QC;GPR146
2	ARCHS4_Cell-lines	THP1	29/2395	3.974718253390816e-05	0.0024841989083692	2.5875505402845533	26.21957613574808	NCF1;IKZF1;CST7;CBL;ZFP36;LAMP2;CCRL2;CD38;LYN;SRGN;CD53;CD180;PRKCD;CYBB;MCEMP1;RAB3IL1;FOS;CYP7B1;VAV1;PSMB8;SEPT3;DOK2;ZEB2;MAFB;FABP5;ID2;TGFBI;TMEM106A;C1QC
3	ARCHS4_Cell-lines	HNSCC	28/2395	0.00010428681312057876	0.0043452838800241	2.4673989578932543	22.62201581624548	IFITM1;BTG2;NCF1;MVP;IKZF1;CST7;SOCS3;ZFP36;GPR171;CD38;SRGN;CD53;CD180;CYBB;FOS;CYP7B1;PSMB8;KLF2;OLFM1;NR4A1;DOK2;MAFB;NR4A3;FABP5;BCL3;TGFBI;LGMN;C1QC
4	ARCHS4_Cell-lines	KU812	27/2395	0.0002615931319869175	0.0065398282996729	2.350158982511924	19.38580385486287	IFITM2;IKZF1;CST7;ATP5G1;MRPL20;CCND3;ZFP36;CASP6;CCRL2;TSPO;CD38;LYN;SRGN;CD53;TRAPPC5;FOS;CYP7B1;VAV1;PSMB8;MRPL52;NR4A1;DOK2;SMDT1;FABP5;DAD1;ORAI1;GPR146
5	ARCHS4_Cell-lines	M21	27/2395	0.0002615931319869175	0.0065398282996729	2.350158982511924	19.38580385486287	BTG2;NCF1;IKZF1;CST7;ZFP36;CCRL2;IER5;LYN;SRGN;CD53;CD180;PRKCD;CYBB;MCEMP1;RAB3IL1;FOS;SCIMP;VAV1;KLF2;NR4A2;ZEB2;MAFB;NR4A3;TMEM106A;FKBP5;C1QC;HSPA1A
6	ARCHS4_Cell-lines	U937	26/2395	0.0006268374181623541	0.0130591128783823	2.23572894067755	16.488106000746548	NCF1;IKZF1;CST7;GPR171;CCRL2;IL21R;CD38;LYN;SRGN;CD53;GPR35;CD180;PRKCD;CYBB;MCEMP1;SCIMP;VAV1;PSMB8;SEPT3;MRPL52;DOK2;ZEB2;MAFB;FABP5;ID2;TMEM106A
7	ARCHS4_Cell-lines	NHDF	25/2395	0.0014337025734562	0.0256018316688616	2.1240118337455747	13.90695679498965	IFITM1;IFITM2;MVP;SDC3;SOCS3;ZFP36;TSPO;FYN;MRPS24;TRAPPC5;RAB3IL1;CYP7B1;PSMB8;KLF2;OLFM1;SMDT1;ZEB2;MAFB;NR4A3;DAD1;ID2;BCL3;MYADM;TGFBI;TMEM106A
8	ARCHS4_Cell-lines	REC1	24/2395	0.0031273122979247	0.0434348930267332	2.014915072274836	11.621186560598773	LYN;SRGN;CD53;CDKN2D;BTG2;NCF1;CD180;PRKCD;CYBB;IKZF1;CST7;CBL;SCIMP;VAV1;KLF2;ZFP36;NR4A3;FABP5;IL21R;CD38;FYN;PABPC1;IER5;FKBP5
9	ARCHS4_Cell-lines	RPMI8226	24/2395	0.0031273122979247	0.0434348930267332	2.014915072274836	11.621186560598773	SRGN;CD53;BTG2;NCF1;MRPS24;SSR2;CD180;CYBB;RAB3IL1;IKZF1;CST7;HSD17B10;VAV1;PSMB8;OLFM1;SMDT1;CFL1;NINJ1;IL21R;CDK2AP2;TSPO;CD38;LGMN;C1QC
10	ARCHS4_Cell-lines	HUVEC	23/2395	0.0065000404777004	0.0812505059712552	1.9083502283191545	9.610350368254068	SRGN;IFITM2;SSR2;MVP;BZW2;PSMB8;FOXP1;LSM12;ZEB2;PSMB5;FABP5;CASP6;DAD1;RNF149;LAMP2;CCRL2;MYADM;CDK2AP2;ORAI1;TSPO;FYN;TMEM106A;LGMN
