rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	DSigDB	trichostatin A PC3 UP	17/415	1.5678867473840498e-10	3.335356707794349e-07	8.763025654588732	197.835138353202	CDKN2D;PTPN1;PRKCD;NEAT1;EPS8;NR4A2;NR4A1;CCND3;ZFP36;ID2;TXNIP;PMAIP1;FYN;CALR;IER5;LGMN;HSPA1A
2	DSigDB	Arsenenous acid CTD 00000922	28/1283	3.1055462828625225e-10	3.335356707794349e-07	4.949003984063745	108.3468679633904	IFITM1;IFITM2;NCF1;IKZF1;HSD17B10;SOCS3;CCND3;ZFP36;LDHA;LAMP2;FYN;SRGN;PRKCD;FOS;PDIA6;PSMB8;KLF2;TIMM10B;NR4A1;ZEB2;NR4A3;FABP5;DAD1;ID2;BCL3;CALR;PABPC1;HSPA1A
3	DSigDB	puromycin HL60 UP	13/274	4.576962203808271e-09	2.658547674643869e-06	9.874646851658346	189.61524330417345	LYN;FOS;NEAT1;NR4A2;NR4A1;DOK2;NR4A3;ID2;BCL3;TXNIP;PMAIP1;IER5;HSPA1A
4	DSigDB	pyrvinium HL60 UP	10/137	5.104728211710468e-09	2.658547674643869e-06	15.254747568318669	291.2603998423293	NR4A2;SOCS3;NR4A1;ZFP36;BTG2;NR4A3;ID2;BCL3;FOS;HSPA1A
5	DSigDB	calmidazolium MCF7 UP	11/182	6.188425685856306e-09	2.658547674643869e-06	12.557871576631348	237.35112059040893	NR4A2;NR4A1;ZFP36;NR4A3;ID2;TXNIP;PMAIP1;TGFBI;FOS;NEAT1;KLF2
6	DSigDB	vorinostat PC3 UP	15/416	1.1465123184338242e-08	4.10451409999309e-06	7.514846903360156	137.40113145273395	CDKN2D;PTPN1;PRKCD;NEAT1;EPS8;NR4A2;CCND3;ZFP36;ID2;TXNIP;PMAIP1;FYN;IER5;LGMN;HSPA1A
7	DSigDB	menadione PC3 UP	9/113	1.4362200805570497e-08	4.407143904337918e-06	16.622106049290515	300.1730617867169	NR4A2;NR4A1;ZFP36;BTG2;ID2;PMAIP1;FOS;IER5;HSPA1A
8	DSigDB	felodipine MCF7 UP	8/87	3.038808229199833e-08	8.010391347338526e-06	19.28821811100292	333.86392071693695	NR4A2;NR4A1;ZFP36;NR4A3;TXNIP;PMAIP1;FOS;KLF2
9	DSigDB	digoxin HL60 UP	12/267	3.3852593390774354e-08	8.010391347338526e-06	9.239058823529412	158.9233626792169	NR4A2;NR4A1;ZFP36;BTG2;NR4A3;TSPAN13;ID2;BCL3;TXNIP;PMAIP1;FOS;IER5
10	DSigDB	azacyclonol MCF7 UP	9/126	3.7292324708279916e-08	8.010391347338526e-06	14.765496639283048	252.55611690504875	NR4A2;NR4A1;ZFP36;NR4A3;TXNIP;PMAIP1;FOS;IER5;KLF2
11	DSigDB	astemizole MCF7 UP	10/173	4.78054343223993e-08	9.335097538592154e-06	11.86394803320101	199.9802090168956	NR4A2;NR4A1;ZFP36;NR4A3;IL21R;TXNIP;PMAIP1;FOS;IER5;KLF2
12	DSigDB	isotretinoin HL60 UP	9/136	7.236079320851652e-08	1.2952581984324455e-05	13.595978900695666	223.53966320605304	BTG2;MAFB;NCF1;ID2;NINJ1;BCL3;CYBB;PMAIP1;CD38
13	DSigDB	terfenadine MCF7 UP	10/184	8.550156177024719e-08	1.4127488821730073e-05	11.10773044850124	180.7753272342288	NR4A2;NR4A1;ZFP36;NR4A3;BCL3;TXNIP;PMAIP1;FOS;IER5;KLF2
14	DSigDB	mefloquine MCF7 UP	9/143	1.1153870823796863e-07	1.7113224663939755e-05	12.881176641066512	206.2133933383104	NR4A2;NR4A1;ZFP36;NR4A3;BCL3;TXNIP;PMAIP1;FOS;KLF2
15	DSigDB	digoxigenin HL60 UP	11/244	1.2627984751639868e-07	1.808327416434829e-05	9.187311435006162	145.93828662505848	NR4A2;NR4A1;BTG2;NR4A3;ID2;BCL3;TXNIP;PMAIP1;CALR;FOS;IER5
16	DSigDB	5-Fluorouracil CTD 00005987	23/1202	1.7776700929397362e-07	2.386522099771596e-05	4.100856753485624	63.73876387179549	IFITM1;XBP1;BTG2;GPR35;MVP;FOS;CST7;LMNB1;OLFM1;NR4A1;CCND3;LDHA;CASP6;ID2;NINJ1;TXNIP;PMAIP1;TSPO;CD38;FYN;TGFBI;IER5;FKBP5
17	DSigDB	thioridazine MCF7 UP	9/155	2.223233755088703e-07	2.809121238782667e-05	11.815267987764331	180.99966018171	NR4A2;NR4A1;ZFP36;NR4A3;PMAIP1;FOS;NEAT1;IER5;KLF2
18	DSigDB	benzene CTD 00005481	16/615	3.248654910004463e-07	3.876728192605326e-05	5.367000556483028	80.18220802781592	LYN;IFITM1;XBP1;IFITM2;MCEMP1;FOS;KLF2;NR4A2;SOCS3;ZFP36;NR4A3;RNF149;IL21R;PMAIP1;FKBP5;HSPA1A
19	DSigDB	perhexiline MCF7 UP	8/123	4.53408378346983e-07	5.125901035206945e-05	13.22608695652174	193.1864770016744	NR4A2;ZFP36;NR4A3;TXNIP;PMAIP1;FOS;IER5;KLF2
20	DSigDB	digitoxigenin HL60 UP	13/421	6.815616249999284e-07	7.319971852499231e-05	6.269558328381858	89.02070111863947	BTG2;FOS;NR4A2;NR4A1;ZFP36;NR4A3;TSPAN13;ID2;BCL3;TXNIP;PMAIP1;CALR;IER5
