rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	Kinase_Perturbations_from_GEO_up	TRIM28 knockout 303 GSE32224	9/300	4.852845475027346e-05	0.0123262275065694	5.884395956360724	58.45182480683819	NR4A2;ZFP36;DDX5;BTG2;TSPAN13;DNAJC7;DAD1;FYN;IER5
2	Kinase_Perturbations_from_GEO_up	MET knockout 260 GSE25583	8/300	0.0002880240614601436	0.0182895279027191	5.1622760800843	42.085282985158095	CD53;MRPL52;MRPL20;ZFAND3;ID2;DDX54;TGFBI;KLF2
3	Kinase_Perturbations_from_GEO_up	ROCK2 knockdown 157 GSE34769	8/300	0.0002880240614601436	0.0182895279027191	5.1622760800843	42.085282985158095	ZFP36;MVP;TXNIP;FOS;NEAT1;IER5;LGMN;GPR146
4	Kinase_Perturbations_from_GEO_up	MAP2K4 knockdown 62 GSE19091	8/300	0.0002880240614601436	0.0182895279027191	5.1622760800843	42.085282985158095	EIF5A;MRPL20;PRELID1;SMDT1;PSMB5;CD38;MRPS7;TMEM106A
5	Kinase_Perturbations_from_GEO_up	TRIM33 knockdown 304 GSE32903	7/300	0.0015084266584627	0.0766280742499078	4.458475540386803	28.96532507385945	VARS;MRPS24;DNAJC7;SSR2;FYN;MRPS7;CRELD2
6	Kinase_Perturbations_from_GEO_up	AURKA druginhibition 196 GSE57810	6/300	0.0068799429603948	0.1092190944962677	3.772429726607624	18.783474300662288	NR4A1;SMDT1;LAMP2;MYADM;IER5;TMEM106A
7	Kinase_Perturbations_from_GEO_up	GSK3B knockdown 202 GDS4305	6/300	0.0068799429603948	0.1092190944962677	3.772429726607624	18.783474300662288	EIF5A;PTPN1;VARS;CD38;HSD17B10;PSMB8
8	Kinase_Perturbations_from_GEO_up	NTRK2 drugactivation 66 GSE20358	6/300	0.0068799429603948	0.1092190944962677	3.772429726607624	18.783474300662288	EPS8;SSR2;LAMP2;MYADM;RAB3IL1;MANF
9	Kinase_Perturbations_from_GEO_up	NTRK3 drugactivation 67 GSE20358	6/300	0.0068799429603948	0.1092190944962677	3.772429726607624	18.783474300662288	EPS8;SSR2;LAMP2;MYADM;RAB3IL1;MANF
10	Kinase_Perturbations_from_GEO_up	BRAF overexpression 180 GSE46801	6/300	0.0068799429603948	0.1092190944962677	3.772429726607624	18.783474300662288	LSM12;LDHA;SPINT1;TXNIP;TGFBI;FOXP1
11	Kinase_Perturbations_from_GEO_up	AKT1 knockdown 123 GSE27869	6/300	0.0068799429603948	0.1092190944962677	3.772429726607624	18.783474300662288	MRPL52;IFITM2;EIF6;DAD1;CD38;EIF4G1
12	Kinase_Perturbations_from_GEO_up	TRIM24 knockout 300 GSE19675	6/300	0.0068799429603948	0.1092190944962677	3.772429726607624	18.783474300662288	EIF5A;OLFM1;PRELID1;SSR2;CFL1;TGFBI
13	Kinase_Perturbations_from_GEO_up	CDK8 knockdown 63 GSE19199	6/300	0.0068799429603948	0.1092190944962677	3.772429726607624	18.783474300662288	PTPN1;TSPAN13;SPINT1;FYN;BZW2;HSPA1A
14	Kinase_Perturbations_from_GEO_up	MAPK1 knockdown 112 GSE27869	6/300	0.0068799429603948	0.1092190944962677	3.772429726607624	18.783474300662288	MRPL52;NR4A1;IFITM2;DNAJC7;TSPO;PDIA6
15	Kinase_Perturbations_from_GEO_up	IGF1R knockout 151 GSE32936	6/300	0.0068799429603948	0.1092190944962677	3.772429726607624	18.783474300662288	NCF1;LAMP2;TGFBI;MRPS7;ATP5G1;GPR146
16	Kinase_Perturbations_from_GEO_up	GSK3A knockdown 205 GDS4305	6/300	0.0068799429603948	0.1092190944962677	3.772429726607624	18.783474300662288	CD53;RNH1;SSR2;FYN;IER5;HSD17B10
17	Kinase_Perturbations_from_GEO_up	ERBB3 knockdown 65 GSE19921	5/300	0.0268862968640612	0.2008564530432811	3.1035957547917	11.223032197975323	IFITM1;MVP;PABPC1;BZW2;PSMB8
18	Kinase_Perturbations_from_GEO_up	SYK druginhibition 282 GSE43510	5/300	0.0268862968640612	0.2008564530432811	3.1035957547917	11.223032197975323	SMDT1;PMAIP1;NEAT1;KLF2;FOXP1
19	Kinase_Perturbations_from_GEO_up	SYK druginhibition 284 GSE43510	5/300	0.0268862968640612	0.2008564530432811	3.1035957547917	11.223032197975323	PTPN1;SMDT1;PMAIP1;NEAT1;FOXP1
20	Kinase_Perturbations_from_GEO_up	SYK druginhibition 290 GSE43510	5/300	0.0268862968640612	0.2008564530432811	3.1035957547917	11.223032197975323	TSPAN13;RNF149;CD38;FKBP5;HSPA1A
21	Kinase_Perturbations_from_GEO_up	CDK8 knockdown 128 GSE30815	5/300	0.0268862968640612	0.2008564530432811	3.1035957547917	11.223032197975323	IFITM2;DAD1;MVP;LAMP2;PSMB8
22	Kinase_Perturbations_from_GEO_up	AKT1 knockout 211 GSE39699	5/300	0.0268862968640612	0.2008564530432811	3.1035957547917	11.223032197975323	SPINT1;RNF149;CYBB;TXNIP;C1QC
23	Kinase_Perturbations_from_GEO_up	MAP3K7 knockdown 37 GDS5023	5/300	0.0268862968640612	0.2008564530432811	3.1035957547917	11.223032197975323	LDHA;DAD1;SDC3;MYADM;FOXP1
24	Kinase_Perturbations_from_GEO_up	RAGE knockout 269 GSE22873	5/300	0.0268862968640612	0.2008564530432811	3.1035957547917	11.223032197975323	IFITM2;DNAJB11;DDX54;CALR;PDIA6
25	Kinase_Perturbations_from_GEO_up	AKT1 activemutant 9 GDS2304	5/300	0.0268862968640612	0.2008564530432811	3.1035957547917	11.223032197975323	CFL1;MYADM;TSPO;MRPS7;MANF
26	Kinase_Perturbations_from_GEO_up	AKT1 knockout 212 GSE39699	5/300	0.0268862968640612	0.2008564530432811	3.1035957547917	11.223032197975323	LYN;RNH1;PSMB5;CALR;LGMN
27	Kinase_Perturbations_from_GEO_up	TGFBR2 knockout 294 GSE36778	5/300	0.0268862968640612	0.2008564530432811	3.1035957547917	11.223032197975323	LYN;CD53;MRPL20;BZW2;VAV1
28	Kinase_Perturbations_from_GEO_up	AKT1 knockout 210 GSE39699	5/300	0.0268862968640612	0.2008564530432811	3.1035957547917	11.223032197975323	DDX5;MAFB;NINJ1;TMEM106A;LMNB1
29	Kinase_Perturbations_from_GEO_up	ABL1 knockdown 100 GSE27869	5/300	0.0268862968640612	0.2008564530432811	3.1035957547917	11.223032197975323	TIMM10B;IFITM2;PSMB5;DDX54;PDIA6
30	Kinase_Perturbations_from_GEO_up	FGFR1 mutant 25 GDS4046	5/300	0.0268862968640612	0.2008564530432811	3.1035957547917	11.223032197975323	MRPL20;LSM12;PRELID1;IL21R;EIF4G1
31	Kinase_Perturbations_from_GEO_up	ERBB2 overexpression 230 GSE14990	5/300	0.0268862968640612	0.2008564530432811	3.1035957547917	11.223032197975323	TIMM10B;PRELID1;FABP5;BZW2;PDIA6
32	Kinase_Perturbations_from_GEO_up	ERBB2 druginhibition 8 GDS2139	5/300	0.0268862968640612	0.2008564530432811	3.1035957547917	11.223032197975323	TIMM10B;COX7A2L;PSMB5;TRAPPC5;CRELD2
33	Kinase_Perturbations_from_GEO_up	MET knockout 253 GSE30651	5/300	0.0268862968640612	0.2008564530432811	3.1035957547917	11.223032197975323	TIMM10B;PSMB5;DNAJC7;BZW2;MRPS7
34	Kinase_Perturbations_from_GEO_up	HIPK2 overexpression 28 GDS4233	5/300	0.0268862968640612	0.2008564530432811	3.1035957547917	11.223032197975323	IFITM1;MAFB;ID2;PMAIP1;PABPC1
35	Kinase_Perturbations_from_GEO_up	FGFR3 druginhibition 36 GDS5023	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	SPINT1;MVP;TXNIP;FOXP1
36	Kinase_Perturbations_from_GEO_up	RAF1 activemutant 219 GSE42964	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	MVP;PRKCD;TXNIP;FYN
37	Kinase_Perturbations_from_GEO_up	IGF1R druginhibition 46 GSE14024	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	SOCS3;LAMP2;TSPO;GPR146
38	Kinase_Perturbations_from_GEO_up	SYK knockdown 190 GSE54065	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	COX7A2L;RNH1;HSD17B10;VAV1
39	Kinase_Perturbations_from_GEO_up	SYK knockdown 191 GSE54065	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	ZFP36;COX7A2L;SSR2;PSMB8
40	Kinase_Perturbations_from_GEO_up	SYK druginhibition 288 GSE43510	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	BTG2;TXNIP;CD38;VAV1
41	Kinase_Perturbations_from_GEO_up	TGFBR1 activemutant 291 GSE14523	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	LAMP2;RAB3IL1;VAV1;LGMN
42	Kinase_Perturbations_from_GEO_up	STK33 knockdown 50 GSE15151	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	DOK2;BTG2;DNAJC7;CBL
43	Kinase_Perturbations_from_GEO_up	WEE1 druginhibition 307 GSE38972	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	ZFP36;EIF6;MVP;LAMP2
44	Kinase_Perturbations_from_GEO_up	BRD4 druginhibition 224 GSE50865	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	SMDT1;TXNIP;FYN;IER5
45	Kinase_Perturbations_from_GEO_up	ITK knockout 241 GSE12465	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	NR4A2;MRPL52;LSM12;CD38
46	Kinase_Perturbations_from_GEO_up	MET knockout 257 GSE25583	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	LDHA;EIF6;MRPS7;EIF4G1
47	Kinase_Perturbations_from_GEO_up	CDK3 knockdown 110 GSE27869	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	MRPL52;DNAJC7;CASP6;CRELD2
48	Kinase_Perturbations_from_GEO_up	KSR2 knockout 60 GSE17923	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	NR4A1;EIF6;CFL1;PABPC1
49	Kinase_Perturbations_from_GEO_up	CSF1R druginhibition 195 GSE57686	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	LDHA;XBP1;MVP;CALR
50	Kinase_Perturbations_from_GEO_up	MET knockout 264 GSE8747	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	CDKN2D;DNAJC7;TRAPPC5;CDK2AP2
51	Kinase_Perturbations_from_GEO_up	CDC7 knockdown 109 GSE27869	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	DNAJC7;DAD1;DDX54;EIF4G1
52	Kinase_Perturbations_from_GEO_up	CDK2 knockdown 90 GSE27869	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	MRPL52;VARS;DNAJC7;EIF4G1
53	Kinase_Perturbations_from_GEO_up	IRAK2 knockout 76 GSE24264	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	EIF5A;MRPL20;MRPS7;EIF4G1
54	Kinase_Perturbations_from_GEO_up	PIK3CA knockdown 182 GSE46869	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	FABP5;ID2;PRKCD;IER5
55	Kinase_Perturbations_from_GEO_up	EGFR drugactivation 20 GDS2146	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	XBP1;EIF6;SSR2;NINJ1
56	Kinase_Perturbations_from_GEO_up	MET knockdown 254 GSE38343	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	SRGN;MRPS24;MVP;CCRL2
57	Kinase_Perturbations_from_GEO_up	FGFR1 mutant 26 GDS4046	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	LSM12;PRELID1;HSD17B10;EIF4G1
58	Kinase_Perturbations_from_GEO_up	JAK2 knockout 79 GSE26188	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	LDHA;CASP6;PRKCD;EIF4G1
59	Kinase_Perturbations_from_GEO_up	ATM knockdown 18 GDS1852	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	IFITM1;LDHA;IFITM2;FABP5
60	Kinase_Perturbations_from_GEO_up	ATM knockout 74 GSE23116	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	SSR2;BZW2;PDIA6;PSMB8
61	Kinase_Perturbations_from_GEO_up	CHEK1 knockdown 95 GSE27869	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	EPS8;PRELID1;EIF6;DNAJC7
62	Kinase_Perturbations_from_GEO_up	CDK5 knockdown 99 GSE27869	4/300	0.0881954020919088	0.3613166472797557	2.4514514514514514	5.952615512187749	DNAJC7;MRPS7;HSD17B10;FOXP1
63	Kinase_Perturbations_from_GEO_up	BRAF knockdown 193 GSE5481	3/300	0.2366117205457465	0.480795016148957	1.8154943934760448	2.616735232686922	MAFB;ID2;TMEM106A
64	Kinase_Perturbations_from_GEO_up	HUNK knockout 240 GSE14226	3/300	0.2366117205457465	0.480795016148957	1.8154943934760448	2.616735232686922	LDHA;PRELID1;PRKCD
65	Kinase_Perturbations_from_GEO_up	TRIM28 knockout 302 GSE32224	3/300	0.2366117205457465	0.480795016148957	1.8154943934760448	2.616735232686922	CDKN2D;FYN;CBL
66	Kinase_Perturbations_from_GEO_up	GSK3A knockdown 207 GDS4305	3/300	0.2366117205457465	0.480795016148957	1.8154943934760448	2.616735232686922	CD53;NR4A3;HSD17B10
67	Kinase_Perturbations_from_GEO_up	ALK druginhibition 187 GSE50803	3/300	0.2366117205457465	0.480795016148957	1.8154943934760448	2.616735232686922	CASP6;LAMP2;TXNIP
68	Kinase_Perturbations_from_GEO_up	TYK2 knockdown 176 GSE44652	3/300	0.2366117205457465	0.480795016148957	1.8154943934760448	2.616735232686922	IFITM1;DAD1;ORAI1
69	Kinase_Perturbations_from_GEO_up	TYK2 knockdown 35 GDS4754	3/300	0.2366117205457465	0.480795016148957	1.8154943934760448	2.616735232686922	IFITM1;DAD1;ORAI1
70	Kinase_Perturbations_from_GEO_up	PIK3CA druginhibition 57 GSE17785	3/300	0.2366117205457465	0.480795016148957	1.8154943934760448	2.616735232686922	EPS8;MRPS24;PMAIP1
71	Kinase_Perturbations_from_GEO_up	SYK druginhibition 152 GSE34176	3/300	0.2366117205457465	0.480795016148957	1.8154943934760448	2.616735232686922	EPS8;SOCS3;SSR2
72	Kinase_Perturbations_from_GEO_up	SYK druginhibition 281 GSE43510	3/300	0.2366117205457465	0.480795016148957	1.8154943934760448	2.616735232686922	LYN;PMAIP1;FOXP1
73	Kinase_Perturbations_from_GEO_up	SYK druginhibition 283 GSE43510	3/300	0.2366117205457465	0.480795016148957	1.8154943934760448	2.616735232686922	SSR2;PMAIP1;FOXP1
