rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	Kinase_Perturbations_from_GEO_up	TRIM28 knockout 303 GSE32224	9/300	4.852845475027346e-05	0.0123262275065694	5.884395956360724	58.45182480683819	NR4A2;ZFP36;DDX5;BTG2;TSPAN13;DNAJC7;DAD1;FYN;IER5
2	Kinase_Perturbations_from_GEO_up	MET knockout 260 GSE25583	8/300	0.0002880240614601436	0.0182895279027191	5.1622760800843	42.085282985158095	CD53;MRPL52;MRPL20;ZFAND3;ID2;DDX54;TGFBI;KLF2
3	Kinase_Perturbations_from_GEO_up	ROCK2 knockdown 157 GSE34769	8/300	0.0002880240614601436	0.0182895279027191	5.1622760800843	42.085282985158095	ZFP36;MVP;TXNIP;FOS;NEAT1;IER5;LGMN;GPR146
4	Kinase_Perturbations_from_GEO_up	MAP2K4 knockdown 62 GSE19091	8/300	0.0002880240614601436	0.0182895279027191	5.1622760800843	42.085282985158095	EIF5A;MRPL20;PRELID1;SMDT1;PSMB5;CD38;MRPS7;TMEM106A
5	Kinase_Perturbations_from_GEO_up	TRIM33 knockdown 304 GSE32903	7/300	0.0015084266584627	0.0766280742499078	4.458475540386803	28.96532507385945	VARS;MRPS24;DNAJC7;SSR2;FYN;MRPS7;CRELD2
6	Kinase_Perturbations_from_GEO_up	AURKA druginhibition 196 GSE57810	6/300	0.0068799429603948	0.1092190944962677	3.772429726607624	18.783474300662288	NR4A1;SMDT1;LAMP2;MYADM;IER5;TMEM106A
7	Kinase_Perturbations_from_GEO_up	GSK3B knockdown 202 GDS4305	6/300	0.0068799429603948	0.1092190944962677	3.772429726607624	18.783474300662288	EIF5A;PTPN1;VARS;CD38;HSD17B10;PSMB8
8	Kinase_Perturbations_from_GEO_up	NTRK2 drugactivation 66 GSE20358	6/300	0.0068799429603948	0.1092190944962677	3.772429726607624	18.783474300662288	EPS8;SSR2;LAMP2;MYADM;RAB3IL1;MANF
9	Kinase_Perturbations_from_GEO_up	NTRK3 drugactivation 67 GSE20358	6/300	0.0068799429603948	0.1092190944962677	3.772429726607624	18.783474300662288	EPS8;SSR2;LAMP2;MYADM;RAB3IL1;MANF
10	Kinase_Perturbations_from_GEO_up	BRAF overexpression 180 GSE46801	6/300	0.0068799429603948	0.1092190944962677	3.772429726607624	18.783474300662288	LSM12;LDHA;SPINT1;TXNIP;TGFBI;FOXP1
11	Kinase_Perturbations_from_GEO_up	AKT1 knockdown 123 GSE27869	6/300	0.0068799429603948	0.1092190944962677	3.772429726607624	18.783474300662288	MRPL52;IFITM2;EIF6;DAD1;CD38;EIF4G1
12	Kinase_Perturbations_from_GEO_up	TRIM24 knockout 300 GSE19675	6/300	0.0068799429603948	0.1092190944962677	3.772429726607624	18.783474300662288	EIF5A;OLFM1;PRELID1;SSR2;CFL1;TGFBI
13	Kinase_Perturbations_from_GEO_up	CDK8 knockdown 63 GSE19199	6/300	0.0068799429603948	0.1092190944962677	3.772429726607624	18.783474300662288	PTPN1;TSPAN13;SPINT1;FYN;BZW2;HSPA1A
14	Kinase_Perturbations_from_GEO_up	MAPK1 knockdown 112 GSE27869	6/300	0.0068799429603948	0.1092190944962677	3.772429726607624	18.783474300662288	MRPL52;NR4A1;IFITM2;DNAJC7;TSPO;PDIA6
15	Kinase_Perturbations_from_GEO_up	IGF1R knockout 151 GSE32936	6/300	0.0068799429603948	0.1092190944962677	3.772429726607624	18.783474300662288	NCF1;LAMP2;TGFBI;MRPS7;ATP5G1;GPR146
16	Kinase_Perturbations_from_GEO_up	GSK3A knockdown 205 GDS4305	6/300	0.0068799429603948	0.1092190944962677	3.772429726607624	18.783474300662288	CD53;RNH1;SSR2;FYN;IER5;HSD17B10
17	Kinase_Perturbations_from_GEO_up	ERBB3 knockdown 65 GSE19921	5/300	0.0268862968640612	0.2008564530432811	3.1035957547917	11.223032197975323	IFITM1;MVP;PABPC1;BZW2;PSMB8
18	Kinase_Perturbations_from_GEO_up	SYK druginhibition 282 GSE43510	5/300	0.0268862968640612	0.2008564530432811	3.1035957547917	11.223032197975323	SMDT1;PMAIP1;NEAT1;KLF2;FOXP1
19	Kinase_Perturbations_from_GEO_up	SYK druginhibition 284 GSE43510	5/300	0.0268862968640612	0.2008564530432811	3.1035957547917	11.223032197975323	PTPN1;SMDT1;PMAIP1;NEAT1;FOXP1
20	Kinase_Perturbations_from_GEO_up	SYK druginhibition 290 GSE43510	5/300	0.0268862968640612	0.2008564530432811	3.1035957547917	11.223032197975323	TSPAN13;RNF149;CD38;FKBP5;HSPA1A
