rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	Disease_Perturbations_from_GEO_down	anemia DOID-2355 human GSE4619 sample 791	17/290	5.404520578165551e-13	4.177694406921971e-10	12.85733564680933	363.1730658270773	SRGN;SSR2;MCEMP1;FOS;NEAT1;CST7;PDIA6;NR4A2;COX7A2L;LDHA;SMDT1;NR4A3;ID2;MYADM;TSPO;CRELD2;HSPA1A
2	Disease_Perturbations_from_GEO_down	Thrombocytopenia C0040034 mouse GSE2527 sample 253	18/374	2.976707380064702e-12	1.1078812827891546e-09	10.506096103275162	278.8339268094862	SRGN;CDKN2D;PTPN1;RNH1;FOS;PDIA6;MANF;ZFP36;SMDT1;FABP5;DAD1;LAMP2;CFL1;DNAJB11;TSPO;LY6A;CALR;LGMN
3	Disease_Perturbations_from_GEO_down	autism spectrum disorder DOID-0060041 human GSE25507 sample 1026	17/330	4.299668626607328e-12	1.1078812827891546e-09	11.191356986715991	292.90560226989123	LYN;SRGN;IFITM1;PRELID1;IFITM2;NCF1;PRKCD;MCEMP1;CST7;LMNB1;RNF149;NINJ1;TXNIP;TSPO;TGFBI;PABPC1;HSPA1A
4	Disease_Perturbations_from_GEO_down	multiple myeloma DOID-9538 mouse GSE6980 sample 955	16/327	4.171691974616896e-11	7.387852766482092e-09	10.491425509110396	250.7462690486481	LYN;CD53;DDX5;BTG2;VARS;H2-DMA;CD180;CYBB;FOS;KLF2;FOXP1;ZFP36;DNAJC7;TXNIP;CD38;IER5
5	Disease_Perturbations_from_GEO_down	Uterine leiomyoma C0042133 human GSE593 sample 16	16/330	4.778688723468365e-11	7.387852766482092e-09	10.389596602972398	246.90117719866168	SRGN;IFITM1;DDX5;BTG2;IFITM2;RNH1;FOS;NEAT1;KLF2;NR4A1;ZFP36;LDHA;CFL1;TXNIP;PABPC1;HSPA1A
6	Disease_Perturbations_from_GEO_down	Bipolar Disorder C0005586 human GSE7036 sample 181	15/288	7.405367545485081e-11	9.54058185443328e-09	11.11079642007477	259.1730032405968	EIF5A;IFITM1;DDX5;IFITM2;NEAT1;PDIA6;PSMB8;ZFP36;LDHA;PSMB5;FABP5;CFL1;DNAJB11;CRELD2;HSPA1A
7	Disease_Perturbations_from_GEO_down	Hypoxia C0242184 human GSE4630 sample 250	16/349	1.0949928061563824e-10	1.2091849130841194e-08	9.787287287287286	224.4724433596453	XBP1;RNH1;SSR2;PRKCD;CYBB;ATP5G1;PSMB8;PSMB5;EIF6;CFL1;CCRL2;CDK2AP2;TSPO;CALR;PABPC1;EIF4G1
8	Disease_Perturbations_from_GEO_down	autism spectrum disorder DOID-0060041 human GSE25507 sample 1025	16/357	1.5291227270929335e-10	1.42580688867863e-08	9.553763440860216	215.9261049834469	LYN;SRGN;IFITM1;IFITM2;NEAT1;CST7;PSMB8;KLF2;LMNB1;SMDT1;RNF149;ID2;CFL1;NINJ1;TXNIP;TSPO
9	Disease_Perturbations_from_GEO_down	relapsing-remitting multiple sclerosis DOID-2378 human GSE16461 sample 879	16/359	1.660059766896206e-10	1.42580688867863e-08	9.497084548104956	213.86482152520213	DDX5;NEAT1;FOXP1;NR4A2;NR4A1;DOK2;MAFB;NR4A3;RNF149;CFL1;NINJ1;DNAJB11;PMAIP1;FYN;PABPC1;HSPA1A
10	Disease_Perturbations_from_GEO_down	Chronic phase chronic myelogenous leukemia DOID-8552 human GSE5550 sample 456	14/270	3.521425422985077e-10	2.722061851967464e-08	10.955357142857142	238.4650953934504	CD53;BTG2;CYBB;FOS;CST7;PSMB8;KLF2;MANF;ZFP36;MAFB;ID2;TGFBI;PABPC1;LGMN
11	Disease_Perturbations_from_GEO_down	Acute Lung Injury C0242488 human GSE10474 sample 168	15/330	4.935465702150924e-10	3.4682863525115144e-08	9.608738340697103	205.9095348174777	XBP1;BTG2;CD180;FOS;NEAT1;PDIA6;LMNB1;MAFB;FABP5;GPR171;CCRL2;NINJ1;FYN;TGFBI;IER5
12	Disease_Perturbations_from_GEO_down	autism spectrum disorder DOID-0060041 human GSE25507 sample 1029	14/297	1.2185048621643723e-09	7.8492021537755e-08	9.896516910651188	203.13235575816236	LYN;SRGN;IFITM1;IFITM2;NCF1;MVP;MCEMP1;CST7;PSMB8;ZFP36;LDHA;RNF149;GPR171;CFL1
13	Disease_Perturbations_from_GEO_down	rheumatoid arthritis DOID-7148 human GSE10500 sample 779	15/368	2.198215806733553e-09	1.3070929373884896e-07	8.557723197336527	170.60351603762658	BTG2;IFITM2;RNH1;GPR35;SDC3;CYBB;FOS;ZFP36;CFL1;NINJ1;BCL3;TGFBI;CALR;PABPC1;LGMN
14	Disease_Perturbations_from_GEO_down	Leukemia, Acute Megakaryocytic C0023462 mouse GSE2433 sample 95	14/318	2.9386084897414074e-09	1.622531687550077e-07	9.203007518796992	180.7961166663785	SRGN;IFITM1;RNH1;KLF2;ZFP36;DOK2;SMDT1;FABP5;DAD1;LAMP2;CFL1;DNAJB11;CALR;LGMN
15	Disease_Perturbations_from_GEO_down	myelodysplastic syndrome DOID-0050908 human GSE19429 sample 747	13/276	4.995012593718063e-09	2.574096489962709e-07	9.798555901217496	187.29769015831	SRGN;CD53;XBP1;SSR2;MCEMP1;NR4A2;COX7A2L;LDHA;NR4A3;ID2;MYADM;TSPO;HSPA1A
16	Disease_Perturbations_from_GEO_down	autism spectrum disorder DOID-0060041 human GSE25507 sample 1022	14/334	5.503311227560713e-09	2.5859848896572897e-07	8.735714285714286	166.1350794766302	LYN;SRGN;IFITM2;NCF1;PRKCD;MCEMP1;FOS;ZFP36;RNF149;CFL1;NINJ1;TXNIP;TSPO;HSPA1A
17	Disease_Perturbations_from_GEO_down	familial hypercholesterolemia DOID-13810 human GSE6088 sample 907	13/279	5.6871595244726946e-09	2.5859848896572897e-07	9.686564897091213	183.89996654085903	LYN;SRGN;CD53;DDX5;IFITM2;SSR2;IKZF1;NEAT1;CST7;TXNIP;TGFBI;FKBP5;HSPA1A
18	Disease_Perturbations_from_GEO_down	Uterine leiomyoma C0042133 human GSE2725 sample 399	14/342	7.435712707481559e-09	3.025161012043813e-07	8.519163763066203	159.4529445324119	IFITM1;DDX5;XBP1;IFITM2;SSR2;FOS;PDIA6;KLF2;ZFP36;FABP5;TXNIP;TGFBI;PABPC1;HSPA1A
19	Disease_Perturbations_from_GEO_down	pulmonary sarcoidosis DOID-13406 human GSE19976 sample 765	14/342	7.435712707481559e-09	3.025161012043813e-07	8.519163763066203	159.4529445324119	LYN;CD53;IFITM1;NCF1;CD180;CYBB;FOS;SCIMP;SOCS3;ZFP36;DOK2;NR4A3;TGFBI;C1QC
