rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	Microbe_Perturbations_from_GEO_down	Plasmodium chabaudi mouse white blood cells (WBCs) from spleen GDS2524 microbe:192	15/232	3.4111813668003573e-12	9.483084199704992e-10	14.01800560596703	370.1308935422589	SRGN;CD53;IFITM1;DDX5;BTG2;H2-DMA;FOS;KLF2;FOXP1;NR4A1;ZFP36;COX7A2L;DNAJC7;TXNIP;IER5
2	Microbe_Perturbations_from_GEO_down	Plasmodium chabaudi mouse white blood cells (WBCs) from spleen GDS2524 microbe:182	18/401	9.505077703327494e-12	1.3212058007625215e-09	9.75195822454308	247.4968490714732	SRGN;CDKN2D;IFITM1;BTG2;IFITM2;FOS;MRPL20;ZFP36;LDHA;RNF149;CFL1;CDK2AP2;TXNIP;FYN;TGFBI;PABPC1;LGMN;C1QC
3	Microbe_Perturbations_from_GEO_down	Plasmodium chabaudi mouse white blood cells (WBCs) from spleen GDS2524 microbe:181	17/358	1.5627301759105947e-11	1.4481299630104842e-09	10.257724957555178	255.2327289967619	CDKN2D;IFITM1;XBP1;BTG2;FOS;KLF2;FOXP1;MANF;NR4A1;CCND3;ZFP36;COX7A2L;TSPAN13;DNAJC7;TXNIP;PABPC1;IER5
4	Microbe_Perturbations_from_GEO_down	influenza A mouse spleen, 10 days post-infection GSE57454 microbe:327	15/273	3.483450668771371e-11	2.4209982147961027e-09	11.765763605849916	283.32444275879755	LYN;CD53;DDX5;CD180;PRKCD;IL4RA;IKZF1;FOS;CBL;KLF2;FOXP1;ZFP36;DNAJC7;MYADM;CD38
5	Microbe_Perturbations_from_GEO_down	Yersinia enterocolitica mouse bone marrow-derived macrophages GDS1465 microbe:35	15/294	9.890986560512339e-11	5.499388527644861e-09	10.868528987917085	250.3762604125513	PTPN1;NCF1;H2-DMA;PRKCD;FOS;PSMB8;MAFB;CFL1;DNAJB11;BCL3;TXNIP;TSPO;LY6A;TGFBI;C1QC
6	Microbe_Perturbations_from_GEO_down	influenza A mouse spleen, 7 days post-infection GSE57454 microbe:324	14/264	2.622180952876486e-10	1.2149438414994385e-08	11.221714285714286	247.5717159727908	LYN;CD53;DDX5;BTG2;CD180;PRKCD;IKZF1;CBL;KLF2;FOXP1;ZFP36;DNAJC7;MYADM;TXNIP
7	Microbe_Perturbations_from_GEO_down	Plasmodium chabaudi mouse white blood cells (WBCs) from spleen GDS2524 microbe:189	13/228	4.89444082788572e-10	1.9437922145031863e-08	12.01545689452666	257.58437178012326	SRGN;CD53;DDX5;BTG2;H2-DMA;FOS;KLF2;FOXP1;NR4A1;ZFP36;COX7A2L;TXNIP;IER5
8	Microbe_Perturbations_from_GEO_down	Plasmodium chabaudi mouse white blood cells (WBCs) from spleen GDS2524 microbe:184	15/356	1.3989482151889961e-09	4.8613450477817616e-08	8.864316594612571	180.72165486338247	SRGN;IFITM1;DDX5;BTG2;IFITM2;FOS;NEAT1;KLF2;FOXP1;NR4A1;COX7A2L;TSPAN13;TXNIP;TGFBI;PABPC1
9	Microbe_Perturbations_from_GEO_down	Plasmodium chabaudi mouse white blood cells (WBCs) from spleen GDS2524 microbe:191	13/252	1.6639803503744363e-09	5.1398504156010376e-08	10.795697561387938	218.224805952054	CD53;DDX5;BTG2;FOS;NEAT1;KLF2;FOXP1;NR4A1;ZFP36;COX7A2L;DNAJC7;TXNIP;IER5
10	Microbe_Perturbations_from_GEO_down	Leishmania major human dendritic cells GDS5086 microbe:152	12/213	2.709112880941953e-09	7.531333809018631e-08	11.753432835820895	231.85579245098413	NR4A2;SRGN;CD53;ZFP36;DDX5;LDHA;NR4A3;FABP5;ID2;CFL1;PMAIP1;HSPA1A
11	Microbe_Perturbations_from_GEO_down	Plasmodium chabaudi mouse white blood cells (WBCs) from spleen GDS2524 microbe:186	12/226	5.289033279567159e-09	1.3366829561087914e-07	11.03214953271028	210.24662778965688	CD53;NR4A1;IFITM1;ZFP36;DDX5;BTG2;TXNIP;FOS;NEAT1;IER5;KLF2;FOXP1
12	Microbe_Perturbations_from_GEO_down	influenza A mouse spleen, 3 days post-infection GSE57454 microbe:320	13/295	1.1073852813904906e-08	2.3869778638799266e-07	9.129522172075363	167.24078709582403	LYN;CD53;DDX5;CD180;PRKCD;IKZF1;CBL;KLF2;FOXP1;COX7A2L;DNAJC7;MYADM;CD38
13	Microbe_Perturbations_from_GEO_down	Trypanosoma cruzi  HeLa GSE7047 microbe:248	16/481	1.1162126701596781e-08	2.3869778638799266e-07	6.961648745519713	127.47293551052336	IFITM1;PRELID1;IFITM2;MRPS24;BZW2;PDIA6;ATP5G1;HSD17B10;COX7A2L;PSMB5;TSPAN13;DAD1;TSPO;PABPC1;CRELD2;HSPA1A
14	Microbe_Perturbations_from_GEO_down	Anaplasma phagocytophilum human promyelocytic leukemic cells GDS1237 microbe:219	14/373	2.22061566017513e-08	4.409508239490616e-07	7.771189812972543	136.95087190719877	SRGN;EIF5A;IFITM1;IFITM2;MRPS24;SSR2;BZW2;CST7;HSD17B10;LMNB1;COX7A2L;SMDT1;EIF6;DAD1
15	Microbe_Perturbations_from_GEO_down	influenza A mouse spleen, 6 days post-infection GSE57454 microbe:323	12/261	2.6345735268434844e-08	4.882742936416592e-07	9.464578313253012	165.17543669245248	CD53;COX7A2L;DDX5;BTG2;DNAJC7;CD180;PRKCD;MYADM;IKZF1;CBL;KLF2;FOXP1
16	Microbe_Perturbations_from_GEO_down	influenza A mouse spleen, 4 days post-infection GSE57454 microbe:321	12/272	4.151672466074541e-08	6.949119657577753e-07	9.059076923076924	153.97866585749574	LYN;DDX5;DNAJC7;DAD1;CD180;PRKCD;MYADM;IL4RA;TXNIP;IKZF1;KLF2;FOXP1
17	Microbe_Perturbations_from_GEO_down	respiratory syncytial virus (RSV) human bronchial epithelial cells GDS2023 microbe:179	14/394	4.3962229888076614e-08	6.949119657577753e-07	7.333834586466166	124.23468107307986	DDX5;PRELID1;NEAT1;PDIA6;MANF;FABP5;CFL1;MYADM;TXNIP;TGFBI;CRELD2;IER5;EIF4G1;HSPA1A
18	Microbe_Perturbations_from_GEO_down	influenza A mouse spleen, 8 days post-infection GSE57454 microbe:325	12/274	4.4994299941150926e-08	6.949119657577753e-07	8.989007633587786	152.06461531365102	LYN;CD53;ZFP36;COX7A2L;DDX5;DNAJC7;CD180;PRKCD;IL4RA;CD38;KLF2;FOXP1
19	Microbe_Perturbations_from_GEO_down	Plasmodium chabaudi mouse white blood cells (WBCs) from spleen GDS2524 microbe:190	12/276	4.8730682021421145e-08	7.130068211555305e-07	8.92	150.1856562996351	CD53;NR4A1;IFITM1;ZFP36;DDX5;BTG2;DNAJC7;TXNIP;FOS;NEAT1;KLF2;FOXP1
20	Microbe_Perturbations_from_GEO_down	Lactobacillus plantarum (299v) human colonic intestinal explant tissue GDS4548 microbe:200	13/348	7.73272324668147e-08	1.0748485312887243e-06	7.66437509422584	125.50582562935575	SSR2;FOS;PDIA6;MANF;NR4A2;CCND3;LDHA;GPR171;CFL1;NINJ1;DNAJB11;PMAIP1;LGMN
21	Microbe_Perturbations_from_GEO_down	Yersinia enterocolitica mouse bone marrow-derived macrophages GDS1465 microbe:34	12/293	9.357895639525088e-08	1.2388071370418924e-06	8.373096085409253	135.51404121234052	PTPN1;NCF1;PRKCD;NINJ1;BCL3;TXNIP;TSPO;LY6A;TGFBI;FOS;PSMB8;C1QC
22	Microbe_Perturbations_from_GEO_down	Plasmodium chabaudi mouse white blood cells (WBCs) from spleen GDS2524 microbe:188	10/191	1.2134339516380125e-07	1.5333392661607613e-06	10.674358141046474	169.9853248694098	CD53;NR4A1;ZFP36;DDX5;BTG2;FOS;NEAT1;IER5;KLF2;FOXP1
23	Microbe_Perturbations_from_GEO_down	influenza A mouse spleen, 5 days post-infection GSE57454 microbe:322	11/247	1.428478213539125e-07	1.7265954059298989e-06	9.06913911730156	142.94310886365255	CD53;DDX5;BTG2;DNAJC7;CD180;PRKCD;MYADM;CALR;FOS;IER5;KLF2
24	Microbe_Perturbations_from_GEO_down	Influenza A mouse lung, 8 days post-infection GSE57452 microbe:314	11/249	1.5493779214044414e-07	1.794696092293478e-06	8.992012646642815	140.9969356398275	NR4A1;ZFP36;DDX5;BTG2;DNAJC7;MYADM;TXNIP;IKZF1;PABPC1;KLF2;FOXP1
25	Microbe_Perturbations_from_GEO_down	Plasmodium chabaudi mouse white blood cells (WBCs) from spleen GDS2524 microbe:187	11/254	1.8922251186362158e-07	2.1041543319234715e-06	8.804750845454915	136.30055609915024	CD53;NR4A1;ZFP36;DDX5;BTG2;DNAJC7;FOS;NEAT1;IER5;KLF2;FOXP1
26	Microbe_Perturbations_from_GEO_down	Lactobacillus plantarum (299v A- nonadherent mutant) human colonic intestinal explant tissue GDS4548 microbe:201	13/378	2.007351605567725e-07	2.146322101337798e-06	7.023633596236336	108.31341613902448	SRGN;DDX5;SSR2;FOS;PDIA6;MANF;NR4A2;LDHA;SMDT1;GPR171;NINJ1;DNAJB11;LGMN
27	Microbe_Perturbations_from_GEO_down	Chlamydia trachomatis human HeLa cells GSE56168 microbe:271	12/316	2.1177343901237746e-07	2.1804820757570717e-06	7.730526315789474	118.80078664911652	EIF5A;COX7A2L;DDX5;LDHA;PSMB5;DAD1;CFL1;TXNIP;BZW2;MANF;LMNB1;HSPA1A
28	Microbe_Perturbations_from_GEO_down	Plasmodium chabaudi mouse white blood cells (WBCs) from spleen GDS2524 microbe:185	10/204	2.241073650291288e-07	2.225065981360636e-06	9.952496462502529	152.38407257634125	CD53;NR4A1;ZFP36;DDX5;BTG2;TXNIP;FOS;IER5;KLF2;FOXP1
29	Microbe_Perturbations_from_GEO_down	Plasmodium chabaudi mouse white blood cells (WBCs) from spleen GDS2524 microbe:183	11/276	4.3354532927316507e-07	4.156055225446203e-06	8.064748739024846	118.15880706712925	CD53;NR4A1;DDX5;BTG2;TXNIP;DDX54;FOS;NEAT1;IER5;KLF2;FOXP1
