rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	WikiPathways_2019_Mouse	Cytokines and Inflammatory Response WP222	14/27	9.284130093748228e-09	1.504029075187213e-06	11.370637464387464	210.29947752766984	IL10;CSF3;H2-EB1;CSF2;IFNB1;PDGFA;CXCL1;CXCL3;IL1A;IL6;CD4;IL7;IL1B;IL12A
2	WikiPathways_2019_Mouse	G1 to S cell cycle control WP413	19/61	5.516819893527132e-07	4.468624113756977e-05	4.782688002653179	68.91994052946706	CDKN1C;CDKN2B;CDKN1B;MCM7;GADD45A;PRIM1;RPA2;CDK7;CCND2;RBL1;CDC45;CDK6;CCND1;ORC1;MYC;MCM3;MCM5;POLE;MCM2
3	WikiPathways_2019_Mouse	Glutathione metabolism WP164	10/20	2.001384212953089e-06	0.00010807474749946683	10.53579676674365	138.24726427273353	GGT5;GSTM2;GCLC;GPX4;IDH1;GSS;G6PDX;GSTA1;GSTT1;GCLM
4	WikiPathways_2019_Mouse	Spinal Cord Injury WP2432	24/99	3.066268677750301e-06	0.00012418388144888715	3.386821885913853	42.99587030395133	EPHA4;EGR1;NOS2;GADD45A;TNFSF13;XYLT1;CXCL1;CXCL2;RTN4;TNFSF13B;RHOB;EFNB2;MMP12;CXCL10;NR4A1;IL1A;IL6;CCND1;MYC;IL1B;CCL2;FCGR2B;TLR4;MAPK3
5	WikiPathways_2019_Mouse	DNA Replication WP150	14/41	5.069434898217713e-06	0.00012685015970326688	5.470550411522634	66.69848897156852	MCM7;PRIM1;RPA2;MCM10;CDC7;CDC6;POLA1;CDC45;ORC1;POLD1;MCM3;MCM5;POLE;MCM2
6	WikiPathways_2019_Mouse	Microglia Pathogen Phagocytosis Pathway WP3626	14/41	5.069434898217713e-06	0.00012685015970326688	5.470550411522634	66.69848897156852	C1QB;C1QA;ITGAM;NCF2;TREM2;PIK3R1;TREM3;TREM1;PIK3CG;SIGLECE;FCGR1;RAC3;LAT;C1QC
7	WikiPathways_2019_Mouse	TYROBP Causal Network WP3625	17/58	5.481179740264618e-06	0.00012685015970326688	4.378776952986922	53.0453368479358	ABCC4;ITGAM;KCNE3;NCF2;SLC1A5;LHFPL2;SAMSN1;PYCARD;C3;LYL1;CD4;SLC7A7;MAF;ADAP2;HLX;SPP1;C1QC
8	WikiPathways_2019_Mouse	Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways) WP4346	15/49	1.0800633867402052e-05	0.0002187128358148916	4.6554719166184135	53.2395379863389	ABCA1;HMGCS1;ELOVL2;NR1H3;MSMO1;HMGCR;HSD17B7;CYP51;FADS2;CH25H;SQLE;SCD2;SC5D;FADS1;FDFT1
9	WikiPathways_2019_Mouse	Eicosanoid Synthesis WP318	8/18	6.427637435940587e-05	0.0011569747384693	8.418915801614764	81.26205608984945	PTGIS;ALOX5;ALOX5AP;ALOX12;PTGS2;LTC4S;PTGS1;PTGES
10	WikiPathways_2019_Mouse	Oxidative Stress WP412	10/28	7.424207098173717e-05	0.0012027215499041	5.850654349499616	55.62907218108115	NQO1;GCLC;NFIX;MAOA;TXNRD1;CAT;MGST1;MT1;MAPK14;SOD1
11	WikiPathways_2019_Mouse	Chemokine signaling pathway WP2292	33/190	9.819266632451252e-05	0.0014461101767791	2.2262544118249954	20.54516477241138	GSK3B;SHC2;CXCL9;CCL12;ADCY4;CXCL1;PIK3R1;CXCL2;CXCL5;PIK3CG;ADCY6;PIK3R5;CCL8;CCL7;CXCR3;CCL4;CCL3;CCL2;CSK;CCR5;CCR4;JAK3;MAPK3;CCR1;PRKCB;STAT3;PPBP;GNG11;NFKBIA;CXCL10;ADCY9;RAF1;PF4
12	WikiPathways_2019_Mouse	Cholesterol Biosynthesis WP103	7/15	0.0001290614665205857	0.0017423297980279	9.203890489913544	82.42288059837102	SQLE;HMGCS1;SC5D;MSMO1;HMGCR;CYP51;FDFT1
13	WikiPathways_2019_Mouse	Oxidative Damage WP1496	12/42	0.0001708486865184248	0.0020620695535561	4.214566473988439	36.560235784820605	C1QB;CDKN1C;C4B;C1QA;CDKN1B;GADD45A;C5AR1;BCL2;MAP3K9;TRAF1;MAPK13;C1QC
14	WikiPathways_2019_Mouse	Lung fibrosis WP3632	15/61	0.00017820354166534776	0.0020620695535561	3.438735177865613	29.68517085596853	CSF3;CSF2;FAM13A;PDGFB;PDGFA;ATP11A;CXCL2;IL6;CYSLTR2;PLAU;IL1B;CCL4;SPP1;CCL3;CCL2
15	WikiPathways_2019_Mouse	IL-5 Signaling Pathway WP151	16/69	0.0002289713969216843	0.0024728910867541	3.1841535669778525	26.68929966240264	GSK3B;SHC2;JUN;CDKN1B;ITGAM;PRKCB;STAT3;PIK3R1;MAPK14;PIK3CG;NFKBIA;SOCS1;ALOX5;ALOX5AP;RAF1;MAPK3
16	WikiPathways_2019_Mouse	Folic Acid Network WP1273	8/23	0.0004848502069005797	0.0046203372657584	5.611072664359861	42.8218580989908	FADS2;PTGIS;GPX4;TXNRD1;ALOX5;CAT;XDH;PTGES
17	WikiPathways_2019_Mouse	Selenium Micronutrient Network WP1272	8/23	0.0004848502069005797	0.0046203372657584	5.611072664359861	42.8218580989908	FADS2;PTGIS;GPX4;ALOX5;CAT;XDH;FADS1;PTGES
18	WikiPathways_2019_Mouse	Focal Adhesion WP85	30/185	0.0006622861762419218	0.0059605755861772	2.0466159179981918	14.980845403566333	GSK3B;ITGAM;ITGB3;ITGA2B;PDGFB;PDGFA;LAMC2;PIK3R1;LAMC1;ITGAL;ACTB;PIK3CG;THBS4;PIK3R5;CCND2;CCND1;SPP1;RAC3;ITGB8;JUN;ITGA4;STYK1;PGF;RHOB;ITGAD;BCL2;ZYX;ITGA5;RAF1;MET
19	WikiPathways_2019_Mouse	Macrophage markers WP2271	5/10	0.0008645196415787738	0.0073711674703032	10.508347725964306	74.11891291636528	CD86;CD74;CD83;CD14;F3
20	WikiPathways_2019_Mouse	Prostaglandin Synthesis and Regulation WP374	9/31	0.0009723734451466668	0.007876224905688	4.304778891045481	29.856958977330493	PTGER4;PTGIR;EDNRB;PTGIS;ANXA3;PTGER2;PTGS2;PTGS1;S100A10
