EP1	g1	control	943	93.578843762893	EP1g1
EP1	g2	control	770.66666666667	32.654759734736	EP1g2
EP1	g3	control	850	124.21352583354	EP1g3
EP1	g4	control	949.33333333333	74.002252217979	EP1g4
EP2	g1	control	1339.3333333333	232.28072096783	EP2g1
EP2	g2	control	1408	64.210591026715	EP2g2
EP2	g3	control	1313	131.63965967747	EP2g3
EP2	g4	control	1300.3333333333	118.07765806169	EP2g4
EP3	g1	control	929.33333333333	34.078341117685	EP3g1
EP3	g2	control	1012	31.796226191169	EP3g2
EP3	g3	control	969.66666666667	30.924639582917	EP3g3
EP3	g4	control	1003.3333333333	41.356176483487	EP3g4
EP4	g1	control	688	127.44802862344	EP4g1
EP4	g2	control	701.33333333333	88.058692548398	EP4g2
EP4	g3	control	732.66666666667	77.002164471743	EP4g3
EP4	g4	control	716	64.490309349545	EP4g4
EP5	g1	control	979	92.860109842709	EP5g1
EP5	g2	control	1089.3333333333	40.414518843274	EP5g2
EP5	g3	control	1057	146.36597965374	EP5g3
EP5	g4	control	988.66666666667	42.618462352991	EP5g4
EP6	g1	control	610	78.313472659562	EP6g1
EP6	g2	control	658.33333333333	41.669333248005	EP6g2
EP6	g3	control	677.66666666667	127.18621518598	EP6g3
EP6	g4	control	673.33333333333	74.795276143172	EP6g4
EP7	g1	control	1234.3333333333	92.045278712889	EP7g1
EP7	g2	control	1155.6666666667	52.003205029434	EP7g2
EP7	g3	control	1192.3333333333	299.05573616524	EP7g3
EP7	g4	control	1137.3333333333	71.30451131123	EP7g4
