EP1g1	943	EP1g1	1208.3333333333	0.3576888183933666	False
EP1g2	770.66666666667	EP1g2	1001.3333333333	0.37774341501353853	False
EP1g3	850	EP1g3	1106	0.37981663920964304	False
EP1g4	949.33333333333	EP1g4	1226	0.368972333445545	False
EP2g1	1339.3333333333	EP2g1	581.66666666667	-1.2032505276362333	True
EP2g2	1408	EP2g2	581.33333333333	-1.2762097945815356	True
EP2g3	1313	EP2g3	596	-1.1394826804307252	True
EP2g4	1300.3333333333	EP2g4	532.66666666667	-1.2875765900965392	True
EP3g1	929.33333333333	EP3g1	932.33333333333	0.004649692607768526	False
EP3g2	1012	EP3g2	1005	-0.010013788628019108	True
EP3g3	969.66666666667	EP3g3	459.66666666667	-1.0769008395863207	True
EP3g4	1003.3333333333	EP3g4	995.33333333333	-0.011549321512480013	True
EP4g1	688	EP4g1	402	-0.7752130635231692	True
EP4g2	701.33333333333	EP4g2	427.33333333333	-0.7147384426735655	True
EP4g3	732.66666666667	EP4g3	416	-0.8165734520869894	True
EP4g4	716	EP4g4	374.66666666667	-0.9343519577644738	True
EP5g1	979	EP5g1	715	-0.4533656179379432	True
EP5g2	1089.3333333333	EP5g2	780.66666666667	-0.4806669076444181	True
EP5g3	1057	EP5g3	761.33333333333	-0.4733752267410028	True
EP5g4	988.66666666667	EP5g4	714.33333333333	-0.46888674777809475	True
EP6g1	610	EP6g1	506	-0.2696718577559385	True
EP6g2	658.33333333333	EP6g2	550.33333333333	-0.258512533038571	True
EP6g3	677.66666666667	EP6g3	580.66666666667	-0.2228655912458666	True
EP6g4	673.33333333333	EP6g4	566.33333333333	-0.24966944045493794	True
EP7g1	1234.3333333333	EP7g1	681	-0.8580053454383636	True
EP7g2	1155.6666666667	EP7g2	948.66666666667	-0.2847521746763873	True
EP7g3	1192.3333333333	EP7g3	776.33333333333	-0.6190394787843254	True
EP7g4	1137.3333333333	EP7g4	853	-0.4150374992788015	True
