gene	log2_fold_change	p_value	fdr
CFLAR	-0.139557756167425	0.283973172962759	0.495774675564639
ARF5	0.0404582033757993	0.758261467508416	0.869627317070247
SKAP2	-0.168813192770212	0.207175672801882	0.410615861905534
POLR2J	-0.0272490809769592	0.832871435460691	0.91551790867179
KMT2E	-0.0116341522989009	0.928304945245842	0.966167346508601
MYCBP2	0.0684296419872334	0.568615288744724	0.747598345640875
FBXL3	0.0787342284746166	0.636692832601815	0.798800753106228
ITGAL	0.19299406330659	0.200780551537456	0.401280291114719
KDM7A	0.0201838394244993	0.901508551458536	0.950041091470684
IFRD1	-0.0935528183613092	0.730712583152106	0.85576596209363
PAFAH1B1	-0.244937474923374	0.0648068656310236	0.206256149190942
PSMB1	-0.371970013703434	0.00588143776495703	0.0506299672658048
JARID2	-0.125546448408551	0.451702207155372	0.652661733089006
CDKL5	0.838640929976709	2.01969442165791e-07	7.21535832137287e-05
SPAG9	0.314172800786884	0.00888365576190497	0.0650159406637389
ST3GAL1	-0.183680285473159	0.281006172000266	0.4933142749243
SEC62	-0.115484635935371	0.455188414737841	0.656593273317364
RPS20	-0.00540296745053204	0.970702197198907	0.98419937441713
CSDE1	-0.0172112322449625	0.886228033291223	0.943109057296651
ZNF207	0.0366114428697411	0.731203806659427	0.85576596209363
IDS	0.32137033303521	0.0689495913272175	0.213610148914978
BTK	0.278337365555757	0.0238212217471837	0.110881191780865
AKAP8L	0.00350158916080217	0.979501639632783	0.990026207066414
SLC25A39	-0.456943422921599	0.0165788852785153	0.0896540267032191
CLK1	0.322287454264132	0.0212970865564735	0.103264335873871
RNF14	-0.193456567683877	0.211812195660895	0.414629626848519
CAPN1	-0.125124248801613	0.366792642634594	0.569724659048733
WAS	-0.255513083445634	0.0510018222065459	0.176949451984291
RALBP1	-0.397868902471723	0.0172383086528245	0.091574509534893
CD74	0.160008305387485	0.366636164302894	0.569724659048733
SERPINB1	-0.37855551278328	0.00640585534210464	0.053531972420278
RTF2	-0.210534009040803	0.151419632785015	0.339635798303447
RNF10	0.0600870013156497	0.691950468804041	0.835141505281122
RB1CC1	0.0889467804855056	0.655517156585018	0.810332175222249
STRAP	-0.271710640077578	0.128875303187281	0.306359290109896
UBR2	0.105933827878092	0.458463395451043	0.65909878480839
PHF20	0.167726050119905	0.156394979623674	0.347571424389161
TYMP	-0.3127606889041	0.0409206980073291	0.155753972255954
VIM	-0.45327551624237	0.0118638981706888	0.076712717130834
RNASET2	-0.135275454115625	0.31617512268189	0.527204492779954
PIAS1	0.0644196336163304	0.59350819073452	0.766838340469827
MAP2K3	-0.106122064545444	0.507832165581656	0.701268686495734
TMSB10	-0.500774803323347	0.00930048222332013	0.0671231772582044
GABARAPL2	-0.237695768781886	0.120246144546082	0.296773299751901
CUL3	-0.154954504653115	0.236008409575879	0.442593198535342
BOD1L1	-0.00865588634767526	0.940356656814842	0.971590686917396
PSMA4	-0.349704283412644	0.013876160303935	0.0809348288747883
AP2S1	-0.316556162741747	0.0110082364239595	0.0745534116106074
DCUN1D1	-0.346347382814147	0.0199384055874023	0.0996223132321602
TPR	0.13898395021106	0.304221431618565	0.517826448437137
RSF1	-0.0995124094734397	0.401840889979986	0.601628496339499
CELF2	0.0870492434933585	0.498559370561062	0.693943948448181
ARID1B	0.04395252060203	0.741306587718038	0.85844984914836
CYBA	-0.383277990104606	0.0135681170453438	0.0804776794013456
FOXN3	0.434682636644694	0.00100371280030568	0.019648021803244
THRAP3	-0.336740332966297	0.00565637973649065	0.0492863819722264
ARID4B	-0.0560742935278282	0.682942932763732	0.829868580713753
SZRD1	-0.154911985116863	0.280451186144209	0.4933142749243
TAB2	0.243536588412291	0.0531265098570024	0.182057032579512
KMT2C	0.16802191325635	0.115575274749403	0.28924179967933
PITHD1	0.0980949196832441	0.539794577679174	0.726333758477909
ATP11B	0.296960090390775	0.0197638064668284	0.0990964190915712
PPP1R12A	-0.096241301085611	0.464040353985382	0.661790085673764
TARBP1	0.284916843333785	0.0260574426902718	0.117835713937969
SLC2A3	0.0572010605024721	0.752526241749014	0.866526993923724
YBX3	-0.0890378783629216	0.642054226229504	0.802006546575141
WNK1	-0.0614768363229434	0.702065767622089	0.840621061268579
GPBP1	-0.0622705739648504	0.628864161917303	0.792457572645349
VMP1	-0.467213156608028	0.0104089764243471	0.0729138593646665
EIF4B	0.0912863199687229	0.421573189650939	0.624017090989796
RPL18	-0.231847835838063	0.180757839308835	0.37598683023628
EPN1	0.0929296150925117	0.489233273458932	0.685902526916729
TAF2	0.508749709614185	6.79154855835752e-05	0.00373273957303573
CNN2	-0.345069488646191	0.0166885732001793	0.0896540267032191
GNAI3	-0.0642335218545528	0.63365349077617	0.797087005562629
PKN2	0.284402006892312	0.0468454740178014	0.169045915079389
PDIA5	0.439049660433978	0.0166688069461738	0.0896540267032191
NDUFB4	-0.342927674105919	0.0144690495682755	0.0824701948766168
SPEN	0.225415867770132	0.0769351716982855	0.22528762368207
ZC3H15	-0.337983948531327	0.0114286678768619	0.0756986393517393
SLK	-0.0207124905255531	0.896773596541059	0.94943353805257
CYB5R4	0.178105445815812	0.134702321535664	0.313501005658735
FAM107B	-0.105167920368906	0.505878546425224	0.699806817852513
YBX1	-0.48328974953726	0.000597933673036939	0.0141276118402445
PPP2R5A	0.00363519823260318	0.979549992209842	0.990026207066414
ELAVL1	0.0391149615198898	0.769073987152432	0.877100341293555
SP100	-0.207732100025493	0.103811043190589	0.268941521873287
KLF6	-0.408751079228458	0.104076040305058	0.268941521873287
TRAM1	-0.13014625257006	0.280882524283443	0.4933142749243
RHOA	-0.260780431755256	0.0791708950667962	0.226123724020745
ROCK1	-0.0434798653941488	0.703911454375316	0.840621061268579
MEF2A	-0.0975998165060017	0.514620674209178	0.707108599466265
OTUD5	0.323488858505581	0.0230272978034742	0.107888552659556
GRIPAP1	0.254798419466699	0.054520594444466	0.185942552413227
PRR11	0.541858049616839	8.604429524707e-05	0.00423990682441597
KIF2A	-0.365218215286122	0.0109263821366837	0.0745534116106074
RASGRP2	-0.413902229665962	0.0124455354367172	0.0786932307038445
PSME4	-0.120239930795504	0.460722563272409	0.659691926769813
GNB5	0.265615808114413	0.0586274162996597	0.195744340869658
RAB27A	-0.386753518527055	0.0339377348410358	0.135120629064095
UFD1	-0.828180477009283	7.20295668609122e-07	0.000154135897685866
DAPP1	-0.197531245126063	0.187786772382465	0.384451715952066
PABPC1	0.0311033736558033	0.825356451788027	0.911463964146129
CDC42	-0.176536029463579	0.163165354803478	0.355715998902658
MAP4K4	0.108126467834035	0.387270098874799	0.589900063372691
MGAT4A	0.298678531692695	0.0129430587357856	0.0790411578352038
RPL31	-0.055629155039632	0.709279640231854	0.843930562773788
WDR1	-0.186670062541703	0.106352574258485	0.273833925433109
FAM50A	-0.0989218238941561	0.501573259111582	0.696330211802022
PRKACA	0.426958760762274	0.00105393880068843	0.019960307071852
ACTN1	0.170022038523505	0.262932849373352	0.472023921802161
PTPN18	-0.13675801448601	0.363034000124084	0.566177068298835
AFF4	0.0965175990513366	0.399305761662443	0.600008342182577
CHFR	0.182445676811091	0.184403693009824	0.380249462209291
STK10	0.348834001857063	0.00151615724874486	0.0218847344288525
AP1M1	0.078932827473984	0.568216157327676	0.747598345640875
KDM5A	-0.144756539560869	0.261629139498952	0.471619163450327
NCBP3	0.0277200204923826	0.822077705146068	0.909707092811527
MGLL	-0.730701312845949	0.00533262277253859	0.0470389996417139
ZZEF1	-0.0185831006504101	0.904848438212	0.952699938759532
ENO1	-0.4404330325647	0.00226500513905022	0.0277876996214439
EIF4G3	-0.166800753124951	0.239962017250931	0.44765760137282
MARK3	-0.189320350434699	0.20939416837354	0.412723126352812
SLC25A3	-0.450853456765287	0.000409784213421265	0.0103943585242282
ACTB	-0.492179208412346	0.000904980658691012	0.0184745337324208
RAB7A	-0.121880090988653	0.325345489069773	0.533923397256107
MLH1	0.377744139955508	0.000725193284271051	0.0164492254479894
ANKRD13A	-0.0659597502646218	0.627353614560375	0.791743480267944
ICAM3	0.0159573583090859	0.892775570686723	0.947642902608346
STXBP2	-0.556453524939358	0.0792778066720738	0.226123724020745
NFKB2	0.455999975884935	0.00232332960821581	0.0277876996214439
USP33	0.21339108694511	0.107010382566875	0.274538306441768
CAPZB	-0.206140424471528	0.0972648902254083	0.257391718763164
ACER3	-0.0890658033733634	0.574055287237989	0.751213374966196
PIK3C3	0.280521053727327	0.0357650424469815	0.140794065170073
PPP2R5C	0.259566055776591	0.0477797555748016	0.17027049066759
GNB1	-0.0869407263027931	0.543043333730848	0.729187312017811
NRDC	-0.379222771768819	0.00405999333869051	0.0400119343516464
PCM1	-0.11174941108276	0.375312220538333	0.57918052175948
MYH7B	0.092910621048556	0.606950184853211	0.778574339457126
XRCC5	-0.131161981819432	0.336351563000252	0.543957342754546
SAR1A	0.247926743243566	0.0596868789453528	0.197436458363215
OPHN1	0.5509399119988	1.97184989928166e-05	0.00201774091641153
DNM2	-0.153399841435912	0.259590802451548	0.471619163450327
RAB21	-0.0676463672007532	0.663579405143414	0.815484832119612
SMARCA2	0.0219898565608932	0.896945609776745	0.94943353805257
HSP90AA1	-0.138048724898961	0.692205512010907	0.835141505281122
PTPRC	0.0237329244743809	0.861821801082897	0.932281115630174
STK17B	-0.188445278087765	0.254818957418099	0.4668413976288
GSK3B	-0.0725534862006491	0.616580624199518	0.784582675131361
KAT6A	0.0215793838185433	0.872837938026544	0.935697984576093
TUT7	0.0142762246936149	0.910906797687772	0.955700774055602
CYLD	0.171227593595046	0.1960178632814	0.396290749653739
RPS5	-0.212376984518098	0.214410678459695	0.418569480217081
CHMP2B	-0.109537696421634	0.394485525745415	0.595269077391972
SMAP2	-0.355161079306451	0.0317972335897038	0.131836097910337
APLP2	-0.0719621643076506	0.656380490153925	0.810689473146032
WBP11	-0.158288638622532	0.219321896114921	0.425371479162269
EIF3I	-0.187122304336195	0.118215505707015	0.293281176484938
NCOA1	0.216597779698092	0.135561099532064	0.314986684928974
CD82	0.269753113260152	0.0409243099213821	0.155753972255954
ATRX	-0.0583230108772218	0.645220007639025	0.803852999926911
EPS15	0.100488184189571	0.432863877651609	0.635500392275324
DNAJA1	0.468429083554022	0.0798564019178231	0.226868386362961
B4GALT1	0.00947714140396835	0.948211801344487	0.974115502603359
CHMP5	-0.599214454777422	0.00074865626860983	0.0167160907475539
EIF2AK1	-0.475907000894425	0.00604267987443368	0.0514301749325488
TMED2	-0.102514239962336	0.414477464049537	0.616966975132071
ZFAND6	-0.28173391377175	0.0610843048351751	0.200205210113452
PPP1R15A	0.364602701085496	0.170060871109978	0.365989434964094
FTL	-0.376633194236033	0.0094225335982374	0.0676623141300565
BAX	-0.298208050764512	0.0356511518927273	0.140733414515766
UIMC1	-0.0611205547020906	0.737833884607249	0.857904492354564
ADD1	-0.161187498918521	0.17819692313507	0.373158426305169
SF3B2	-0.0841015162421225	0.422519504382044	0.624017090989796
GNAS	-0.347992590097277	0.0214116196807979	0.103264335873871
FKBP1A	-0.331637199590963	0.0149539608865598	0.0841307484523387
MAVS	0.0517060803121889	0.802281672753692	0.899184714011785
DYNLL1	-0.387329909300095	0.0452122067113143	0.166088029281409
RPL6	-0.206786306770757	0.191614507386723	0.390609316769796
P2RX7	0.614689532837614	3.6634705186519e-05	0.00278976928093035
ANAPC5	0.219163612727448	0.11385210954214	0.285930869131315
FUS	0.0400348096009106	0.760644616890381	0.871660912218408
IGBP1	-0.195046033429338	0.15291375738421	0.341427748909432
FXYD5	-0.265741494808777	0.0716054027424708	0.217020575672633
MLF2	0.12332525547957	0.303869882736611	0.517826448437137
ARHGAP4	-0.052808023843029	0.707932221043731	0.843732396890319
GPATCH2L	0.249119713817754	0.089591990652774	0.24339725217265
PAPOLA	-0.0329284226463493	0.801989471893785	0.899184714011785
YPEL3	-0.153787472325439	0.288600989560946	0.500173299612205
