38635	GSM1208745	6003	GSM1208745	/home/drk/tillage/datasets/human/chip/geo/GSM1208745/summary/coverage.w5	256	64	1.0	sum	6003	CHIP:FOXD2:FOXD2 / LoVo / colon adenocarcinoma
38641	GSM1208713	5988	GSM1208713	/home/drk/tillage/datasets/human/chip/geo/GSM1208713/summary/coverage.w5	256	64	1.0	sum	5988	CHIP:ATF5:ATF5 / LoVo / colon adenocarcinoma
38647	GSM1208739	5999	GSM1208739	/home/drk/tillage/datasets/human/chip/geo/GSM1208739/summary/coverage.w5	256	64	1.0	sum	5999	CHIP:ETV7:ETV7 / LoVo / colon adenocarcinoma
38650	GSM1208777	6016	GSM1208777	/home/drk/tillage/datasets/human/chip/geo/GSM1208777/summary/coverage.w5	256	64	1.0	sum	6016	CHIP:NFYA:NFYA / LoVo / colon adenocarcinoma
38653	GSM1208646	5945	GSM1208646	/home/drk/tillage/datasets/human/chip/geo/GSM1208646/summary/coverage.w5	256	64	1.0	sum	5945	CHIP:MED12:MED12 / LoVo / colon adenocarcinoma
38657	GSM1208609	5922	GSM1208609	/home/drk/tillage/datasets/human/chip/geo/GSM1208609/summary/coverage.w5	256	64	1.0	sum	5922	CHIP:EHF:EHF / LoVo / colon adenocarcinoma
38658	GSM1208794	6021	GSM1208794	/home/drk/tillage/datasets/human/chip/geo/GSM1208794/summary/coverage.w5	256	64	1.0	sum	6021	CHIP:SOX2:SOX2 / LoVo / colon adenocarcinoma
38661	GSM1208594	5913	GSM1208594	/home/drk/tillage/datasets/human/chip/geo/GSM1208594/summary/coverage.w5	256	64	1.0	sum	5913	CHIP:CAMTA2:CAMTA2 / LoVo / colon adenocarcinoma
38662	GSM1208811	6028	GSM1208811	/home/drk/tillage/datasets/human/chip/geo/GSM1208811/summary/coverage.w5	256	64	1.0	sum	6028	CHIP:H3K4me3:H3K4me3 / LoVo / colon adenocarcinoma
38663	GSM1208654	5950	GSM1208654	/home/drk/tillage/datasets/human/chip/geo/GSM1208654/summary/coverage.w5	256	64	1.0	sum	5950	CHIP:MYC:MYC / LoVo / colon adenocarcinoma
38666	GSM1208702	5981	GSM1208702	/home/drk/tillage/datasets/human/chip/geo/GSM1208702/summary/coverage.w5	256	64	1.0	sum	5981	CHIP:ZBTB7B:ZBTB7B / LoVo / colon adenocarcinoma
38673	GSM1208752	6007	GSM1208752	/home/drk/tillage/datasets/human/chip/geo/GSM1208752/summary/coverage.w5	256	64	1.0	sum	6007	CHIP:GLIS1:GLIS1 / LoVo / colon adenocarcinoma
38678	GSM1208756	6008	GSM1208756	/home/drk/tillage/datasets/human/chip/geo/GSM1208756/summary/coverage.w5	256	64	1.0	sum	6008	CHIP:HOXA13:HOXA13 / LoVo / colon adenocarcinoma
38679	GSM1208644	5944	GSM1208644	/home/drk/tillage/datasets/human/chip/geo/GSM1208644/summary/coverage.w5	256	64	1.0	sum	5944	CHIP:LHX2:LHX2 / LoVo / colon adenocarcinoma
