target Cell_11249_MCI parsed_index=11249
target Cell_11249_MCI q_nnz=664 ref_nnz=2004 q_sum=1167 ref_sum=4417
target Cell_11249_MCI identical_numeric=FALSE
target Cell_11249_MCI first_diff_indices=4,10,25,38,51,56,58,59,60,65
target Cell_11249_MCI q_diff_head=0,0,1,0,0
target Cell_11249_MCI ref_diff_head=1,1,0,1,1
target Cell_11249_MCI tissue=Visceral Adipose
target Cell_10369_WXV parsed_index=10369
target Cell_10369_WXV q_nnz=1205 ref_nnz=1924 q_sum=2117 ref_sum=5027
target Cell_10369_WXV identical_numeric=FALSE
target Cell_10369_WXV first_diff_indices=4,6,7,8,9,10,16,27,28,35
target Cell_10369_WXV q_diff_head=1,0,1,0,0
target Cell_10369_WXV ref_diff_head=0,2,0,1,2
target Cell_10369_WXV tissue=Omentum
