method	rna_column	atac_0	atac_1	atac_2	atac_3	atac_4	atac_5	atac_6	atac_7
tss_bin_global_pearson	0	0.564764925371	0.574146849872	0.447164311358	0.528730252399	0.538915863602	0.582512535707	0.532666552425	0.450004563382
tss_bin_global_pearson	1	0.566875132004	0.577928672194	0.448795977012	0.535396940878	0.541675718725	0.579348453496	0.53955855327	0.453715605454
tss_bin_global_pearson	2	0.562779263247	0.563014937845	0.458675388507	0.54061933919	0.561459716981	0.566076021581	0.533689088458	0.461668923233
tss_bin_global_pearson	3	0.572497864602	0.551131706481	0.451024269498	0.537815380777	0.529164731786	0.558458103685	0.531024998324	0.46067087003
tss_bin_global_pearson	4	0.560737944525	0.553182644106	0.464988649842	0.547483841042	0.525680979633	0.555498539728	0.552006618672	0.476314149066
tss_bin_global_pearson	5	0.555635799358	0.535006930995	0.460181805178	0.551160839543	0.517782440471	0.538128182899	0.53631839711	0.480028477041
tss_bin_global_pearson	6	0.51794125241	0.500031509447	0.474378258777	0.526718650386	0.488900265707	0.504569756587	0.514905092651	0.499197863622
tss_bin_global_pearson	7	0.51370415842	0.497698738643	0.506848192136	0.510737062846	0.478812426343	0.50634491422	0.513370531994	0.496160204111
tss_bin_global_spearman	0	0.62789148919	0.639367156517	0.486290687325	0.589518687875	0.598486479984	0.647235934335	0.593458013016	0.493264488789
tss_bin_global_spearman	1	0.620146334587	0.633363519604	0.483134069311	0.588845391049	0.592071553621	0.63347665697	0.592723325897	0.491908808921
tss_bin_global_spearman	2	0.616169707171	0.617734740635	0.495792563514	0.594136536558	0.617035520093	0.620176970408	0.586591097922	0.500335658427
tss_bin_global_spearman	3	0.636993500168	0.613513805801	0.495431577451	0.601684851895	0.588661728884	0.620454729746	0.593015306219	0.508576077122
tss_bin_global_spearman	4	0.610190843893	0.603446603423	0.501534625227	0.600544008415	0.570817110155	0.604759516487	0.605192667977	0.517704997266
tss_bin_global_spearman	5	0.613710222105	0.592408840304	0.501567062578	0.613436082341	0.570772322141	0.5948368893	0.595101132946	0.527632854828
tss_bin_global_spearman	6	0.572406205899	0.553393184484	0.523610970834	0.58566836841	0.537953173328	0.55762855344	0.572224149911	0.554409276392
tss_bin_global_spearman	7	0.551528290424	0.534034387959	0.543139441639	0.548598735415	0.509384226717	0.542270522536	0.5520539756	0.532079819076
tss_bin_within_z	0	0.0875668014623	0.175573815768	-0.190102072208	-0.0899977984813	0.0389873928431	0.206320549792	-0.0608919601232	-0.167456729053
tss_bin_within_z	1	-0.0232091467527	0.264505556053	-0.204313504163	-0.117370698618	0.0625110662462	0.296228641627	-0.00948360804607	-0.268868306347
tss_bin_within_z	2	-0.00351238154209	0.0310069212788	-0.0878811850407	-0.0191920761874	0.327650628779	-0.0165791091476	-0.0915704676886	-0.139922330452
tss_bin_within_z	3	0.165754152767	0.0516532950272	-0.172409002572	-0.0186844933185	0.0272788376099	0.190629805542	-0.0438755286802	-0.200347066375
tss_bin_within_z	4	0.00961185768372	0.0217885252828	-0.0728901816632	0.0317941852387	-0.0562676945751	-0.0172853911066	0.136106487718	-0.0528577885784
tss_bin_within_z	5	0.0990275387717	-0.0929114829143	-0.0905321245482	0.194181588961	-0.0437328318284	-0.152393846046	0.0289576583883	0.0574034992153
tss_bin_within_z	6	-0.056500953834	-0.26291992279	0.238991544733	0.129066160668	-0.125112819238	-0.417281511161	-0.000239580345425	0.493997081967
tss_bin_within_z	7	-0.278737868556	-0.188696707705	0.579136525462	-0.109796868264	-0.231314579837	-0.0896391395005	0.040996998777	0.278051639623
tss_bin_within_rank	0	0.106077333658	0.190377883093	-0.194009417295	-0.11835398628	0.04666214163	0.232484252517	-0.0746905093702	-0.188547697953
tss_bin_within_rank	1	-0.0426123754149	0.279914402382	-0.186653841189	-0.143036835426	0.0727631893624	0.308291933465	-0.00915372697283	-0.279512746207
tss_bin_within_rank	2	0.032565634694	0.0333876459883	-0.0942672143315	-0.0217369057338	0.282679683999	0.00133087680982	-0.109816653444	-0.124143067982
tss_bin_within_rank	3	0.137540456473	0.0602756525852	-0.152501349221	-0.0355054386584	0.0432931349203	0.188516023732	-0.0553927998657	-0.186225679966
tss_bin_within_rank	4	-0.0206057347364	4.87703468767e-05	-0.0261155979281	0.0340108805685	-0.0811787174771	-0.0273091511643	0.137488302852	-0.016338752462
tss_bin_within_rank	5	0.0681564089785	-0.113617503193	-0.0465510953499	0.204694913982	-0.0547146139288	-0.176362335091	0.021907359553	0.0964868650491
tss_bin_within_rank	6	-0.0711555233799	-0.289019732677	0.276927822078	0.141631025533	-0.129578013167	-0.409490101622	0.0232335263196	0.457450996914
tss_bin_within_rank	7	-0.209966200272	-0.161367118525	0.423170693236	-0.0617036539861	-0.179926805339	-0.117461498647	0.0664245009273	0.240830082606
tss_bin_top10_within_z	0	0.152194137831	0.660025613	-0.664713930741	-0.344524350852	0.227775502054	0.909204095075	-0.182592047349	-0.757369019018
tss_bin_top10_within_z	1	0.0743106399081	0.637564485146	-0.635151056988	-0.242696232281	0.257805703988	0.684497353729	-0.0919222815474	-0.684408611956
tss_bin_top10_within_z	2	-0.0339805629304	0.283498085924	-0.419440207858	-0.153425160007	0.686444232093	0.342554066932	-0.202504450576	-0.503146003578
tss_bin_top10_within_z	3	0.415574133247	0.110817989947	-0.385468684492	0.00128777597875	0.0706476865408	0.158752833384	-0.0814951838048	-0.2901165508
tss_bin_top10_within_z	4	0.00051120287362	0.00946498024178	-0.140970253299	0.108470369548	-0.126504204648	-0.0486276482263	0.265460061419	-0.0678045079101
tss_bin_top10_within_z	5	0.0970600174406	-0.220696653955	-0.0486856830755	0.336538512807	-0.135021585354	-0.322746846833	0.118371300301	0.175180938668
tss_bin_top10_within_z	6	-0.243782681869	-0.657989150277	0.716075512927	0.291451249509	-0.401861358338	-0.801141585598	0.108642309758	0.988605703887
