metric	value
rna_input_rows	29165
rna_genes_with_gtf_tss	20402
candidate_atac_bins	120682
candidate_atac_bins_found	120259
tss_bin_usable_pairs	20261
promoter_pm10kb_usable_pairs	20290
promoter_pm20kb_usable_pairs	20291
promoter_pm50kb_usable_pairs	20291

method	usable_pairs
tss_bin_global_pearson	0
tss_bin_global_spearman	0
tss_bin_within_z	0
tss_bin_within_rank	0
tss_bin_top10_within_z	2026
tss_bin_top25_within_z	5065
tss_bin_top50_within_z	10130
promoter_pm10kb_global_pearson	0
promoter_pm10kb_global_spearman	0
promoter_pm10kb_within_z	0
promoter_pm10kb_within_rank	0
promoter_pm10kb_top10_within_z	2029
promoter_pm10kb_top25_within_z	5072
promoter_pm10kb_top50_within_z	10145
promoter_pm20kb_global_pearson	0
promoter_pm20kb_global_spearman	0
promoter_pm20kb_within_z	0
promoter_pm20kb_within_rank	0
promoter_pm20kb_top10_within_z	2029
promoter_pm20kb_top25_within_z	5072
promoter_pm20kb_top50_within_z	10145
promoter_pm50kb_global_pearson	0
promoter_pm50kb_global_spearman	0
promoter_pm50kb_within_z	0
promoter_pm50kb_within_rank	0
promoter_pm50kb_top10_within_z	2029
promoter_pm50kb_top25_within_z	5072
promoter_pm50kb_top50_within_z	10145
