# two-eye retinal scRNA marker/module diagnostic
# runtime=Linux-6.1.183-1.el9.elrepo.x86_64-x86_64-with-glibc2.41 python=3.11.15
# gene_rows=36601 matrix1_rows=36601 matrix1_cells=8646 matrix1_nnz=13757991 matrix2_rows=36601 matrix2_cells=9355 matrix2_nnz=13643402
# matrix1_mean_library=3288.011 matrix2_mean_library=2849.443 matrix1_median_library=2486.000 matrix2_median_library=2342.000
# Scores are mean log1p(CP10K) within the top fraction of cells for each identity panel.
# Direction for every delta is eye2 minus eye1.
# cell_type	markers_present	fraction	n_eye1	n_eye2	inflam_eye1	inflam_eye2	inflam_delta	 antigen_delta	antigen_detect_delta	interferon_delta	interferon_detect_delta	cytokine_delta	cytokine_detect_delta
astrocyte	8	0.05	432	468	0.159910	0.037579	-0.122331	-0.002290	-0.003522	-0.054421	-0.046189	-0.283795	-0.204347
astrocyte	8	0.1	865	936	0.105073	0.030481	-0.074592	-0.000645	-0.001422	-0.031364	-0.026862	-0.175664	-0.125263
astrocyte	8	0.2	1729	1871	0.066736	0.028559	-0.038177	0.000129	-0.002092	-0.014690	-0.016551	-0.091798	-0.066616
microglial cell	10	0.05	432	468	0.078161	0.032549	-0.045612	-0.001709	-0.005421	-0.018016	-0.019219	-0.107849	-0.085580
microglial cell	10	0.1	865	936	0.060849	0.031760	-0.029089	0.000132	-0.003083	-0.009117	-0.014707	-0.072363	-0.059021
microglial cell	10	0.2	1729	1871	0.046481	0.027391	-0.019090	0.001363	-0.001374	-0.006080	-0.010018	-0.048260	-0.038285
RPE cell	12	0.05	432	468	0.128324	0.032393	-0.095931	-0.001873	-0.003304	-0.043747	-0.038331	-0.221260	-0.164667
RPE cell	12	0.1	865	936	0.091725	0.028402	-0.063323	-0.000763	-0.002124	-0.028580	-0.025753	-0.146722	-0.107395
RPE cell	12	0.2	1729	1871	0.060030	0.025865	-0.034165	0.000085	-0.001242	-0.009925	-0.011386	-0.085844	-0.062204
cone cell	10	0.05	432	468	0.021392	0.019295	-0.002097	0.001415	-0.000376	-0.001812	-0.006588	-0.004856	-0.005328
cone cell	10	0.1	865	936	0.022784	0.020765	-0.002019	0.000770	-0.001334	0.002943	-0.002977	-0.009674	-0.008187
cone cell	10	0.2	1729	1871	0.025499	0.021394	-0.004104	0.001147	-0.000119	0.003074	-0.002086	-0.016023	-0.012680
rod cell	10	0.05	432	468	0.020021	0.022403	0.002382	0.000681	0.000752	0.005967	0.003086	-0.000577	-0.000616
rod cell	10	0.1	865	936	0.018632	0.022509	0.003878	0.001435	0.001015	0.010583	0.005436	-0.002169	-0.001682
rod cell	10	0.2	1729	1871	0.018643	0.022770	0.004127	0.001202	0.000685	0.011255	0.005527	-0.002074	-0.001752
horizontal cell	8	0.05	432	468	0.029958	0.023640	-0.006318	-0.005903	-0.006984	-0.004530	-0.006802	-0.008668	-0.005958
horizontal cell	8	0.1	865	936	0.027921	0.021660	-0.006262	-0.002796	-0.003950	-0.001935	-0.004837	-0.013654	-0.009377
horizontal cell	8	0.2	1729	1871	0.038085	0.025404	-0.012681	-0.000721	-0.002616	-0.001790	-0.006423	-0.033528	-0.027731
bipolar cell	10	0.05	432	468	0.016949	0.019067	0.002118	0.000021	-0.000138	0.005576	0.000404	-0.000420	-0.000849
bipolar cell	10	0.1	865	936	0.016371	0.019954	0.003583	0.002932	0.000731	0.006497	0.001083	0.000672	-0.000262
bipolar cell	10	0.2	1729	1871	0.018753	0.021355	0.002602	0.002034	-0.000224	0.007097	0.000600	-0.002192	-0.002478
RGC	10	0.05	432	468	0.023930	0.019868	-0.004062	0.002918	-0.000079	-0.003342	-0.007728	-0.009726	-0.007177
RGC	10	0.1	865	936	0.021312	0.020363	-0.000950	0.003070	-0.000108	0.003287	-0.002337	-0.008622	-0.006583
RGC	10	0.2	1729	1871	0.019718	0.019612	-0.000106	0.002549	0.000384	0.004281	0.000011	-0.007005	-0.004858
T cells	9	0.05	432	468	0.164586	0.031217	-0.133369	0.000452	0.003205	-0.064440	-0.037761	-0.305548	-0.211004
T cells	9	0.1	865	936	0.107714	0.030978	-0.076736	0.002207	-0.000208	-0.036360	-0.029851	-0.177975	-0.128604
T cells	9	0.2	1729	1871	0.065694	0.026932	-0.038762	0.000848	-0.001454	-0.017726	-0.017416	-0.090457	-0.065739
macrophage	10	0.05	432	468	0.124119	0.037348	-0.086771	0.001221	-0.000455	-0.034703	-0.031849	-0.207767	-0.151244
macrophage	10	0.1	865	936	0.081209	0.029143	-0.052066	0.000372	-0.000778	-0.019018	-0.019468	-0.126501	-0.091733
macrophage	10	0.2	1729	1871	0.056375	0.025420	-0.030955	-0.000068	-0.001246	-0.008611	-0.010828	-0.078120	-0.056134
Schwann cell	10	0.05	432	468	0.085830	0.031331	-0.054499	-0.000935	-0.001919	-0.020654	-0.017806	-0.130634	-0.092730
Schwann cell	10	0.1	865	936	0.064015	0.026612	-0.037404	-0.001378	-0.002480	-0.013450	-0.013705	-0.089983	-0.065129
Schwann cell	10	0.2	1729	1871	0.048559	0.024616	-0.023943	0.000068	-0.001711	-0.006619	-0.009471	-0.060557	-0.044483
Pericyte	10	0.05	432	468	0.104319	0.032167	-0.072152	0.002271	0.001286	-0.033590	-0.026674	-0.168170	-0.123082
Pericyte	10	0.1	865	936	0.084773	0.033225	-0.051548	0.002508	-0.000950	-0.020204	-0.020957	-0.125136	-0.094594
Pericyte	10	0.2	1729	1871	0.057188	0.028639	-0.028549	0.000834	-0.001503	-0.010423	-0.012739	-0.069805	-0.052662
B cell	8	0.05	432	468	0.048363	0.033251	-0.015112	0.001490	-0.003502	0.003849	-0.007182	-0.048484	-0.047474
B cell	8	0.1	865	936	0.052478	0.031375	-0.021103	0.001681	-0.002184	-0.005301	-0.012728	-0.055110	-0.047310
B cell	8	0.2	1729	1871	0.042240	0.027024	-0.015216	0.001514	-0.001093	-0.003493	-0.007898	-0.040325	-0.032584
fibroblast	10	0.05	432	468	0.070670	0.033043	-0.037627	-0.000771	-0.000653	-0.007482	-0.005354	-0.097925	-0.074869
fibroblast	10	0.1	865	936	0.057954	0.032140	-0.025814	0.001009	-0.002176	-0.005173	-0.011558	-0.068201	-0.056415
fibroblast	10	0.2	1729	1871	0.046283	0.027410	-0.018873	0.001426	-0.001241	-0.005671	-0.009899	-0.048159	-0.038542
muller glia cell	10	0.05	432	468	0.171165	0.045360	-0.125804	0.001355	-0.000851	-0.044296	-0.039281	-0.307886	-0.221496
muller glia cell	10	0.1	865	936	0.109261	0.035790	-0.073471	0.002114	0.000468	-0.022724	-0.022011	-0.184354	-0.130688
muller glia cell	10	0.2	1729	1871	0.064816	0.028659	-0.036157	0.002643	0.000263	-0.007477	-0.011382	-0.096111	-0.068473
endothelial cell	11	0.05	432	468	0.108909	0.036240	-0.072668	0.001705	0.001603	-0.028150	-0.019444	-0.175525	-0.129095
endothelial cell	11	0.1	865	936	0.074286	0.033591	-0.040695	0.002443	-0.001097	-0.013562	-0.016662	-0.101867	-0.078743
endothelial cell	11	0.2	1729	1871	0.052096	0.028264	-0.023832	0.001216	-0.001306	-0.007687	-0.011194	-0.059802	-0.046040

# Exclusive marker assignment: strongest identity score, score>=0.05, at least two detected identity markers
# cell_type	n_eye1	n_eye2	inflam_eye1	inflam_eye2	inflam_delta	antigen_delta	interferon_delta	cytokine_delta
astrocyte	7	11	0.169874	0.028636	-0.141238	0.000000	-0.081081	-0.308430
microglial cell	0	0	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
RPE cell	7	3	0.161217	0.013432	-0.147785	0.000000	-0.105355	-0.299055
cone cell	261	393	0.020090	0.019990	-0.000100	-0.001426	0.002365	-0.002026
rod cell	6698	7307	0.021297	0.021245	-0.000052	0.002008	0.006591	-0.009144
horizontal cell	270	254	0.028383	0.025794	-0.002589	-0.002771	-0.002648	-0.002395
bipolar cell	780	743	0.015477	0.016688	0.001211	0.002264	0.001247	0.000440
RGC	16	6	0.034260	0.038497	0.004237	0.017959	0.013299	-0.015718
T cells	2	0	0.213210	0.000000	-0.213210	0.000000	-0.105818	-0.484730
macrophage	10	12	0.111062	0.037481	-0.073581	0.010494	-0.027742	-0.184679
Schwann cell	53	83	0.035780	0.015452	-0.020328	-0.020204	-0.014705	-0.026901
Pericyte	4	8	0.015946	0.024837	0.008891	-0.031317	0.045333	-0.005321
B cell	0	1	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
fibroblast	1	2	0.000000	0.016080	0.016080	0.000000	0.039663	0.000000
muller glia cell	335	258	0.167540	0.046102	-0.121438	-0.002177	-0.038911	-0.299228
endothelial cell	3	3	0.101668	0.013585	-0.088083	-0.058722	-0.034011	-0.170799

# Overlapping marker-positive cells: same threshold but a cell can support multiple identities
# cell_type	positive_eye1	positive_eye2	inflam_eye1	inflam_eye2	inflam_delta
astrocyte	301	219	0.172496	0.053905	-0.118591
microglial cell	13	16	0.150510	0.058944	-0.091566
RPE cell	1003	903	0.084678	0.031441	-0.053237
cone cell	2212	2286	0.030732	0.023636	-0.007096
rod cell	7656	8329	0.024865	0.021732	-0.003133
horizontal cell	453	392	0.039895	0.027784	-0.012110
bipolar cell	4701	4538	0.025168	0.022805	-0.002363
RGC	517	489	0.032446	0.024307	-0.008138
T cells	83	0	0.204544	0.000000	-0.204544
macrophage	525	488	0.106859	0.039061	-0.067799
Schwann cell	670	695	0.074197	0.029125	-0.045072
Pericyte	166	168	0.157798	0.045687	-0.112111
B cell	7	6	0.099275	0.035132	-0.064144
fibroblast	43	28	0.126994	0.046647	-0.080347
muller glia cell	1471	1374	0.074867	0.032963	-0.041904
endothelial cell	327	259	0.137706	0.043822	-0.093884

# Specific-anchor check: at least two detected genes from the identity-specific anchor set
# cell_type	anchors_present	n_eye1	n_eye2	inflam_eye1	inflam_eye2	inflam_delta	detect_eye1	detect_eye2	detect_delta	antigen_delta	interferon_delta	cytokine_delta
astrocyte	6	83	59	0.187132	0.057616	-0.129516	0.161185	0.048557	-0.112628	-0.001604	-0.037392	-0.324367
microglial cell	10	13	16	0.150510	0.058944	-0.091566	0.151767	0.047297	-0.104470	0.037209	-0.044220	-0.235348
RPE cell	11	770	664	0.078826	0.029505	-0.049321	0.066550	0.024626	-0.041924	0.000082	-0.022585	-0.114371
macrophage	10	525	488	0.106859	0.039061	-0.067799	0.087619	0.032676	-0.054943	0.002100	-0.019517	-0.171899
Pericyte	10	166	168	0.157798	0.045687	-0.112111	0.133670	0.038932	-0.094738	0.001904	-0.037304	-0.277361
Schwann cell	9	570	555	0.067398	0.028774	-0.038624	0.056899	0.022790	-0.034109	-0.001757	-0.012786	-0.093960
muller glia cell	8	1359	1251	0.074623	0.033777	-0.040846	0.058370	0.025580	-0.032790	0.002526	-0.006562	-0.110432
endothelial cell	10	16	12	0.130267	0.039258	-0.091009	0.136824	0.036036	-0.100788	-0.008736	-0.053653	-0.191071

# Top global gene-level eye2-eye1 normalized differences among retained markers/modules
# gene	mean_eye1	mean_eye2	delta_eye2_minus_eye1	detect_eye1	detect_eye2
FSTL5	2.456923	2.815646	0.358723	0.838885	0.885195
PLOD2	1.480873	1.810400	0.329527	0.623063	0.691609
ABCA7	0.878666	1.175890	0.297224	0.473629	0.570604
PRELID2	1.548969	1.845508	0.296540	0.637867	0.709674
PTPRN2	0.434129	0.723123	0.288994	0.262433	0.383966
MMP2-AS1	0.328149	0.608522	0.280372	0.193616	0.322394
LIMCH1	1.721092	1.982701	0.261609	0.713046	0.762373
MAP1B	1.560537	1.819679	0.259142	0.688758	0.744415
KCNIP4	3.031355	3.285452	0.254097	0.888966	0.906788
CASZ1	1.229504	1.475803	0.246299	0.587208	0.651203
CACNA2D4	1.490372	1.734592	0.244220	0.675226	0.739711
MARCH1	2.644150	2.887467	0.243317	0.857275	0.877819
THSD4	0.198685	0.440642	0.241957	0.114851	0.218813
MEIS2	1.251666	1.487096	0.235430	0.577377	0.646072
NFASC	1.155584	1.389977	0.234393	0.578996	0.633886
AC004540.1	0.869165	1.103163	0.233998	0.450729	0.528060
KIFC3	0.961484	1.195007	0.233523	0.482998	0.556173
PPP2R2B	2.664162	2.896683	0.232521	0.878788	0.904329
EXT1	1.381678	1.600261	0.218583	0.631275	0.692143
SND1	1.740865	1.953911	0.213046	0.719292	0.766756
ADCY1	1.365225	1.573341	0.208116	0.632200	0.687547
DSCAML1	2.022322	2.228515	0.206193	0.803493	0.838268
EGFLAM	0.947244	1.153013	0.205769	0.466458	0.530198
SNAP25	1.664617	1.869367	0.204750	0.733287	0.785783
RTN1	0.842731	1.046484	0.203753	0.435230	0.505291
B3GALT5	0.225251	0.428216	0.202965	0.142494	0.236986
BICDL1	0.828858	1.029131	0.200273	0.437543	0.506146
NCAM1	1.438669	1.636306	0.197637	0.673028	0.717798
KLHL29	0.701147	0.898521	0.197374	0.378904	0.448851
STK3	0.795144	0.983148	0.188004	0.425630	0.492036
RERE	2.012903	2.199953	0.187051	0.838075	0.872261
PARD3	1.382804	1.568685	0.185881	0.640874	0.684019
IQSEC1	0.916263	1.091986	0.175722	0.499769	0.561839
SYT1	3.039887	3.210076	0.170189	0.940435	0.951149
ARHGAP10	1.396424	1.565143	0.168720	0.596345	0.636024
PPFIA2	2.252163	2.418116	0.165953	0.853921	0.885943
CPEB4	0.752462	0.916326	0.163864	0.422161	0.483805
SORBS2	2.675120	2.838751	0.163630	0.879251	0.886157
RAB28	1.031979	1.193193	0.161214	0.527527	0.576911
ST5	0.697505	0.853788	0.156284	0.382489	0.430572
PACS1	0.808408	0.964394	0.155985	0.437312	0.486585
PTP4A3	0.427575	0.582210	0.154635	0.267407	0.328167
AC092100.1	1.067735	1.220992	0.153257	0.512144	0.553501
KDM4B	0.837566	0.987962	0.150395	0.466921	0.518439
PDE6B	1.305716	1.455465	0.149748	0.613810	0.640620
PPM1H	0.765028	0.914378	0.149350	0.418922	0.464458
PFKFB4	0.568519	0.717723	0.149204	0.336225	0.389524
GPI	1.199667	1.347644	0.147976	0.598080	0.639017
DMD	3.673945	3.820780	0.146835	0.875434	0.891181
HPRT1	0.509541	0.655214	0.145673	0.301411	0.357349
SMYD3	1.492476	1.635225	0.142749	0.661462	0.699412
CCDC85C	0.323201	0.465697	0.142496	0.206454	0.268306
LINC02733	0.913972	1.054896	0.140924	0.458362	0.495991
NEURL1	0.782652	0.921620	0.138968	0.428753	0.474613
SEMA4B	0.544042	0.682541	0.138499	0.321189	0.366649
WDR59	0.509285	0.647406	0.138121	0.310780	0.362159
ERC1	1.014486	1.151240	0.136754	0.525908	0.561839
PDZD2	1.176467	1.313101	0.136634	0.571478	0.605452
RAPGEF4	0.656615	0.792968	0.136353	0.362595	0.411331
TBL1XR1	1.459448	1.595275	0.135827	0.689683	0.725922
AC083837.1	0.066205	0.199624	0.133419	0.041175	0.108284
PCBP4	0.622979	0.756133	0.133154	0.374624	0.417210
MIR646HG	0.559869	0.692891	0.133023	0.294009	0.342491
DYM	1.241193	1.374193	0.133000	0.615198	0.653768
AAK1	1.456545	1.589196	0.132650	0.699861	0.730946
SH3GL2	0.867083	0.999583	0.132500	0.448994	0.495885
ANO3	0.144976	0.275661	0.130685	0.090793	0.149546
PPM1E	0.727342	0.857388	0.130046	0.379598	0.425227
TNRC6B	1.729614	1.859053	0.129440	0.773537	0.809621
OXR1	2.822687	2.951763	0.129077	0.879019	0.896205
NXN	0.275690	0.404513	0.128823	0.167939	0.224586
POT1-AS1	0.476694	0.604669	0.127976	0.276313	0.326884
SLC12A2	0.774265	0.900658	0.126392	0.420888	0.461251
MERTK	0.309284	0.433267	0.123983	0.188758	0.239979
AC073332.1	0.330791	0.454522	0.123731	0.183553	0.228434
LARGE1	0.772263	0.895770	0.123507	0.422045	0.459540
LDLRAD4	1.994555	2.117673	0.123118	0.766944	0.790379
ZFAND3	1.437443	1.560517	0.123074	0.683669	0.720043
PODXL	0.842445	0.965327	0.122882	0.450729	0.482523
AGAP1	2.393499	2.516379	0.122880	0.896253	0.914912

# Bottom global gene-level eye2-eye1 normalized differences among retained markers/modules
# gene	mean_eye1	mean_eye2	delta_eye2_minus_eye1	detect_eye1	detect_eye2
AP000462.1	1.573114	1.164837	-0.408278	0.696623	0.564404
NRL	1.283380	0.916673	-0.366708	0.609415	0.469375
AL353784.1	1.469283	1.142777	-0.326506	0.625260	0.525708
HMGN1	1.765687	1.479768	-0.285919	0.761161	0.670764
PTMA	0.817396	0.567787	-0.249609	0.468309	0.330518
RPL3	0.866404	0.617298	-0.249106	0.495721	0.359273
PTMS	0.526865	0.283718	-0.243147	0.329054	0.182149
GNGT1	1.705761	1.467546	-0.238215	0.729933	0.654730
EEF1A1	1.328000	1.105501	-0.222499	0.667361	0.571673
RPL9	0.633718	0.423933	-0.209784	0.386884	0.261251
RPL13A	1.072524	0.867031	-0.205493	0.581425	0.475788
PPEF2	1.191904	0.989618	-0.202286	0.556789	0.478354
RPL10	0.784909	0.588559	-0.196350	0.456743	0.344522
TMEM14B	1.096354	0.907236	-0.189119	0.568934	0.487654
RPS16	0.885351	0.699161	-0.186189	0.502429	0.397755
VWC2	0.644227	0.458205	-0.186021	0.355771	0.257296
CADM1	4.082461	3.898389	-0.184072	0.975711	0.971780
NR2E3	0.823795	0.641414	-0.182381	0.431760	0.336077
RPL17	0.720558	0.542738	-0.177820	0.429910	0.321325
MIR124-2HG	0.982148	0.805372	-0.176776	0.536780	0.443292
RPL7	0.623143	0.449123	-0.174020	0.385612	0.275788
RPS20	0.680480	0.507958	-0.172521	0.409901	0.304971
RPL15	0.557950	0.386980	-0.170970	0.348716	0.242010
