group	file_id	file_name	metric	value	status
Animals	1428854at2759	1428854at2759.faa.mafft.clipkit.treefile	total_tree_length	2.6788	ok
Animals	777920at2759	777920at2759.faa.mafft.clipkit.treefile	total_tree_length	1.526	ok
Animals	1038775at2759	1038775at2759.faa.mafft.clipkit.treefile	total_tree_length	1.2456	ok
Animals	39650at2759	39650at2759.faa.mafft.clipkit.treefile	total_tree_length	1.5605	ok
Animals	1096688at2759	1096688at2759.faa.mafft.clipkit.treefile	total_tree_length	1.0789	ok
Animals	996662at2759	996662at2759.faa.mafft.clipkit.treefile	total_tree_length	2.9109	ok
Animals	1379600at2759	1379600at2759.faa.mafft.clipkit.treefile	total_tree_length	1.4372	ok
Animals	1364586at2759	1364586at2759.faa.mafft.clipkit.treefile	total_tree_length	1.7994	ok
Animals	674160at2759	674160at2759.faa.mafft.clipkit.treefile	total_tree_length	2.806	ok
Animals	1112002at2759	1112002at2759.faa.mafft.clipkit.treefile	total_tree_length	1.6215	ok
Animals	1358374at2759	1358374at2759.faa.mafft.clipkit.treefile	total_tree_length	1.3251	ok
Animals	1488436at2759	1488436at2759.faa.mafft.clipkit.treefile	total_tree_length	0.9028	ok
Animals	919955at2759	919955at2759.faa.mafft.clipkit.treefile	total_tree_length	1.5697	ok
Animals	1014314at2759	1014314at2759.faa.mafft.clipkit.treefile	total_tree_length	1.2431	ok
Animals	1287401at2759	1287401at2759.faa.mafft.clipkit.treefile	total_tree_length	0.6084	ok
Animals	1129824at2759	1129824at2759.faa.mafft.clipkit.treefile	total_tree_length	1.8884	ok
Animals	156083at2759	156083at2759.faa.mafft.clipkit.treefile	total_tree_length	0.1884	ok
Animals	324863at2759	324863at2759.faa.mafft.clipkit.treefile	total_tree_length	2.2541	ok
Animals	1041560at2759	1041560at2759.faa.mafft.clipkit.treefile	total_tree_length	1.2033	ok
Animals	271586at2759	271586at2759.faa.mafft.clipkit.treefile	total_tree_length	2.9647	ok
Animals	1626636at2759	1626636at2759.faa.mafft.clipkit.treefile	total_tree_length	0.7933	ok
Animals	1157302at2759	1157302at2759.faa.mafft.clipkit.treefile	total_tree_length	0.4958	ok
Animals	1018517at2759	1018517at2759.faa.mafft.clipkit.treefile	total_tree_length	1.1306	ok
Animals	1193442at2759	1193442at2759.faa.mafft.clipkit.treefile	total_tree_length	1.6888	ok
Animals	866359at2759	866359at2759.faa.mafft.clipkit.treefile	total_tree_length	0.9158	ok
Animals	1019762at2759	1019762at2759.faa.mafft.clipkit.treefile	total_tree_length	1.8329	ok
Animals	734666at2759	734666at2759.faa.mafft.clipkit.treefile	total_tree_length	1.0659	ok
Animals	1269244at2759	1269244at2759.faa.mafft.clipkit.treefile	total_tree_length	1.7415	ok
Animals	1513531at2759	1513531at2759.faa.mafft.clipkit.treefile	total_tree_length	1.4442	ok
Animals	1445102at2759	1445102at2759.faa.mafft.clipkit.treefile	total_tree_length	0.8103	ok
Animals	679771at2759	679771at2759.faa.mafft.clipkit.treefile	total_tree_length	2.1159	ok
Animals	1010730at2759	1010730at2759.faa.mafft.clipkit.treefile	total_tree_length	1.9218	ok
Animals	1173229at2759	1173229at2759.faa.mafft.clipkit.treefile	total_tree_length	2.668	ok
Animals	1525971at2759	1525971at2759.faa.mafft.clipkit.treefile	total_tree_length	1.7083	ok
Animals	296129at2759	296129at2759.faa.mafft.clipkit.treefile	total_tree_length	0.9444	ok
Animals	1003258at2759	1003258at2759.faa.mafft.clipkit.treefile	total_tree_length	2.3387	ok
Animals	453044at2759	453044at2759.faa.mafft.clipkit.treefile	total_tree_length	2.0966	ok
Animals	331411at2759	331411at2759.faa.mafft.clipkit.treefile	total_tree_length	0.8276	ok
Animals	975158at2759	975158at2759.faa.mafft.clipkit.treefile	total_tree_length	0.9939	ok
Animals	355408at2759	355408at2759.faa.mafft.clipkit.treefile	total_tree_length	0.1802	ok
Animals	1138059at2759	1138059at2759.faa.mafft.clipkit.treefile	total_tree_length	0.924	ok
Animals	1488235at2759	1488235at2759.faa.mafft.clipkit.treefile	total_tree_length	1.0371	ok
Animals	1441854at2759	1441854at2759.faa.mafft.clipkit.treefile	total_tree_length	1.1213	ok
Animals	1538526at2759	1538526at2759.faa.mafft.clipkit.treefile	total_tree_length	1.2617	ok
Animals	1269649at2759	1269649at2759.faa.mafft.clipkit.treefile	total_tree_length	1.1296	ok
Animals	1264469at2759	1264469at2759.faa.mafft.clipkit.treefile	total_tree_length	2.2354	ok
