37164013	89	0.16608
40545721	54	0.105391
34382107	52	7.48841
32929287	40	1.07613
42097137	38	0.273055
39789286	30	1.11005
38412862	20	0.0180194
28604730	9	0.056597
30643256	9	1.38269
39436105	7	10.984
29507422	6	9.09317
39528825	6	1.70649
34021172	5	3.52197
35964923	5	0.0848694
38484975	5	0.0816629
26651848	4	12.679
32888493	4	1.11679
32889700	4	8.62201
33667223	4	0.158378
33875891	4	7.77063
38448586	4	2.89494
39024449	4	3.00995
26316170	3	9.84162
29875488	3	15.3531
32327693	3	2.36084
32888494	3	2.17294
33106845	3	4.48107
34648354	3	3.38461
39972214	3	2.00861
40374629	3	8.34652
26502338	2	88.1853
29769526	2	2.51366
31669095	2	3.23504
35078996	2	79.8977
35692035	2	5.81047
36819030	2	6.20152
38538606	2	16.4998
40436827	2	1.12809
42009010	2	10.0465
42054495	2	22.018
42221328	2	7.44391
18204446	1	34.5601
18978787	1	8.01995
19654303	1	7.92304
19836008	1	6.01995
21323541	1	47.3499
23263863	1	10.048
24532676	1	10.8697
24871463	1	2.95865
25827949	1	3.75018
25891430	1	10.0688
25936594	1	6.82466
26198764	1	0.446809
26974007	1	8.59233
27399966	1	82.6624
27863252	1	9.97328
28628107	1	10.9407
28779025	1	6.69037
28928442	1	12.6837
29771307	1	6.52197
29904099	1	8.61048
30285260	1	2.49393
30595370	1	9.46405
31043758	1	12.2707
31263063	1	25.6116
31451708	1	5.99248
31882771	1	12.1753
33414549	1	10.1023
33909500	1	3.13606
34594039	1	4.17294
34804013	1	15.508
35113692	1	7.61067
35213538	1	12.0593
35361970	1	7.3667
35470158	1	9.78908
35585065	1	4.53872
35810165	1	6.25922
36046661	1	10.4284
36329257	1	7.9914
36914875	1	6.36864
36974753	1	5.29255
37126556	1	8.95177
37377963	1	1.57828
37596262	1	0.00848094
38102678	1	3.63438
39511132	1	7.62933
40220762	1	6.7774
41298473	1	29.1064
41565855	1	6.36864
