Celltype	Celltype_Str	Cytokine	Cytokine_Str	Gene	Avg_log2FC	FDR	Pct_Cytokine	Pct_PBS
eTAC	eTAC	IL-1α	IL1a	Ccl17	3.92836887653344	0.0284375951971155	0.5	0.0
eTAC	eTAC	IL-1α	IL1a	Pla1a	2.3173170814953	0.0377987401406316	0.643	0.073
eTAC	eTAC	IL-1α	IL1a	Stat5a	1.8066296640368	0.0176401278399972	0.929	0.244
eTAC	eTAC	IL-1α	IL1a	Il4i1	1.55574070654769	0.0377987401406316	1.0	0.902
eTAC	eTAC	IL-1α	IL1a	Mdn1	1.04656094818682	0.0492580622858155	0.571	0.049
eTAC	eTAC	IL-1β	IL1b	Ccl17	3.50709497895452	0.00574230504940082	0.526	0.0
eTAC	eTAC	IL-1β	IL1b	Ccl22	3.42795803728477	0.0169785660882928	0.579	0.049
eTAC	eTAC	IL-1β	IL1b	Srgn	1.89890558801608	0.00844009236118737	1.0	0.878
eTAC	eTAC	IL-1β	IL1b	Mylk	1.85280522399603	0.019528460067252	0.632	0.098
eTAC	eTAC	IL-1β	IL1b	Anxa2	1.83671103954321	0.019528460067252	0.895	0.585
eTAC	eTAC	IL-1β	IL1b	Fscn1	1.58439010175819	0.0348201481427807	1.0	0.683
eTAC	eTAC	IL-1β	IL1b	Stat5a	1.55099575695686	0.00143916538206342	0.895	0.244
eTAC	eTAC	IL-1β	IL1b	Ptpn1	1.48594732341413	0.0468623971392669	0.842	0.341
eTAC	eTAC	IL-1β	IL1b	Fabp5	1.17452485472874	0.0204483710111863	1.0	0.976
eTAC	eTAC	IL-1β	IL1b	Cfl1	0.9650182086487	0.00844009236118737	1.0	0.976
eTAC	eTAC	IL-18	IL18	Ccl17	3.21157460489483	0.000753652685706293	0.667	0.0
eTAC	eTAC	IL-18	IL18	Stat1	2.0972254574395	0.00248516784301272	1.0	0.415
eTAC	eTAC	IL-18	IL18	Ifi47	1.74190342229057	0.0119859421247472	0.917	0.195
eTAC	eTAC	IL-18	IL18	Igtp	1.37782514676173	0.00248516784301272	0.833	0.098
eTAC	eTAC	IL-18	IL18	Psmb9	1.34900761590499	0.0253648199291921	1.0	0.561
eTAC	eTAC	IL-7	IL7	Ccl17	4.327511834089	0.00269130055326954	0.615	0.0
eTAC	eTAC	IL-15	IL15	Cxcl10	3.64833395027452	0.00152297850545366	0.733	0.049
eTAC	eTAC	IL-15	IL15	Cxcl9	2.79107513070177	0.00152297850545366	0.8	0.098
eTAC	eTAC	IL-15	IL15	Ifi47	2.3763717521508	0.00152297850545366	0.867	0.195
eTAC	eTAC	IL-15	IL15	Iigp1	2.12819586597892	0.00517333376767281	0.533	0.0
eTAC	eTAC	IL-15	IL15	Irf1	1.77739264344612	0.0157508553699965	0.8	0.171
eTAC	eTAC	IL-15	IL15	Igtp	1.76149094782234	0.0157508553699965	0.667	0.098
eTAC	eTAC	IL-15	IL15	Stat1	1.75106513114096	0.00580319920711411	1.0	0.415
eTAC	eTAC	IL-15	IL15	Samhd1	1.73386776518485	0.0388020942456471	0.933	0.537
eTAC	eTAC	IL-15	IL15	Irgm1	1.65127672547974	0.0290329150713774	0.667	0.122
eTAC	eTAC	IL-15	IL15	Serpina3g	1.64118787221501	0.00580319920711411	1.0	0.634
eTAC	eTAC	IL-15	IL15	Ptpn1	1.31576398650013	0.0362523851767989	1.0	0.341
eTAC	eTAC	IL-15	IL15	Gbp7	1.28891704075822	0.0279121789057693	0.667	0.122
eTAC	eTAC	IL-15	IL15	Bcl2l11	1.23329769939399	0.0134483805559366	0.733	0.122
eTAC	eTAC	IL-15	IL15	Ctsl	1.19680404445371	0.0201889360369524	0.667	0.098
eTAC	eTAC	IL-15	IL15	Zbp1	1.18561141955226	0.041903624621947	0.4	0.0
eTAC	eTAC	IL-15	IL15	Bcl3	1.06099493944084	0.046680778036782	0.867	0.268
eTAC	eTAC	IL-15	IL15	Prpf6	1.03066482095058	0.00580319920711411	0.667	0.073
eTAC	eTAC	IL-15	IL15	Irf7	1.02701089991461	0.0482936892363072	0.467	0.024
eTAC	eTAC	IL-15	IL15	Arid5a	0.974448500142938	0.0216221436571767	0.733	0.146
eTAC	eTAC	IL-15	IL15	Psmb9	0.969438626837503	0.0278148962755708	1.0	0.561
eTAC	eTAC	GM-CSF	GM-CSF	Pigyl	1.01352547949898	0.0399080374878089	0.889	0.098
eTAC	eTAC	GM-CSF	GM-CSF	Fam136a	0.962693611197524	0.0399080374878089	0.778	0.073
eTAC	eTAC	IL-11	IL11	Gpatch11	1.09228119105352	0.00247469878122939	0.667	0.0
eTAC	eTAC	IL-11	IL11	Senp3	0.839461901026098	0.0345994412932356	0.5	0.0
eTAC	eTAC	IL-17E	IL17E	Zfp120	0.882669650622794	0.0233881436799235	0.556	0.0
eTAC	eTAC	IFN-α1	IFNa1	Isg15	2.65852149966374	0.000219473235251536	1.0	0.049
eTAC	eTAC	IFN-α1	IFNa1	Irf7	1.98097927503608	1.24917778025572e-05	1.0	0.024
eTAC	eTAC	IFN-α1	IFNa1	Isg20	1.74955525373402	0.0126561965479662	0.667	0.024
eTAC	eTAC	IFN-α1	IFNa1	Mical1	1.63474687515888	0.0331182061917303	0.833	0.098
eTAC	eTAC	IFN-α1	IFNa1	Slfn5	1.45169129591285	0.0140714240122625	1.0	0.098
eTAC	eTAC	IFN-α1	IFNa1	Rtp4	1.35367040888081	0.0487131456384832	0.667	0.049
eTAC	eTAC	IFN-α1	IFNa1	Zbp1	1.25440741653014	0.0138397765172943	0.5	0.0
eTAC	eTAC	IFN-α1	IFNa1	R3hdm2	1.11071721174859	0.0138397765172943	0.833	0.098
eTAC	eTAC	IFN-α1	IFNa1	Oas3	1.01199737028111	0.0136041935302111	0.667	0.024
eTAC	eTAC	IFN-α1	IFNa1	Ifi44	0.956017776987094	0.0138397765172943	0.5	0.0
eTAC	eTAC	IFN-α1	IFNa1	Zfyve19	0.940260444447579	0.0138397765172943	0.5	0.0
eTAC	eTAC	IFN-α1	IFNa1	Tespa1	0.842862510119218	0.0138397765172943	0.5	0.0
eTAC	eTAC	IFN-β	IFNb	Ass1	1.74744774768597	0.00211915558393455	1.0	0.073
eTAC	eTAC	IFN-β	IFNb	Trafd1	1.70488185651807	0.0407050583743449	1.0	0.146
eTAC	eTAC	IFN-β	IFNb	Parp9	1.62298767730658	0.0497056217306158	1.0	0.22
eTAC	eTAC	IFN-β	IFNb	Isg20	1.6058519037536	0.0407050583743449	0.6	0.024
eTAC	eTAC	IFN-β	IFNb	Irf7	1.56057898228196	0.0407050583743449	0.6	0.024
eTAC	eTAC	IFN-β	IFNb	Oasl2	1.42708349654653	0.0407050583743449	0.8	0.073
eTAC	eTAC	IFN-β	IFNb	Sdc3	1.29441048960364	0.0407050583743449	0.8	0.073
eTAC	eTAC	IFN-β	IFNb	Rsad2	1.27581246514	0.0407050583743449	0.4	0.0
eTAC	eTAC	IFN-β	IFNb	Dbf4	1.11813127701142	0.0407050583743449	0.4	0.0
eTAC	eTAC	IFN-β	IFNb	Lgals8	1.07496758558543	0.0407050583743449	0.6	0.024
eTAC	eTAC	IFN-β	IFNb	Pml	1.06194410481163	0.0462331079040487	0.8	0.073
eTAC	eTAC	IFN-β	IFNb	Ddx60	1.04362085581053	0.00382298077306118	0.6	0.0
eTAC	eTAC	IFN-β	IFNb	Apaf1	0.997894434674669	0.0407050583743449	0.6	0.024
eTAC	eTAC	IFN-β	IFNb	Plpbp	0.983393919773445	0.0407050583743449	0.4	0.0
eTAC	eTAC	IFN-β	IFNb	Rell1	0.949228568150305	0.0407050583743449	0.8	0.073
eTAC	eTAC	IFN-β	IFNb	Fkbp1b	0.906085078917699	0.00382298077306118	0.6	0.0
eTAC	eTAC	IFN-β	IFNb	Pcyt2	0.877440049734705	0.0407050583743449	0.6	0.024
eTAC	eTAC	IFN-β	IFNb	Gli3	0.862622237344646	0.0407050583743449	0.6	0.024
eTAC	eTAC	IFN-β	IFNb	Kif5c	0.829590468159562	0.00382298077306118	0.6	0.0
eTAC	eTAC	IFN-β	IFNb	Mansc1	0.761824024716745	0.0407050583743449	0.4	0.0
eTAC	eTAC	IFN-β	IFNb	Rmdn3	0.756842443308629	0.0407050583743449	0.6	0.024
eTAC	eTAC	IFN-β	IFNb	Prkcq	0.741217321538983	0.0407050583743449	0.4	0.0
eTAC	eTAC	IFN-β	IFNb	Dclk1	0.741217321538983	0.0407050583743449	0.4	0.0
eTAC	eTAC	IFN-β	IFNb	Oit1	0.741217321538983	0.0407050583743449	0.4	0.0
eTAC	eTAC	IFN-β	IFNb	Lgals9	0.741217321538983	0.0407050583743449	0.4	0.0
eTAC	eTAC	IFN-β	IFNb	Krt20	0.741217321538983	0.0407050583743449	0.4	0.0
eTAC	eTAC	IFN-β	IFNb	Cenpn	0.655180625682455	0.0407050583743449	0.4	0.0
eTAC	eTAC	IFN-β	IFNb	Zfp97	0.58082356563644	0.0407050583743449	0.4	0.0
eTAC	eTAC	IFN-γ	IFNg	Cxcl9	3.30046899785942	0.000258640746885485	1.0	0.098
eTAC	eTAC	IFN-γ	IFNg	Gbp2	2.99227658537382	0.0093529802606377	0.625	0.024
eTAC	eTAC	IFN-γ	IFNg	Stat1	2.34407971971995	0.0268668004119355	1.0	0.415
eTAC	eTAC	IFN-γ	IFNg	Gbp5	2.17556088767143	0.0263689157145901	0.75	0.098
eTAC	eTAC	IFN-γ	IFNg	Gbp4	2.08214562213708	0.000258640746885485	0.875	0.049
eTAC	eTAC	IFN-γ	IFNg	Iigp1	1.85371126153769	0.000183946257610351	0.75	0.0
eTAC	eTAC	IFN-γ	IFNg	Gbp7	1.50895487672178	0.0351345771179234	0.75	0.122
eTAC	eTAC	IFN-γ	IFNg	Igtp	1.44240810508809	0.00295883737777484	0.875	0.098
eTAC	eTAC	IFN-γ	IFNg	Slamf8	1.2066305154149	0.0271269026418671	0.75	0.073
eTAC	eTAC	IFN-γ	IFNg	Serpina3f	0.925382107918881	0.0141002123536866	0.5	0.0
eTAC	eTAC	IFN-γ	IFNg	Oas3	0.873929121212493	0.0141002123536866	0.625	0.024
eTAC	eTAC	IFN-λ2	IFNl2	Faah	0.906683779649376	0.0152919230922447	0.6	0.0
eTAC	eTAC	TNF-α	TNFa	Ccl17	1.58768526044751	0.0233898236802117	0.545	0.0
eTAC	eTAC	TNF-α	TNFa	Tbc1d8	1.51978575970924	0.0294363238449234	0.909	0.195
eTAC	eTAC	TRAIL	TRAIL	Fyco1	0.80925823632897	0.016591642816202	0.778	0.049
eTAC	eTAC	TL1A	TL1A	Exo5	1.27473736669221	0.0152919230922447	0.6	0.0
eTAC	eTAC	GITRL	GITRL	Slc30a6	1.266749587646	0.000124068568175918	0.8	0.0
eTAC	eTAC	M-CSF	M-CSF	E2f3	1.00180918143332	0.0212002589806116	0.571	0.0
eTAC	eTAC	SCF	SCF	Pxdc1	1.17494986328107	0.0461325883909808	0.667	0.024
eTAC	eTAC	SCF	SCF	Nab2	0.939841753509374	0.0461325883909808	0.5	0.0
eTAC	eTAC	SCF	SCF	Ppox	0.839967827897949	0.0461325883909808	0.5	0.0
eTAC	eTAC	EGF	EGF	Ctsl	1.3949861113455	0.0051636759727554	1.0	0.098
