group	names	scores	logfoldchanges	pvals	pvals_adj
0	44	229.16095		0.0	0.0
0	31	217.52472		0.0	0.0
0	69	217.16869		0.0	0.0
0	26	215.2909		0.0	0.0
0	62	212.72696		0.0	0.0
0	23	211.14467		0.0	0.0
0	77	210.83713		0.0	0.0
0	89	209.72478		0.0	0.0
0	58	209.30693		0.0	0.0
0	15	207.56618		0.0	0.0
0	5	207.33562		0.0	0.0
0	43	207.08548		0.0	0.0
0	25	205.34578		0.0	0.0
0	68	204.31636		0.0	0.0
0	67	203.11124		0.0	0.0
0	74	202.71632		0.0	0.0
0	95	201.87958		0.0	0.0
0	83	201.3867		0.0	0.0
0	13	201.26735		0.0	0.0
0	28	201.19862		0.0	0.0
1	163	405.27686		0.0	0.0
1	177	398.31345		0.0	0.0
1	169	373.78342		0.0	0.0
1	186	372.96954		0.0	0.0
1	107	357.59384		0.0	0.0
1	152	353.0188		0.0	0.0
1	170	350.7561		0.0	0.0
1	193	350.14658		0.0	0.0
1	182	346.34738		0.0	0.0
1	156	345.60397		0.0	0.0
1	142	341.6572		0.0	0.0
1	147	339.7376		0.0	0.0
1	189	338.4664		0.0	0.0
1	149	337.90802		0.0	0.0
1	144	337.8268		0.0	0.0
1	131	335.43048		0.0	0.0
1	153	327.8626		0.0	0.0
1	165	327.04547		0.0	0.0
1	129	319.65485		0.0	0.0
1	128	318.0315		0.0	0.0
2	214	322.4653		0.0	0.0
2	272	321.06772		0.0	0.0
2	213	317.76556		0.0	0.0
2	234	316.71255		0.0	0.0
2	230	311.99564		0.0	0.0
2	236	311.82147		0.0	0.0
2	282	306.13815		0.0	0.0
2	256	301.00366		0.0	0.0
2	257	295.04315		0.0	0.0
2	281	289.0103		0.0	0.0
2	289	286.00296		0.0	0.0
2	261	285.84662		0.0	0.0
2	225	284.86008		0.0	0.0
2	249	283.7833		0.0	0.0
2	212	283.38837		0.0	0.0
2	298	280.88654		0.0	0.0
2	294	277.85983		0.0	0.0
2	203	273.73956		0.0	0.0
2	286	273.7221		0.0	0.0
2	233	271.75763		0.0	0.0
3	214	120.1185		0.0	0.0
3	213	119.77879		0.0	0.0
3	282	117.65713		0.0	0.0
3	272	117.17131		0.0	0.0
3	234	115.39003		0.0	0.0
3	285	113.83504		0.0	0.0
3	258	111.713066		0.0	0.0
3	257	111.668625		0.0	0.0
3	289	109.77419		0.0	0.0
3	230	109.54795		0.0	0.0
3	265	108.34848		0.0	0.0
3	236	108.10425		0.0	0.0
3	295	104.04841		0.0	0.0
3	256	102.10463		0.0	0.0
3	212	101.697525		0.0	0.0
3	281	99.80764		0.0	0.0
3	261	97.93364		0.0	0.0
3	271	97.637375		0.0	0.0
3	205	97.185074		0.0	0.0
3	225	97.061485		0.0	0.0
4	160	52.591896		1.0437105467699146e-45	5.218552733849573e-43
4	103	52.439526		6.51214211214137e-70	6.51214211214137e-67
4	156	50.10019		1.2093925023922777e-40	2.0156541706537962e-38
4	107	49.25048		1.7050121573915403e-39	2.2712910985812467e-37
4	110	48.092964		1.8170328788649975e-39	2.2712910985812467e-37
4	136	46.45717		8.738508925735164e-38	8.738508925735163e-36
4	142	45.348362		3.2647361405513836e-32	2.7206134504594862e-30
4	152	44.70941		1.9498191859740512e-31	1.2998794573160343e-29
4	177	44.596733		8.307619015606512e-32	5.93401358257608e-30
4	186	43.478317		4.543029853843179e-29	2.523905474357322e-27
4	193	43.277077		2.896506432049096e-29	1.7038273129700565e-27
4	197	41.33683		1.3073686982012835e-26	5.447369575838681e-25
4	129	41.149723		1.1077408220044944e-28	5.830214852655234e-27
4	128	40.55515		4.3076381172175706e-27	1.8728861379206828e-25
4	163	40.533115		2.796181583333324e-24	9.01994059139782e-23
4	189	40.329575		2.8257113535352174e-25	9.743832253569715e-24
4	131	40.077213		4.0905309450613714e-26	1.6362123780245485e-24
4	137	39.957058		4.584090133602464e-26	1.7631115898471013e-24
4	153	38.96563		1.3261589906616538e-23	4.144246845817668e-22
4	182	38.211895		1.1649799598650787e-22	3.426411646661996e-21
5	214	81.1563		9.43579423759163e-41	1.5726323729319382e-38
5	285	72.78115		3.891475828717387e-36	3.891475828717387e-34
5	257	71.842026		1.4361992728131966e-33	1.3056357025574517e-31
5	258	69.56851		5.510657811990938e-33	4.592214843325781e-31
5	289	69.49082		5.947234897604033e-32	4.248024926860024e-30
5	272	69.161736		1.5780776163719146e-28	9.862985102324466e-27
5	282	66.01347		8.529026870950192e-28	4.488961511026417e-26
5	236	64.004135		1.5745006528313384e-25	6.845655012310166e-24
5	242	63.9577		1.0510197494275601e-28	7.006798329517068e-27
5	246	61.660183		5.964432035756711e-28	3.313573353198173e-26
5	160	60.468433		4.002662544770689e-82	2.0013312723853446e-79
5	295	59.702328		6.001857551053321e-24	2.3084067504051232e-22
5	294	59.649815		3.49795032940251e-26	1.5899774224556864e-24
5	213	59.637363		7.566167732691363e-23	2.5220559108971214e-21
5	110	59.293724		3.5301935727830366e-81	1.176731190927679e-78
5	203	58.134235		1.8277822152808164e-23	6.527793626002915e-22
5	142	58.073322		3.4715975723273204e-92	3.4715975723273204e-89
5	249	56.769905		9.156580767005157e-24	3.39132621000191e-22
5	265	55.506992		5.412579460606634e-22	1.5919351354725393e-20
5	287	55.22721		2.9572232771933487e-22	8.961282658161662e-21
