lag	cross_corr	plus_count	minus_count
0	1713	499982	500018
1	2520	499982	500018
2	2697	499982	500018
3	2611	499982	500018
4	2022	499982	500018
5	1894	499982	500018
6	2128	499982	500018
7	2018	499982	500018
8	2057	499982	500018
9	1905	499982	500018
10	1812	499982	500018
11	1852	499982	500018
12	1707	499982	500018
13	1733	499982	500018
14	1705	499982	500018
15	1684	499982	500018
16	1591	499982	500018
17	1549	499982	500018
18	1630	499982	500018
19	1635	499982	500018
20	1597	499982	500018
21	1634	499982	500018
22	1652	499982	500018
23	1596	499982	500018
24	1705	499982	500018
25	1770	499982	500018
26	1719	499982	500018
27	1838	499982	500018
28	1914	499982	500018
29	1938	499982	500018
30	1915	499982	500018
31	2150	499982	500018
32	2067	499982	500018
33	2227	499982	500018
34	2317	499982	500018
35	2387	499982	500018
36	2372	499982	500018
37	2438	499982	500018
38	2318	499982	500018
39	2291	499982	500018
40	2290	499982	500018
41	2241	499982	500018
42	1981	499982	500018
43	1854	499982	500018
44	1651	499982	500018
45	1436	499982	500018
46	1065	499982	500018
47	858	499982	500018
48	504	499982	500018
49	492	499982	500018
50	782	499982	500018
51	1337	499982	500018
52	1641	499982	500018
53	2194	499982	500018
54	2448	499982	500018
55	2858	499982	500018
56	2924	499982	500018
57	3377	499982	500018
58	3401	499982	500018
59	3591	499982	500018
60	3662	499982	500018
61	3730	499982	500018
62	3684	499982	500018
63	3841	499982	500018
64	3924	499982	500018
65	4077	499982	500018
66	3991	499982	500018
67	3942	499982	500018
68	4032	499982	500018
69	3811	499982	500018
70	4034	499982	500018
71	3895	499982	500018
72	3964	499982	500018
73	3844	499982	500018
74	4132	499982	500018
75	3781	499982	500018
76	3896	499982	500018
77	3667	499982	500018
78	3835	499982	500018
79	3645	499982	500018
80	3607	499982	500018
81	3711	499982	500018
82	3524	499982	500018
83	3528	499982	500018
84	3518	499982	500018
85	3319	499982	500018
86	3215	499982	500018
87	3292	499982	500018
88	3305	499982	500018
89	3208	499982	500018
90	3037	499982	500018
91	3196	499982	500018
92	3200	499982	500018
93	3027	499982	500018
94	2967	499982	500018
95	2927	499982	500018
96	2809	499982	500018
