lag	cross_corr	plus_count	minus_count
0	2078	499849	500151
1	4593	499849	500151
2	3416	499849	500151
3	3913	499849	500151
4	2909	499849	500151
5	2810	499849	500151
6	2808	499849	500151
7	2942	499849	500151
8	3150	499849	500151
9	3268	499849	500151
10	3165	499849	500151
11	3276	499849	500151
12	3437	499849	500151
13	3279	499849	500151
14	3048	499849	500151
15	3240	499849	500151
16	3334	499849	500151
17	3894	499849	500151
18	3402	499849	500151
19	3882	499849	500151
20	3695	499849	500151
21	4703	499849	500151
22	4142	499849	500151
23	4631	499849	500151
24	4362	499849	500151
25	5024	499849	500151
26	4384	499849	500151
27	4144	499849	500151
28	4112	499849	500151
29	4427	499849	500151
30	4784	499849	500151
31	5151	499849	500151
32	5915	499849	500151
33	5233	499849	500151
34	7196	499849	500151
35	6903	499849	500151
36	7358	499849	500151
37	4572	499849	500151
38	5451	499849	500151
39	5309	499849	500151
40	4454	499849	500151
41	4128	499849	500151
42	4847	499849	500151
43	3335	499849	500151
44	3822	499849	500151
45	3295	499849	500151
46	1934	499849	500151
47	2382	499849	500151
48	2379	499849	500151
49	4576	499849	500151
50	1399	499849	500151
51	2049	499849	500151
52	2397	499849	500151
53	3038	499849	500151
54	2996	499849	500151
55	3914	499849	500151
56	3006	499849	500151
57	4649	499849	500151
58	3407	499849	500151
59	3531	499849	500151
60	3351	499849	500151
61	3246	499849	500151
62	3370	499849	500151
63	3649	499849	500151
64	3358	499849	500151
65	3451	499849	500151
66	3438	499849	500151
67	3317	499849	500151
68	3372	499849	500151
69	3385	499849	500151
70	3401	499849	500151
71	3383	499849	500151
72	3408	499849	500151
73	3407	499849	500151
74	3373	499849	500151
75	3331	499849	500151
76	3456	499849	500151
77	3355	499849	500151
78	3421	499849	500151
79	3323	499849	500151
80	3284	499849	500151
81	3380	499849	500151
82	3292	499849	500151
83	3411	499849	500151
84	3315	499849	500151
85	3433	499849	500151
86	3220	499849	500151
87	3392	499849	500151
88	3345	499849	500151
89	3303	499849	500151
90	3270	499849	500151
91	3299	499849	500151
92	3369	499849	500151
93	3236	499849	500151
94	3218	499849	500151
95	3243	499849	500151
96	3265	499849	500151
97	3249	499849	500151
98	3216	499849	500151
99	3165	499849	500151
100	3152	499849	500151
101	3112	499849	500151
102	3163	499849	500151
103	3247	499849	500151
104	3075	499849	500151
105	3113	499849	500151
106	3054	499849	500151
107	3158	499849	500151
108	3206	499849	500151
109	3041	499849	500151
110	3046	499849	500151
111	3067	499849	500151
112	3002	499849	500151
113	3154	499849	500151
114	3048	499849	500151
115	3021	499849	500151
116	2851	499849	500151
117	2968	499849	500151
118	3009	499849	500151
119	2927	499849	500151
120	2927	499849	500151
121	2902	499849	500151
122	2969	499849	500151
123	2939	499849	500151
124	2920	499849	500151
125	2931	499849	500151
126	2921	499849	500151
127	2853	499849	500151
128	2737	499849	500151
129	2764	499849	500151
130	2785	499849	500151
131	2753	499849	500151
132	2808	499849	500151
133	2717	499849	500151
134	2736	499849	500151
135	2741	499849	500151
136	2672	499849	500151
137	2689	499849	500151
138	2707	499849	500151
139	2597	499849	500151
140	2709	499849	500151
141	2677	499849	500151
142	2662	499849	500151
143	2607	499849	500151
144	2575	499849	500151
145	2458	499849	500151
146	2577	499849	500151
147	2485	499849	500151
148	2573	499849	500151
149	2440	499849	500151
150	2408	499849	500151
151	2475	499849	500151
152	2337	499849	500151
153	2407	499849	500151
154	2372	499849	500151
155	2375	499849	500151
156	2378	499849	500151
157	2357	499849	500151
158	2305	499849	500151
159	2276	499849	500151
160	2333	499849	500151
161	2239	499849	500151
162	2306	499849	500151
163	2251	499849	500151
164	2145	499849	500151
165	2184	499849	500151
166	2252	499849	500151
167	2149	499849	500151
168	2123	499849	500151
169	2159	499849	500151
170	2134	499849	500151
171	2145	499849	500151
172	2081	499849	500151
173	2173	499849	500151
174	2033	499849	500151
175	2077	499849	500151
176	2023	499849	500151
177	2000	499849	500151
178	1981	499849	500151
179	2089	499849	500151
180	1977	499849	500151
181	2024	499849	500151
182	1919	499849	500151
183	1953	499849	500151
184	1824	499849	500151
185	1920	499849	500151
186	1902	499849	500151
187	1930	499849	500151
188	1906	499849	500151
189	1814	499849	500151
190	1829	499849	500151
191	1865	499849	500151
192	1783	499849	500151
193	1810	499849	500151
194	1735	499849	500151
195	1704	499849	500151
196	1728	499849	500151
197	1700	499849	500151
198	1692	499849	500151
199	1688	499849	500151
200	1677	499849	500151
201	1639	499849	500151
202	1605	499849	500151
203	1628	499849	500151
204	1624	499849	500151
205	1614	499849	500151
206	1600	499849	500151
207	1533	499849	500151
208	1617	499849	500151
209	1575	499849	500151
210	1538	499849	500151
211	1519	499849	500151
212	1540	499849	500151
213	1527	499849	500151
214	1471	499849	500151
215	1532	499849	500151
216	1510	499849	500151
217	1495	499849	500151
218	1437	499849	500151
219	1464	499849	500151
220	1507	499849	500151
221	1488	499849	500151
222	1393	499849	500151
223	1416	499849	500151
224	1352	499849	500151
225	1383	499849	500151
226	1342	499849	500151
227	1399	499849	500151
228	1377	499849	500151
229	1366	499849	500151
230	1355	499849	500151
231	1275	499849	500151
232	1307	499849	500151
233	1289	499849	500151
234	1356	499849	500151
235	1279	499849	500151
236	1272	499849	500151
237	1275	499849	500151
238	1276	499849	500151
239	1229	499849	500151
240	1273	499849	500151
241	1183	499849	500151
242	1178	499849	500151
243	1202	499849	500151
244	1202	499849	500151
245	1189	499849	500151
246	1201	499849	500151
247	1178	499849	500151
248	1154	499849	500151
249	1153	499849	500151
250	1180	499849	500151
