lag	cross_corr	plus_count	minus_count
0	3007	493177	506823
1	3035	493177	506823
2	3460	493177	506823
3	3414	493177	506823
4	2772	493177	506823
5	2317	493177	506823
6	2287	493177	506823
7	2529	493177	506823
8	2599	493177	506823
9	2394	493177	506823
10	2416	493177	506823
11	2461	493177	506823
12	2460	493177	506823
13	2383	493177	506823
14	2314	493177	506823
15	2288	493177	506823
16	2380	493177	506823
17	2299	493177	506823
18	2513	493177	506823
19	2631	493177	506823
20	2851	493177	506823
21	2469	493177	506823
22	2044	493177	506823
23	1950	493177	506823
24	1957	493177	506823
25	1993	493177	506823
26	2064	493177	506823
27	2003	493177	506823
28	1950	493177	506823
29	1922	493177	506823
30	1908	493177	506823
31	1910	493177	506823
32	1865	493177	506823
33	1833	493177	506823
34	1837	493177	506823
35	1691	493177	506823
36	1551	493177	506823
37	1404	493177	506823
38	1315	493177	506823
39	1278	493177	506823
40	1195	493177	506823
41	998	493177	506823
42	977	493177	506823
43	746	493177	506823
44	617	493177	506823
45	462	493177	506823
46	333	493177	506823
47	217	493177	506823
48	61	493177	506823
49	65	493177	506823
50	210	493177	506823
51	340	493177	506823
52	429	493177	506823
53	585	493177	506823
54	648	493177	506823
55	868	493177	506823
56	990	493177	506823
57	1041	493177	506823
58	1128	493177	506823
59	1226	493177	506823
60	1260	493177	506823
61	1378	493177	506823
62	1427	493177	506823
63	1473	493177	506823
64	1449	493177	506823
65	1549	493177	506823
66	1542	493177	506823
67	1595	493177	506823
68	1522	493177	506823
69	1585	493177	506823
70	1643	493177	506823
71	1603	493177	506823
72	1639	493177	506823
73	1672	493177	506823
74	1596	493177	506823
75	1666	493177	506823
76	1665	493177	506823
77	1640	493177	506823
78	1698	493177	506823
79	1617	493177	506823
80	1614	493177	506823
81	1624	493177	506823
82	1603	493177	506823
83	1682	493177	506823
84	1574	493177	506823
85	1617	493177	506823
86	1635	493177	506823
87	1591	493177	506823
88	1529	493177	506823
89	1627	493177	506823
90	1573	493177	506823
91	1511	493177	506823
92	1580	493177	506823
93	1568	493177	506823
94	1516	493177	506823
95	1495	493177	506823
96	1542	493177	506823
97	1593	493177	506823
98	1559	493177	506823
99	1500	493177	506823
100	1507	493177	506823
101	1544	493177	506823
102	1507	493177	506823
103	1479	493177	506823
104	1495	493177	506823
105	1436	493177	506823
106	1453	493177	506823
107	1394	493177	506823
108	1397	493177	506823
109	1412	493177	506823
110	1455	493177	506823
111	1394	493177	506823
112	1450	493177	506823
113	1430	493177	506823
114	1455	493177	506823
115	1354	493177	506823
116	1352	493177	506823
117	1407	493177	506823
118	1400	493177	506823
119	1351	493177	506823
120	1387	493177	506823
121	1310	493177	506823
122	1307	493177	506823
123	1367	493177	506823
124	1278	493177	506823
125	1323	493177	506823
126	1300	493177	506823
127	1237	493177	506823
128	1283	493177	506823
129	1210	493177	506823
130	1294	493177	506823
131	1216	493177	506823
132	1258	493177	506823
133	1246	493177	506823
134	1249	493177	506823
135	1249	493177	506823
136	1204	493177	506823
137	1349	493177	506823
138	1232	493177	506823
139	1238	493177	506823
140	1216	493177	506823
141	1192	493177	506823
142	1249	493177	506823
143	1201	493177	506823
144	1215	493177	506823
145	1217	493177	506823
146	1240	493177	506823
147	1273	493177	506823
148	1211	493177	506823
149	1208	493177	506823
150	1161	493177	506823
151	1109	493177	506823
152	1166	493177	506823
153	1114	493177	506823
154	1149	493177	506823
155	1141	493177	506823
156	1058	493177	506823
157	1178	493177	506823
158	1116	493177	506823
159	1130	493177	506823
160	1148	493177	506823
161	1175	493177	506823
162	1180	493177	506823
163	1132	493177	506823
164	1120	493177	506823
165	1189	493177	506823
166	1165	493177	506823
167	1134	493177	506823
168	1086	493177	506823
169	1147	493177	506823
170	1091	493177	506823
171	1062	493177	506823
172	1087	493177	506823
173	1107	493177	506823
174	1063	493177	506823
175	1067	493177	506823
176	1072	493177	506823
177	1076	493177	506823
178	1064	493177	506823
179	974	493177	506823
180	1063	493177	506823
181	1128	493177	506823
182	1063	493177	506823
183	1030	493177	506823
184	1077	493177	506823
185	1006	493177	506823
186	1058	493177	506823
187	1050	493177	506823
188	1054	493177	506823
189	1017	493177	506823
190	1061	493177	506823
191	1069	493177	506823
192	1035	493177	506823
193	993	493177	506823
194	1058	493177	506823
195	1034	493177	506823
196	1032	493177	506823
197	1009	493177	506823
198	1036	493177	506823
199	964	493177	506823
