lag	cross_corr	plus_count	minus_count
0	3420	500490	499510
1	5486	500490	499510
2	4567	500490	499510
3	4694	500490	499510
4	4617	500490	499510
5	4194	500490	499510
6	4131	500490	499510
7	4317	500490	499510
8	5020	500490	499510
9	4603	500490	499510
10	5555	500490	499510
11	5250	500490	499510
12	6557	500490	499510
13	5363	500490	499510
14	6672	500490	499510
15	7290	500490	499510
16	8130	500490	499510
17	6985	500490	499510
18	10407	500490	499510
19	7465	500490	499510
20	11663	500490	499510
21	10481	500490	499510
22	12243	500490	499510
23	11396	500490	499510
24	13559	500490	499510
25	14136	500490	499510
26	13651	500490	499510
27	14175	500490	499510
28	16397	500490	499510
29	15622	500490	499510
30	13840	500490	499510
31	17256	500490	499510
32	15737	500490	499510
33	16242	500490	499510
34	18633	500490	499510
35	19457	500490	499510
36	16055	500490	499510
37	17745	500490	499510
38	19451	500490	499510
39	19104	500490	499510
40	17334	500490	499510
41	20457	500490	499510
42	16408	500490	499510
43	18583	500490	499510
44	16942	500490	499510
45	17139	500490	499510
46	15712	500490	499510
47	16897	500490	499510
48	13889	500490	499510
49	14875	500490	499510
50	13650	500490	499510
51	18590	500490	499510
52	14932	500490	499510
53	16657	500490	499510
54	16520	500490	499510
55	18712	500490	499510
56	15968	500490	499510
57	19469	500490	499510
58	15914	500490	499510
59	16974	500490	499510
60	16720	500490	499510
61	17406	500490	499510
62	16939	500490	499510
63	15618	500490	499510
64	15284	500490	499510
65	17268	500490	499510
66	14147	500490	499510
67	15951	500490	499510
68	13893	500490	499510
69	16173	500490	499510
70	13820	500490	499510
71	13414	500490	499510
72	13826	500490	499510
73	14094	500490	499510
74	13565	500490	499510
75	11819	500490	499510
76	12781	500490	499510
77	11967	500490	499510
78	13123	500490	499510
79	10784	500490	499510
80	10864	500490	499510
81	10403	500490	499510
82	10369	500490	499510
83	9339	500490	499510
84	9984	500490	499510
85	8993	500490	499510
86	9370	500490	499510
87	8000	500490	499510
88	8836	500490	499510
89	7539	500490	499510
90	8203	500490	499510
91	8183	500490	499510
92	7441	500490	499510
93	7605	500490	499510
94	7274	500490	499510
95	7300	500490	499510
96	6324	500490	499510
97	6184	500490	499510
98	6819	500490	499510
99	6059	500490	499510
100	6006	500490	499510
101	5487	500490	499510
102	6200	500490	499510
103	5613	500490	499510
104	5205	500490	499510
105	5383	500490	499510
106	5370	500490	499510
107	5213	500490	499510
108	4794	500490	499510
109	5032	500490	499510
110	4977	500490	499510
111	4664	500490	499510
112	4810	500490	499510
113	4644	500490	499510
114	4599	500490	499510
115	4372	500490	499510
116	4570	500490	499510
117	4329	500490	499510
118	4103	500490	499510
