lag	cross_corr	plus_count	minus_count
0	491	399849	600151
1	570	399849	600151
2	498	399849	600151
3	489	399849	600151
4	439	399849	600151
5	400	399849	600151
6	368	399849	600151
7	392	399849	600151
8	399	399849	600151
9	376	399849	600151
10	353	399849	600151
11	373	399849	600151
12	340	399849	600151
13	382	399849	600151
14	344	399849	600151
15	346	399849	600151
16	355	399849	600151
17	308	399849	600151
18	343	399849	600151
19	327	399849	600151
20	325	399849	600151
21	313	399849	600151
22	298	399849	600151
23	243	399849	600151
24	240	399849	600151
25	248	399849	600151
26	261	399849	600151
27	250	399849	600151
28	258	399849	600151
29	224	399849	600151
30	228	399849	600151
31	212	399849	600151
32	195	399849	600151
33	192	399849	600151
34	217	399849	600151
35	196	399849	600151
36	188	399849	600151
37	152	399849	600151
38	212	399849	600151
39	185	399849	600151
40	162	399849	600151
41	191	399849	600151
42	159	399849	600151
43	184	399849	600151
44	180	399849	600151
45	188	399849	600151
46	159	399849	600151
47	156	399849	600151
48	113	399849	600151
49	141	399849	600151
50	240	399849	600151
51	375	399849	600151
52	431	399849	600151
53	474	399849	600151
54	530	399849	600151
55	549	399849	600151
56	603	399849	600151
57	660	399849	600151
58	640	399849	600151
59	642	399849	600151
60	604	399849	600151
61	633	399849	600151
62	574	399849	600151
63	564	399849	600151
64	540	399849	600151
65	494	399849	600151
66	424	399849	600151
67	444	399849	600151
68	407	399849	600151
69	393	399849	600151
70	347	399849	600151
71	346	399849	600151
72	359	399849	600151
73	322	399849	600151
74	351	399849	600151
75	293	399849	600151
76	305	399849	600151
77	302	399849	600151
78	285	399849	600151
79	317	399849	600151
80	312	399849	600151
81	309	399849	600151
82	305	399849	600151
83	298	399849	600151
84	259	399849	600151
85	319	399849	600151
86	319	399849	600151
87	299	399849	600151
88	312	399849	600151
89	307	399849	600151
90	343	399849	600151
91	312	399849	600151
92	283	399849	600151
93	337	399849	600151
94	311	399849	600151
95	314	399849	600151
96	312	399849	600151
97	272	399849	600151
98	309	399849	600151
99	295	399849	600151
100	327	399849	600151
101	290	399849	600151
102	315	399849	600151
103	300	399849	600151
104	305	399849	600151
105	305	399849	600151
106	297	399849	600151
107	288	399849	600151
108	321	399849	600151
109	321	399849	600151
110	293	399849	600151
111	337	399849	600151
112	323	399849	600151
113	294	399849	600151
114	307	399849	600151
115	283	399849	600151
116	333	399849	600151
117	288	399849	600151
118	316	399849	600151
119	290	399849	600151
120	339	399849	600151
121	289	399849	600151
122	306	399849	600151
123	300	399849	600151
124	298	399849	600151
125	324	399849	600151
126	284	399849	600151
127	282	399849	600151
128	308	399849	600151
129	296	399849	600151
130	271	399849	600151
131	305	399849	600151
132	285	399849	600151
133	281	399849	600151
134	255	399849	600151
135	278	399849	600151
136	262	399849	600151
137	256	399849	600151
138	270	399849	600151
139	279	399849	600151
140	280	399849	600151
141	282	399849	600151
142	262	399849	600151
143	258	399849	600151
144	258	399849	600151
145	288	399849	600151
146	269	399849	600151
147	286	399849	600151
148	269	399849	600151
149	297	399849	600151
150	245	399849	600151
151	257	399849	600151
152	284	399849	600151
153	278	399849	600151
154	260	399849	600151
155	268	399849	600151
156	285	399849	600151
157	295	399849	600151
158	256	399849	600151
159	251	399849	600151
160	246	399849	600151
161	279	399849	600151
162	272	399849	600151
163	236	399849	600151
164	283	399849	600151
165	283	399849	600151
166	286	399849	600151
167	259	399849	600151
168	271	399849	600151
169	267	399849	600151
170	271	399849	600151
171	278	399849	600151
