# Constructed from biom file
#OTU ID	hFMT_cecal_1296_1	hFMT_cecal_1296_2	hFMT_cecal_1296_3	hFMT_cecal_1297_1	hFMT_cecal_1297_2	hFMT_cecal_1297_4	mFMT_cecal_1191_2	mFMT_cecal_1191_3	mFMT_cecal_1275_1	mFMT_cecal_1275_2	mFMT_cecal_1275_4	noFMT_cecal_1192_1	noFMT_cecal_1192_3	noFMT_cecal_1294_1	noFMT_cecal_1294_2	noFMT_cecal_1294_3	noFMT_cecal_1295_4
d46e2205f0c6ecf67b51f83d111c509c	0.0	0.0	7.0	32.0	53.0	22.0	0.0	10.0	6.0	30.0	4.0	2079.0	1619.0	2702.0	3086.0	3690.0	77.0
99deb3c5ecb022ec05609ebd1112a557	1562.0	1519.0	1388.0	2286.0	4855.0	1416.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0
df0e3d38eec730326754d8c17a8b8efe	134.0	135.0	76.0	333.0	269.0	241.0	593.0	401.0	736.0	773.0	290.0	533.0	1111.0	1738.0	1372.0	2361.0	84.0
bf611493002f5918a68778bde2def567	209.0	173.0	297.0	1840.0	4336.0	1753.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	201.0
e4597f1dce864c29882fa64f616d1a6c	0.0	0.0	0.0	0.0	0.0	0.0	2555.0	2491.0	722.0	1180.0	1089.0	0.0	0.0	0.0	6.0	0.0	0.0
efa934e07029e49f4b1959b33c677589	0.0	0.0	0.0	123.0	203.0	151.0	4572.0	2793.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0
836cd5ea357ad392c00a7e48d921be1d	511.0	456.0	670.0	1917.0	2719.0	1424.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
7b28c20e72c6c95b3e604f0849245770	1727.0	1194.0	924.0	0.0	0.0	0.0	640.0	993.0	1039.0	339.0	540.0	0.0	0.0	0.0	0.0	0.0	7.0
99bccd58aaeb00f98e22add40be6e36b	0.0	2.0	2.0	0.0	11.0	27.0	0.0	0.0	0.0	0.0	0.0	2508.0	3298.0	185.0	458.0	740.0	63.0
945184b6386c192c0066e0a98a154780	12.0	5.0	6.0	15.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	3192.0	2348.0	239.0	276.0	220.0	76.0
c67445ed68d61f49e41b7bdd1de019fb	0.0	0.0	0.0	1800.0	2441.0	1291.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	371.0
824b9c5e131ccef5ab3286cfde31640c	1243.0	1273.0	2220.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ef3a40c4f26b5019887d73ceaaab84f2	90.0	204.0	219.0	0.0	0.0	0.0	342.0	132.0	0.0	343.0	343.0	0.0	0.0	1093.0	580.0	997.0	390.0
d8e7f9181e4d5a4a6453e9ca9996a43f	79.0	17.0	18.0	630.0	1012.0	555.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2300.0
898eb92ef2d1ef893f7d0c383527b44d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1258.0	1032.0	1754.0	0.0
b7e5e417da183df1d5cb33a51a10991d	0.0	0.0	0.0	1287.0	1556.0	1023.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fcc84f75257e928f79853e39bb2c6d23	23.0	39.0	25.0	29.0	30.0	38.0	8.0	0.0	0.0	12.0	7.0	1506.0	1235.0	91.0	72.0	178.0	0.0
fbd67349783ebeacc69814257b694d56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2894.0
0ad13b6d1cd98ad7e8f6ee9909d33114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1262.0	758.0	867.0	0.0	0.0	0.0	0.0	0.0	0.0
a5a7486c3e60ff3d6cc20e9e6359e7ea	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1537.0	1246.0	0.0	0.0	0.0	0.0
95fdd816723ca482a5caba10bea171c8	22.0	11.0	8.0	35.0	37.0	41.0	28.0	45.0	46.0	29.0	12.0	780.0	633.0	202.0	218.0	363.0	80.0
610fec3c1f64661f446a6e8270f23d0c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1256.0	462.0	696.0	0.0	0.0	0.0	0.0	0.0	0.0
bfa3561ca0d31bca54be08e2d9f7937f	57.0	104.0	126.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	1169.0	710.0	34.0	28.0	24.0	0.0
9b4036adb487adfe4ca484346b5b9a7b	0.0	51.0	54.0	0.0	0.0	0.0	114.0	0.0	71.0	275.0	235.0	0.0	0.0	438.0	219.0	394.0	160.0
ccdef274ce16fe6326f9b25699355907	0.0	0.0	0.0	0.0	0.0	0.0	1198.0	799.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
76b39e86c95e0c7dd8b9c57b974f6532	464.0	427.0	508.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	583.0
3b94c19ef326eea0918e1c3d244c999c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	982.0	763.0	56.0	76.0	95.0	0.0
bbee9f3d2ff7eae779b70c7ac2c971e4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	492.0	703.0	714.0	0.0	0.0	0.0	0.0	0.0	0.0
7421a0056850e30172e2c541c9215c11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	756.0	532.0	596.0	0.0	0.0	0.0	0.0	0.0	0.0
8db46ef308da48194bea08dc4ebf8830	431.0	391.0	714.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bb240d61d92f92d75a5b0b95edbe7b43	0.0	0.0	0.0	373.0	822.0	333.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
446b888f8119b56e60b68ad01e3dd288	0.0	0.0	0.0	0.0	0.0	0.0	356.0	0.0	573.0	366.0	134.0	0.0	0.0	0.0	0.0	0.0	0.0
5d6d200a9ac1ce63fef95fdd57cd4039	0.0	0.0	0.0	0.0	0.0	0.0	227.0	283.0	26.0	161.0	661.0	0.0	0.0	0.0	0.0	0.0	0.0
dd3f1d27af1be908d3c3fd143339aa9c	0.0	0.0	0.0	0.0	0.0	0.0	277.0	413.0	72.0	153.0	433.0	0.0	0.0	0.0	0.0	0.0	0.0
3ee3085cd6f25c2449332df3675b9eee	0.0	0.0	0.0	0.0	0.0	0.0	236.0	16.0	351.0	424.0	308.0	0.0	0.0	0.0	0.0	0.0	0.0
2cf0267a31dc6f1b8ee65c913b8f6e4d	0.0	0.0	0.0	0.0	0.0	0.0	101.0	22.0	26.0	75.0	100.0	0.0	0.0	370.0	250.0	370.0	0.0
707740d13076516032127f753473cfc3	0.0	0.0	0.0	0.0	0.0	0.0	368.0	330.0	142.0	107.0	365.0	0.0	0.0	0.0	0.0	0.0	0.0
d49783e7800974b5f2bcce554e26072e	40.0	43.0	62.0	328.0	375.0	336.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ef6a209f17415ca40777d4f3e0459647	0.0	0.0	0.0	371.0	422.0	322.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9c6688b479e664fa9d070647653e49ed	0.0	45.0	48.0	0.0	0.0	0.0	91.0	0.0	0.0	0.0	0.0	0.0	0.0	335.0	154.0	287.0	124.0
b4138e283c45cf0bc5387f9794bdfbcf	0.0	0.0	0.0	0.0	0.0	0.0	182.0	318.0	51.0	143.0	320.0	0.0	0.0	0.0	0.0	0.0	0.0
35f3ce6a0ee2829e6ccb193be3c4338b	0.0	0.0	0.0	0.0	0.0	0.0	295.0	487.0	24.0	84.0	97.0	0.0	0.0	0.0	0.0	0.0	0.0
7ee3e4343242684ba3ce459672348ff7	301.0	278.0	394.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
27f098662c8f87b4aaff903d9c0f28d3	0.0	0.0	0.0	288.0	472.0	202.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9d5054752ed33d6a22bd0f96b5618b1c	230.0	111.0	227.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	393.0
82b6b13c800633859b139cf0569b4cda	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	369.0	264.0	291.0	0.0	0.0	0.0	0.0	0.0	0.0
5fbc483f79cd97d3a7253931f37c33e8	33.0	30.0	39.0	245.0	281.0	213.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.0
b9ed1a2c86edb972db7742981e6901da	0.0	0.0	0.0	0.0	0.0	0.0	0.0	56.0	0.0	11.0	0.0	228.0	305.0	59.0	80.0	138.0	0.0
d0417e7dd01848506753cf0c243a6cc8	281.0	273.0	273.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8795c5a86013864dc11f24b89e8cdd8c	249.0	268.0	296.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1569f7ae988e26c905ab8fab427c8a0d	379.0	218.0	199.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3d2cd874a4eea35af603ca0c0c25c89f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	80.0	0.0	0.0	0.0	0.0	0.0	281.0	192.0	214.0	0.0
2ef1e51ab1cf99a3c6417b05a060830e	7.0	0.0	6.0	48.0	22.0	17.0	43.0	53.0	81.0	35.0	39.0	0.0	0.0	72.0	161.0	167.0	7.0
506efac48dc5d5be2c0122c381639a3f	0.0	0.0	0.0	307.0	204.0	238.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
294439019add4f19e8d5d95d40921207	119.0	84.0	69.0	0.0	0.0	0.0	133.0	82.0	36.0	124.0	63.0	0.0	0.0	0.0	0.0	0.0	0.0
958d78a02bef69a795806f97adb117ea	0.0	0.0	0.0	0.0	0.0	0.0	49.0	54.0	0.0	30.0	52.0	0.0	0.0	148.0	124.0	247.0	0.0
1b8dec58597978264025b9eba656ffb5	170.0	148.0	220.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	149.0
2c982937754e6321f861027032db80f7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	681.0
15029a53d91a033bae30c1ad032ad804	0.0	0.0	0.0	0.0	0.0	0.0	153.0	496.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
54dcb911e3ab04e9d5b30c3912100b41	0.0	0.0	0.0	0.0	0.0	0.0	93.0	94.0	114.0	188.0	148.0	0.0	0.0	0.0	0.0	0.0	0.0
da8644094f1d480f3b3a6a03a7027ab4	0.0	0.0	0.0	165.0	237.0	216.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69a11f927915e2a3ba1f7b9c84486527	201.0	191.0	223.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a9b24370bdb02a8ee91855de7b8b2813	3.0	0.0	0.0	8.0	6.0	9.0	0.0	0.0	123.0	36.0	153.0	0.0	0.0	55.0	124.0	90.0	0.0
99ee92e36a3bfda54437f2370facd8c8	0.0	0.0	0.0	0.0	0.0	0.0	44.0	57.0	48.0	98.0	153.0	0.0	0.0	0.0	0.0	0.0	192.0
f005c8c557afa9e8ed92a77753fc6770	85.0	93.0	111.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	299.0
4598e7db6dff8f019ff4f6c50dc05df4	0.0	0.0	0.0	0.0	0.0	0.0	113.0	105.0	156.0	52.0	150.0	0.0	0.0	0.0	0.0	0.0	0.0
f479c23321346918723839e33a3544f4	74.0	80.0	0.0	116.0	147.0	139.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
6326f3883ecfa02452ebaa3af9c5d84c	123.0	121.0	166.0	28.0	60.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9ea77e95fbfd1a99c9c28db3b03a01a8	41.0	29.0	27.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	425.0
8e6f1849d93723676dff6cb1962941a8	0.0	0.0	0.0	0.0	0.0	0.0	191.0	53.0	119.0	72.0	85.0	0.0	0.0	0.0	0.0	0.0	0.0
fe9a3e2c5c45bec637506a2ae1eb243c	0.0	0.0	0.0	0.0	0.0	0.0	128.0	54.0	14.0	9.0	278.0	0.0	0.0	0.0	0.0	0.0	0.0
929c99dbf854b1a24d85a380e7b0af8f	0.0	0.0	0.0	0.0	0.0	0.0	81.0	109.0	0.0	54.0	239.0	0.0	0.0	0.0	0.0	0.0	0.0
0df6c802966e8670279671824da4f10a	0.0	0.0	0.0	0.0	0.0	0.0	142.0	81.0	130.0	74.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0
08faf2041b38f0c8f2faa68e7d5edd31	0.0	0.0	0.0	0.0	0.0	0.0	106.0	117.0	14.0	18.0	62.0	0.0	0.0	60.0	0.0	92.0	0.0
8da18b476b64f6f053647455b6890f80	0.0	0.0	0.0	0.0	0.0	0.0	109.0	123.0	30.0	86.0	103.0	0.0	0.0	0.0	0.0	0.0	0.0
d2cde13160adb3f2b39daad4d939d211	0.0	0.0	0.0	0.0	0.0	0.0	166.0	99.0	45.0	0.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0
a6bed81ae136bbcaf60c91d83befaa68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	9.0	16.0	0.0	0.0	0.0	147.0	105.0	131.0	0.0
37a0a427f45ea3b8299b4a41c10d02e6	0.0	0.0	0.0	0.0	0.0	0.0	117.0	131.0	12.0	35.0	127.0	0.0	0.0	0.0	0.0	0.0	0.0
ce78414357068359ddae6a47b6592a08	0.0	0.0	0.0	0.0	0.0	0.0	43.0	41.0	11.0	45.0	74.0	0.0	0.0	71.0	67.0	67.0	2.0
b143df6bc7b90f7ecbe19c0526e3bd82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	174.0	110.0	117.0	0.0
daae43be6cf06991f62a085ba8bff3b6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	213.0	104.0	77.0	0.0	0.0	0.0	0.0	0.0	0.0
eb736939d75ad207f5c1a4f3053d2ee4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	378.0
df1e3080300aed496c300246714bd838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	117.0	188.0	0.0
47f770032218f91b352999ff1f663807	67.0	96.0	95.0	35.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f9f60c2b7142924f5bf6369037234212	0.0	0.0	0.0	0.0	0.0	0.0	252.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
e2ca214f7055c2a6eedc54ac7689d169	86.0	97.0	58.0	0.0	0.0	0.0	26.0	15.0	12.0	0.0	42.0	0.0	0.0	0.0	0.0	0.0	0.0
d611e03044e800bf023cfc92bec2106a	52.0	68.0	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	111.0
67e8859e108281ee7971084bfa759522	0.0	0.0	0.0	116.0	124.0	73.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d6eda88bd8370a52076b0dafde12249a	0.0	0.0	0.0	0.0	0.0	0.0	41.0	23.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	216.0
f3ab5707834c9572c581b0b00c369ec3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	298.0
31774b2ab198d7b5abc9f0d6e8a5ffc2	82.0	89.0	122.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
332a6411ff00b4010ac2397f504c4695	132.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	160.0
940c5c7f5d291961c87dd25da8580e29	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	183.0	41.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0
b1652dc664d4e8ce2d123d26687d1204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.0	50.0	124.0	0.0	0.0	0.0	0.0	0.0	0.0
ee766857ab5fc018ac26632146bc90e1	0.0	0.0	0.0	0.0	0.0	0.0	54.0	51.0	68.0	66.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0
