pathway_id	pathway_name	gene_id
pau01053	Biosynthesis of siderophore group nonribosomal peptides - Pseudomonas aeruginosa UCBPP-PA14	PA14_09210
pau01053	Biosynthesis of siderophore group nonribosomal peptides - Pseudomonas aeruginosa UCBPP-PA14	PA14_09220
pau01053	Biosynthesis of siderophore group nonribosomal peptides - Pseudomonas aeruginosa UCBPP-PA14	PA14_09240
pau01053	Biosynthesis of siderophore group nonribosomal peptides - Pseudomonas aeruginosa UCBPP-PA14	PA14_09270
pau01053	Biosynthesis of siderophore group nonribosomal peptides - Pseudomonas aeruginosa UCBPP-PA14	PA14_09280
pau01053	Biosynthesis of siderophore group nonribosomal peptides - Pseudomonas aeruginosa UCBPP-PA14	PA14_09290
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	PA14_10160
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	PA14_10180
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	PA14_20030
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	PA14_33540
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	PA14_33550
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	PA14_33560
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	PA14_33690
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	PA14_33760
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	PA14_48115
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	PA14_54980
pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	PA14_62000
pau01210	2-Oxocarboxylic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_33500
pau01210	2-Oxocarboxylic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_35520
pau01210	2-Oxocarboxylic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_35530
pau01210	2-Oxocarboxylic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_38200
pau00785	Lipoic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_35520
pau00785	Lipoic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_35530
pau00401	Novobiocin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_31820
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	PA14_06170
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	PA14_06180
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	PA14_15190
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	PA14_15200
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	PA14_20000
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	PA14_28980
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	PA14_47390
pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	PA14_64690
pau00261	Monobactam biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_33510
pau00640	Propanoate metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_35520
pau00640	Propanoate metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_35530
pau00280	Valine, leucine and isoleucine degradation - Pseudomonas aeruginosa UCBPP-PA14	PA14_35520
pau00280	Valine, leucine and isoleucine degradation - Pseudomonas aeruginosa UCBPP-PA14	PA14_35530
pau00660	C5-Branched dibasic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_38200
pau04146	Peroxisome - Pseudomonas aeruginosa UCBPP-PA14	PA14_58000
pau00290	Valine, leucine and isoleucine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_38200
pau00130	Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	PA14_09210
pau00360	Phenylalanine metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_31820
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_09210
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_09220
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_31820
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_33500
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_33510
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_35520
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_35530
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_38200
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_55580
pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	PA14_58030
pau00470	D-Amino acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	PA14_63940
pau03010	Ribosome - Pseudomonas aeruginosa UCBPP-PA14	PA14_17700
