pathway_id	pathway_name	gene_id
1006.8696247327	1.77147446180098	PA14_15200
104304.588585825	6.45466546159559	PA14_33630
1067.27848589034	2.09184520071987	PA14_31820
10692.3431353297	1.68942931585556	PA14_12450
1080.40577528556	2.01987634630152	PA14_55560
111508.277901821	3.02158504760543	PA14_09280
111579.078304597	1.836592957459	PA14_09340
11256.4359928417	2.259370954908	PA14_48115
1148.83397524828	3.49870293309803	PA14_49720
115916.171877467	2.63149394707125	PA14_09270
11667.249693837	2.19566301995261	PA14_10210
1176.67379582762	1.56187237417328	PA14_17740
120430.952389762	6.12328796903991	PA14_33650
12550.6030798274	2.28358103409431	PA14_09370
12682.6530709578	3.09494492418911	PA14_60480
1282.77672327952	2.76297293550159	PA14_33910
1309.20885252155	1.82075093053221	PA14_33840
1309.48718714601	1.55036612963911	PA14_02510
13159.1209835039	5.77596064745174	PA14_33820
13425.5556656623	5.04505241496833	PA14_33500
1366.99074259075	1.60512052424468	PA14_35520
13682.3405353132	3.06337471421538	PA14_09290
1389.02403613276	1.69199678054617	PA14_56640
14031.3485285204	5.10753875456656	PA14_20010
14772.7829961515	2.13807649339055	PA14_09380
1489.16161683026	1.94404926553131	PA14_10160
14898.7731768226	1.74820525854122	PA14_09260
15008.9736055115	1.53285244815463	PA14_63940
1507.28141252498	1.57569051328323	PA14_28980
15089.1419277384	2.80347927248297	PA14_09320
15450.1162427115	2.90269466951507	PA14_09300
164.696303456109	1.93928998335799	PA14_03110
1666.55522561128	1.56264862989107	PA14_10180
1716.44188644372	3.32000025096645	PA14_49560
17449.2236546571	3.86021164160567	PA14_57990
1766.29104729276	5.12050463364801	PA14_33540
1844.56886330509	4.19877158658335	PA14_33250
1868.36733386585	1.5598407898142	PA14_69640
190.9920071011	1.622181336217	PA14_26160
200243.428202272	6.73953784577245	PA14_33610
2029.82189527885	4.74647166580907	PA14_33570
20387.2414914444	3.50890744986064	PA14_38220
205380.276322447	7.25136167398187	PA14_33280
20596.4708979715	1.88134888035462	PA14_55580
212.894998823184	2.78453713943762	PA14_71110
2140.1922472576	1.63438886719628	PA14_17730
21734.1202540964	1.90785436594589	PA14_17720
2186.38456600741	1.77774422629123	PA14_35530
22126.7704022378	3.46942951216924	PA14_48140
2230.88220293651	4.37886895645568	PA14_33530
22333.817015267	3.70636449166614	PA14_58010
23273.2112891799	2.54702021934988	PA14_09230
237851.875604748	7.96352721837181	PA14_20020
24401.8154503385	1.70022840852979	PA14_10200
2485.8605362179	2.78499568234129	PA14_71100
2541.10532144602	1.87767063735871	PA14_32930
2553.1604432431	3.70762451018026	PA14_20000
2584.08029872621	5.22707940736239	PA14_33550
26494.3212536869	2.81933330387904	PA14_09220
266.104698843562	2.12310394437175	PA14_68030
2690.12182526344	3.22062561807646	PA14_33750
2768.03354444402	1.59037134298667	PA14_11010
2874.91420924906	2.52001385605317	PA14_47380
2879.48886204615	1.57312322495202	PA14_68040
291.417778091468	1.76788292562824	PA14_55550
3002.77522345842	4.58364385574324	PA14_33560
3039.88484024521	1.70497160504612	PA14_55570
33105.5140255763	6.15854716545188	PA14_33810
3314.16645832344	1.98820165105009	PA14_64690
3444.98790245479	6.30398244163727	PA14_33270
3589.99005834834	5.17500805267997	PA14_33590
3617.51283809882	2.04683934841695	PA14_24140
3666.48336432458	4.1900996113389	PA14_20050
