pathway_id	pathway_name	foreground_hits	pathway_genes_in_universe	foreground_genes_in_universe	universe_genes	p_value	adjusted_p_value	foreground_hit_genes
1006.8696247327	1.77147446180098	1	1	133	133	1	1	PA14_15200
104304.588585825	6.45466546159559	1	1	133	133	1	1	PA14_33630
1067.27848589034	2.09184520071987	1	1	133	133	1	1	PA14_31820
10692.3431353297	1.68942931585556	1	1	133	133	1	1	PA14_12450
1080.40577528556	2.01987634630152	1	1	133	133	1	1	PA14_55560
111508.277901821	3.02158504760543	1	1	133	133	1	1	PA14_09280
111579.078304597	1.836592957459	1	1	133	133	1	1	PA14_09340
11256.4359928417	2.259370954908	1	1	133	133	1	1	PA14_48115
1148.83397524828	3.49870293309803	1	1	133	133	1	1	PA14_49720
115916.171877467	2.63149394707125	1	1	133	133	1	1	PA14_09270
11667.249693837	2.19566301995261	1	1	133	133	1	1	PA14_10210
1176.67379582762	1.56187237417328	1	1	133	133	1	1	PA14_17740
120430.952389762	6.12328796903991	1	1	133	133	1	1	PA14_33650
12550.6030798274	2.28358103409431	1	1	133	133	1	1	PA14_09370
12682.6530709578	3.09494492418911	1	1	133	133	1	1	PA14_60480
1282.77672327952	2.76297293550159	1	1	133	133	1	1	PA14_33910
1309.20885252155	1.82075093053221	1	1	133	133	1	1	PA14_33840
1309.48718714601	1.55036612963911	1	1	133	133	1	1	PA14_02510
13159.1209835039	5.77596064745174	1	1	133	133	1	1	PA14_33820
13425.5556656623	5.04505241496833	1	1	133	133	1	1	PA14_33500
1366.99074259075	1.60512052424468	1	1	133	133	1	1	PA14_35520
13682.3405353132	3.06337471421538	1	1	133	133	1	1	PA14_09290
1389.02403613276	1.69199678054617	1	1	133	133	1	1	PA14_56640
14031.3485285204	5.10753875456656	1	1	133	133	1	1	PA14_20010
14772.7829961515	2.13807649339055	1	1	133	133	1	1	PA14_09380
1489.16161683026	1.94404926553131	1	1	133	133	1	1	PA14_10160
14898.7731768226	1.74820525854122	1	1	133	133	1	1	PA14_09260
15008.9736055115	1.53285244815463	1	1	133	133	1	1	PA14_63940
1507.28141252498	1.57569051328323	1	1	133	133	1	1	PA14_28980
15089.1419277384	2.80347927248297	1	1	133	133	1	1	PA14_09320
15450.1162427115	2.90269466951507	1	1	133	133	1	1	PA14_09300
164.696303456109	1.93928998335799	1	1	133	133	1	1	PA14_03110
1666.55522561128	1.56264862989107	1	1	133	133	1	1	PA14_10180
1716.44188644372	3.32000025096645	1	1	133	133	1	1	PA14_49560
17449.2236546571	3.86021164160567	1	1	133	133	1	1	PA14_57990
1766.29104729276	5.12050463364801	1	1	133	133	1	1	PA14_33540
1844.56886330509	4.19877158658335	1	1	133	133	1	1	PA14_33250
1868.36733386585	1.5598407898142	1	1	133	133	1	1	PA14_69640
190.9920071011	1.622181336217	1	1	133	133	1	1	PA14_26160
200243.428202272	6.73953784577245	1	1	133	133	1	1	PA14_33610
