gene	log2_fold_change	p_value	fdr
CFLAR	-0.060713295309320334	0.5631975984042799	0.7821276658111914
ARF5	0.1093348319094225	0.45598775029794925	0.707477217937103
SKAP2	-0.09377656086511817	0.5338989511928545	0.7606596223874268
POLR2J	-0.010080151625310611	0.9325973524766982	0.9713422862166193
KMT2E	0.0533001005440175	0.6059125955724604	0.8024551427924429
MYCBP2	0.07560605734293549	0.587075888117174	0.7914447586032469
FBXL3	0.1063901542104183	0.5081251302203356	0.7408000214873415
ITGAL	0.2030764254691974	0.20272695695154408	0.4593316814708004
KDM7A	0.0915341770056213	0.6374406768700265	0.8255651712730748
IFRD1	0.04697642053122958	0.8499932370992682	0.9320854669645992
PAFAH1B1	-0.1961571094650408	0.13170033735379852	0.37120272599325066
PSMB1	-0.36215499745320495	0.0011931412272708298	0.026230750981077165
JARID2	-0.05765838427102326	0.7461764841256004	0.8992317443820622
CDKL5	0.878018008113564	2.460471695630261e-06	0.0005610703248582543
SPAG9	0.3442732549640648	0.0037615713081874612	0.04633866723620588
ST3GAL1	-0.1129332373744711	0.5757986851665144	0.7905870631862116
SEC62	-0.002924522885174782	0.9849937137549414	0.9926347087135481
RPS20	0.11420709621701883	0.22983721643037414	0.49020504817761884
CSDE1	0.07359791403677961	0.43114985272859474	0.6813041555306776
ZNF207	0.04788575171913293	0.560419861140977	0.7813072990931279
IDS	0.35664070483747434	0.05258500891208721	0.2189055975659384
BTK	0.31751855796711537	0.01976202850439577	0.12954100336138327
AKAP8L	0.03113926677878015	0.8297042081763734	0.9318552490071347
SLC25A39	-0.3031679843304649	0.12151391409395758	0.35650697294666983
CLK1	0.3482444965075114	0.017121067108713525	0.1187670140696681
RNF14	-0.1819083662534779	0.3484896575308045	0.6148045933475551
CAPN1	-0.059282176675372784	0.7410802673831937	0.8976882641198911
WAS	-0.2464552146517671	0.06696433310016137	0.24952651622075755
RALBP1	-0.3244357691333402	0.06239045793381551	0.24096206591195232
CD74	0.20148907816669076	0.3235216411877587	0.5957934574557875
SERPINB1	-0.29825015717049	0.019981343113908118	0.13007372929779745
RTF2	-0.15085317636758352	0.3890399019661316	0.6427029131902914
RNF10	0.19925899210770034	0.060767052298764695	0.23661067502707014
RB1CC1	0.20092670600612975	0.22002531222449817	0.4778361263963645
STRAP	-0.19791083251273536	0.3235379447065718	0.5957934574557875
UBR2	0.15395798577981717	0.3502916192026202	0.6148814413917465
PHF20	0.1734807765113517	0.14308849895457548	0.38404115946357165
TYMP	-0.2645704670611731	0.13004713327086204	0.36945795913332374
VIM	-0.34733222926715795	0.03655654641557515	0.18075884023479893
RNASET2	-0.08600777269941318	0.47925153124437647	0.7200385929091818
PIAS1	0.048244185767228234	0.7353653986602673	0.8950912731563219
MAP2K3	0.057022164700647075	0.6851435289749421	0.8641395436056419
TMSB10	-0.3593121464808118	0.03539248574076378	0.17683867875367637
GABARAPL2	-0.04178916719593657	0.7183728623016816	0.8860849431621205
CUL3	-0.13733034701734195	0.32791568072836164	0.5992802885679226
BOD1L1	0.00608819286733361	0.9520795925492703	0.9737705641452316
PSMA4	-0.3496274572186976	0.016204769857049866	0.11520704540161322
AP2S1	-0.21224147258684598	0.10754005865840957	0.3292881994900485
DCUN1D1	-0.2599288301330684	0.15710451748168086	0.40597170973114277
TPR	0.1628700088702135	0.3086176909513402	0.5787594230570409
