ENCSR000EPH	4445644017	2
ENCSR000EOS	4161263661	2
ENCSR000EMD	3967914625	2
ENCSR122VUW	3887606331	2
ENCSR000EQE	3688535924	2
ENCSR000EMW	3422699812	2
ENCSR000FJH	3361531595	2
ENCSR000EQL	3296775099	2
ENCSR000EMT	3156472139	2
ENCSR000ENK	3140742774	2
ENCSR000EPU	3043891044	2
ENCSR000EOC	3028603814	2
ENCSR000ENC	2879595982	2
ENCSR000EPF	2793444072	2
ENCSR000ENE	2769042007	2
ENCSR000ENU	2737875268	2
ENCSR000EPQ	2732727699	2
ENCSR000EOA	2712197177	2
ENCSR000EPN	2676368462	2
ENCSR000ENX	2657455662	2
