gene	log2_fold_change	p_value	fdr
CFLAR	-0.06071329896515614	0.5632250752313211	0.7831402655589531
ARF5	0.10931753979006044	0.4560263331847345	0.7075587732041103
SKAP2	-0.09378099681199889	0.5338432753793363	0.7606872559617813
POLR2J	-0.010078491365792048	0.9326252920733864	0.9713713865691467
KMT2E	0.053286384532387786	0.6060533534830989	0.8028218520013581
MYCBP2	0.07560174534463435	0.5870508282821425	0.7932525790470681
FBXL3	0.10639317921224171	0.5080842522116165	0.7416265540453524
ITGAL	0.20306315816282622	0.20269614190176255	0.4597663282184424
KDM7A	0.0915234234957508	0.6374016066941419	0.8273981818872643
IFRD1	0.04700531043354224	0.8498497592022815	0.9351776826896073
PAFAH1B1	-0.19615991992095597	0.1316598465914455	0.37229505566228543
PSMB1	-0.3621466755047843	0.001195669246070586	0.026562653807739138
JARID2	-0.05770858048015193	0.7459204437116789	0.9002705355270177
CDKL5	0.8780228988469918	2.44723923275887e-06	0.0007073706122358564
SPAG9	0.3442737097259116	0.003765399239213222	0.046385823386514605
ST3GAL1	-0.11296898238866085	0.5755885843008994	0.790880852851909
SEC62	-0.0029281694687617052	0.9849721856695528	0.9926130136260867
RPS20	0.11420091614335987	0.2299113593598392	0.49036318287344804
CSDE1	0.07359416997318508	0.43126711764834325	0.6817264503534098
ZNF207	0.047893852552901094	0.5605672246023127	0.7818650175343078
IDS	0.3566396956035925	0.05252807098373077	0.22077239245809194
BTK	0.31751642737102487	0.019752153028618557	0.12972195450003293
AKAP8L	0.03115258978881181	0.8296502732560824	0.9327853977049109
SLC25A39	-0.3031645776202011	0.12144357396844029	0.3570465279239358
CLK1	0.34824398265457307	0.017108789611017486	0.11868184637933973
RNF14	-0.18187117764053282	0.3484660767505079	0.6154025812502681
CAPN1	-0.05926693406739777	0.7410952061476519	0.8982886984163831
WAS	-0.24645622790165478	0.06696956983967683	0.2507721372017712
RALBP1	-0.32442075552413474	0.06236281319713676	0.24085529745596873
CD74	0.20146073057846275	0.32344067716687497	0.5963828744147927
SERPINB1	-0.29825176296646133	0.019977951482971986	0.13035841401446105
RTF2	-0.15086682408621935	0.3889151376959945	0.6426108927991362
RNF10	0.199262941626696	0.06079024527634571	0.23715215752392885
RB1CC1	0.20094145278989925	0.219888848951862	0.4775397646690134
STRAP	-0.19788054848000028	0.3234652835265731	0.5963828744147927
UBR2	0.15396743588120088	0.350209167219217	0.6169172486405208
PHF20	0.17348137384773935	0.14312549742025074	0.38662973635655584
TYMP	-0.2645845748782321	0.12995135336217098	0.3699167556796113
VIM	-0.34734802974097634	0.03649980577443589	0.1804782783794771
