rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	WikiPathways_2019_Mouse	Cytokines and Inflammatory Response WP222	13/27	2.7773719398149648e-08	4.443795103703944e-06	11.021400957290131	191.76329071045637	IL10;CSF3;H2-EB1;CSF2;IFNB1;PDGFA;CXCL1;CXCL3;IL1A;IL6;IL7;IL1B;IL12A
2	WikiPathways_2019_Mouse	Glutathione metabolism WP164	10/20	7.45152501732855e-07	5.96122001386284e-05	11.84887459807074	167.18379267190156	GGT5;GSTM2;GCLC;GPX4;IDH1;GSS;G6PDX;GSTA1;GSTT1;GCLM
3	WikiPathways_2019_Mouse	Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways) WP4346	15/49	2.907943843602403e-06	0.0001550903383254615	5.2374762808349145	66.76768444747408	ABCA1;HMGCS1;ELOVL2;NR1H3;MSMO1;HMGCR;HSD17B7;CYP51;FADS2;CH25H;SQLE;SCD2;SC5D;FADS1;FDFT1
4	WikiPathways_2019_Mouse	Spinal Cord Injury WP2432	22/99	6.3297040337168764e-06	0.00025318816134867504	3.3993148782520137	40.69067298524194	EPHA4;EGR1;NOS2;GADD45A;XYLT1;CXCL1;CXCL2;RTN4;RHOB;EFNB2;MMP12;CXCL10;NR4A1;IL1A;IL6;CCND1;MYC;IL1B;CCL2;FCGR2B;TLR4;MAPK3
5	WikiPathways_2019_Mouse	Microglia Pathogen Phagocytosis Pathway WP3626	13/41	8.633145244709154e-06	0.0002762606478306929	5.506512334315169	64.20539233242354	C1QB;C1QA;ITGAM;NCF2;PIK3R1;TREM3;TREM1;PIK3CG;SIGLECE;FCGR1;RAC3;LAT;C1QC
6	WikiPathways_2019_Mouse	TYROBP Causal Network WP3625	15/58	2.807294506671996e-05	0.0006763502681036688	4.139234808702176	43.38209586967621	ABCC4;ITGAM;NCF2;SLC1A5;LHFPL2;SAMSN1;PYCARD;C3;LYL1;SLC7A7;MAF;ADAP2;HLX;SPP1;C1QC
7	WikiPathways_2019_Mouse	Oxidative Stress WP412	10/28	2.9590324229535503e-05	0.0006763502681036688	6.579849946409432	68.61509065478478	NQO1;GCLC;NFIX;MAOA;TXNRD1;CAT;MGST1;MT1;MAPK14;SOD1
8	WikiPathways_2019_Mouse	G1 to S cell cycle control WP413	15/61	5.3248496233761394e-05	0.0010649699246752	3.868653576437588	38.06964410864273	CDKN1C;CDKN2B;MCM7;GADD45A;CDK7;CCND2;RBL1;CDK6;CCND1;ORC1;MYC;MCM3;MCM5;POLE;MCM2
9	WikiPathways_2019_Mouse	Cholesterol Biosynthesis WP103	7/15	6.504170950081993e-05	0.0011562970577923	10.348924903722722	99.76862227944888	SQLE;HMGCS1;SC5D;MSMO1;HMGCR;CYP51;FDFT1
10	WikiPathways_2019_Mouse	Chemokine signaling pathway WP2292	31/190	7.320472586519587e-05	0.0011712756138431	2.3228456864529776	22.11871868061991	GSK3B;SHC2;CXCL9;CCL12;ADCY4;CXCL1;PIK3R1;CXCL2;CXCL5;PIK3CG;ADCY6;PIK3R5;CCL8;CCL7;CXCR3;CCL4;CCL3;CCL2;CSK;CCR5;JAK3;MAPK3;CCR1;PRKCB;STAT3;PPBP;GNG11;CXCL10;ADCY9;RAF1;PF4
