rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	WikiPathways_2019_Mouse	Spinal Cord Injury WP2432	21/99	9.61785179428092e-07	0.00012200860255523164	3.983119658119658	55.184030599897525	EPHA4;EGR1;NOS2;GADD45A;XYLT1;CXCL1;CXCL2;RTN4;RHOB;EFNB2;MMP12;CXCL10;IL1A;IL6;CCND1;MYC;IL1B;CCL2;FCGR2B;TLR4;MAPK3
2	WikiPathways_2019_Mouse	Glutathione metabolism WP164	9/20	1.554249714079384e-06	0.00012200860255523164	12.03344768439108	160.94155817758602	GGT5;GSTM2;GCLC;GPX4;GSS;G6PDX;GSTA1;GSTT1;GCLM
3	WikiPathways_2019_Mouse	Cytokines and Inflammatory Response WP222	10/27	3.4608383143342115e-06	0.0001811172051168237	8.655528301013561	108.8346103542994	IL10;IL1A;H2-EB1;IL6;IFNB1;IL1B;PDGFA;CXCL1;IL12A;CXCL3
4	WikiPathways_2019_Mouse	Oxidative Stress WP412	10/28	5.075033450261655e-06	0.00019720940208341615	8.174228516478713	99.65347029481504	NQO1;GCLC;NFIX;MAOA;TXNRD1;CAT;MGST1;MT1;MAPK14;SOD1
5	WikiPathways_2019_Mouse	Microglia Pathogen Phagocytosis Pathway WP3626	12/41	6.280554206478223e-06	0.00019720940208341615	6.0943996087062855	72.9990374448307	C1QB;FCGR1;C1QA;ITGAM;NCF2;PIK3R1;TREM3;TREM1;PIK3CG;LAT;SIGLECE;C1QC
6	WikiPathways_2019_Mouse	Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways) WP4346	13/49	8.611906537022967e-06	0.00022534488771876765	5.320693130038556	62.0518644371874	ABCA1;HMGCS1;ELOVL2;NR1H3;MSMO1;HMGCR;CYP51;CH25H;SQLE;SCD2;SC5D;FADS1;FDFT1
7	WikiPathways_2019_Mouse	Cholesterol Biosynthesis WP103	7/15	1.773397991738386e-05	0.0003738806247283592	12.850961538461538	140.58987892202316	SQLE;HMGCS1;SC5D;MSMO1;HMGCR;CYP51;FDFT1
8	WikiPathways_2019_Mouse	Focal Adhesion WP85	28/185	1.9051242024374992e-05	0.0003738806247283592	2.641995516492901	28.714206635491237	GSK3B;ITGAM;ITGB3;PDGFB;PDGFA;LAMC2;PIK3R1;LAMC1;ITGAL;ACTB;PIK3CG;THBS4;PIK3R5;CCND2;CCND1;SPP1;ITGB8;JUN;ITGA4;STYK1;PGF;RHOB;ITGAD;BCL2;ZYX;ITGA5;RAF1;MET
9	WikiPathways_2019_Mouse	Chemokine signaling pathway WP2292	28/190	3.132505874608361e-05	0.0005464482470150141	2.559762742258086	26.54753536352168	GSK3B;SHC2;CXCL9;CCL12;CXCL1;PIK3R1;CXCL2;CXCL5;PIK3CG;PIK3R5;CCL8;CCL7;CCL4;CCL3;CCL2;CSK;CCR5;CCR4;JAK3;MAPK3;CCR1;STAT3;PPBP;GNG11;CXCL10;ADCY9;RAF1;PF4
10	WikiPathways_2019_Mouse	Focal Adhesion-PI3K-Akt-mTOR-signaling pathway WP2841	39/324	0.00011154254942405004	0.0017512180259575	2.031036528519366	18.484675548568465	GSK3B;PFKFB4;CSF3R;PFKFB3;ITGAM;PRKAA2;ITGB3;PDGFB;LPAR1;PDGFA;IL6RA;LAMC2;PIK3R1;LAMC1;ITGAL;HIF1A;PIK3CG;THBS4;PIK3R5;COMP;LIPE;SPP1;EIF4EBP1;ITGB8;JAK3;MAPK3;ANGPT4;ITGA4;NOS2;IFNB1;GNG11;PGF;TBC1D1;ITGAD;KITL;IL2RA;ITGA5;RAF1;MET
