query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	3.41600691750472e-06	186	109	14	0.128440366972477	0.0752688172043011	GO:0001666	GO:BP	response to hypoxia	11878	364	GO:0006950,GO:0036293
query_1	TRUE	3.41600691750472e-06	196	109	14	0.128440366972477	0.0714285714285714	GO:0036293	GO:BP	response to decreased oxygen levels	11878	8921	GO:0070482
query_1	TRUE	8.46675676491817e-06	217	109	14	0.128440366972477	0.0645161290322581	GO:0070482	GO:BP	response to oxygen levels	11878	15030	GO:0009628
query_1	TRUE	0.000927459613820553	374	109	15	0.137614678899083	0.0401069518716578	GO:0005975	GO:BP	carbohydrate metabolic process	11878	1760	GO:0044238
query_1	TRUE	0.00340538275215284	184	109	10	0.0917431192660551	0.0543478260869565	GO:0005996	GO:BP	monosaccharide metabolic process	11878	1780	GO:0005975,GO:0044281
query_1	TRUE	0.00738117190024534	98	109	7	0.0642201834862385	0.0714285714285714	GO:0009261	GO:BP	ribonucleotide catabolic process	11878	3270	GO:0009166,GO:0009259,GO:1901136
query_1	TRUE	0.00738117190024534	21	109	4	0.036697247706422	0.19047619047619	GO:0032376	GO:BP	positive regulation of cholesterol transport	11878	7042	GO:0030301,GO:0032373,GO:0032374
query_1	TRUE	0.00738117190024534	702	109	19	0.174311926605505	0.0270655270655271	GO:0009628	GO:BP	response to abiotic stimulus	11878	3392	GO:0050896
query_1	TRUE	0.00738117190024534	21	109	4	0.036697247706422	0.19047619047619	GO:0032373	GO:BP	positive regulation of sterol transport	11878	7039	GO:0015918,GO:0032370,GO:0032371
query_1	TRUE	0.00738117190024534	178	109	9	0.0825688073394495	0.050561797752809	GO:1901136	GO:BP	carbohydrate derivative catabolic process	11878	19877	GO:0009056,GO:1901135
query_1	TRUE	0.00738117190024534	95	109	7	0.0642201834862385	0.0736842105263158	GO:0071456	GO:BP	cellular response to hypoxia	11878	15552	GO:0001666,GO:0033554,GO:0036294
query_1	TRUE	0.00738117190024534	95	109	7	0.0642201834862385	0.0736842105263158	GO:0006090	GO:BP	pyruvate metabolic process	11878	1852	GO:0032787
query_1	TRUE	0.00756397722341403	102	109	7	0.0642201834862385	0.0686274509803922	GO:0036294	GO:BP	cellular response to decreased oxygen levels	11878	8922	GO:0036293,GO:0071453
query_1	TRUE	0.00859692130772535	80	109	6	0.055045871559633	0.075	GO:0009191	GO:BP	ribonucleoside diphosphate catabolic process	11878	3204	GO:0009134,GO:0009185
query_1	TRUE	0.00859692130772535	73	109	6	0.055045871559633	0.0821917808219178	GO:0006096	GO:BP	glycolytic process	11878	1855	GO:0006090,GO:0006091,GO:0009060,GO:0016052,GO:0019364,GO:0046032,GO:0046034,GO:0046496
query_1	TRUE	0.00859692130772535	77	109	6	0.055045871559633	0.0779220779220779	GO:0010565	GO:BP	regulation of ketone metabolic process	11878	4032	GO:0019222,GO:0042180
query_1	TRUE	0.00859692130772535	2	109	2	0.018348623853211	1	GO:0043435	GO:BP	response to corticotropin-releasing hormone	11878	10019	GO:0043434
query_1	TRUE	0.00859692130772535	80	109	6	0.055045871559633	0.075	GO:0046031	GO:BP	ADP metabolic process	11878	11027	GO:0009150,GO:0009179
query_1	TRUE	0.00859692130772535	75	109	6	0.055045871559633	0.08	GO:0046032	GO:BP	ADP catabolic process	11878	11028	GO:0009154,GO:0009181,GO:0046031
query_1	TRUE	0.00859692130772535	74	109	6	0.055045871559633	0.0810810810810811	GO:0019364	GO:BP	pyridine nucleotide catabolic process	11878	5385	GO:0009166,GO:0072526
query_1	TRUE	0.00859692130772535	116	109	7	0.0642201834862385	0.0603448275862069	GO:0071453	GO:BP	cellular response to oxygen levels	11878	15549	GO:0070482,GO:0070887
query_1	TRUE	0.00859692130772535	77	109	6	0.055045871559633	0.0779220779220779	GO:0009181	GO:BP	purine ribonucleoside diphosphate catabolic process	11878	3195	GO:0009137,GO:0009179,GO:0009191
query_1	TRUE	0.00859692130772535	80	109	6	0.055045871559633	0.075	GO:0009134	GO:BP	nucleoside diphosphate catabolic process	11878	3151	GO:0009132,GO:1901292
query_1	TRUE	0.00859692130772535	77	109	6	0.055045871559633	0.0779220779220779	GO:0009137	GO:BP	purine nucleoside diphosphate catabolic process	11878	3154	GO:0009134,GO:0009135
query_1	TRUE	0.00859692130772535	2	109	2	0.018348623853211	1	GO:0071376	GO:BP	cellular response to corticotropin-releasing hormone stimulus	11878	15492	GO:0043435,GO:0071375
query_1	TRUE	0.00859692130772535	76	109	6	0.055045871559633	0.0789473684210526	GO:0072526	GO:BP	pyridine-containing compound catabolic process	11878	16250	GO:0009056,GO:0072524
query_1	TRUE	0.00926921171209201	119	109	7	0.0642201834862385	0.0588235294117647	GO:0009166	GO:BP	nucleotide catabolic process	11878	3180	GO:0009117,GO:1901292
query_1	TRUE	0.00926921171209201	52	109	5	0.0458715596330275	0.0961538461538462	GO:1905954	GO:BP	positive regulation of lipid localization	11878	23202	GO:0010876,GO:0048518,GO:1905952
query_1	TRUE	0.00926921171209201	360	109	12	0.110091743119266	0.0333333333333333	GO:0044283	GO:BP	small molecule biosynthetic process	11878	10248	GO:0009058,GO:0044281
query_1	TRUE	0.00971797334208897	121	109	7	0.0642201834862385	0.0578512396694215	GO:0016051	GO:BP	carbohydrate biosynthetic process	11878	4841	GO:0005975,GO:0009058
query_1	TRUE	0.0110555381542969	88	109	6	0.055045871559633	0.0681818181818182	GO:0009179	GO:BP	purine ribonucleoside diphosphate metabolic process	11878	3193	GO:0009135,GO:0009185
query_1	TRUE	0.0110555381542969	12	109	3	0.0275229357798165	0.25	GO:0036315	GO:BP	cellular response to sterol	11878	8937	GO:0036314,GO:0071396,GO:1901701
query_1	TRUE	0.0110555381542969	88	109	6	0.055045871559633	0.0681818181818182	GO:0009135	GO:BP	purine nucleoside diphosphate metabolic process	11878	3152	GO:0009132
query_1	TRUE	0.0110555381542969	167	109	8	0.073394495412844	0.0479041916167665	GO:0019318	GO:BP	hexose metabolic process	11878	5347	GO:0005996
query_1	TRUE	0.0115454829562581	376	109	12	0.110091743119266	0.0319148936170213	GO:0032787	GO:BP	monocarboxylic acid metabolic process	11878	7321	GO:0019752
