metric	value
annotation_gene_records	99088
genes_with_count_bin	51686
genes_without_count_bin	47402
count_rows	2430700
count_chromosomes	63
library_total_Bladder	701506327
library_total_Brain	1168148790
library_total_Cloaca	484000505
library_total_GallBladder	565994637
library_total_Gill	1094125058
library_total_Heart	868549497
library_total_Intestine	699794434
library_total_Kidney	745602917
library_total_Limb	1147926115
library_total_Liver	398317869
library_total_Lung	877686879
library_total_Pancreas	1398702406
library_total_Prostate	973845979
library_total_Spleen	497829833
library_total_Stomach	455786546
