query	significant	p_value	term_size	query_size	intersection_size	precision	recall	term_id	source	term_name	effective_domain_size	source_order	parents
query_1	TRUE	0.0166064957968959	2	19	2	0.105263157894737	1	CORUM:6092	CORUM	c-Jun-ATF3 complex	3383	1885	CORUM:0000000
query_1	TRUE	1.63017822482445e-07	278	102	14	0.137254901960784	0.0503597122302158	GO:0001666	GO:BP	response to hypoxia	20972	364	GO:0006950,GO:0036293
query_1	TRUE	2.84871125193075e-07	290	102	14	0.137254901960784	0.0482758620689655	GO:0036293	GO:BP	response to decreased oxygen levels	20972	8921	GO:0070482
query_1	TRUE	9.15127250632456e-07	317	102	14	0.137254901960784	0.0441640378548896	GO:0070482	GO:BP	response to oxygen levels	20972	15030	GO:0009628
query_1	TRUE	2.37391332998236e-05	557	102	16	0.156862745098039	0.0287253141831239	GO:0005975	GO:BP	carbohydrate metabolic process	20972	1760	GO:0044238
query_1	TRUE	8.58690499609989e-05	252	102	11	0.107843137254902	0.0436507936507936	GO:0005996	GO:BP	monosaccharide metabolic process	20972	1780	GO:0005975,GO:0044281
query_1	TRUE	0.00298162132356953	1108	102	19	0.186274509803922	0.0171480144404332	GO:0009628	GO:BP	response to abiotic stimulus	20972	3392	GO:0050896
query_1	TRUE	0.00373053920190344	229	102	9	0.0882352941176471	0.0393013100436681	GO:0019318	GO:BP	hexose metabolic process	20972	5347	GO:0005996
query_1	TRUE	0.0062882338931376	182	102	8	0.0784313725490196	0.043956043956044	GO:0006006	GO:BP	glucose metabolic process	20972	1790	GO:0019318
query_1	TRUE	0.00636222910029983	128	102	7	0.0686274509803922	0.0546875	GO:0006090	GO:BP	pyruvate metabolic process	20972	1852	GO:0032787
query_1	TRUE	0.00717248468855649	248	102	9	0.0882352941176471	0.0362903225806452	GO:1901136	GO:BP	carbohydrate derivative catabolic process	20972	19877	GO:0009056,GO:1901135
query_1	TRUE	0.00906266040591554	135	102	7	0.0686274509803922	0.0518518518518519	GO:0071456	GO:BP	cellular response to hypoxia	20972	15552	GO:0001666,GO:0033554,GO:0036294
query_1	TRUE	0.0104816611137203	138	102	7	0.0686274509803922	0.0507246376811594	GO:0009261	GO:BP	ribonucleotide catabolic process	20972	3270	GO:0009166,GO:0009259,GO:1901136
query_1	TRUE	0.0107293381291368	1694	102	23	0.225490196078431	0.0135773317591499	GO:0044281	GO:BP	small molecule metabolic process	20972	10246	GO:0008152
query_1	TRUE	0.0132560677917296	143	102	7	0.0686274509803922	0.048951048951049	GO:0036294	GO:BP	cellular response to decreased oxygen levels	20972	8922	GO:0036293,GO:0071453
query_1	TRUE	0.0174277083801795	98	102	6	0.0588235294117647	0.0612244897959184	GO:0006096	GO:BP	glycolytic process	20972	1855	GO:0006090,GO:0006091,GO:0009060,GO:0016052,GO:0019364,GO:0046032,GO:0046034,GO:0046496
query_1	TRUE	0.0181829761802162	6150	102	51	0.5	0.00829268292682927	GO:0048518	GO:BP	positive regulation of biological process	20972	11952	GO:0008150,GO:0050789
query_1	TRUE	0.0195822636706742	100	102	6	0.0588235294117647	0.06	GO:0046032	GO:BP	ADP catabolic process	20972	11028	GO:0009154,GO:0009181,GO:0046031
query_1	TRUE	0.0219476559903376	102	102	6	0.0588235294117647	0.0588235294117647	GO:0019364	GO:BP	pyridine nucleotide catabolic process	20972	5385	GO:0009166,GO:0072526
query_1	TRUE	0.0232141629733619	103	102	6	0.0588235294117647	0.058252427184466	GO:0009181	GO:BP	purine ribonucleoside diphosphate catabolic process	20972	3195	GO:0009137,GO:0009179,GO:0009191
query_1	TRUE	0.0232141629733619	103	102	6	0.0588235294117647	0.058252427184466	GO:0009137	GO:BP	purine nucleoside diphosphate catabolic process	20972	3154	GO:0009134,GO:0009135
query_1	TRUE	0.0259246816119489	105	102	6	0.0588235294117647	0.0571428571428571	GO:0072526	GO:BP	pyridine-containing compound catabolic process	20972	16250	GO:0009056,GO:0072524
query_1	TRUE	0.0265426103194427	159	102	7	0.0686274509803922	0.0440251572327044	GO:0071453	GO:BP	cellular response to oxygen levels	20972	15549	GO:0070482,GO:0070887
query_1	TRUE	0.027372781897096	106	102	6	0.0588235294117647	0.0566037735849057	GO:0009191	GO:BP	ribonucleoside diphosphate catabolic process	20972	3204	GO:0009134,GO:0009185
query_1	TRUE	0.0288855780939435	107	102	6	0.0588235294117647	0.0560747663551402	GO:0046031	GO:BP	ADP metabolic process	20972	11027	GO:0009150,GO:0009179
query_1	TRUE	0.0321139416150601	109	102	6	0.0588235294117647	0.055045871559633	GO:0009134	GO:BP	nucleoside diphosphate catabolic process	20972	3151	GO:0009132,GO:1901292
query_1	TRUE	0.0324544648555618	164	102	7	0.0686274509803922	0.0426829268292683	GO:0009166	GO:BP	nucleotide catabolic process	20972	3180	GO:0009117,GO:1901292
query_1	TRUE	0.0455460671563291	34	102	4	0.0392156862745098	0.117647058823529	GO:0032376	GO:BP	positive regulation of cholesterol transport	20972	7042	GO:0030301,GO:0032373,GO:0032374
query_1	TRUE	0.0455460671563291	34	102	4	0.0392156862745098	0.117647058823529	GO:0032373	GO:BP	positive regulation of sterol transport	20972	7039	GO:0015918,GO:0032370,GO:0032371
query_1	TRUE	0.0463426553796421	313	102	9	0.0882352941176471	0.0287539936102236	GO:0062012	GO:BP	regulation of small molecule metabolic process	20972	14679	GO:0019222,GO:0044281
query_1	TRUE	0.000964205198039439	12601	106	83	0.783018867924528	0.00658677882707722	GO:0005737	GO:CC	cytoplasm	22155	304	GO:0005622,GO:0110165
query_1	TRUE	0.00731491972972835	2	106	2	0.0188679245283019	1	GO:1990622	GO:CC	CHOP-ATF3 complex	22155	3971	GO:0005667,GO:0140513
query_1	TRUE	0.0098893255067803	4032	106	37	0.349056603773585	0.0091765873015873	GO:0031982	GO:CC	vesicle	22155	1199	GO:0043227
query_1	TRUE	0.0192149689816445	2141	106	24	0.226415094339623	0.0112097150864082	GO:1903561	GO:CC	extracellular vesicle	22155	3698	GO:0031982,GO:0065010
query_1	TRUE	0.0193581154658474	2142	106	24	0.226415094339623	0.0112044817927171	GO:0043230	GO:CC	extracellular organelle	22155	1844	GO:0005576,GO:0043226
query_1	TRUE	0.0193581154658474	2142	106	24	0.226415094339623	0.0112044817927171	GO:0065010	GO:CC	extracellular membrane-bounded organelle	22155	2332	GO:0043227,GO:0043230
query_1	TRUE	0.00148887728061524	75	103	6	0.058252427184466	0.08	GO:0048029	GO:MF	monosaccharide binding	20208	6621	GO:0030246,GO:0036094
query_1	TRUE	0.00814233923501731	431	103	11	0.106796116504854	0.0255220417633411	GO:0001228	GO:MF	DNA-binding transcription activator activity, RNA polymerase II-specific	20208	175	GO:0000981,GO:0001216
query_1	TRUE	0.00926000711785929	437	103	11	0.106796116504854	0.0251716247139588	GO:0001216	GO:MF	DNA-binding transcription activator activity	20208	169	GO:0003700
query_1	TRUE	0.00996137724313438	285	103	9	0.087378640776699	0.0315789473684211	GO:0030246	GO:MF	carbohydrate binding	20208	3580	GO:0005488
query_1	TRUE	0.0105818399936214	15082	103	94	0.912621359223301	0.00623259514653229	GO:0005515	GO:MF	protein binding	20208	1455	GO:0005488
query_1	TRUE	0.0499531777138722	3	103	2	0.0194174757281553	0.666666666666667	GO:0030226	GO:MF	apolipoprotein receptor activity	20208	3574	GO:0038024
