metric	value
input_reads	100000
valid_barcode_reads	100000
mapped_reads_with_species_evidence	65344
assigned_reads_highest_score	64589
ambiguous_reads_score_delta_lt1	755
barcodes_with_species_evidence	600
confident_barcodes_min3_frac0.70	514
confident_human_min3_frac0.70	64
confident_mouse_min3_frac0.70	150
confident_pig_min3_frac0.70	300
confident_barcodes_min3_frac0.80	501
confident_human_min3_frac0.80	51
confident_mouse_min3_frac0.80	150
confident_pig_min3_frac0.80	300
confident_barcodes_min5_frac0.70	513
confident_human_min5_frac0.70	64
confident_mouse_min5_frac0.70	150
confident_pig_min5_frac0.70	299
confident_barcodes_min5_frac0.80	500
confident_human_min5_frac0.80	51
confident_mouse_min5_frac0.80	150
confident_pig_min5_frac0.80	299
confident_barcodes_min10_frac0.70	509
confident_human_min10_frac0.70	64
confident_mouse_min10_frac0.70	149
confident_pig_min10_frac0.70	296
confident_barcodes_min10_frac0.80	496
confident_human_min10_frac0.80	51
confident_mouse_min10_frac0.80	149
confident_pig_min10_frac0.80	296
reads_best_human	13786
reads_best_mouse	23735
reads_best_pig	27068
