rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	gene_sets.gmt	ZHANG_UTERUS_C5_MACROPHAGE	18/165	2.013030873290573e-14	3.703976806854654e-12	15.154521406877633	477.9213193223318	Wfdc17;Ccrl2;C1qc;Ninj1;Hspa1a;Id2;Sdc3;Cfl1;H2-DMa;Cd53;Psmb8;Ms4a6d;Cybb;Lgmn;Klf2;Mafb;Ier5;Zfp36
2	gene_sets.gmt	TABULA_MURIS_SENIS_SPLEEN_MACROPHAGE_AGEING	15/121	5.344229988834728e-13	4.9166915897279497e-11	17.062318042332205	482.1399661363896	Ptpn1;Wfdc17;Mrpl52;C1qc;Ninj1;Ly6a;Lamp2;Smdt1;Cybb;Fabp5;Lgmn;Ifitm1;Mt1;Tspo;Ifitm2
3	gene_sets.gmt	TABULA_MURIS_SENIS_AORTA_PROFESSIONAL_ANTIGEN_PRESENTING_CELL_AGEING	15/125	8.692748910783707e-13	5.331552665280674e-11	16.43840845319649	456.5129642718205	Calr;Wfdc17;Ccrl2;Eif5a;Ly6a;Cfl1;Psmb8;H2-DMa;Tgfbi;Fos;Btg2;Srgn;Tspo;Ifitm2;Cdk2ap2
4	gene_sets.gmt	ZHANG_UTERUS_C12_MONOCYTE	16/171	6.992250548100599e-12	3.216435252126276e-10	12.52149980925391	321.62998185980115	Ptpn1;Wfdc17;C1qc;Ninj1;Sdc3;Rnh1;H2-DMa;Cd53;Psmb8;Ms4a6d;Tgfbi;Cybb;Lgmn;Mafb;Srgn;Lmnb1
5	gene_sets.gmt	TABULA_MURIS_SENIS_MARROW_MACROPHAGE_AGEING	16/177	1.1878851247261502e-11	4.3714172589922327e-10	12.049378181245736	303.11730847629644	Ptpn1;Ccnd3;Eif5a;Mrpl20;Eif6;Ifitm2;Smdt1;Cfl1;Mcemp1;Psmb8;Tgfbi;Ldha;Ifitm1;Tspo;Cdkn2d;Prelid1
6	gene_sets.gmt	TABULA_MURIS_SENIS_LIMB_MUSCLE_B_CELL_AGEING	17/219	2.963242527142914e-11	9.08727708323827e-10	10.268148148148148	248.92200719871948	Manf;Ddx5;Dnajc7;Lmnb1;Txnip;Id2;Ly6a;Psmb8;Cybb;Xbp1;Fos;Pdia6;Srgn;Tspo;Cdk2ap2;Dad1;Ldha
7	gene_sets.gmt	TABULA_MURIS_SENIS_HEART_AND_AORTA_LEUKOCYTE_AGEING	13/129	2.9712728460577176e-10	7.810202909637429e-09	13.275522409062127	291.22328316866225	Cox7a2l;Wfdc17;Ninj1;Ly6a;Nr4a1;Ms4a6d;Fos;Srgn;Ier5;Ifitm2;Cdk2ap2;Zfp36;Socs3
8	gene_sets.gmt	TABULA_MURIS_SENIS_SPLEEN_T_CELL_AGEING	17/257	3.6791425326764687e-10	8.462027825155878e-09	8.614137214137214	187.1263775492486	Calr;Ptpn1;Fyn;Mrpl52;Id2;Ly6a;Tspan13;Prelid1;Rnh1;Psmb8;Neat1;Cst7;Srgn;Ier5;Cdk2ap2;Dad1;Socs3
9	gene_sets.gmt	TABULA_MURIS_SENIS_MAMMARY_GLAND_T_CELL_AGEING	23/513	5.046756310318422e-10	1.031781290109544e-08	5.942346297442825	127.20843237062337	Ly6a;Nr4a1;Dok2;Fos;Btg2;Mt1;Id2;Cdk2ap2;Tspo;Ddx5;Mrpl52;Ier5;Nr4a2;Rnh1;Neat1;Ifitm2;Dad1;Fyn;Ccnd3;Txnip;Psmb8;Cfl1;Cst7
10	gene_sets.gmt	TABULA_MURIS_SENIS_LUNG_INTERMEDIATE_MONOCYTE_AGEING	20/395	1.0080917602634727e-09	1.686296521457442e-08	6.60521277350121	136.8283475004998	Mrpl20;Ly6a;Smdt1;Ms4a6d;Prelid1;Ptpn1;Tspo;Wfdc17;Mrpl52;Mrps24;Ifitm2;Dad1;Cox7a2l;Mcemp1;Bcl3;Cybb;Cbl;Lsm12;Ifitm1;Ldha
11	gene_sets.gmt	TABULA_MURIS_SENIS_MARROW_IMMATURE_B_CELL_AGEING	16/238	1.0081120508712968e-09	1.686296521457442e-08	8.694839078270805	180.11521319730647	Calr;Ptpn1;Wfdc17;Eif5a;Manf;Mrpl20;Ifitm2;Smdt1;Cfl1;Rnh1;Psmb8;Ifitm1;Tspo;Cdkn2d;Cdk2ap2;Prelid1
12	gene_sets.gmt	TABULA_MURIS_SENIS_MARROW_PROMONOCYTE_AGEING	11/94	1.506126539993209e-09	2.13174833352885e-08	15.489224759038073	314.64384737324025	Ptpn1;Wfdc17;Mrps24;Mrpl20;Psmb8;Ms4a6d;Srgn;Cfl1;Ifitm2;Calr;Ldha
13	gene_sets.gmt	ZHANG_UTERUS_C9_DENDRITIC_CELL	11/94	1.506126539993209e-09	2.13174833352885e-08	15.489224759038073	314.64384737324025	Wfdc17;Lmnb1;Tspo;Psmb8;H2-DMa;Cd53;Lgmn;Srgn;Cfl1;Nr4a3;Zfp36
14	gene_sets.gmt	TABULA_MURIS_SENIS_MESENTERIC_ADIPOSE_TISSUE_MESENCHYMAL_STEM_CELL_OF_ADIPOSE_AGEING	25/664	2.9454534094259665e-09	3.8711673381026986e-08	4.995397347574019	98.12460544743062	C1qc;Nr4a1;Xbp1;Mafb;Cdk2ap2;Zfp36;Prelid1;Ptpn1;Hspa1a;Lgmn;Klf2;Calr;Eif5a;Pabpc1;Nr4a2;Foxp1;Creld2;Ifitm2;Manf;Ccnd3;Bcl3;Psmb8;Cfl1;Eif4g1;Ldha
15	gene_sets.gmt	TABULA_MURIS_SENIS_MAMMARY_GLAND_B_CELL_AGEING	17/298	3.562910361446069e-09	4.370503376707178e-08	7.3303730017761985	142.59545972477585	Manf;Mrpl52;Dnajc7;Tspo;Ikzf1;Ly6a;Smdt1;Cfl1;Psmb8;Cybb;Creld2;Xbp1;Klf2;Mt1;Id2;Cdk2ap2;Cd38
16	gene_sets.gmt	TABULA_MURIS_SENIS_LIMB_MUSCLE_SKELETAL_MUSCLE_SATELLITE_CELL_AGEING	11/116	1.437207287695009e-08	1.6527883808492604e-07	12.233596066604152	220.91401960453453	Eif5a;Tspo;Fos;Klf2;Mt1;Cfl1;Srgn;Ifitm2;Cdk2ap2;Zfp36;Dad1
17	gene_sets.gmt	TABULA_MURIS_SENIS_KIDNEY_MACROPHAGE_AGEING	11/117	1.5736671649152937e-08	1.703263284378906e-07	12.117571740604053	217.71970834497859	Ptpn1;Ninj1;Ly6a;Smdt1;Ms4a6d;Fos;Klf2;Zeb2;Ifitm2;Zfp36;Socs3
18	gene_sets.gmt	TABULA_MURIS_SENIS_SPLEEN_CD4_POSITIVE_ALPHA_BETA_T_CELL_AGEING	13/186	2.669431030862154e-08	2.7287517204368684e-07	8.865639911182502	154.6062577368883	Ptpn1;Eif5a;Bcl3;Psmb8;H2-DMa;Cybb;Fos;Cst7;Srgn;Cfl1;Orai1;Cdk2ap2;Socs3
19	gene_sets.gmt	TABULA_MURIS_SENIS_THYMUS_DN4_THYMOCYTE_AGEING	14/225	3.281629939427617e-08	3.1779995202877973e-07	7.869009835037812	135.6014569714913	Calr;Ptpn1;Eif5a;Pabpc1;Mrpl52;Ly6a;Cfl1;Psmb8;Klf2;Cst7;Srgn;Tspo;Cdk2ap2;Socs3
20	gene_sets.gmt	TABULA_MURIS_SENIS_MAMMARY_GLAND_BASAL_CELL_AGEING	16/306	3.691699072012155e-08	3.396363146251183e-07	6.6159164503048515	113.22872357970427	Cox7a2l;Ddx5;Ier5;Hspa1a;Nr4a2;Bcl3;Ly6a;Cfl1;Nr4a1;Fos;Klf2;Btg2;Tspo;Ifitm2;Zfp36;Socs3
21	gene_sets.gmt	TABULA_MURIS_SENIS_SPLEEN_B_CELL_AGEING	10/101	4.465015353956319e-08	3.823621576151823e-07	12.759562841530055	215.94804859145913	Ptpn1;Mrpl52;Dnajc7;Ly6a;Psmb8;Cybb;Fos;Srgn;Tspo;Scimp
22	gene_sets.gmt	TABULA_MURIS_SENIS_HEART_FIBROBLAST_OF_CARDIAC_TISSUE_AGEING	14/231	4.5717214497467446e-08	3.823621576151823e-07	7.647513812154696	129.2490320362556	Eif5a;C1qc;Ninj1;Ly6a;Nr4a1;Psmb8;Lgmn;Fos;Ldha;Mafb;Cfl1;Ifitm2;Zfp36;Socs3
23	gene_sets.gmt	TABULA_MURIS_SENIS_HEART_AND_AORTA_SMOOTH_MUSCLE_CELL_AGEING	8/55	5.056796731063924e-08	4.0454373848511393e-07	19.566457594764113	328.71546070951894	Ddx5;Nr4a2;Nr4a1;Fos;Btg2;Ier5;Zfp36;Socs3
24	gene_sets.gmt	TABULA_MURIS_SENIS_LIMB_MUSCLE_MESENCHYMAL_STEM_CELL_AGEING	12/181	1.6980297347588932e-07	1.301822796648485e-06	8.314996412341545	129.6193780072673	Ddx5;Hspa1a;Bcl3;Ly6a;Nr4a1;Psmb8;Fos;Klf2;Mt1;Tspo;Zfp36;Socs3
25	gene_sets.gmt	TABULA_MURIS_SENIS_HEART_AND_AORTA_FIBROBLAST_OF_CARDIAC_TISSUE_AGEING	15/313	3.1875968118516594e-07	2.3460712535228214e-06	5.976165744925746	89.39643768058737	Cox7a2l;Pabpc1;Tspo;Txnip;Ly6a;Foxp1;Nr4a1;Psmb8;Neat1;Fos;Klf2;Mt1;Id2;Ifitm2;Socs3
26	gene_sets.gmt	TABULA_MURIS_SENIS_LUNG_ALVEOLAR_MACROPHAGE_AGEING	11/159	3.738018966302209e-07	2.6453672684600253e-06	8.655593366823313	128.0987991136771	Wfdc17;Mrpl52;Tspo;Foxp1;Psmb8;Cybb;Klf2;Psmb5;Srgn;Ifitm2;Dad1
27	gene_sets.gmt	TABULA_MURIS_SENIS_LUNG_NEUTROPHIL_AGEING	5/17	4.437169883195094e-07	3.0238491055848046e-06	46.81467336683417	684.8087352872074	Wfdc17;Klf2;Ifitm1;Tspo;Ifitm2
28	gene_sets.gmt	TABULA_MURIS_SENIS_SUBCUTANEOUS_ADIPOSE_TISSUE_MYELOID_CELL_AGEING	12/202	5.571768811754509e-07	3.6614480762958204e-06	7.383485848052777	106.32502472919748	Ptpn1;Eif5a;Ccrl2;Mcemp1;Bcl3;Nr4a1;Cybb;Prkcd;Cfl1;Rnf149;Zfp36;Socs3
