rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	COVID-19_Related_Gene_Sets	Up-regulated by MHV-A59 in murine liver 5d from GSE146074	26/500	3.2176226762295698e-18	5.116020055205017e-16	12.38259248356393	498.7446841775845	IFITM1;IFITM2;MVP;SDC3;IL4RA;MS4A6D;SOCS3;PSMB5;CFL1;TSPO;CD38;WFDC17;LYN;SRGN;CD53;XBP1;SSR2;CYBB;MT1;PSMB8;EIF6;LY6A;TGFBI;CRELD2;LGMN;C1QC
2	COVID-19_Related_Gene_Sets	Up-regulated by MHV-A59 in murine spleen 3d from GSE146074	23/500	5.07105871003166e-15	4.03149167447517e-13	10.51640637881893	346.14990087535784	LYN;SRGN;CD53;EIF5A;PTPN1;XBP1;VARS;NCF1;MVP;PRKCD;SDC3;CYBB;PDIA6;PSMB8;LDHA;CFL1;CD38;LY6A;TGFBI;CALR;LGMN;EIF4G1;C1QC
3	COVID-19_Related_Gene_Sets	Up-regulated by MHV-A59 in murine spleen 5d from GSE146074	21/500	5.218185836873819e-13	2.7656384935431236e-11	9.350730688935284	264.45228236453147	SRGN;CD53;EIF5A;XBP1;IFITM2;CYBB;PDIA6;PSMB8;LMNB1;MRPL52;LDHA;PSMB5;CFL1;TSPO;LY6A;WFDC17;TGFBI;CALR;CRELD2;LGMN;C1QC
4	COVID-19_Related_Gene_Sets	Up-regulated by MHV-A59 in murine liver 3d from GSE146074	19/500	4.2406975286041826e-11	1.6856772676201627e-09	8.242974984910468	196.8728096991121	LYN;CD53;XBP1;IFITM2;MVP;MT1;PDIA6;PSMB8;MANF;PSMB5;EIF6;CFL1;DNAJB11;TSPO;LY6A;TGFBI;CALR;CRELD2;LGMN
5	COVID-19_Related_Gene_Sets	SARS Perturbation Up Genes Mouse Lung from GSE19137:GPL1261:6	16/348	1.0495846022223327e-10	3.337679035067018e-09	9.81726907630522	225.57587276652032	EIF5A;IFITM2;FOS;KLF2;MANF;MRPL20;ZFP36;SMDT1;TSPAN13;FABP5;DAD1;CFL1;TXNIP;TSPO;CALR;CRELD2
6	COVID-19_Related_Gene_Sets	Down-regulated by MHV-A59 in murine spleen 5d from GSE146074	18/500	3.48074802774374e-10	9.223982273520911e-09	7.709631853094376	167.90501686891025	LYN;PTPN1;DDX5;BTG2;VARS;NCF1;PRKCD;SDC3;IKZF1;CBL;VAV1;KLF2;COX7A2L;MAFB;TSPAN13;DNAJC7;TXNIP;PABPC1
7	COVID-19_Related_Gene_Sets	Up-regulated by SARS-CoV-2 in pancreatic organoids from GSE151803	16/500	1.9197265646265507e-08	3.875631412559145e-07	6.681818181818182	118.72587288180902	XBP1;IFITM2;MVP;NEAT1;PSMB8;SOCS3;LSM12;ZFP36;LDHA;ID2;NINJ1;BCL3;TXNIP;PMAIP1;TSPO;HSPA1A
8	COVID-19_Related_Gene_Sets	SARS Perturbation Up Genes Mouse Lung from GSE19137:GPL1261:2	12/254	1.950003226444853e-08	3.875631412559145e-07	9.741818181818182	172.9450341501201	EIF5A;MRPL20;ZFP36;LDHA;SMDT1;IFITM2;PSMB5;TSPO;FOS;PSMB8;KLF2;MANF
9	COVID-19_Related_Gene_Sets	SARS perturbation Down Genes PBMCs GDS1028:GPL201	11/220	4.4073622367068875e-08	7.786339951515501e-07	10.254820218863992	173.69003674457957	CD53;IFITM1;DDX5;IFITM2;ID2;CYBB;TXNIP;IKZF1;FOS;CST7;KLF2
10	COVID-19_Related_Gene_Sets	Healthy lung biopsy vs. COVID-19 infected lung series 15 from GSE147507 up genes	15/500	1.282351585040043e-07	1.6991158501780566e-06	6.186523541290254	98.1764171981336	LYN;SRGN;CD53;IFITM1;IFITM2;CYBB;NEAT1;CYP7B1;CST7;LMNB1;CFL1;BCL3;MYADM;CD38;C1QC
11	COVID-19_Related_Gene_Sets	Up-regulated by SARS-CoV-2 in lung tissue from GSE147507	15/500	1.282351585040043e-07	1.6991158501780566e-06	6.186523541290254	98.1764171981336	LYN;SRGN;CD53;IFITM1;IFITM2;CYBB;NEAT1;CYP7B1;CST7;LMNB1;CFL1;BCL3;MYADM;CD38;C1QC
12	COVID-19_Related_Gene_Sets	Up-regulated by SARS-CoV-2 in cardiomyocytes from GSE150392	15/500	1.282351585040043e-07	1.6991158501780566e-06	6.186523541290254	98.1764171981336	SRGN;NCF1;MVP;PRKCD;FOS;NR4A2;SOCS3;NR4A1;DOK2;NR4A3;SPINT1;BCL3;PMAIP1;TGFBI;IER5
13	COVID-19_Related_Gene_Sets	SARS perturbation Up Genes airway epithelium (HAE) from GSE47961:GPL6480:4	12/388	1.8507177893886225e-06	2.263570219329161e-05	6.227234042553191	82.19909704508707	NR4A2;OLFM1;SOCS3;NR4A1;IFITM1;ZFP36;IFITM2;NCF1;CCRL2;PMAIP1;CD38;FOS
14	COVID-19_Related_Gene_Sets	Up-regulated by SARS-CoV-2 in Calu-3 24hr from GSE148729	13/499	4.451059477486586e-06	4.520237738199875e-05	5.242257970653032	64.59703398998276	IFITM1;IFITM2;FOS;NEAT1;PSMB8;SOCS3;NR4A1;ZFP36;ZEB2;TXNIP;PMAIP1;IER5;LGMN
15	COVID-19_Related_Gene_Sets	Down-regulated by MHV-A59 in murine spleen 3d from GSE146074	13/500	4.548666906364654e-06	4.520237738199875e-05	5.231223943749611	64.34759267543038	DDX5;BTG2;IL4RA;IKZF1;CBL;VAV1;KLF2;COX7A2L;MAFB;TSPAN13;DNAJC7;TXNIP;PABPC1
16	COVID-19_Related_Gene_Sets	Up-regulated by SARS-CoV-2 in mouse lung tissue from GSE150847	13/500	4.548666906364654e-06	4.520237738199875e-05	5.231223943749611	64.34759267543038	CD53;GPR35;CD180;SDC3;NEAT1;PDIA6;SCIMP;MS4A6D;LAMP2;LY6A;TGFBI;TMEM106A;LGMN
17	COVID-19_Related_Gene_Sets	SARS Perturbation Up Genes Mouse Lung from GSE19137:GPL1261:5	10/291	5.581156856054749e-06	5.22002317713356e-05	6.840764775661154	82.74667386525961	EIF5A;COX7A2L;DDX5;TSPAN13;CFL1;TXNIP;TGFBI;FOS;PABPC1;KLF2
