rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	RummaGEO_DrugPerturbations_2025	GSE109913 1 V 2 BLEOMYCIN MOUSE UP	47/1293	8.632941622975252e-27	3.8692844354175083e-23	10.818298555377208	649.2516651852519	RNH1;NCF1;MVP;SDC3;CST7;LMNB1;MRPL20;LDHA;PSMB5;CFL1;CCRL2;PMAIP1;TSPO;LYN;SRGN;CD53;EIF5A;PTPN1;PRELID1;GPR35;SSR2;PRKCD;CYBB;MCEMP1;CYP7B1;PDIA6;SCIMP;VAV1;PSMB8;MANF;MRPL52;DOK2;MAFB;EIF6;FABP5;RNF149;NINJ1;DNAJB11;BCL3;CDK2AP2;TGFBI;CALR;CRELD2;TMEM106A;FKBP5;LGMN;C1QC
2	RummaGEO_DrugPerturbations_2025	GSE230329 0 V 3 DEXTRAN MOUSE DN	37/1151	6.665003343237979e-19	1.4936272492196309e-15	8.314039497307002	347.9612288860397	NCF1;SDC3;IKZF1;SOCS3;CCND3;ZFP36;CCRL2;IL21R;TSPO;FYN;IER5;SRGN;CD53;PTPN1;CD180;PRKCD;CYBB;RAB3IL1;FOS;SCIMP;VAV1;PSMB8;KLF2;OLFM1;NR4A1;DOK2;ZEB2;MAFB;RNF149;ID2;NINJ1;TXNIP;TGFBI;TMEM106A;LGMN;C1QC;GPR146
3	RummaGEO_DrugPerturbations_2025	GSE144443 0 V 1 NICOTINAMIDE MOUSE UP	38/1331	1.0598337333921999e-17	1.5833915976879467e-14	7.384983591480111	288.6482467399261	BTG2;NCF1;MVP;IKZF1;SOCS3;CFL1;CCRL2;IL21R;PMAIP1;IER5;LYN;SRGN;CD53;CDKN2D;PTPN1;GPR35;PRKCD;CYBB;MCEMP1;RAB3IL1;PDIA6;VAV1;PSMB8;MANF;OLFM1;ZEB2;NR4A3;TSPAN13;SPINT1;EIF6;NINJ1;BCL3;CDK2AP2;TGFBI;CALR;CRELD2;LGMN;C1QC
4	RummaGEO_DrugPerturbations_2025	GSE144443 5 V 1 NICOTINAMIDE MOUSE UP	34/1063	3.0102850071862964e-17	3.373024350552245e-14	7.988911315441928	303.9134597986249	BTG2;NCF1;MVP;IKZF1;LMNB1;SOCS3;LDHA;CCRL2;PMAIP1;TSPO;CD38;IER5;LYN;SRGN;CD53;CDKN2D;PTPN1;XBP1;GPR35;CD180;PRKCD;CYBB;MCEMP1;RAB3IL1;FOS;VAV1;PSMB8;TSPAN13;SPINT1;EIF6;BCL3;TGFBI;LGMN;C1QC
5	RummaGEO_DrugPerturbations_2025	GSE168458 1 V 3 DISULFIRAM MOUSE UP	35/1263	7.532976662211785e-16	6.752560280006644e-13	6.907018063369855	240.5166749007344	NCF1;IKZF1;CST7;CBL;LMNB1;SOCS3;CFL1;CCRL2;IL21R;CD38;FYN;LYN;SRGN;CD53;EIF5A;PRELID1;GPR35;CD180;PRKCD;CYBB;SCIMP;VAV1;PSMB8;MANF;ZEB2;MAFB;RNF149;ID2;BCL3;TGFBI;CALR;PABPC1;TMEM106A;LGMN;C1QC
6	RummaGEO_DrugPerturbations_2025	GSE92457 9 V 10 ETHANOL MOUSE DN	37/1456	1.3785738675941166e-15	1.0297946790928053e-12	6.420981912144703	219.7114052387704	DDX5;BTG2;NCF1;MVP;IKZF1;SOCS3;ZFP36;LAMP2;CCRL2;IL21R;PMAIP1;IER5;LYN;SRGN;CD53;PTPN1;CD180;PRKCD;RAB3IL1;FOS;VAV1;KLF2;NR4A1;ZEB2;MAFB;SPINT1;ID2;NINJ1;BCL3;ORAI1;TXNIP;TGFBI;PABPC1;LGMN;C1QC;GPR146;HSPA1A
7	RummaGEO_DrugPerturbations_2025	GSE117042 1 V 3 TUNICAMYCIN MOUSE UP	36/1385	1.882989147383147e-15	1.2056510512244664e-12	6.509734306113691	220.71850397122523	DDX5;BTG2;NCF1;ZFAND3;MVP;IKZF1;CBL;SOCS3;ZFP36;CCRL2;IL21R;CD38;IER5;LYN;SRGN;CD53;XBP1;PRKCD;CYBB;MCEMP1;PDIA6;VAV1;FOXP1;MANF;MRPL52;ZEB2;NR4A3;RNF149;ID2;NINJ1;DNAJB11;BCL3;MYADM;CDK2AP2;CALR;CRELD2
8	RummaGEO_DrugPerturbations_2025	GSE141726,GSE141733 1 V 0 ANGIOTENSIN II MOUSE UP	37/1478	2.218005697246929e-15	1.242637691882592e-12	6.315419847328244	213.09595708338676	NCF1;SDC3;IKZF1;HSD17B10;LMNB1;EPS8;SOCS3;LDHA;GPR171;LAMP2;IL21R;PMAIP1;TSPO;CD38;LYN;SRGN;CD53;PTPN1;XBP1;GPR35;CD180;CYBB;RAB3IL1;SCIMP;VAV1;PSMB8;DOK2;MAFB;FABP5;RNF149;NINJ1;BCL3;TMEM106A;FKBP5;LGMN;C1QC;GPR146
9	RummaGEO_DrugPerturbations_2025	GSE154074 5 V 0 BLEOMYCIN MOUSE UP	30/950	4.785853406226351e-15	2.383354996300723e-12	7.542948038176034	248.7144707414857	RNH1;NCF1;SDC3;IKZF1;SOCS3;CFL1;IL21R;PMAIP1;CD38;LYN;PTPN1;CD180;CYBB;RAB3IL1;CYP7B1;VAV1;PSMB8;OLFM1;DOK2;ZEB2;MAFB;FABP5;RNF149;ID2;NINJ1;BCL3;TGFBI;TMEM106A;LGMN;C1QC
10	RummaGEO_DrugPerturbations_2025	GSE117042 0 V 3 TUNICAMYCIN MOUSE UP	33/1230	1.6042909905551934e-14	7.1904322196683764e-12	6.522667428063831	207.1828081211212	DDX5;BTG2;NCF1;ZFAND3;MVP;IKZF1;CBL;SOCS3;ZFP36;CCRL2;CD38;LYN;SRGN;PTPN1;XBP1;PRKCD;CYBB;MCEMP1;PDIA6;VAV1;FOXP1;MANF;MRPL52;ZEB2;EIF6;RNF149;ID2;NINJ1;DNAJB11;BCL3;CDK2AP2;CALR;CRELD2
11	RummaGEO_DrugPerturbations_2025	GSE92457 7 V 8 ETHANOL MOUSE UP	34/1387	7.878251203953211e-14	3.210029263283481e-11	5.971440483635606	180.17081194132075	DDX5;BTG2;RNH1;NCF1;MVP;IKZF1;SOCS3;ZFP36;LAMP2;CCRL2;IL21R;PMAIP1;IER5;LYN;SRGN;CD53;PTPN1;PRKCD;RAB3IL1;FOS;VAV1;KLF2;NR4A1;ZEB2;MAFB;NINJ1;BCL3;ORAI1;TXNIP;PABPC1;LGMN;C1QC;GPR146;HSPA1A
12	RummaGEO_DrugPerturbations_2025	GSE92457 9 V 12 ETHANOL MOUSE DN	32/1250	1.616243728074039e-13	5.6933042582223465e-11	6.13136288998358	180.59010569928853	DDX5;BTG2;NCF1;MVP;IKZF1;SOCS3;ZFP36;LAMP2;CCRL2;IL21R;PMAIP1;IER5;LYN;SRGN;CD53;CD180;PRKCD;RAB3IL1;FOS;VAV1;KLF2;NR4A1;MAFB;SPINT1;BCL3;ORAI1;TXNIP;TGFBI;LGMN;C1QC;GPR146;HSPA1A
13	RummaGEO_DrugPerturbations_2025	GSE147834 1 V 0 DOXORUBICIN MOUSE DN	28/933	1.6513376920323634e-13	5.6933042582223465e-11	6.991896869244935	205.785652178453	BTG2;NCF1;IKZF1;CBL;LMNB1;SOCS3;CCND3;LSM12;ZFP36;LDHA;LAMP2;CCRL2;TSPO;LYN;SRGN;CD53;EIF5A;CDKN2D;PRELID1;PRKCD;CYBB;MCEMP1;VAV1;NR4A1;RNF149;CDK2AP2;ORAI1;HSPA1A
14	RummaGEO_DrugPerturbations_2025	GSE199606 2 V 7 RICIN MOUSE DN	19/374	2.6675435533671257e-13	8.539950147279612e-11	11.241163107678329	325.4591923293394	EIF5A;PTPN1;XBP1;MVP;CYP7B1;MRPS7;PDIA6;MANF;EPS8;OLFM1;SOCS3;CCND3;PSMB5;RNF149;DNAJB11;BCL3;CDK2AP2;CALR;CRELD2
15	RummaGEO_DrugPerturbations_2025	GSE71491 0 V 1 CYCLOPHOSPHAMIDE MOUSE UP	35/1583	6.234576099294667e-13	1.7656708399741619e-10	5.385247827108293	151.344288718436	NCF1;ZFAND3;SDC3;IKZF1;ZFP36;CASP6;LAMP2;CCRL2;PMAIP1;IER5;LYN;CD53;PTPN1;GPR35;CD180;PRKCD;CYBB;RAB3IL1;CYP7B1;SCIMP;VAV1;KLF2;OLFM1;MAFB;RNF149;ID2;NINJ1;BCL3;CDK2AP2;TXNIP;TGFBI;TMEM106A;LGMN;C1QC;GPR146
16	RummaGEO_DrugPerturbations_2025	GSE125157 1 V 0 PICEATANNOL MOUSE DN	33/1402	6.303153377864032e-13	1.7656708399741619e-10	5.6506828415826025	158.7421250954028	NCF1;SDC3;IKZF1;MRPL20;CCND3;GPR171;CFL1;IL21R;CD38;LYN;EIF5A;PTPN1;GPR35;CD180;MCEMP1;RAB3IL1;SCIMP;PSMB8;TIMM10B;OLFM1;DOK2;COX7A2L;SMDT1;SPINT1;DNAJC7;DNAJB11;MYADM;TXNIP;TGFBI;PABPC1;FKBP5;EIF4G1;C1QC
17	RummaGEO_DrugPerturbations_2025	GSE199204,GSE211619 4 V 7 GLUTAMINE HUMAN UP	31/1296	2.5301344671916574e-12	6.670625107031181e-10	5.634245840042942	150.44985058638375	DDX5;BTG2;NCF1;ZFAND3;MVP;CST7;SOCS3;CCND3;ZFP36;IL21R;PMAIP1;LYN;SRGN;CD53;CDKN2D;GPR35;SSR2;CD180;CYBB;MCEMP1;KLF2;NR4A2;NR4A1;COX7A2L;MAFB;SPINT1;RNF149;ID2;NINJ1;BCL3;TXNIP
