rank	gene_set	term	overlap	p_value	adjusted_p_value	odds_ratio	combined_score	genes
1	RNA-Seq_Disease_Gene_and_Drug_Signatures_from_GEO	PTP1B Macrophages Knockout GSE49449 up	40/497	1.0418275830498972e-35	1.3470830648835168e-32	23.62144420131291	1902.695562034484	IFITM2;RNH1;MVP;IL4RA;BZW2;HSD17B10;MS4A6D;EPS8;SOCS3;ZFP36;LDHA;LAMP2;CFL1;TSPO;CD38;WFDC17;LYN;SRGN;CD53;PTPN1;XBP1;GPR35;RAB3IL1;MT1;VAV1;TIMM10B;MRPL52;OLFM1;MAFB;TSPAN13;FABP5;RNF149;ID2;BCL3;TXNIP;TGFBI;TMEM106A;LGMN;C1QC;GPR146
2	RNA-Seq_Disease_Gene_and_Drug_Signatures_from_GEO	IL-10 Macrophages 100ng-ml 4 hrs GSE49449 up	37/664	3.994510057896388e-27	2.5824507524300147e-24	15.15485380116959	921.1859178612152	DDX5;IFITM2;RNH1;NCF1;IL4RA;MS4A6D;EPS8;SOCS3;ZFP36;LDHA;LAMP2;CFL1;TSPO;WFDC17;LYN;SRGN;CD53;EIF5A;PRELID1;CD180;RAB3IL1;MT1;VAV1;PSMB8;MRPL52;MAFB;TSPAN13;EIF6;RNF149;ID2;NINJ1;BCL3;TXNIP;TGFBI;TMEM106A;LGMN;C1QC
3	RNA-Seq_Disease_Gene_and_Drug_Signatures_from_GEO	IRF1 Primary bone marrow-derived macrophages (BMDM) Knockout GSE77885 up	32/499	3.14781499269734e-25	1.3567082618525533e-22	16.634689507494645	938.4945613283744	NCF1;CLEC4N;MVP;SDC3;IL4RA;IKZF1;MS4A6D;EPS8;SOCS3;ZFP36;LDHA;LAMP2;TSPO;WFDC17;IER5;LYN;CD53;PTPN1;CD180;CYBB;MT1;VAV1;DOK2;FABP5;ID2;NINJ1;BCL3;TXNIP;LY6A;TMEM106A;C1QC;GPR146
4	RNA-Seq_Disease_Gene_and_Drug_Signatures_from_GEO	IFNg Primary bone marrow-derived macrophages (BMDM) 3 hrs GSE77885 up	33/628	2.724590379955864e-23	8.80723840320733e-21	13.544708009786191	703.7442773386662	NCF1;CLEC4N;MVP;SDC3;IL4RA;IKZF1;MS4A6D;EPS8;SOCS3;ZFP36;LDHA;LAMP2;TSPO;WFDC17;IER5;LYN;CD53;PTPN1;CD180;CYBB;MT1;VAV1;PSMB8;DOK2;FABP5;ID2;NINJ1;BCL3;TXNIP;LY6A;TMEM106A;C1QC;GPR146
5	RNA-Seq_Disease_Gene_and_Drug_Signatures_from_GEO	Satb1 Cancer-Associated Dendritic Cells (DCs) knockdown GSE76776 down	29/496	1.0300169964851653e-21	2.6636239529106375e-19	14.530301075823637	702.1726096670926	RNH1;CLEC4N;MVP;SDC3;IL4RA;MS4A6D;LDHA;LAMP2;CFL1;CD38;SRGN;CD53;EIF5A;XBP1;GPR35;CYBB;PDIA6;PSMB8;MANF;FABP5;NINJ1;DNAJB11;TXNIP;CALR;CRELD2;LGMN;EIF4G1;C1QC;HSPA1A
6	RNA-Seq_Disease_Gene_and_Drug_Signatures_from_GEO	LPS Lung 5 ug-mouse GSE64027 up	27/498	2.248384005260978e-19	4.845267531337408e-17	13.095016860247284	562.2856853100479	IFITM1;RNH1;NCF1;MVP;H2-DMA;IL4RA;MS4A6D;SOCS3;LDHA;LAMP2;CFL1;CCRL2;TSPO;SRGN;CD53;EIF5A;XBP1;PRKCD;CYBB;PDIA6;PSMB8;RNF149;LY6A;TGFBI;CALR;LGMN;C1QC
7	RNA-Seq_Disease_Gene_and_Drug_Signatures_from_GEO	Blimp1 Bone marrow knockout GSE70981 up	26/499	3.063258648017092e-18	5.658276331265857e-16	12.409410492157924	500.43494725596815	DDX5;BTG2;RNH1;VARS;IKZF1;ZFP36;CFL1;IER5;SRGN;CD53;EIF5A;CD180;CYBB;MT1;FOS;PDIA6;PSMB8;KLF2;MANF;COX7A2L;TSPAN13;DNAJC7;TXNIP;LY6A;CALR;PABPC1
8	RNA-Seq_Disease_Gene_and_Drug_Signatures_from_GEO	Oct4 Atherosclerosis lesion Knockout GSE75044 up	25/497	3.4274892119833435e-17	5.411354362642203e-15	11.820572764465226	448.14295651831856	RNH1;NCF1;CLEC4N;IL4RA;MS4A6D;SOCS3;LAMP2;CD38;WFDC17;LYN;SRGN;CD53;PTPN1;CD180;CYBB;RAB3IL1;VAV1;ZEB2;MAFB;FABP5;RNF149;ID2;TGFBI;LGMN;C1QC
9	RNA-Seq_Disease_Gene_and_Drug_Signatures_from_GEO	TTP BMDM Knockout GSE78209 up	25/499	3.766603964716151e-17	5.411354362642203e-15	11.769484456084196	445.0956890217805	IFITM2;RNH1;MVP;SDC3;IL4RA;MS4A6D;CFL1;WFDC17;LYN;SRGN;CD53;EIF5A;CYBB;PSMB8;TIMM10B;MRPL52;MAFB;RNF149;ID2;NINJ1;BCL3;LY6A;TGFBI;CALR;C1QC
10	RNA-Seq_Disease_Gene_and_Drug_Signatures_from_GEO	LPS BMDM 10 ng-ml 6 hrs GSE78209 up	25/551	3.809971908619016e-16	4.9262936778443894e-14	10.577553428608889	375.5427032945115	DDX5;IFITM2;IL4RA;IKZF1;MS4A6D;SOCS3;ZFP36;LAMP2;CCRL2;TSPO;CD38;WFDC17;LYN;SRGN;CD53;CDKN2D;PTPN1;CYBB;MT1;PSMB8;FOXP1;ZEB2;BCL3;MYADM;LY6A
