rowname	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PA14_33710	8137.27475815123	6.64034462963187	0.185943671960903	35.7115924387472	2.61241321025899e-279	5.07504806312979e-276
PA14_33530	2230.88220293651	4.77079055696545	0.135286871796868	35.2642536086483	2.07485302771984e-272	2.41844868911025e-269
PA14_20020	237851.875604748	7.96367417512223	0.256114387421675	31.0942085499108	2.88432955167767e-212	1.68098726271775e-209
PA14_33820	13159.1209835039	6.30186923909212	0.20488816095331	30.7576055628133	9.67520514776473e-208	4.33746889239791e-205
PA14_33610	200243.428202272	6.47932574451842	0.213903696544408	30.2908544788671	1.51277702731684e-201	6.29747465371612e-199
PA14_33540	1766.29104729276	5.07499291550532	0.169454352083955	29.9490267030201	4.53018648544488e-197	1.6501204273233e-194
PA14_33720	8642.32553716854	6.57970039696486	0.220365239756277	29.8581591372668	6.87902299956118e-196	2.35829094361427e-193
PA14_33740	6938.03110823266	5.89918875301228	0.199962106864659	29.5015332930306	2.75148332578141e-191	8.43981306455477e-189
PA14_33580	3755.01537960701	5.31211813273547	0.180173223770918	29.4833939336601	4.7007788049779e-191	1.36980694377056e-188
PA14_33280	205380.276322447	7.04927284817707	0.241004006724464	29.2496085189006	4.54203536189128e-188	1.20322645859556e-185
PA14_33750	2690.12182526344	3.64429689021041	0.124753249154621	29.2120398859802	1.3637448613862e-187	3.45561089224296e-185
PA14_20040	4320.73114065056	6.2745798941384	0.216598232272178	28.9687493213414	1.62944815019658e-184	3.79856952773826e-182
PA14_33810	33105.5140255763	7.17887879364936	0.250365645925294	28.6735776672469	8.14898751650651e-181	1.75897404615555e-178
PA14_33650	120430.952389762	5.68805961104718	0.202951963937527	28.0266300492568	7.69837743710978e-173	1.60236227512414e-170
PA14_33630	104304.588585825	5.79427045615809	0.212461938883927	27.2720398137929	9.10554964264533e-164	1.71184333281732e-161
PA14_33730	5042.70543317929	6.03941680176715	0.225404682982378	26.793661612786	3.83032074191478e-158	6.37803122396553e-156
PA14_33550	2584.08029872621	5.07549835636866	0.19127884228583	26.5345518391642	3.87216739985921e-155	5.9386820016788e-153
PA14_20030	6172.05694316455	6.47873458598095	0.24719301542883	26.2092137787213	2.08663498457499e-151	3.04022717252576e-149
PA14_33570	2029.82189527885	4.89042889509589	0.186979238380139	26.1549300203768	8.6614425974613e-151	1.2311923770245e-148
PA14_33270	3444.98790245479	6.86747983954387	0.26802302314255	25.6227235967388	8.51703145348679e-145	1.17251990887047e-142
PA14_33770	3724.1390391996	3.43262484820609	0.133971174050169	25.6221151493429	8.65105629399966e-145	1.17251990887047e-142
PA14_33700	5855.90743920318	4.40827080470665	0.173032939886788	25.4764833076921	3.59299263344103e-143	4.75908206083962e-141
PA14_33520	7019.95159777239	6.67710524168855	0.262389509983345	25.4473025316918	7.56192509582648e-143	9.79353321299483e-141
PA14_33510	5983.93099693765	6.80949068752029	0.269348767292274	25.2813137256026	5.1277699698596e-141	6.49666160529168e-139
PA14_33760	4013.77620982893	3.43432617276161	0.139605776370336	24.6001724430891	1.2578259407947e-133	1.4661219165903e-131
PA14_32905	6984.57066761595	5.39174756284593	0.22270461692299	24.2103088716403	1.73269919519117e-129	1.90531526595738e-127
PA14_60850	428.514050733319	2.72287236865238	0.113976315460445	23.8898086646548	3.90889545382084e-126	4.06804334015498e-124
PA14_38440	2043.07037155961	2.24550976115419	0.0941933339519209	23.8393702286869	1.30534644985811e-125	1.31164812237467e-123
PA14_33590	3589.99005834834	5.04311370232328	0.212406874445021	23.7427047288369	1.30696126893359e-124	1.29101191107542e-122
PA14_33560	3002.77522345842	4.36161328536714	0.185574485647893	23.5033025695289	3.77360608016825e-122	3.6053403664296e-120
PA14_54000	5939.0143848203	1.97698040696495	0.0842944553386403	23.4532674660834	1.22422482913795e-121	1.15077133938968e-119
PA14_33830	5869.46895607452	6.08991503031505	0.262675649094304	23.1841628689711	6.57851781521523e-119	5.89840028108837e-117
PA14_51530	27633.3006689457	3.43395428694369	0.149805297946523	22.9227826653336	2.75404691630761e-116	2.43190688306678e-114
PA14_49720	1148.83397524828	4.20792895273477	0.191167418273761	22.0117475599781	2.22257985117681e-107	1.90488167244977e-105
PA14_31820	1067.27848589034	3.40863802489023	0.155570984896029	21.9104997449768	2.06306081629815e-106	1.66993311630356e-104
PA14_51520	4250.75672957529	2.96257875151074	0.135383437742767	21.8828743080061	3.78237711514744e-106	3.01968408590127e-104
PA14_20050	3666.48336432458	3.98199722899537	0.186533733420167	21.3473303513737	4.12859563619433e-101	3.1248643334728e-99
PA14_55160	931.020152654931	3.78513974833913	0.181832337350496	20.816647926837	3.05846923777971e-96	2.22809483972252e-94
PA14_33600	5275.04203862622	4.20215355188211	0.203148545735702	20.6851274109003	4.71526862278337e-95	3.39266488068907e-93
PA14_42400	1587.09263169305	2.55595923776038	0.126427092515151	20.2168632285368	6.95682904824696e-91	4.55555052732396e-89
PA14_42430	5027.27639344626	2.71499146958912	0.134340392490044	20.2097925967451	8.02846122844522e-91	5.19887467104208e-89
PA14_49520	6546.51895449128	2.94884505610135	0.147614588880064	19.9766505361964	8.79289617593149e-89	5.57010857753573e-87
PA14_20010	14031.3485285204	5.44097209198648	0.277241089373027	19.6254173733449	9.38035746677181e-86	5.46687233163461e-84
PA14_43610	1628.49552973428	2.08243663428419	0.106232458702052	19.6026399061775	1.46806615888279e-85	8.38812703330283e-84
PA14_68290	9227.23456950701	4.83088148854388	0.251104918250354	19.2384980836076	1.76241463336686e-82	9.68995517288875e-81
PA14_73110	1127.95210989084	2.16854844565795	0.113566380541406	19.0949859925077	2.77932009608136e-81	1.51382032896843e-79
PA14_42390	1615.7021240269	2.5806063943187	0.136074895800011	18.9646031264386	3.34542787660488e-80	1.78872969402323e-78
